Ticker,Period,Revenue,COGS,EBIT,SGA,NetIncome,Cash,Receivables,Inventories,OtherCurrentAssets,PPE,OtherAssets,DebtCurrent,AccountsPayable,OtherCurrentLiabilities,LiabilitiesCurrent,TotalLiabilities,1m_return,3m_return,6m_return,9m_return
AAPL,2017-10-31,45408000000.0,27920000000.0,10768000000.0,3783000000.0,8717000000.0,18571000000.0,12399000000.0,3146000000.0,10338000000.0,29286000000.0,10150000000.0,6495000000.0,31915000000.0,42892000000.0,81302000000.0,212748000000.0,4.774657478510758,7.4273641998661155,17.679470308262623,31.6198284145726
AAPL,2017-11-30,45408000000.0,27920000000.0,10768000000.0,3783000000.0,8717000000.0,18571000000.0,12399000000.0,3146000000.0,10338000000.0,29286000000.0,10150000000.0,6495000000.0,31915000000.0,42892000000.0,81302000000.0,212748000000.0,4.774657478510758,7.4273641998661155,17.679470308262623,31.6198284145726
AAPL,2017-12-31,52579000000.0,32648000000.0,13120000000.0,3814000000.0,10714000000.0,20289000000.0,17874000000.0,4855000000.0,13936000000.0,33783000000.0,10162000000.0,6496000000.0,49049000000.0,45269000000.0,100814000000.0,241272000000.0,4.774657478510758,7.4273641998661155,17.679470308262623,31.6198284145726
AAPL,2018-01-31,52579000000.0,32648000000.0,13120000000.0,3814000000.0,10714000000.0,20289000000.0,17874000000.0,4855000000.0,13936000000.0,33783000000.0,10162000000.0,6496000000.0,49049000000.0,45269000000.0,100814000000.0,241272000000.0,4.774657478510758,7.4273641998661155,17.679470308262623,31.6198284145726
AAPL,2018-02-28,52579000000.0,32648000000.0,13120000000.0,3814000000.0,10714000000.0,20289000000.0,17874000000.0,4855000000.0,13936000000.0,33783000000.0,10162000000.0,6496000000.0,49049000000.0,45269000000.0,100814000000.0,241272000000.0,4.774657478510758,7.4273641998661155,17.679470308262623,31.6198284145726
AAPL,2018-03-31,88293000000.0,54381000000.0,26274000000.0,4231000000.0,20065000000.0,27491000000.0,23440000000.0,4421000000.0,11337000000.0,33679000000.0,13323000000.0,6498000000.0,62985000000.0,46305000000.0,115788000000.0,266595000000.0,-1.063643913868817,-0.596354667847665,13.421486619367418,17.917168693167085
AAPL,2018-04-30,88293000000.0,54381000000.0,26274000000.0,4231000000.0,20065000000.0,27491000000.0,23440000000.0,4421000000.0,11337000000.0,33679000000.0,13323000000.0,6498000000.0,62985000000.0,46305000000.0,115788000000.0,266595000000.0,-1.063643913868817,-0.596354667847665,13.421486619367418,17.917168693167085
AAPL,2018-05-31,88293000000.0,54381000000.0,26274000000.0,4231000000.0,20065000000.0,27491000000.0,23440000000.0,4421000000.0,11337000000.0,33679000000.0,13323000000.0,6498000000.0,62985000000.0,46305000000.0,115788000000.0,266595000000.0,-1.063643913868817,-0.596354667847665,13.421486619367418,17.917168693167085
AAPL,2018-06-30,61137000000.0,37715000000.0,15894000000.0,4150000000.0,13822000000.0,45059000000.0,14324000000.0,7662000000.0,12043000000.0,35077000000.0,23086000000.0,8498000000.0,34311000000.0,46511000000.0,89320000000.0,240624000000.0,-1.063643913868817,-0.596354667847665,13.421486619367418,17.917168693167085
AAPL,2018-07-31,61137000000.0,37715000000.0,15894000000.0,4150000000.0,13822000000.0,45059000000.0,14324000000.0,7662000000.0,12043000000.0,35077000000.0,23086000000.0,8498000000.0,34311000000.0,46511000000.0,89320000000.0,240624000000.0,-1.063643913868817,-0.596354667847665,13.421486619367418,17.917168693167085
AAPL,2018-08-31,61137000000.0,37715000000.0,15894000000.0,4150000000.0,13822000000.0,45059000000.0,14324000000.0,7662000000.0,12043000000.0,35077000000.0,23086000000.0,8498000000.0,34311000000.0,46511000000.0,89320000000.0,240624000000.0,-1.063643913868817,-0.596354667847665,13.421486619367418,17.917168693167085
AAPL,2018-09-30,53265000000.0,32844000000.0,12612000000.0,4108000000.0,11519000000.0,31971000000.0,14104000000.0,5936000000.0,12488000000.0,38117000000.0,22546000000.0,5498000000.0,38489000000.0,44561000000.0,88548000000.0,234248000000.0,-1.063643913868817,-0.596354667847665,13.421486619367418,17.917168693167085
AAPL,2018-10-31,53265000000.0,32844000000.0,12612000000.0,4108000000.0,11519000000.0,31971000000.0,14104000000.0,5936000000.0,12488000000.0,38117000000.0,22546000000.0,5498000000.0,38489000000.0,44561000000.0,88548000000.0,234248000000.0,-1.063643913868817,-0.596354667847665,13.421486619367418,17.917168693167085
AAPL,2018-11-30,53265000000.0,32844000000.0,12612000000.0,4108000000.0,11519000000.0,31971000000.0,14104000000.0,5936000000.0,12488000000.0,38117000000.0,22546000000.0,5498000000.0,38489000000.0,44561000000.0,88548000000.0,234248000000.0,-1.063643913868817,-0.596354667847665,13.421486619367418,17.917168693167085
AAPL,2018-12-31,62900000000.0,38816000000.0,16118000000.0,4216000000.0,14125000000.0,25913000000.0,23186000000.0,3956000000.0,12087000000.0,41304000000.0,22283000000.0,8784000000.0,55888000000.0,32687000000.0,116866000000.0,258578000000.0,-1.063643913868817,-0.596354667847665,13.421486619367418,17.917168693167085
AAPL,2019-01-31,62900000000.0,38816000000.0,16118000000.0,4216000000.0,14125000000.0,25913000000.0,23186000000.0,3956000000.0,12087000000.0,41304000000.0,22283000000.0,8784000000.0,55888000000.0,32687000000.0,116866000000.0,258578000000.0,-1.063643913868817,-0.596354667847665,13.421486619367418,17.917168693167085
AAPL,2019-02-28,62900000000.0,38816000000.0,16118000000.0,4216000000.0,14125000000.0,25913000000.0,23186000000.0,3956000000.0,12087000000.0,41304000000.0,22283000000.0,8784000000.0,55888000000.0,32687000000.0,116866000000.0,258578000000.0,-1.063643913868817,-0.596354667847665,13.421486619367418,17.917168693167085
AAPL,2019-03-31,84310000000.0,52279000000.0,23346000000.0,4783000000.0,19965000000.0,44771000000.0,18077000000.0,4988000000.0,12432000000.0,39597000000.0,34686000000.0,9772000000.0,44293000000.0,36703000000.0,108283000000.0,255827000000.0,5.515368095384754,-23.68605870390822,-11.920510472988768,1.810975869280784
AAPL,2019-04-30,84310000000.0,52279000000.0,23346000000.0,4783000000.0,19965000000.0,44771000000.0,18077000000.0,4988000000.0,12432000000.0,39597000000.0,34686000000.0,9772000000.0,44293000000.0,36703000000.0,108283000000.0,255827000000.0,5.515368095384754,-23.68605870390822,-11.920510472988768,1.810975869280784
AAPL,2019-05-31,84310000000.0,52279000000.0,23346000000.0,4783000000.0,19965000000.0,44771000000.0,18077000000.0,4988000000.0,12432000000.0,39597000000.0,34686000000.0,9772000000.0,44293000000.0,36703000000.0,108283000000.0,255827000000.0,5.515368095384754,-23.68605870390822,-11.920510472988768,1.810975869280784
AAPL,2019-06-30,58015000000.0,36194000000.0,13415000000.0,4458000000.0,11561000000.0,37988000000.0,15085000000.0,4884000000.0,12092000000.0,38746000000.0,34587000000.0,10505000000.0,30443000000.0,35368000000.0,93772000000.0,236138000000.0,5.515368095384754,-23.68605870390822,-11.920510472988768,1.810975869280784
AAPL,2019-07-31,58015000000.0,36194000000.0,13415000000.0,4458000000.0,11561000000.0,37988000000.0,15085000000.0,4884000000.0,12092000000.0,38746000000.0,34587000000.0,10505000000.0,30443000000.0,35368000000.0,93772000000.0,236138000000.0,5.515368095384754,-23.68605870390822,-11.920510472988768,1.810975869280784
AAPL,2019-08-31,58015000000.0,36194000000.0,13415000000.0,4458000000.0,11561000000.0,37988000000.0,15085000000.0,4884000000.0,12092000000.0,38746000000.0,34587000000.0,10505000000.0,30443000000.0,35368000000.0,93772000000.0,236138000000.0,5.515368095384754,-23.68605870390822,-11.920510472988768,1.810975869280784
AAPL,2019-09-30,53809000000.0,33582000000.0,11544000000.0,4426000000.0,10044000000.0,50530000000.0,14148000000.0,3355000000.0,10530000000.0,37636000000.0,33634000000.0,13529000000.0,29115000000.0,31673000000.0,89704000000.0,225783000000.0,5.515368095384754,-23.68605870390822,-11.920510472988768,1.810975869280784
AAPL,2019-10-31,53809000000.0,33582000000.0,11544000000.0,4426000000.0,10044000000.0,50530000000.0,14148000000.0,3355000000.0,10530000000.0,37636000000.0,33634000000.0,13529000000.0,29115000000.0,31673000000.0,89704000000.0,225783000000.0,5.515368095384754,-23.68605870390822,-11.920510472988768,1.810975869280784
AAPL,2019-11-30,53809000000.0,33582000000.0,11544000000.0,4426000000.0,10044000000.0,50530000000.0,14148000000.0,3355000000.0,10530000000.0,37636000000.0,33634000000.0,13529000000.0,29115000000.0,31673000000.0,89704000000.0,225783000000.0,5.515368095384754,-23.68605870390822,-11.920510472988768,1.810975869280784
AAPL,2019-12-31,64040000000.0,39727000000.0,15625000000.0,4578000000.0,13686000000.0,48844000000.0,22926000000.0,4106000000.0,12352000000.0,37378000000.0,32978000000.0,10260000000.0,46236000000.0,37720000000.0,105718000000.0,248028000000.0,5.515368095384754,-23.68605870390822,-11.920510472988768,1.810975869280784
AAPL,2020-01-31,64040000000.0,39727000000.0,15625000000.0,4578000000.0,13686000000.0,48844000000.0,22926000000.0,4106000000.0,12352000000.0,37378000000.0,32978000000.0,10260000000.0,46236000000.0,37720000000.0,105718000000.0,248028000000.0,5.515368095384754,-23.68605870390822,-11.920510472988768,1.810975869280784
AAPL,2020-02-29,64040000000.0,39727000000.0,15625000000.0,4578000000.0,13686000000.0,48844000000.0,22926000000.0,4106000000.0,12352000000.0,37378000000.0,32978000000.0,10260000000.0,46236000000.0,37720000000.0,105718000000.0,248028000000.0,5.515368095384754,-23.68605870390822,-11.920510472988768,1.810975869280784
AAPL,2020-03-31,91819000000.0,56602000000.0,25569000000.0,5197000000.0,22236000000.0,39771000000.0,20970000000.0,4097000000.0,12026000000.0,37031000000.0,40457000000.0,10224000000.0,45111000000.0,36263000000.0,102161000000.0,251087000000.0,5.400984285596877,24.794697087611617,46.272408181265654,55.88717172691893
AAPL,2020-04-30,91819000000.0,56602000000.0,25569000000.0,5197000000.0,22236000000.0,39771000000.0,20970000000.0,4097000000.0,12026000000.0,37031000000.0,40457000000.0,10224000000.0,45111000000.0,36263000000.0,102161000000.0,251087000000.0,5.400984285596877,24.794697087611617,46.272408181265654,55.88717172691893
AAPL,2020-05-31,91819000000.0,56602000000.0,25569000000.0,5197000000.0,22236000000.0,39771000000.0,20970000000.0,4097000000.0,12026000000.0,37031000000.0,40457000000.0,10224000000.0,45111000000.0,36263000000.0,102161000000.0,251087000000.0,5.400984285596877,24.794697087611617,46.272408181265654,55.88717172691893
AAPL,2020-06-30,58313000000.0,35943000000.0,12853000000.0,4952000000.0,11249000000.0,40174000000.0,15722000000.0,3334000000.0,15691000000.0,35889000000.0,41965000000.0,10392000000.0,32421000000.0,37324000000.0,96094000000.0,241975000000.0,5.400984285596877,24.794697087611617,46.272408181265654,55.88717172691893
AAPL,2020-07-31,58313000000.0,35943000000.0,12853000000.0,4952000000.0,11249000000.0,40174000000.0,15722000000.0,3334000000.0,15691000000.0,35889000000.0,41965000000.0,10392000000.0,32421000000.0,37324000000.0,96094000000.0,241975000000.0,5.400984285596877,24.794697087611617,46.272408181265654,55.88717172691893
AAPL,2020-08-31,58313000000.0,35943000000.0,12853000000.0,4952000000.0,11249000000.0,40174000000.0,15722000000.0,3334000000.0,15691000000.0,35889000000.0,41965000000.0,10392000000.0,32421000000.0,37324000000.0,96094000000.0,241975000000.0,5.400984285596877,24.794697087611617,46.272408181265654,55.88717172691893
AAPL,2020-09-30,59685000000.0,37005000000.0,13091000000.0,4831000000.0,11253000000.0,33383000000.0,17882000000.0,3978000000.0,10987000000.0,35687000000.0,41000000000.0,7509000000.0,35325000000.0,35005000000.0,95318000000.0,245062000000.0,5.400984285596877,24.794697087611617,46.272408181265654,55.88717172691893
AAPL,2020-10-31,59685000000.0,37005000000.0,13091000000.0,4831000000.0,11253000000.0,33383000000.0,17882000000.0,3978000000.0,10987000000.0,35687000000.0,41000000000.0,7509000000.0,35325000000.0,35005000000.0,95318000000.0,245062000000.0,5.400984285596877,24.794697087611617,46.272408181265654,55.88717172691893
AAPL,2020-11-30,59685000000.0,37005000000.0,13091000000.0,4831000000.0,11253000000.0,33383000000.0,17882000000.0,3978000000.0,10987000000.0,35687000000.0,41000000000.0,7509000000.0,35325000000.0,35005000000.0,95318000000.0,245062000000.0,5.400984285596877,24.794697087611617,46.272408181265654,55.88717172691893
AAPL,2020-12-31,64698000000.0,40009000000.0,14775000000.0,4936000000.0,12673000000.0,38016000000.0,16120000000.0,4061000000.0,11264000000.0,36766000000.0,42522000000.0,8773000000.0,42296000000.0,42684000000.0,105392000000.0,258549000000.0,5.400984285596877,24.794697087611617,46.272408181265654,55.88717172691893
AAPL,2021-01-31,64698000000.0,40009000000.0,14775000000.0,4936000000.0,12673000000.0,38016000000.0,16120000000.0,4061000000.0,11264000000.0,36766000000.0,42522000000.0,8773000000.0,42296000000.0,42684000000.0,105392000000.0,258549000000.0,5.400984285596877,24.794697087611617,46.272408181265654,55.88717172691893
AAPL,2021-02-28,64698000000.0,40009000000.0,14775000000.0,4936000000.0,12673000000.0,38016000000.0,16120000000.0,4061000000.0,11264000000.0,36766000000.0,42522000000.0,8773000000.0,42296000000.0,42684000000.0,105392000000.0,258549000000.0,5.400984285596877,24.794697087611617,46.272408181265654,55.88717172691893
AAPL,2021-03-31,111439000000.0,67111000000.0,33534000000.0,5631000000.0,28755000000.0,36010000000.0,27101000000.0,4973000000.0,13687000000.0,37933000000.0,43270000000.0,7762000000.0,63846000000.0,48504000000.0,132507000000.0,287830000000.0,-0.5501386174650125,21.4290541645634,24.62452345380743,80.78218124892331
AAPL,2021-04-30,111439000000.0,67111000000.0,33534000000.0,5631000000.0,28755000000.0,36010000000.0,27101000000.0,4973000000.0,13687000000.0,37933000000.0,43270000000.0,7762000000.0,63846000000.0,48504000000.0,132507000000.0,287830000000.0,-0.5501386174650125,21.4290541645634,24.62452345380743,80.78218124892331
AAPL,2021-05-31,111439000000.0,67111000000.0,33534000000.0,5631000000.0,28755000000.0,36010000000.0,27101000000.0,4973000000.0,13687000000.0,37933000000.0,43270000000.0,7762000000.0,63846000000.0,48504000000.0,132507000000.0,287830000000.0,-0.5501386174650125,21.4290541645634,24.62452345380743,80.78218124892331
AAPL,2021-06-30,89584000000.0,51505000000.0,27503000000.0,5314000000.0,23630000000.0,38466000000.0,18503000000.0,5219000000.0,13376000000.0,37815000000.0,43339000000.0,8003000000.0,40127000000.0,45660000000.0,106385000000.0,267980000000.0,-0.5501386174650125,21.4290541645634,24.62452345380743,80.78218124892331
AAPL,2021-07-31,89584000000.0,51505000000.0,27503000000.0,5314000000.0,23630000000.0,38466000000.0,18503000000.0,5219000000.0,13376000000.0,37815000000.0,43339000000.0,8003000000.0,40127000000.0,45660000000.0,106385000000.0,267980000000.0,-0.5501386174650125,21.4290541645634,24.62452345380743,80.78218124892331
AAPL,2021-08-31,89584000000.0,51505000000.0,27503000000.0,5314000000.0,23630000000.0,38466000000.0,18503000000.0,5219000000.0,13376000000.0,37815000000.0,43339000000.0,8003000000.0,40127000000.0,45660000000.0,106385000000.0,267980000000.0,-0.5501386174650125,21.4290541645634,24.62452345380743,80.78218124892331
AAPL,2021-09-30,81434000000.0,46179000000.0,24126000000.0,5412000000.0,21744000000.0,34050000000.0,17475000000.0,5178000000.0,13641000000.0,38615000000.0,44854000000.0,8039000000.0,40409000000.0,43625000000.0,107754000000.0,265560000000.0,-0.5501386174650125,21.4290541645634,24.62452345380743,80.78218124892331
AAPL,2021-10-31,81434000000.0,46179000000.0,24126000000.0,5412000000.0,21744000000.0,34050000000.0,17475000000.0,5178000000.0,13641000000.0,38615000000.0,44854000000.0,8039000000.0,40409000000.0,43625000000.0,107754000000.0,265560000000.0,-0.5501386174650125,21.4290541645634,24.62452345380743,80.78218124892331
AAPL,2021-11-30,81434000000.0,46179000000.0,24126000000.0,5412000000.0,21744000000.0,34050000000.0,17475000000.0,5178000000.0,13641000000.0,38615000000.0,44854000000.0,8039000000.0,40409000000.0,43625000000.0,107754000000.0,265560000000.0,-0.5501386174650125,21.4290541645634,24.62452345380743,80.78218124892331
AAPL,2021-12-31,83360000000.0,48186000000.0,23786000000.0,5616000000.0,20551000000.0,34940000000.0,26278000000.0,6580000000.0,14111000000.0,39440000000.0,48849000000.0,9613000000.0,54763000000.0,47493000000.0,125481000000.0,287912000000.0,-0.5501386174650125,21.4290541645634,24.62452345380743,80.78218124892331
AAPL,2022-01-31,83360000000.0,48186000000.0,23786000000.0,5616000000.0,20551000000.0,34940000000.0,26278000000.0,6580000000.0,14111000000.0,39440000000.0,48849000000.0,9613000000.0,54763000000.0,47493000000.0,125481000000.0,287912000000.0,-0.5501386174650125,21.4290541645634,24.62452345380743,80.78218124892331
AAPL,2022-02-28,83360000000.0,48186000000.0,23786000000.0,5616000000.0,20551000000.0,34940000000.0,26278000000.0,6580000000.0,14111000000.0,39440000000.0,48849000000.0,9613000000.0,54763000000.0,47493000000.0,125481000000.0,287912000000.0,-0.5501386174650125,21.4290541645634,24.62452345380743,80.78218124892331
AAPL,2022-03-31,123945000000.0,69702000000.0,41488000000.0,6449000000.0,34630000000.0,37119000000.0,30213000000.0,5876000000.0,18112000000.0,39245000000.0,50109000000.0,11169000000.0,74362000000.0,49167000000.0,147574000000.0,309259000000.0,-1.5712358442838803,16.84583349590958,20.181896753585036,33.57298563311324
AAPL,2022-04-30,123945000000.0,69702000000.0,41488000000.0,6449000000.0,34630000000.0,37119000000.0,30213000000.0,5876000000.0,18112000000.0,39245000000.0,50109000000.0,11169000000.0,74362000000.0,49167000000.0,147574000000.0,309259000000.0,-1.5712358442838803,16.84583349590958,20.181896753585036,33.57298563311324
AAPL,2022-05-31,123945000000.0,69702000000.0,41488000000.0,6449000000.0,34630000000.0,37119000000.0,30213000000.0,5876000000.0,18112000000.0,39245000000.0,50109000000.0,11169000000.0,74362000000.0,49167000000.0,147574000000.0,309259000000.0,-1.5712358442838803,16.84583349590958,20.181896753585036,33.57298563311324
AAPL,2022-06-30,97278000000.0,54719000000.0,29979000000.0,6193000000.0,25010000000.0,28098000000.0,20815000000.0,5460000000.0,15809000000.0,39304000000.0,51959000000.0,9659000000.0,52682000000.0,50248000000.0,127508000000.0,283263000000.0,-1.5712358442838803,16.84583349590958,20.181896753585036,33.57298563311324
AAPL,2022-07-31,97278000000.0,54719000000.0,29979000000.0,6193000000.0,25010000000.0,28098000000.0,20815000000.0,5460000000.0,15809000000.0,39304000000.0,51959000000.0,9659000000.0,52682000000.0,50248000000.0,127508000000.0,283263000000.0,-1.5712358442838803,16.84583349590958,20.181896753585036,33.57298563311324
AAPL,2022-08-31,97278000000.0,54719000000.0,29979000000.0,6193000000.0,25010000000.0,28098000000.0,20815000000.0,5460000000.0,15809000000.0,39304000000.0,51959000000.0,9659000000.0,52682000000.0,50248000000.0,127508000000.0,283263000000.0,-1.5712358442838803,16.84583349590958,20.181896753585036,33.57298563311324
AAPL,2022-09-30,82959000000.0,47074000000.0,23076000000.0,6012000000.0,19442000000.0,27502000000.0,21803000000.0,5433000000.0,16386000000.0,40335000000.0,52605000000.0,14009000000.0,48343000000.0,48811000000.0,129873000000.0,278202000000.0,-1.5712358442838803,16.84583349590958,20.181896753585036,33.57298563311324
AAPL,2022-10-31,82959000000.0,47074000000.0,23076000000.0,6012000000.0,19442000000.0,27502000000.0,21803000000.0,5433000000.0,16386000000.0,40335000000.0,52605000000.0,14009000000.0,48343000000.0,48811000000.0,129873000000.0,278202000000.0,-1.5712358442838803,16.84583349590958,20.181896753585036,33.57298563311324
AAPL,2022-11-30,82959000000.0,47074000000.0,23076000000.0,6012000000.0,19442000000.0,27502000000.0,21803000000.0,5433000000.0,16386000000.0,40335000000.0,52605000000.0,14009000000.0,48343000000.0,48811000000.0,129873000000.0,278202000000.0,-1.5712358442838803,16.84583349590958,20.181896753585036,33.57298563311324
AAPL,2022-12-31,90146000000.0,52051000000.0,24894000000.0,6440000000.0,20721000000.0,23646000000.0,28184000000.0,4946000000.0,21223000000.0,42117000000.0,54428000000.0,11128000000.0,64115000000.0,60845000000.0,153982000000.0,302083000000.0,-1.5712358442838803,16.84583349590958,20.181896753585036,33.57298563311324
AAPL,2023-01-31,90146000000.0,52051000000.0,24894000000.0,6440000000.0,20721000000.0,23646000000.0,28184000000.0,4946000000.0,21223000000.0,42117000000.0,54428000000.0,11128000000.0,64115000000.0,60845000000.0,153982000000.0,302083000000.0,-1.5712358442838803,16.84583349590958,20.181896753585036,33.57298563311324
