date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,SYY_shares,SYY_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,MU_shares,MU_value,MKC_shares,MKC_value,NKE_shares,NKE_value,COP_shares,COP_value,EA_shares,EA_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,XOM_shares,XOM_value,CVX_shares,CVX_value,CHRW_shares,CHRW_value,GWW_shares,GWW_value,EBAY_shares,EBAY_value,EOG_shares,EOG_value,AES_shares,AES_value,STLD_shares,STLD_value,WDC_shares,WDC_value,APA_shares,APA_value,TRV_shares,TRV_value,DVN_shares,DVN_value,RL_shares,RL_value,F_shares,F_value,RMD_shares,RMD_value,EL_shares,EL_value,EMN_shares,EMN_value,DD_shares,DD_value,VLO_shares,VLO_value,CMI_shares,CMI_value,TER_shares,TER_value,NVR_shares,NVR_value,LII_shares,LII_value,CTRA_shares,CTRA_value,FCX_shares,FCX_value,A_shares,A_value,WSM_shares,WSM_value,DE_shares,DE_value,SNPS_shares,SNPS_value,URI_shares,URI_value,HAS_shares,HAS_value,CSGP_shares,CSGP_value,DECK_shares,DECK_value,FFIV_shares,FFIV_value,DLTR_shares,DLTR_value,MOH_shares,MOH_value,NUE_shares,NUE_value,CTSH_shares,CTSH_value,LRCX_shares,LRCX_value,SWKS_shares,SWKS_value,GRMN_shares,GRMN_value,J_shares,J_value,TTWO_shares,TTWO_value,FAST_shares,FAST_value,NEM_shares,NEM_value,MOS_shares,MOS_value,FDX_shares,FDX_value,PWR_shares,PWR_value,ROST_shares,ROST_value,TJX_shares,TJX_value,CPRT_shares,CPRT_value,TSCO_shares,TSCO_value,SBUX_shares,SBUX_value,VZ_shares,VZ_value,AMAT_shares,AMAT_value,LVS_shares,LVS_value,GLW_shares,GLW_value,EXPD_shares,EXPD_value,HRL_shares,HRL_value,AMP_shares,AMP_value,PCAR_shares,PCAR_value,PRU_shares,PRU_value,FSLR_shares,FSLR_value,KDP_shares,KDP_value,LUV_shares,LUV_value,PHM_shares,PHM_value,SMCI_shares,SMCI_value,TXT_shares,TXT_value,ALB_shares,ALB_value,GE_shares,GE_value,DHI_shares,DHI_value,QCOM_shares,QCOM_value,APD_shares,APD_value,RCL_shares,RCL_value,PSX_shares,PSX_value,ACGL_shares,ACGL_value,OXY_shares,OXY_value,FANG_shares,FANG_value,CF_shares,CF_value,LEN_shares,LEN_value,run
2006-07-31,106.48447832261282,0.3955517031406679,10.814767641817358,,,,,,,0.2886806790067466,10.412107428736132,1.278964276244067,8.671881803724864,0.6567907365206682,11.259850677218989,,,,,,,,,,,,,,,,,1.2887041713785965,9.93898356416947,0.4153111545210714,11.367100709940717,,,0.912640885104526,10.971377343227902,0.5388344002987241,9.70346009176713,0.3405222455204523,11.910953592672277,0.364398943709752,11.433995469338004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2006-08-31,107.1258333893568,0.3955517031406679,11.43433589589004,,,,,,,0.2886806790067466,9.257321942633524,,,,,,,,,0.5601665414626272,10.55633808922737,,,,,,,,,,,,,0.4153111545210714,10.559718297007848,,,,,,,0.3405222455204523,11.898646968244249,0.364398943709752,11.194119839444287,0.3512759362070959,10.55633808922737,0.2183159889837281,10.55633808922737,1.0063335643068272,10.556338089227372,0.4629500902029437,10.55633808922737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2006-09-30,107.1827121321672,,,,,,,,,,,,,,,,,,,0.5601665414626272,11.682272965779198,,,0.4391526219731942,10.39573014623372,,,,,,,,,0.4153111545210714,9.91045320436552,,,,,,,0.3405222455204523,11.853162858644568,0.364398943709752,11.362442225975622,,,,,,,,,0.7795774047060916,10.39573014623372,1.2589607755219026,10.39573014623372,0.9482841515301712,10.39573014623372,0.2261627997948063,10.39573014623372,0.3482764330691047,10.39573014623372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2006-10-31,114.04299397664312,0.4430744089141143,11.329091363718456,,,,,,,,,,,,,,,,,0.5601665414626272,12.407688679710615,,,,,,,,,,,,,0.4153111545210714,10.028652054254716,,,,,,,0.3405222455204523,12.616287884238798,0.364398943709752,11.77237505182507,,,,,,,0.4840691536636246,11.329091363718456,,,,,0.9482841515301712,10.499112305530064,,,0.3482764330691047,11.402512546210014,0.2687398110413007,11.329091363718458,0.207944162236008,11.329091363718456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2006-11-30,121.20694730015516,,,,,,,,,,,,,,,,,,,0.5601665414626272,12.923041940593547,,,0.50393771187646,12.20111106411892,,,0.8556267423993719,12.20111106411892,,,,,0.4153111545210714,11.269211618601716,,,,,,,,,0.364398943709752,12.669320176747483,,,,,,,,,0.7982926863540188,12.20111106411892,1.1396050666457604,12.201111064118924,0.9482841515301712,11.785657499561434,0.2393409825009522,12.20111106411892,0.3482764330691047,11.554160744056388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2006-12-31,123.18565160246132,,,,,,,,,0.3316767942767761,12.04806617690775,,,,,,,,,0.5601665414626272,15.020866108481558,0.5665612490102228,12.04806617690775,0.50393771187646,12.459145957997467,,,0.8556267423993719,11.666269279108436,,,,,0.4153111545210714,12.047843195441937,,,,,,,,,,,,,,,,,,,,,,,0.9482841515301712,11.75119617689316,,,,,,,,,3.0834345259635194,12.04806617690775,0.5877115294820404,12.048066176907748,0.7529544094819733,12.04806617690775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2007-01-31,125.63844457540436,,,,,,,,,0.3316767942767761,12.7978006786192,,,,,,,,,0.5601665414626272,16.08518232357397,0.5665612490102228,11.323739457415655,0.50393771187646,12.13015927792968,,,0.8556267423993719,10.822219792169005,,,,,0.4153111545210714,11.120184933247094,,,,,,,,,,,,,,,,,,,,,,,0.9482841515301712,11.257254169398184,,,,,,,,,3.0834345259635194,13.04270902951016,0.5877115294820404,12.87052356081221,0.7529544094819733,14.18867135272919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2007-03-31,120.336704481939,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8556267423993719,10.095166027712713,,,,,0.4153111545210714,11.5150176027243,,,,,,,,,0.3420552849995292,12.340815106437748,,,0.218001506587445,12.340815106437748,,,0.4907911365605269,12.340815106437748,,,,,,,,,,,0.2822240369598127,12.340815106437748,,,,,,,,,0.6674834412553154,12.340815106437748,0.3222109698997799,12.34081510643775,0.3677311048892866,12.340815106437748,0.5174452224233338,12.34081510643775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2007-04-30,127.71967185443776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4153111545210714,11.683488234152213,,,,,,,0.3066445828285746,12.736116567287835,0.3420552849995292,12.979877471407038,,,0.218001506587445,13.200390230228368,,,,,,,,,,,,,0.363972549834388,12.736116567287835,,,,,3.0446582867864183,12.736116567287835,,,,,,,,,0.3677311048892866,13.43921651492312,,,0.7915186582492151,12.736116567287835,0.0154564521447667,12.736116567287835,0.4813975410901426,12.736116567287835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2007-05-31,131.94029657467254,0.4837558104395035,12.825178613539777,0.099705963824102,12.825178613539777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4153111545210714,13.044740315064802,,,,,,,,,0.3420552849995292,13.597244305585283,,,0.218001506587445,14.067954628897622,,,0.4726098418763535,12.825178613539777,,,,,,,,,,,0.2638462860638758,12.825178613539777,,,,,,,,,0.6592265663815619,12.825178613539777,,,0.3677311048892866,14.279285643886183,0.4129462018000598,12.825178613539777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2007-06-30,134.09701941601585,0.4837558104395035,12.395070824963032,0.099705963824102,13.621828290803297,,,,,,,,,,,,,,,,,,,0.4831319633569937,13.138549671288455,,,,,,,,,0.4153111545210714,13.300901194611082,,,,,,,,,0.3420552849995292,14.15782331300242,,,0.218001506587445,14.928647436193692,,,,,,,,,1.1210592589622954,13.138549671288455,,,,,,,,,2.680736348070198,13.138549671288455,,,,,,,,,,,,,,,,,,,1.9892053592236587,13.138549671288455,0.4539784518603038,13.138549671288455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2007-07-31,133.36540483270167,0.4837558104395035,12.577267231977892,0.099705963824102,12.643713029111618,,,,,,,,,,,,,,,,,,,0.4831319633569937,12.643385668202244,,,,,,,,,0.4153111545210714,13.697391027584796,,,,,,,,,0.3420552849995292,14.329256759921265,,,0.218001506587445,14.01576113770026,,,,,,,,,1.1210592589622954,14.496537815118067,,,,,,,,,2.680736348070198,11.869330267172556,,,,,,,,,,,,,,,,,,,1.9892053592236587,12.183790818122944,0.4539784518603038,14.90897107779004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2007-08-31,133.32225416864367,,,,,,,,,0.2870071401112412,12.267127967608852,,,,,,,,,0.541356048111793,12.267127967608854,,,0.4831319633569937,12.458173164167968,,,1.096920565479495,12.267127967608852,,,,,0.4153111545210714,13.945181330330112,,,,,,,,,0.3420552849995292,14.749415694801076,,,0.218001506587445,14.697622920904315,,,,,,,,,1.1210592589622954,15.861321320132724,,,,,,,,,2.680736348070198,10.89299938900071,,,,,,,,,,,,,,,,,,,,,0.4539784518603038,13.916156446480189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2007-09-30,138.80497032980614,,,,,,,,,0.2870071401112412,12.191637285701924,,,,,,,,,0.541356048111793,11.005768416810565,,,,,,,,,,,,,0.4153111545210714,14.946502569517037,,,,,,,0.298896206435365,14.596131906817051,0.3420552849995292,15.83897315844166,,,,,,,,,,,,,,,,,,,,,,,2.680736348070198,11.841429365249695,,,,,,,,,0.416033003802691,14.596131906817051,,,,,,,,,,,,,0.6215106056673807,14.596131906817051,1.3775792660715307,14.596131906817051,0.279225659106832,14.596131906817051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2007-10-31,140.7359072727897,,,,,,,,,0.2870071401112412,13.361726980001722,,,,,,,,,0.541356048111793,11.298101178417197,,,,,,,,,,,,,0.4153111545210714,14.46797997489344,,,,,,,0.298896206435365,14.506253476394535,0.3420552849995292,15.488609973968588,,,,,,,,,,,,,,,,,,,,,,,2.680736348070198,12.37143529188494,,,,,,,,,0.416033003802691,15.302253597116778,,,,,,,,,,,,,0.6215106056673807,14.58426212209082,,,,,0.5193787055957003,14.677642339010845,0.4423295600884713,14.67764233901084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2007-11-30,130.74484408749365,,,,,0.4128618484847205,12.380813274640785,,,0.2870071401112412,13.389543715875158,,,,,,,,,,,,,,,,,,,,,,,0.4153111545210714,13.696356488614224,,,,,,,0.298896206435365,14.059982047689743,0.3420552849995292,14.855602054351465,,,,,,,,,,,,,,,,,,,,,,,2.680736348070198,10.47458236989783,,,,,,,,,0.416033003802691,14.144209581313334,,,,,,,,,,,,,0.6215106056673807,14.972115902805742,,,,,0.5193787055957003,12.78191026171379,0.4423295600884713,9.989728390591589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2007-12-31,133.02057404504865,,,,,0.4128618484847205,12.768843784875784,,,0.2870071401112412,13.888911439957564,,,,,,,,,,,,,,,,,,,,,,,0.4153111545210714,15.109798129662588,,,,,,,,,0.3420552849995292,15.902889311702529,,,0.2031893300445033,13.192692608484077,,,,,,,,,,,,,,,0.2335423462866546,13.192692608484077,,,2.680736348070198,9.386668336429782,,,,,0.7243194393827445,13.192692608484077,,,,,0.3122588873407706,13.192692608484077,,,,,,,,,,,,,,,,,,,,,0.9033239457377612,13.192692608484077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2008-01-31,124.8817210857924,,,,,0.4128618484847205,11.81815466344548,,,0.2870071401112412,13.526557042680585,,,,,,,,,,,,,,,,,,,,,,,0.4153111545210714,13.708336861807918,,,,,,,,,0.3420552849995292,14.185316236185631,,,0.2031893300445033,11.965673802416912,,,,,,,,,,,,,,,0.2335423462866546,12.640281714441532,,,2.680736348070198,9.26114112154566,,,,,0.7243194393827445,14.366455431995986,,,,,0.3122588873407706,10.01596968129643,,,,,,,,,,,,,,,,,,,,,0.9033239457377612,13.393834529976251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2008-02-29,125.30868272700113,0.5278659604901839,11.393739601922476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4153111545210714,14.153248822035287,,,,,,,,,0.3420552849995292,14.766359007925614,,,0.2031893300445033,11.103446130826086,,,,,,,,,,,,,,,0.2335423462866546,15.266426840570784,,,2.680736348070198,9.107721952661592,,,,,0.7243194393827445,14.309921855452217,,,,,0.3122588873407706,10.436497867370203,,,,,,,1.2766320965793168,11.393739601922476,,,,,,,,,,,,,0.9033239457377612,13.377581046314376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2008-03-31,124.17118926236164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4153111545210714,13.116517199186331,,,,,,,,,0.3420552849995292,14.6495851980331,,,,,,,,,,,,,,,,,,,0.2335423462866546,15.505708321816767,,,,,,,,,0.7243194393827445,13.579308166790776,,,0.4474674901678789,11.519557600481468,0.3122588873407706,9.722282374127358,,,,,,,,,0.3389748156855387,11.519557600481468,,,,,,,,,,,,,2.678966765002118,11.519557600481468,1.923131559374182,11.519557600481468,0.6339877574084778,11.519557600481468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2008-04-30,144.35589365278722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4153111545210714,14.827294529238472,,,,,,,,,0.3420552849995292,16.501384283137593,,,,,,,,,,,,,,,,,,,0.2335423462866546,16.906203358402678,,,,,,,,,0.7243194393827445,16.090477387412175,,,0.4474674901678789,11.458569876344322,0.3122588873407706,13.009421094016924,,,,,,,,,0.3389748156855387,13.618266410442368,,,,,,,,,,,,,2.678966765002118,12.8456458425741,1.923131559374182,14.751488453128438,0.6339877574084778,14.347142418090153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
