date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,KLAC_shares,KLAC_value,NKE_shares,NKE_value,MU_shares,MU_value,MKC_shares,MKC_value,PAYX_shares,PAYX_value,JKHY_shares,JKHY_value,EL_shares,EL_value,ORCL_shares,ORCL_value,DE_shares,DE_value,XOM_shares,XOM_value,CVX_shares,CVX_value,DECK_shares,DECK_value,GPC_shares,GPC_value,HRL_shares,HRL_value,GWW_shares,GWW_value,JNJ_shares,JNJ_value,WDC_shares,WDC_value,AES_shares,AES_value,SHW_shares,SHW_value,SNA_shares,SNA_value,SYY_shares,SYY_value,URI_shares,URI_value,F_shares,F_value,TRV_shares,TRV_value,NVR_shares,NVR_value,HAS_shares,HAS_value,KR_shares,KR_value,HSIC_shares,HSIC_value,EMN_shares,EMN_value,DVN_shares,DVN_value,STE_shares,STE_value,WSM_shares,WSM_value,A_shares,A_value,COP_shares,COP_value,CTRA_shares,CTRA_value,CHRW_shares,CHRW_value,FCX_shares,FCX_value,FAST_shares,FAST_value,EBAY_shares,EBAY_value,EQIX_shares,EQIX_value,CMI_shares,CMI_value,ETN_shares,ETN_value,CSGP_shares,CSGP_value,MGM_shares,MGM_value,EOG_shares,EOG_value,CL_shares,CL_value,CVS_shares,CVS_value,MOH_shares,MOH_value,DLTR_shares,DLTR_value,VZ_shares,VZ_value,TER_shares,TER_value,ROST_shares,ROST_value,BMY_shares,BMY_value,GRMN_shares,GRMN_value,EA_shares,EA_value,GLW_shares,GLW_value,SWKS_shares,SWKS_value,T_shares,T_value,TJX_shares,TJX_value,TSN_shares,TSN_value,WMB_shares,WMB_value,J_shares,J_value,RL_shares,RL_value,FDX_shares,FDX_value,RMD_shares,RMD_value,AMAT_shares,AMAT_value,LUV_shares,LUV_value,PKG_shares,PKG_value,NOC_shares,NOC_value,MRK_shares,MRK_value,SMCI_shares,SMCI_value,TTWO_shares,TTWO_value,MTCH_shares,MTCH_value,LRCX_shares,LRCX_value,MPWR_shares,MPWR_value,AXON_shares,AXON_value,PHM_shares,PHM_value,FSLR_shares,FSLR_value,PRU_shares,PRU_value,TECH_shares,TECH_value,DD_shares,DD_value,APA_shares,APA_value,VLO_shares,VLO_value,NUE_shares,NUE_value,KDP_shares,KDP_value,ABT_shares,ABT_value,WST_shares,WST_value,CTSH_shares,CTSH_value,GEN_shares,GEN_value,TXT_shares,TXT_value,PCAR_shares,PCAR_value,EXPD_shares,EXPD_value,NEM_shares,NEM_value,BAX_shares,BAX_value,STLD_shares,STLD_value,TPR_shares,TPR_value,EMR_shares,EMR_value,WMT_shares,WMT_value,DHI_shares,DHI_value,QCOM_shares,QCOM_value,ENPH_shares,ENPH_value,TSCO_shares,TSCO_value,NWSA_shares,NWSA_value,RCL_shares,RCL_value,LULU_shares,LULU_value,AMP_shares,AMP_value,FANG_shares,FANG_value,PSX_shares,PSX_value,APD_shares,APD_value,GE_shares,GE_value,UAL_shares,UAL_value,REGN_shares,REGN_value,JBHT_shares,JBHT_value,TSLA_shares,TSLA_value,MHK_shares,MHK_value,MOS_shares,MOS_value,TGT_shares,TGT_value,OXY_shares,OXY_value,CF_shares,CF_value,VRTX_shares,VRTX_value,IP_shares,IP_value,LEN_shares,LEN_value,WY_shares,WY_value,INCY_shares,INCY_value,DAL_shares,DAL_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
2005-09-30,100.0,0.3955517628258689,10.0,0.1201201201201201,10.0,0.3979061294960228,10.0,0.2997015491889352,10.0,0.3418491561127099,10.0,1.278964276244067,10.0,0.656790654242604,10.0,0.3500973924726336,10.0,0.4457775280300833,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
2005-10-31,99.67260696169969,0.3955517628258689,10.455697678971651,0.1201201201201201,9.717717901006475,0.3979061294960228,10.18660198222959,0.2997015491889352,9.937975279058085,0.3418491561127099,11.22534047631638,1.278964276244067,9.87575796163117,0.656790654242604,10.67500533036086,0.3500973924726336,9.951761177764467,0.4457775280300833,9.053848488118094,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
2005-11-30,106.4037016404064,0.3955517628258689,10.513233934878,0.1201201201201201,10.697897604635886,0.3979061294960228,11.10261378626404,0.2997015491889352,10.90235839592264,0.3418491561127099,11.592022676404364,1.278964276244067,10.894028200307512,0.656790654242604,11.860622901835924,0.3500973924726336,10.987516268248983,0.4457775280300833,9.084620000181951,,,0.3776267985577959,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
2005-12-31,106.73998078992484,0.3955517628258689,10.200736363280395,0.1201201201201201,11.02102102102102,0.3979061294960228,10.007080204548013,0.2997015491889352,10.748487881616608,0.3418491561127099,11.50749539197264,1.278964276244067,10.019486172940516,0.656790654242604,12.888231289807022,0.3500973924726336,11.695415642493169,0.4457775280300833,10.088462889383,,,,,0.3268407032272007,8.563563932862456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
2006-01-31,109.88407827416928,0.3955517628258689,9.974873626882262,0.1201201201201201,11.74174174174174,0.3979061294960228,11.680963812481815,0.2997015491889352,10.404740686202496,0.3418491561127099,11.605190983817185,1.278964276244067,10.37758973019164,0.656790654242604,13.478275303179151,0.3500973924726336,11.331717359498754,0.4457775280300833,10.265388668148995,,,,,0.3268407032272007,9.02359636202522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
2006-03-31,111.7593266743825,0.3955517628258689,9.954734956523392,,,0.3979061294960228,12.896102684747689,0.2997015491889352,9.568121497661728,,,1.278964276244067,10.470125877066838,0.656790654242604,13.600927470262098,,,0.4457775280300833,9.634616458877549,0.6982052830950508,11.408674432310802,,,,,1.3783866757954943,11.408674432310802,0.793533203776124,11.408674432310802,1.0078545149112232,11.408674432310804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
2006-04-30,113.40768676553692,0.3955517628258689,9.677767694066036,,,0.3979061294960228,13.0644201468818,0.2997015491889352,9.457031600573236,,,1.278964276244067,10.312902124914954,0.656790654242604,13.126897414292683,,,0.4457775280300833,9.50000182804429,0.6982052830950508,12.326814752462644,,,,,1.3783866757954943,10.99167662874114,0.793533203776124,13.152524371013024,1.0078545149112232,11.797650204547104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
2006-05-31,107.76712895467637,0.3955517628258689,9.370788961627582,,,,,,,0.2912535394773996,10.51458897707293,1.278964276244067,10.406255481095997,0.656790654242604,11.796192556436058,,,,,,,,,,,1.3783866757954943,10.786188333802396,0.793533203776124,12.834758736349652,,,0.5436364748187208,10.51458897707293,0.718805731855808,10.51458897707293,0.6551923929956232,10.51458897707293,0.9207744293818824,10.51458897707293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
2006-06-30,110.04509248450002,,,,,,,,,0.2912535394773996,11.375005956096546,1.278964276244067,9.767536274945314,0.656790654242604,13.125386623412448,,,,,,,0.4626468422887884,10.449041758858543,,,1.3783866757954943,10.87885692234871,0.793533203776124,11.672190092488876,,,0.5436364748187208,11.164761145954408,,,,,0.9207744293818824,10.714230192678096,0.3632280775119216,10.449041758858543,0.3298420805924607,10.449041758858543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
