date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,JKHY_shares,JKHY_value,MKC_shares,MKC_value,MSFT_shares,MSFT_value,NKE_shares,NKE_value,PAYX_shares,PAYX_value,MU_shares,MU_value,ORCL_shares,ORCL_value,JNJ_shares,JNJ_value,CPRT_shares,CPRT_value,TRV_shares,TRV_value,AMAT_shares,AMAT_value,NTAP_shares,NTAP_value,CMI_shares,CMI_value,COP_shares,COP_value,GRMN_shares,GRMN_value,GWW_shares,GWW_value,SYY_shares,SYY_value,CVX_shares,CVX_value,WDC_shares,WDC_value,EL_shares,EL_value,JBL_shares,JBL_value,DECK_shares,DECK_value,EMN_shares,EMN_value,CAH_shares,CAH_value,DE_shares,DE_value,NVR_shares,NVR_value,KR_shares,KR_value,TER_shares,TER_value,XOM_shares,XOM_value,VLO_shares,VLO_value,F_shares,F_value,TSN_shares,TSN_value,TJX_shares,TJX_value,GPC_shares,GPC_value,EBAY_shares,EBAY_value,FAST_shares,FAST_value,WSM_shares,WSM_value,BG_shares,BG_value,SNPS_shares,SNPS_value,ADI_shares,ADI_value,CL_shares,CL_value,CSGP_shares,CSGP_value,CVS_shares,CVS_value,GILD_shares,GILD_value,EA_shares,EA_value,FCX_shares,FCX_value,NEM_shares,NEM_value,MOH_shares,MOH_value,HAS_shares,HAS_value,DVN_shares,DVN_value,FFIV_shares,FFIV_value,CHRW_shares,CHRW_value,GLW_shares,GLW_value,TTWO_shares,TTWO_value,ROST_shares,ROST_value,FDX_shares,FDX_value,TSCO_shares,TSCO_value,HRL_shares,HRL_value,HD_shares,HD_value,LOW_shares,LOW_value,DHI_shares,DHI_value,ALGN_shares,ALGN_value,DXCM_shares,DXCM_value,AXON_shares,AXON_value,NOC_shares,NOC_value,RMD_shares,RMD_value,VRSN_shares,VRSN_value,LRCX_shares,LRCX_value,SBUX_shares,SBUX_value,GE_shares,GE_value,AMP_shares,AMP_value,TECH_shares,TECH_value,EXPD_shares,EXPD_value,TXT_shares,TXT_value,TKO_shares,TKO_value,MPWR_shares,MPWR_value,LEN_shares,LEN_value,PHM_shares,PHM_value,FSLR_shares,FSLR_value,CTRA_shares,CTRA_value,EOG_shares,EOG_value,NUE_shares,NUE_value,PCAR_shares,PCAR_value,ADM_shares,ADM_value,CTSH_shares,CTSH_value,TPR_shares,TPR_value,SMCI_shares,SMCI_value,LUV_shares,LUV_value,BMY_shares,BMY_value,STE_shares,STE_value,DD_shares,DD_value,LULU_shares,LULU_value,STLD_shares,STLD_value,J_shares,J_value,WMT_shares,WMT_value,PWR_shares,PWR_value,RL_shares,RL_value,APD_shares,APD_value,ALB_shares,ALB_value,SWKS_shares,SWKS_value,QCOM_shares,QCOM_value,PSX_shares,PSX_value,PRU_shares,PRU_value,ENPH_shares,ENPH_value,REGN_shares,REGN_value,ACGL_shares,ACGL_value,BIIB_shares,BIIB_value,TYL_shares,TYL_value,AOS_shares,AOS_value,MHK_shares,MHK_value,MOS_shares,MOS_value,CF_shares,CF_value,INCY_shares,INCY_value,CNC_shares,CNC_value,run
2006-07-31,101.4536781131264,,,,,0.3262605476606422,8.597090013838349,,,0.2852382937248894,10.287945625754684,1.2789649002333316,8.671882375470048,0.6567908599378033,11.25985279305046,,,,,,,0.4597062358116369,10.059327787623593,,,,,,,,,,,,,0.6366583145320912,9.694261515397391,,,0.3039224428736816,10.838336855973203,6.763924329077166,11.261933749890243,0.3681009517127206,10.732062836882944,,,0.4552108993833296,10.050984559245498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2006-08-31,105.50796220094794,0.3638366468283615,10.517540997884296,,,,,,,,,,,,,,,,,0.5581077941685595,10.517540997884296,0.4597062358116369,10.850093219989276,,,,,,,,,,,,,,,0.8363405202604657,10.517540997884296,,,,,,,,,,,0.560662329319389,10.517540997884296,0.413652362626343,10.517540997884296,0.4155503776050938,10.517540997884296,0.2175135220507352,10.517540997884296,0.5821990146405225,10.517540997884296,0.342374362183983,10.517540997884296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2006-09-30,108.17329090927215,0.3638366468283615,9.454260097773362,,,,,,,,,,,,,,,,,0.5581077941685595,11.639337791903834,0.4597062358116369,10.882278653945304,,,,,,,,,,,,,,,0.8363405202604657,11.91450888929287,,,,,0.3509607944373422,10.475851839585776,,,,,,,,,0.4155503776050938,10.971892288699836,,,0.5821990146405225,11.207765220319446,0.342374362183983,10.675692448580175,0.9555929080407506,10.475851839585776,0.6626519767545133,10.475851839585776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2006-10-31,112.83577513335396,0.3638366468283615,9.30303993626466,,,,,,,,,,,,,,,,,0.5581077941685595,12.362087427932366,0.4597062358116369,11.409432519260836,,,,,,,,,,,,,,,0.8363405202604657,12.40478984663222,,,,,0.3509607944373422,11.490400768968945,,,,,,,,,0.4155503776050938,12.013300587938035,,,0.5821990146405225,11.720409681964242,0.342374362183983,11.060844015219006,0.9555929080407506,10.5800326238698,0.6626519767545133,10.491437725303832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2006-11-30,115.09281905272488,,,,,0.3545866898143449,11.348913951924963,,,0.3166195788331181,11.348913951924963,,,,,,,,,0.5581077941685595,12.875546641147686,0.4597062358116369,11.13020040283518,,,,,,,,,,,,,0.7958646490956736,11.348913951924963,,,,,,,0.3509607944373422,11.64321646553061,,,,,,,,,0.4155503776050938,11.446489739727982,,,,,,,0.9555929080407506,11.87649093620476,0.6626519767545133,10.725219059578796,0.5132043459338711,11.348913951924963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2006-12-31,115.84690018542766,,,,,0.3545866898143449,10.155594557770542,,,0.3166195788331181,11.501117064894304,,,,,,,,,0.5581077941685595,14.96566079869164,0.4597062358116369,11.365585378501878,,,,,,,,,,,,,0.7958646490956736,10.851427959642375,,,,,,,0.3509607944373422,12.06570849580014,,,,,,,,,,,,,0.5758524074951816,12.245644977933202,,,,,0.6626519767545133,10.60313056938528,0.5132043459338711,9.847385404875094,3.676757060201534,12.2456449779332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2007-01-31,116.8159670542356,,,,,0.3545866898143449,10.426412874450817,,,0.3166195788331181,12.216815679523483,,,,,,,,,0.5581077941685595,16.026065394710677,0.4597062358116369,11.065467408238192,,,,,,,,,,,,,0.7958646490956736,10.06632890520343,,,,,,,0.3509607944373422,11.485013400817028,,,,,,,,,,,,,0.5758524074951816,11.509443165487632,,,,,0.6626519767545133,12.487009967235622,0.5132043459338711,9.622761596427877,3.676757060201534,11.91064866214086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2007-03-31,115.10812788289752,,,,,,,,,0.3166195788331181,11.739388564657345,,,,,,,,,0.5581077941685595,13.695965779859396,,,,,,,,,,,,,,,0.7958646490956736,9.390058445649917,,,,,,,0.3509607944373422,11.69280595766455,,,,,0.502978036817275,11.995782693927303,,,,,0.2119065236848209,11.995782693927309,,,0.3324919897363291,11.995782693927309,,,,,0.5132043459338711,8.61099566542978,,,0.6488214447752885,11.995782693927309,0.3567499185181654,11.995782693927309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2007-04-30,121.31622691075674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3509607944373422,12.280806934358647,,,,,0.502978036817275,15.278201544360329,,,,,0.2119065236848209,12.831326243159094,,,0.3324919897363291,12.616979209404349,,,,,,,,,0.6488214447752885,12.916567157440678,0.3567499185181654,11.516747018617886,0.2857221030663821,10.968899700853935,0.0133117714816188,10.968899700853935,1.038251948188221,10.968899700853935,0.6816901063385311,10.968899700853935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2007-05-31,124.01943258871697,,,0.0867932967598188,11.164222186010884,,,,,0.2863159896355356,11.164222186010884,,,,,,,,,0.4651759244171202,11.164222186010884,,,,,,,,,,,,,,,0.9384668883620638,11.164222186010884,,,,,,,0.3509607944373422,12.296695921741088,,,,,0.502978036817275,15.621371272776525,,,,,0.2119065236848209,13.674636507934872,,,0.3324919897363291,13.217094375083535,,,,,,,,,0.6488214447752885,12.622743194294264,0.3567499185181654,11.930002572843115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2007-06-30,127.90878318478732,,,0.0867932967598188,11.85769977953105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3509607944373422,12.144607198565724,,,,,,,0.393598965907545,12.605535998009936,,,0.2119065236848209,14.51126730033971,,,0.3324919897363291,13.76199291829118,,,,,,,,,,,,,0.297514477132321,12.605535998009936,,,1.248447100461298,12.605535998009936,,,0.2859838030540148,12.605535998009936,0.3274344929654426,12.605535998009938,2.571981901108868,12.605535998009936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2007-07-31,122.99736348278066,,,0.0867932967598188,11.006257750214925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3509607944373422,11.588322611414096,,,,,,,0.393598965907545,12.98129460551556,,,0.2119065236848209,13.623908732409522,,,0.3324919897363291,13.928625761825993,,,,,,,,,,,,,,,,,,,,,0.2859838030540148,12.793390692250073,0.3274344929654426,11.436455062940306,2.571981901108868,11.387807392109451,0.781763282050848,12.125650437050371,2.2319206445233837,12.125650437050371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2007-08-31,124.5185875468001,0.4538687549136924,12.037936207181255,,,,,,,0.2816449188027317,12.037936207181255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.393598965907545,13.216136603267303,,,0.2119065236848209,14.286701871011791,,,0.3324919897363291,14.337047900509331,,,,,,,,,0.6089534801981934,12.037936207181255,,,,,,,,,,,,,,,2.571981901108868,10.45108392892412,,,,,0.4238862009585205,12.037936207181255,0.936231942911023,12.037936207181255,3.200161798437425,12.037936207181255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2007-09-30,129.71713372146365,0.4538687549136924,12.644462619427836,,,,,,,0.2816449188027317,11.963862381624104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6328683999931373,13.247231024019404,0.3324919897363291,15.396143154711952,,,,,,,,,,,,,,,,,,,,,0.2712736843924567,13.247231024019404,,,2.571981901108868,11.361038398276143,,,2.320237155929661,13.247231024019404,0.4238862009585205,12.115472047326602,,,,,1.2502704518299994,13.247231024019404,0.1855750241975292,13.247231024019404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2007-10-31,128.71113833109376,0.4538687549136924,10.612889013341867,,,,,,,0.2816449188027317,13.11208886860275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6328683999931373,12.763355060647273,0.3324919897363291,15.05558061393996,,,,,,,,,,,,,,,,,,,,,0.2712736843924567,13.16565354336745,,,2.571981901108868,11.869543809286442,,,,,0.4238862009585205,11.979073454532358,,,,,,,0.1855750241975292,14.201482966149628,0.459155534165628,12.975735500613007,0.597659867043335,12.975735500613007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
