date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,TECH_shares,TECH_value,AAPL_shares,AAPL_value,PAYX_shares,PAYX_value,MKC_shares,MKC_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,CVX_shares,CVX_value,MU_shares,MU_value,COP_shares,COP_value,EA_shares,EA_value,GWW_shares,GWW_value,EL_shares,EL_value,FCX_shares,FCX_value,FAST_shares,FAST_value,TRV_shares,TRV_value,DECK_shares,DECK_value,SYY_shares,SYY_value,TJX_shares,TJX_value,ADP_shares,ADP_value,WDC_shares,WDC_value,ACN_shares,ACN_value,ROST_shares,ROST_value,CPRT_shares,CPRT_value,RMD_shares,RMD_value,EMR_shares,EMR_value,ABT_shares,ABT_value,LHX_shares,LHX_value,NVR_shares,NVR_value,AES_shares,AES_value,XOM_shares,XOM_value,F_shares,F_value,HSIC_shares,HSIC_value,HAS_shares,HAS_value,GPC_shares,GPC_value,CAH_shares,CAH_value,CMI_shares,CMI_value,DVN_shares,DVN_value,EMN_shares,EMN_value,CTRA_shares,CTRA_value,CVS_shares,CVS_value,CHRW_shares,CHRW_value,ETN_shares,ETN_value,JBL_shares,JBL_value,MGM_shares,MGM_value,CSGP_shares,CSGP_value,EOG_shares,EOG_value,GRMN_shares,GRMN_value,RL_shares,RL_value,NUE_shares,NUE_value,MOH_shares,MOH_value,DLTR_shares,DLTR_value,PWR_shares,PWR_value,LRCX_shares,LRCX_value,BMY_shares,BMY_value,WSM_shares,WSM_value,J_shares,J_value,CNC_shares,CNC_value,VZ_shares,VZ_value,FDX_shares,FDX_value,SBUX_shares,SBUX_value,HRL_shares,HRL_value,ICE_shares,ICE_value,GLW_shares,GLW_value,DD_shares,DD_value,TER_shares,TER_value,AMP_shares,AMP_value,TXT_shares,TXT_value,MPWR_shares,MPWR_value,LEN_shares,LEN_value,FSLR_shares,FSLR_value,PHM_shares,PHM_value,PRU_shares,PRU_value,ADM_shares,ADM_value,CTSH_shares,CTSH_value,LUV_shares,LUV_value,SMCI_shares,SMCI_value,PCAR_shares,PCAR_value,VLO_shares,VLO_value,BG_shares,BG_value,LYB_shares,LYB_value,NEM_shares,NEM_value,GE_shares,GE_value,DHI_shares,DHI_value,STLD_shares,STLD_value,MPC_shares,MPC_value,PSX_shares,PSX_value,HUM_shares,HUM_value,KR_shares,KR_value,EXPD_shares,EXPD_value,DE_shares,DE_value,MLM_shares,MLM_value,AMAT_shares,AMAT_value,GOOGL_shares,GOOGL_value,RCL_shares,RCL_value,WMT_shares,WMT_value,QCOM_shares,QCOM_value,ACGL_shares,ACGL_value,MHK_shares,MHK_value,MOS_shares,MOS_value,OXY_shares,OXY_value,FANG_shares,FANG_value,CF_shares,CF_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
2005-09-30,100.0,0.3955517031406679,10.0,0.1201201201201201,10.0,0.3979061294960228,10.0,0.2997015834529385,10.0,0.3418490892444108,10.0,1.2789645882386231,10.0,0.6567906131035796,10.0,0.350097415850661,10.0,0.4457774143229869,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
2005-10-31,99.67260969211613,0.3955517031406679,10.455699119120975,0.1201201201201201,9.717717901006475,0.3979061294960228,10.18659894644674,0.2997015834529385,9.937972985425356,0.3418490892444108,11.225342192706629,1.2789645882386231,9.875762810185892,0.6567906131035796,10.675004661716592,0.350097415850661,9.951762510058938,0.4457774143229869,9.053847879205586,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
2005-11-30,106.40369597989934,0.3955517031406679,10.513230839615616,0.1201201201201201,10.697897604635886,0.3979061294960228,11.102611509426902,0.2997015834529385,10.902359642357451,0.3418490892444108,11.592019104865637,1.2789645882386231,10.894035736693631,0.6567906131035796,11.860619653471446,0.350097415850661,10.987516334191158,0.4457774143229869,9.084617682914493,,,0.757503263978359,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
2005-12-31,107.07531900494862,0.3955517031406679,10.200735578536086,0.1201201201201201,11.02102102102102,0.3979061294960228,10.007080963493724,0.2997015834529385,10.748487967189044,0.3418490892444108,11.50749314101888,1.2789645882386231,10.019488007267553,0.6567906131035796,12.888226724348142,0.350097415850661,11.695419094495012,0.4457774143229869,10.088458615553542,,,0.757503263978359,8.898907892025614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
2006-01-31,109.88157699491104,0.3955517031406679,9.974870612853604,0.1201201201201201,11.74174174174174,0.3979061294960228,11.68096836615609,0.2997015834529385,10.404743019016935,0.3418490892444108,11.605187409702634,1.2789645882386231,10.3775934814491,0.6567906131035796,13.47828072259144,0.350097415850661,11.331712774120431,,,,,0.757503263978359,9.02109366783609,4.528542066365856,10.265385199442983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
2006-03-31,111.7802327792492,,,,,0.3979061294960228,12.896102684747689,0.2997015834529385,9.5681197333801,,,1.2789645882386231,10.470130870613536,0.6567906131035796,13.60092912380586,,,0.50312900792559,10.874158394450337,0.6654931635804245,10.874158394450337,,,,,0.4974143569264902,10.874158394450337,0.9606347958065722,10.874158394450337,1.313806735680787,10.874158394450337,0.9891286679244906,10.874158394450337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
2006-04-30,112.28607071535204,,,,,0.3979061294960228,13.064426218447496,0.2997015834529385,9.457028680320215,,,1.2789645882386231,10.312907080107998,0.6567906131035796,13.126899097527996,,,0.50312900792559,10.722225886376918,0.6654931635804245,11.749282259970286,,,,,0.4974143569264902,10.5426591935544,0.9606347958065722,11.244906317581677,1.313806735680787,10.476696448716789,0.9891286679244906,11.589039532748275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
2006-05-31,106.12718906594796,,,,,,,,,0.292113579397996,10.54563406799948,1.2789645882386231,10.406255580199232,0.6567906131035796,11.796190564835944,,,,,,,,,,,0.4974143569264902,9.620594292919494,,,1.313806735680787,10.280830644948695,0.9891286679244906,11.295147643047184,0.3729358844730856,10.54563406799948,0.6520039007670594,10.54563406799948,0.4202496190236492,10.54563406799948,0.2572865671935596,10.54563406799948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
2006-06-30,108.7961882102421,,,,,,,,,0.292113579397996,11.40858953582402,1.2789645882386231,9.767536218237383,0.6567906131035796,13.12538955947107,,,,,,,,,,,0.4974143569264902,10.21549290008355,,,1.313806735680787,10.369163178656787,0.9891286679244906,11.509610286584676,0.3729358844730856,11.04009235893479,,,0.4202496190236492,10.981116581462686,,,0.1871175799164147,10.18959879549356,0.6722134587274448,10.18959879549356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
