date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,KLAC_shares,KLAC_value,JKHY_shares,JKHY_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,MU_shares,MU_value,GWW_shares,GWW_value,ORCL_shares,ORCL_value,GEN_shares,GEN_value,EA_shares,EA_value,GPC_shares,GPC_value,EOG_shares,EOG_value,FAST_shares,FAST_value,TRV_shares,TRV_value,CHRW_shares,CHRW_value,ECL_shares,ECL_value,CVX_shares,CVX_value,MSFT_shares,MSFT_value,WDC_shares,WDC_value,SYY_shares,SYY_value,EL_shares,EL_value,TECH_shares,TECH_value,RMD_shares,RMD_value,J_shares,J_value,DD_shares,DD_value,EMN_shares,EMN_value,CTSH_shares,CTSH_value,HAS_shares,HAS_value,LUV_shares,LUV_value,NUE_shares,NUE_value,NVR_shares,NVR_value,TER_shares,TER_value,EBAY_shares,EBAY_value,F_shares,F_value,COP_shares,COP_value,DE_shares,DE_value,WSM_shares,WSM_value,NFLX_shares,NFLX_value,MSI_shares,MSI_value,XOM_shares,XOM_value,CDNS_shares,CDNS_value,SNPS_shares,SNPS_value,NVDA_shares,NVDA_value,PWR_shares,PWR_value,FDX_shares,FDX_value,ACN_shares,ACN_value,EQIX_shares,EQIX_value,CTRA_shares,CTRA_value,CMI_shares,CMI_value,FCX_shares,FCX_value,TXT_shares,TXT_value,DECK_shares,DECK_value,CSGP_shares,CSGP_value,DVN_shares,DVN_value,GRMN_shares,GRMN_value,SWKS_shares,SWKS_value,AXON_shares,AXON_value,DLTR_shares,DLTR_value,EXPD_shares,EXPD_value,CPRT_shares,CPRT_value,ALGN_shares,ALGN_value,VRSN_shares,VRSN_value,NEM_shares,NEM_value,LRCX_shares,LRCX_value,MPWR_shares,MPWR_value,MOS_shares,MOS_value,AMAT_shares,AMAT_value,GE_shares,GE_value,GLW_shares,GLW_value,TKO_shares,TKO_value,HRL_shares,HRL_value,GPN_shares,GPN_value,PKG_shares,PKG_value,MTCH_shares,MTCH_value,VZ_shares,VZ_value,TTWO_shares,TTWO_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,EW_shares,EW_value,PRU_shares,PRU_value,VLO_shares,VLO_value,AOS_shares,AOS_value,APA_shares,APA_value,SMCI_shares,SMCI_value,ISRG_shares,ISRG_value,FFIV_shares,FFIV_value,MLM_shares,MLM_value,ULTA_shares,ULTA_value,LULU_shares,LULU_value,MHK_shares,MHK_value,EPAM_shares,EPAM_value,TPR_shares,TPR_value,RL_shares,RL_value,QCOM_shares,QCOM_value,TYL_shares,TYL_value,AMP_shares,AMP_value,NWSA_shares,NWSA_value,ENPH_shares,ENPH_value,DHI_shares,DHI_value,META_shares,META_value,ANET_shares,ANET_value,PHM_shares,PHM_value,TSLA_shares,TSLA_value,WY_shares,WY_value,ACGL_shares,ACGL_value,FANG_shares,FANG_value,OXY_shares,OXY_value,CF_shares,CF_value,LEN_shares,LEN_value,VRTX_shares,VRTX_value,INCY_shares,INCY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
2005-09-30,100.0,0.3955517628258689,10.0,0.1201201201201201,10.0,0.3979060087003992,10.0,0.2997015834529385,10.0,0.3418492452704827,10.0,1.2789647442359584,10.0,0.6567906131035796,10.0,0.3500972522045346,10.0,0.4457774143229869,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
2005-10-31,99.67262084094985,0.3955517628258689,10.455697678971651,0.1201201201201201,9.717717901006475,0.3979060087003992,10.18659813085389,0.2997015834529385,9.937976415237788,0.3418492452704827,11.2253525323602,1.2789647442359584,9.87576584432206,0.6567906131035796,10.67500591444527,0.3500972522045346,9.951757858303992,0.4457774143229869,9.053847879205586,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
2005-11-30,106.40368923720187,0.3955517628258689,10.51323619824334,0.1201201201201201,10.697897604635886,0.3979060087003992,11.102611933643574,0.2997015834529385,10.902359642357451,0.3418492452704827,11.592019179466094,1.2789647442359584,10.894038285172243,0.6567906131035796,11.860615895285411,0.3500972522045346,10.987509195020984,0.4457774143229869,9.084613431649782,,,0.3776267675396313,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
2005-12-31,106.73997110517656,0.3955517628258689,10.200737872190626,0.1201201201201201,11.02102102102102,0.3979060087003992,10.007076407671208,0.2997015834529385,10.748490253730663,0.3418492452704827,11.507494481091548,1.2789647442359584,10.01949166879202,0.6567906131035796,12.888229229805496,0.3500972522045346,11.695413627702214,0.4457774143229869,10.088456915047658,,,0.3776267675396313,8.563559628124102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
2006-01-31,109.09075685403118,0.3955517628258689,9.974872117972032,0.1201201201201201,11.74174174174174,0.3979060087003992,11.680964820068828,0.2997015834529385,10.40474530555856,0.3418492452704827,11.605195314621632,1.2789647442359584,10.377592307788946,0.6567906131035796,13.478279469862764,0.3500972522045346,11.331704806304913,,,,,0.3776267675396313,8.230277471174666,4.528540839892036,10.2653834989371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
2006-03-31,110.79328048319418,0.3955517628258689,9.954737219888736,,,0.3979060087003992,12.896100287663106,0.2997015834529385,9.56812373482794,0.3418492452704827,12.627935427809378,1.2789647442359584,10.4701333673878,0.6567906131035796,13.600926618348504,,,0.5112449619206232,11.049569010562369,,,,,4.528540839892036,8.526616795581623,0.4292069190028267,11.049569010562369,0.6196280233094625,11.049569010562369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
2006-04-30,110.64495459595014,0.3955517628258689,9.677769202976265,,,0.3979060087003992,13.064416180808744,0.2997015834529385,9.457029823591029,0.3418492452704827,12.690892420390435,1.2789647442359584,10.312905898557942,0.6567906131035796,13.12690285571403,,,0.5112449619206232,10.895183735005572,,,,,4.528540839892036,9.569331143142012,0.4292069190028267,11.003876215411337,0.6196280233094625,10.846647120352763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
2006-05-31,101.67508999330464,,,,,,,,,,,1.2789647442359584,10.406258069182526,0.6567906131035796,11.79619933393669,,,,,,,,,,,,,0.6196280233094625,9.063831429048896,0.5200502177404218,10.058400165876645,1.28538192530137,10.058400165876645,0.621879663941622,10.058400165876645,0.1932793418966521,10.058400165876645,0.8808259014445372,10.058400165876645,1.7860201023137778,10.058400165876645,0.2453992573368574,10.058400165876645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
2006-06-30,103.47472695040943,,,,,,,,,,,1.2789647442359584,9.767538629315064,0.6567906131035796,13.125392064928429,,,,,,,,,,,,,,,0.5200502177404218,10.68037283849584,1.28538192530137,10.14482097184854,0.621879663941622,9.147311965212385,0.1932793418966521,10.5251404614225,0.8808259014445372,10.249382309275903,,,,,0.4338363105570731,9.94492256997026,0.4080545853920603,9.94492256997026,3.02659006993808,9.94492256997026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
2006-07-31,97.39038755879642,,,,,,,,,,,1.2789647442359584,8.671881317746829,0.6567906131035796,11.259847308659632,,,,,,,,,,,,,,,0.5200502177404218,9.365191976828989,1.28538192530137,9.913361734100782,0.621879663941622,9.469229535162665,0.1932793418966521,8.686774806873201,0.8808259014445372,10.588910413204342,,,,,0.4338363105570731,10.020542391664767,0.4080545853920603,10.634778645844792,3.02659006993808,8.779869428710432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
2006-08-31,100.1437698251997,0.3603104041669219,10.415608160719438,,,,,,,,,,,,,,,,,0.5526987816517683,10.415608160719438,,,,,,,,,,,,,,,0.1932793418966521,9.3457319918786,,,,,,,0.4338363105570731,9.945938711841457,0.4080545853920603,9.304595321096528,3.02659006993808,9.053854836066472,0.3727085951869753,10.415608160719438,0.3465929860446564,10.415608160719438,0.291150053202875,10.415608160719438,0.3390563414781316,10.415608160719438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
2006-09-30,101.38743126548104,0.3603104041669219,9.362629648602976,,,,,,,,,,,,,,,,,,,0.4351988474363498,10.302137071690822,,,,,,,,,,,,,,,,,,,0.1893646073605819,10.302137071690822,,,0.4080545853920603,9.337613241926467,,,,,,,,,0.3390563414781316,10.572228873115836,0.5333268994915977,10.302137071690822,0.939746720485545,10.302137071690822,0.535155219075783,10.302137071690822,0.651663813024119,10.302137071690822,0.966956035293836,10.302137071690822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
