date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,WDC_shares,WDC_value,AAPL_shares,AAPL_value,MKC_shares,MKC_value,ORCL_shares,ORCL_value,NKE_shares,NKE_value,PAYX_shares,PAYX_value,FFIV_shares,FFIV_value,GEN_shares,GEN_value,EQIX_shares,EQIX_value,EA_shares,EA_value,EOG_shares,EOG_value,VLO_shares,VLO_value,TRV_shares,TRV_value,MNST_shares,MNST_value,DE_shares,DE_value,CTSH_shares,CTSH_value,FCX_shares,FCX_value,CHRW_shares,CHRW_value,CSGP_shares,CSGP_value,EBAY_shares,EBAY_value,COP_shares,COP_value,GLW_shares,GLW_value,DECK_shares,DECK_value,CTRA_shares,CTRA_value,RMD_shares,RMD_value,GILD_shares,GILD_value,CVX_shares,CVX_value,MU_shares,MU_value,JBL_shares,JBL_value,F_shares,F_value,AES_shares,AES_value,LRCX_shares,LRCX_value,HOLX_shares,HOLX_value,EMN_shares,EMN_value,J_shares,J_value,PWR_shares,PWR_value,GRMN_shares,GRMN_value,DVN_shares,DVN_value,CMI_shares,CMI_value,HAS_shares,HAS_value,MGM_shares,MGM_value,DD_shares,DD_value,MOH_shares,MOH_value,ACN_shares,ACN_value,JBHT_shares,JBHT_value,ALGN_shares,ALGN_value,FAST_shares,FAST_value,EXPD_shares,EXPD_value,NUE_shares,NUE_value,NVR_shares,NVR_value,NDSN_shares,NDSN_value,ROST_shares,ROST_value,SWKS_shares,SWKS_value,BKNG_shares,BKNG_value,AXON_shares,AXON_value,FDX_shares,FDX_value,SJM_shares,SJM_value,T_shares,T_value,DLTR_shares,DLTR_value,NVDA_shares,NVDA_value,NEM_shares,NEM_value,MOS_shares,MOS_value,ISRG_shares,ISRG_value,GE_shares,GE_value,LVS_shares,LVS_value,CMG_shares,CMG_value,AMP_shares,AMP_value,SBUX_shares,SBUX_value,TECH_shares,TECH_value,TPR_shares,TPR_value,A_shares,A_value,BIIB_shares,BIIB_value,LULU_shares,LULU_value,CNC_shares,CNC_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,PRU_shares,PRU_value,TXT_shares,TXT_value,SYY_shares,SYY_value,APA_shares,APA_value,TSCO_shares,TSCO_value,SMCI_shares,SMCI_value,ULTA_shares,ULTA_value,LUV_shares,LUV_value,ABT_shares,ABT_value,DXCM_shares,DXCM_value,AOS_shares,AOS_value,XOM_shares,XOM_value,FTNT_shares,FTNT_value,HAL_shares,HAL_value,EW_shares,EW_value,TSLA_shares,TSLA_value,GOOGL_shares,GOOGL_value,ALB_shares,ALB_value,AMAT_shares,AMAT_value,CPRT_shares,CPRT_value,TTWO_shares,TTWO_value,MPWR_shares,MPWR_value,COO_shares,COO_value,STLD_shares,STLD_value,RCL_shares,RCL_value,EPAM_shares,EPAM_value,ANET_shares,ANET_value,ENPH_shares,ENPH_value,AMD_shares,AMD_value,ACGL_shares,ACGL_value,TER_shares,TER_value,KLAC_shares,KLAC_value,GNRC_shares,GNRC_value,TTD_shares,TTD_value,OXY_shares,OXY_value,FANG_shares,FANG_value,CF_shares,CF_value,PSX_shares,PSX_value,run
2006-07-31,104.61314968320808,,,,,,,,,,,1.278964666237286,8.671880179027438,0.6567905719645603,11.259850361568793,,,,,,,,,,,,,1.0318209314747009,12.404107767421992,1.370512704311776,10.569923173486265,0.5188834554359101,9.34417667607977,,,,,,,,,0.4334788987081683,11.297395801207758,0.3067057077372605,10.709072322446431,0.3745507174596671,10.92010215099284,2.6637503479564133,10.208823157735948,0.3672431659680694,9.22781809324086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2006-08-31,100.05763592465982,,,,,,,,,,,,,,,,,,,0.528696083268999,9.963277326177495,,,,,,,,,,,,,,,,,,,,,0.4334788987081683,9.8843297305837,,,0.3745507174596671,10.467087584656165,,,,,0.6402078842242678,9.963277326177495,0.511101023222899,9.963277326177495,0.3315410858382709,9.963277326177495,2.473504872919317,9.963277326177495,0.9497972023140682,9.963277326177495,0.3918533642637762,9.963277326177495,0.6757167624447129,9.963277326177495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2006-09-30,102.1508368660606,,,,,,,,,,,,,,,,,,,0.528696083268999,11.025956574557114,,,4.5247476275729674,10.456460320708052,,,,,,,,,,,,,,,,,0.4334788987081683,9.919401564011704,,,,,,,,,,,0.511101023222899,9.116030246346972,,,,,,,0.3918533642637762,9.350686556896507,,,3.977520537057294,10.456460320708052,2.44154678982781,10.456460320708052,0.6237450929478127,10.456460320708052,0.8636777486300137,10.456460320708052,0.3353435486469192,10.456460320708052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2006-10-31,108.8590883518376,,,,,,,,,,,,,,,,,,,0.528696083268999,11.710618042726775,,,4.5247476275729674,11.013374957677891,,,,,,,,,,,,,,,,,0.4334788987081683,10.145086939429367,,,,,,,,,,,0.511101023222899,10.497751301161244,,,,,,,0.3918533642637762,9.46220849911508,,,3.977520537057294,11.749153736599837,2.44154678982781,11.542902492491397,0.6237450929478127,11.42806160667766,0.8636777486300137,10.476227511917246,0.3353435486469192,10.833703264041125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2006-11-30,117.57347376003626,,,,,,,,,,,,,,,,,,,,,,,4.5247476275729674,12.450494190817258,,,,,,,,,,,,,,,,,0.4334788987081683,10.765177690464746,,,,,,,,,,,0.511101023222899,10.976753509626487,,,,,,,0.3918533642637762,10.632703455474497,,,,,2.44154678982781,13.554344416364414,0.6237450929478127,12.989386153275763,0.8636777486300137,10.029201036506096,0.3353435486469192,11.659130357958867,0.8596259963475568,12.258141474774067,0.5543200362054247,12.258141474774066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2006-12-31,112.35355157399198,,,,,,,,,,,,,,,,,,,,,0.904638059451346,11.210332815084492,4.5247476275729674,11.524110092233622,,,,,,,,,,,,,,,,,,,,,0.3260801622363729,11.210332815084492,,,,,,,,,,,,,,,,,,,3.3659044010622208,11.210332815084492,,,,,,,,,0.8596259963475568,11.720798985356042,0.5543200362054247,10.636312790810845,2.8690365330157888,11.210332815084492,0.7777292917334903,11.210332815084492,2.5959803635335397,11.210332815084492,0.4742103682114861,11.210332815084492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2007-01-31,111.22803723558609,,,,,,,,,,,,,,,,,,,,,0.904638059451346,10.73912517292288,4.5247476275729674,11.645001852437153,,,,,,,,,,,,,,,,,,,,,0.3260801622363729,10.67080488551752,,,0.3751361033666364,13.147482639560351,,,,,,,,,,,,,,,3.3659044010622208,10.903658875195935,,,,,,,,,0.8596259963475568,10.87280353749537,0.5543200362054247,10.393696275940904,2.8690365330157888,12.135818011832011,0.7777292917334903,10.574544221991466,2.5959803635335397,10.14510176269246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2007-03-31,112.8690665267849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3417712129204707,11.394652290918645,,,0.1779853641698107,11.394652290918645,,,0.4531622369244751,11.394652290918645,,,,,,,,,,,,,,,,,,,0.4109698077624624,11.394652290918645,,,3.3659044010622208,13.280364053837523,,,,,,,0.315830347345382,11.394652290918645,0.8596259963475568,10.142352297190762,0.5543200362054247,9.300873135715484,2.8690365330157888,11.777563294529283,,,,,,,0.6163078903177558,11.394652290918645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2007-04-30,117.6879527822164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3417712129204707,13.12059665541628,,,,,,,,,0.3105676935920396,11.350102153208574,0.324363050523165,11.350102153208574,,,0.295651751879293,11.350102153208574,,,,,,,,,,,0.4109698077624624,11.561357939257835,,,,,,,,,,,0.315830347345382,11.984725797157,,,,,2.8690365330157888,12.001472834859296,,,,,,,0.6163078903177558,12.269288789483106,0.2862061329415407,11.350102153208574,0.4207127860164846,11.350102153208574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2007-05-31,125.14494038798236,,,0.0953994221388432,12.27122813553689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3417712129204707,13.886164746009763,,,0.1878387103314675,12.27122813553689,,,0.4521969024286786,12.27122813553689,,,,,,,,,,,,,,,,,,,0.4109698077624624,12.908373472061696,,,2.5131651928507175,12.27122813553689,,,,,,,0.315830347345382,12.554769550570128,,,,,2.8690365330157888,12.449287811329636,,,,,,,0.6163078903177558,11.990204130326706,,,,,0.3487924631189195,12.27122813553689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2007-06-30,131.4629090808568,,,0.0953994221388432,13.033468586791267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4521969024286786,11.658465314865314,,,,,,,,,0.7642227812010748,12.759180119891033,,,0.3664864386125996,12.759180119891033,,,,,0.4109698077624624,13.1618605600245,,,2.5131651928507175,14.087688253922824,,,,,,,0.315830347345382,13.072361254720144,1.0425802975958072,12.759180119891036,,,2.8690365330157888,14.061421726622852,,,,,,,,,,,,,0.3487924631189195,14.110103024236825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2007-07-31,130.89395135812347,,,0.0953994221388432,12.09760048851796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4521969024286786,11.186123929150495,,,,,,,,,0.7642227812010748,13.77651904624516,,,0.3664864386125996,11.85955869661672,,,,,0.4109698077624624,13.55420422228668,,,2.5131651928507175,14.394852196212703,,,,,,,0.315830347345382,13.230645096324537,1.0425802975958072,12.087108092097134,,,2.8690365330157888,12.703051227403256,,,,,,,,,,,,,0.3487924631189195,16.004288363268838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2007-08-31,130.10415815304145,,,,,,,,,,,,,,,,,,,0.5106353078763388,11.570995998561074,,,,,,,,,,,,,,,,,,,,,0.4521969024286786,10.76187883415191,,,,,,,,,0.7642227812010748,12.50570685311514,,,0.3664864386125996,11.954630656193942,,,,,0.4109698077624624,13.79941372012731,,,2.5131651928507175,13.150835713360532,,,,,,,0.315830347345382,13.618599421001017,1.0425802975958072,11.65942860427025,,,2.8690365330157888,11.658147791554832,,,,,,,,,,,,,0.3487924631189195,19.42452056070545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2007-09-30,140.4159888643717,,,,,,,,,,,,,,,,,,,0.5106353078763388,10.381215770167586,,,,,,,,,,,,,,,,,,,,,0.4521969024286786,11.555921304467308,,,,,,,,,,,,,,,,,,,0.4109698077624624,14.790264773631938,,,2.5131651928507175,15.330307436715266,2.6315594997980214,16.585810963400757,,,,,0.315830347345382,14.624623123579006,1.0425802975958072,11.303026213948696,0.921115262460446,16.585810963400757,2.8690365330157888,12.673197351659644,,,,,,,,,,,,,,,0.3143192829251623,16.585810963400757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2007-10-31,150.04520629864584,,,,,,,,,,,,,,,,,,,0.5106353078763388,10.656959303921395,,,,,,,,,,,,,,,,,,,,,0.4521969024286786,14.155325545843002,,,,,,,,,,,,,,,,,,,0.4109698077624624,14.316742722332632,,,2.5131651928507175,19.517519590320433,2.6315594997980214,18.722713289537364,,,,,0.315830347345382,14.301120627903334,1.0425802975958072,10.702233272224232,0.921115262460446,15.779749021238976,2.8690365330157888,13.240429199167664,,,,,,,,,,,,,,,0.3143192829251623,18.652413726156823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2007-11-30,137.0826781678288,,,,,0.3894331132686279,11.678229919674074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4521969024286786,13.240129826759082,,,,,,,,,,,,,,,,,,,0.4109698077624624,13.553189903951631,,,2.5131651928507175,20.12905646989238,2.6315594997980214,16.236731098303324,,,,,0.315830347345382,13.716637380498604,1.0425802975958072,8.472177942070115,0.921115262460446,12.308645320851744,2.8690365330157888,11.210332815084492,,,,,,,,,,,,,,,0.3143192829251623,16.537547490743346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
