date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,LHX_shares,LHX_value,AAPL_shares,AAPL_value,NKE_shares,NKE_value,MKC_shares,MKC_value,ORCL_shares,ORCL_value,EA_shares,EA_value,EQIX_shares,EQIX_value,GEN_shares,GEN_value,FAST_shares,FAST_value,PAYX_shares,PAYX_value,DE_shares,DE_value,TRV_shares,TRV_value,CHRW_shares,CHRW_value,VLO_shares,VLO_value,EOG_shares,EOG_value,DECK_shares,DECK_value,GWW_shares,GWW_value,CTRA_shares,CTRA_value,COP_shares,COP_value,CTSH_shares,CTSH_value,GRMN_shares,GRMN_value,CVX_shares,CVX_value,DVN_shares,DVN_value,WDC_shares,WDC_value,GILD_shares,GILD_value,XOM_shares,XOM_value,MU_shares,MU_value,CAH_shares,CAH_value,RMD_shares,RMD_value,MSFT_shares,MSFT_value,F_shares,F_value,SYY_shares,SYY_value,EMN_shares,EMN_value,DD_shares,DD_value,CMI_shares,CMI_value,FCX_shares,FCX_value,JBL_shares,JBL_value,ECL_shares,ECL_value,TXT_shares,TXT_value,GLW_shares,GLW_value,CSGP_shares,CSGP_value,NVR_shares,NVR_value,EBAY_shares,EBAY_value,MOH_shares,MOH_value,BMY_shares,BMY_value,TECH_shares,TECH_value,IDXX_shares,IDXX_value,AMAT_shares,AMAT_value,J_shares,J_value,GPN_shares,GPN_value,TXN_shares,TXN_value,EXPD_shares,EXPD_value,NEM_shares,NEM_value,PWR_shares,PWR_value,NUE_shares,NUE_value,FDX_shares,FDX_value,EW_shares,EW_value,WSM_shares,WSM_value,LUV_shares,LUV_value,ROST_shares,ROST_value,ALGN_shares,ALGN_value,CMG_shares,CMG_value,SBUX_shares,SBUX_value,FFIV_shares,FFIV_value,TER_shares,TER_value,GE_shares,GE_value,MPWR_shares,MPWR_value,LRCX_shares,LRCX_value,AMP_shares,AMP_value,ADSK_shares,ADSK_value,MOS_shares,MOS_value,PODD_shares,PODD_value,VRSN_shares,VRSN_value,VZ_shares,VZ_value,AXON_shares,AXON_value,PCAR_shares,PCAR_value,FSLR_shares,FSLR_value,PHM_shares,PHM_value,PRU_shares,PRU_value,JBHT_shares,JBHT_value,STX_shares,STX_value,PKG_shares,PKG_value,APA_shares,APA_value,LII_shares,LII_value,SWKS_shares,SWKS_value,SMCI_shares,SMCI_value,JKHY_shares,JKHY_value,NVDA_shares,NVDA_value,CNC_shares,CNC_value,TSLA_shares,TSLA_value,TKO_shares,TKO_value,MNST_shares,MNST_value,FTNT_shares,FTNT_value,LLY_shares,LLY_value,DAL_shares,DAL_value,LULU_shares,LULU_value,ULTA_shares,ULTA_value,EPAM_shares,EPAM_value,AOS_shares,AOS_value,ALB_shares,ALB_value,CPRT_shares,CPRT_value,IFF_shares,IFF_value,APD_shares,APD_value,ANET_shares,ANET_value,REGN_shares,REGN_value,CF_shares,CF_value,PSX_shares,PSX_value,ACGL_shares,ACGL_value,STLD_shares,STLD_value,MHK_shares,MHK_value,APTV_shares,APTV_value,WY_shares,WY_value,FANG_shares,FANG_value,OXY_shares,OXY_value,LEN_shares,LEN_value,VRTX_shares,VRTX_value,DHI_shares,DHI_value,HRL_shares,HRL_value,run
2007-11-30,131.99298593570128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5580904193777964,16.34064196932953,,,,,2.262863055218608,13.96186738137594,0.4094342865738366,13.502547512128826,,,0.2914220726205878,17.239134604602114,0.3146500061100715,13.665373491719317,0.2702812420008637,14.22053044087017,,,,,,,0.8252619421153479,6.706214244682894,,,,,,,2.4054267107720313,9.398845931151532,,,,,,,,,0.4073553353543229,14.1688343413471,0.957062493882025,12.788996018493878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2007-12-31,134.87822454378602,,,,,,,,,0.3429772379450343,16.597427180335938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.262863055218608,16.38794581360181,0.4094342865738366,14.895989783730924,,,,,0.3146500061100715,14.62875747858945,0.2702812420008637,15.26805274790084,,,,,,,0.8252619421153479,5.8437552443293,,,,,,,2.4054267107720313,8.4226667450727,,,,,,,0.3928455715771491,16.597427180335938,0.4073553353543229,14.671542376316946,0.957062493882025,11.564659993572164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2008-01-31,122.35898160217693,,,,,,,,,0.3429772379450343,16.1644194641138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.262863055218608,15.70190021095292,0.4094342865738366,13.514352109365174,,,,,0.3146500061100715,13.04879420080027,0.2702812420008637,14.62874333216926,,,,,,,0.8252619421153479,5.6341857786410126,,,,,,,2.4054267107720313,8.310031655676312,,,,,,,0.3928455715771491,12.600860688700108,0.4073553353543229,12.72087324929021,0.957062493882025,10.034820912467852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2008-02-29,131.7915594310189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2243265155352052,12.25850909493832,2.262863055218608,20.19568633358881,0.4094342865738366,13.952968334912802,,,,,0.3146500061100715,13.583284149343088,0.2702812420008637,17.66801539917398,,,,,,,0.8252619421153479,6.061384695702176,,,,,,,2.4054267107720313,8.17236508080699,,,,,,,0.3928455715771491,13.129909828962804,0.4073553353543229,14.510927418651606,,,0.321470623096196,12.25850909493832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2008-03-31,127.19856487239096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2433437643919188,11.83526121315146,,,,,3.124363465173867,11.83526121315146,,,,,,,,,,,,,1.97583667201746,11.83526121315146,,,,,0.4094342865738366,12.930918715512076,,,,,0.3146500061100715,13.475876994700016,0.2702812420008637,17.944940670118683,,,,,,,,,,,,,,,,,,,0.6312918924233148,11.83526121315146,0.3704742937618751,11.83526121315146,,,,,,,,,0.2288885388628484,11.83526121315146,0.7374327012400883,11.83526121315146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2008-04-30,142.5960793159595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2433437643919188,12.202745163684948,,,,,3.124363465173867,12.577383796279555,,,,,,,,,,,,,1.97583667201746,15.155765974751116,,,,,0.4094342865738366,14.617477508104374,,,,,0.3146500061100715,15.179301366309677,0.2702812420008637,19.565745550929588,,,,,,,,,,,,,,,,,,,0.6312918924233148,14.023901443203489,0.3704742937618751,13.039977493451556,,,,,,,,,0.2288885388628484,13.084038083240614,0.7374327012400883,13.149742936004593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2008-05-31,145.71526711534378,,,,,,,,,,,,,,,0.2964951701660229,15.79672053668128,,,,,,,,,,,,,,,0.2433437643919188,11.901648285349385,,,,,3.124363465173867,12.73972271560736,,,,,,,,,,,,,1.97583667201746,15.0075776590584,,,,,,,,,,,0.3146500061100715,15.652914777491766,0.2702812420008637,20.004004011355367,,,,,,,,,,,,,,,,,,,0.6312918924233148,14.617299301915455,0.3704742937618751,13.121172789164984,,,,,,,,,0.2288885388628484,13.414303471061324,0.7374327012400883,13.459903567658484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2008-06-30,133.34508862032456,,,,,,,,,,,,,,,0.2964951701660229,13.799308499679915,,,,,,,,,,,,,,,,,,,,,,,,,0.2202730683365584,11.296553026516532,,,,,,,,,1.97583667201746,15.279803157263933,,,0.9285849592050192,11.296553026516532,0.2873309528432031,11.296553026516532,,,,,0.3146500061100715,15.754552116387115,0.2702812420008637,20.73210668789442,,,,,,,,,,,,,,,,,,,,,,,0.2588042919747755,11.296553026516532,0.2718405021021182,11.296553026516532,,,,,,,,,2.5414066569752904,11.296553026516532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2008-07-31,117.94040183219684,,,,,,,,,,,,,,,0.2964951701660229,14.120059938993355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97583667201746,12.404960950222902,,,0.9285849592050192,7.340341646224327,0.2873309528432031,9.768245098597378,,,,,0.3146500061100715,13.438969138567971,0.2702812420008637,16.394580642436086,,,,,,,,,,,,,,,,,,,,,,,0.2588042919747755,11.437923725786124,0.2718405021021182,9.326233065832303,,,,,,,,,2.5414066569752904,12.679077414167146,0.0199703252916827,11.03001021136924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2008-08-31,121.76574690914336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97583667201746,12.479603911809498,,,0.9285849592050192,7.412057569296475,0.2873309528432031,9.931509592230087,,,0.8015904481374914,15.35405889377167,0.3146500061100715,13.718683372438967,0.2702812420008637,17.631638206561238,,,,,,,,,,,,,,,,,,,,,,,0.2588042919747755,11.23448497600932,0.2718405021021182,8.645679335978388,,,,,,,,,2.5414066569752904,13.421168904495602,0.0199703252916827,11.936862146552109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2008-09-30,106.24922657424764,,,,,,,,,0.2096240095084511,9.507167398617565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.299579781274717,9.507167398617565,1.97583667201746,11.42472586657752,,,,,0.2873309528432031,8.816907422108525,,,,,0.3146500061100715,13.20755355580424,0.2702812420008637,15.757035338051946,,,,,,,,,,,,,,,,,,,0.567888255252606,9.507167398617565,,,,,,,,,0.2390494075905825,9.507167398617565,,,,,,,,,1.126618258468273,9.507167398617565,0.4600242006612843,9.507167398617565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2008-10-31,86.1284138991004,,,,,,,,,0.2096240095084511,8.347503874641234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.299579781274717,8.59959359167717,1.97583667201746,9.314971660418252,,,,,0.2873309528432031,6.260308190925859,,,,,0.3146500061100715,11.945722338521668,0.2702812420008637,13.994772647330166,,,,,,,,,,,,,,,,,,,0.567888255252606,7.0282085645954355,,,,,,,,,0.2390494075905825,7.320713478396826,,,,,,,,,1.126618258468273,6.4867933001499,0.4600242006612843,6.829826252443867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2008-11-30,80.79967907618102,,,,,,,,,,,,,,,,,,,,,,,,,0.7057986235245811,7.5363295511340835,,,,,,,,,,,,,,,,,,,,,,,0.299579781274717,9.052541389715234,1.97583667201746,6.546604916202382,,,,,0.2873309528432031,6.381488669916181,,,,,0.3146500061100715,12.6518964134376,0.2702812420008637,12.520178675969412,,,,,,,,,,,,,,,,,,,0.567888255252606,5.724883853826968,,,,,,,,,0.2390494075905825,7.542731308741432,,,,,,,,,1.126618258468273,5.5777088834830595,0.4600242006612843,7.265315413754659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2008-12-31,76.44331974220303,,,,,,,,,,,,,,,,,,,,,,,,,0.7057986235245811,7.217893735888099,,,,,,,,,,,,,,,,,,,0.1849103273161632,6.903607855881655,,,0.299579781274717,7.089136959677451,1.97583667201746,8.767225957261068,,,,,,,,,0.6245749656640475,6.903607855881655,0.3146500061100715,11.947415954086477,,,,,0.3833994586662855,6.903607855881656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.095813006606442,6.903607855881655,0.0151311953005625,6.903607855881655,,,,,0.5411601071897241,6.903607855881655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2009-01-31,68.83944028125937,,,,,,,,,,,,,,,,,,,,,,,,,0.7057986235245811,6.435044451053816,,,,,,,,,,,,,,,,,,,0.1849103273161632,5.798002187606309,,,0.299579781274717,7.215839308615581,1.97583667201746,5.734316496126845,,,,,,,,,0.6245749656640475,6.313003493628091,0.3146500061100715,11.390181624723269,,,,,0.3833994586662855,6.853658750380973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.095813006606442,6.207797901711301,0.0151311953005625,6.447250950204597,,,,,0.5411601071897241,6.444345117208589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2009-03-31,68.34573220917167,,,,,,,,,,,,,,,,,,,,,,,,,0.7057986235245811,6.668268916101918,,,,,0.3518477565409253,6.235491618919387,,,,,2.3264480498737092,6.2354916189193865,,,,,,,,,,,0.299579781274717,5.84235199620742,1.97583667201746,5.82213263178387,,,1.4684759264489398,6.2354916189193865,,,,,0.6245749656640475,7.638265636433927,0.3146500061100715,10.96037776315136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0151311953005625,6.472368789815623,1.3166396060947292,6.2354916189193865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2009-04-30,78.55502095811877,,,,,,,,,,,,,,,,,,,,,,,,,0.7057986235245811,7.505906686042699,,,,,0.3518477565409253,6.975933011955382,,,,,2.3264480498737092,7.439921407476873,,,,,,,,,,,0.299579781274717,6.772690502103321,1.97583667201746,6.20412735740834,,,1.4684759264489398,7.986829286802608,,,,,0.6245749656640475,9.071567545143242,0.3146500061100715,10.774556567945982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0151311953005625,7.646852095162497,1.3166396060947292,8.176636498077835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2009-05-31,80.58356989518374,,,,,,,,,,,,,0.4218344738443434,8.16107794114725,,,,,,,,,,,,,,,,,0.3518477565409253,7.880918502668608,,,,,2.3264480498737092,6.443018041806235,,,,,,,,,,,0.299579781274717,7.826966908806157,1.97583667201746,6.362194140425362,,,1.4684759264489398,9.293718748040126,,,,,0.6245749656640475,7.512217257409523,0.3146500061100715,10.86746776569593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0151311953005625,7.48842846189491,1.3166396060947292,8.747562127289637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2009-06-30,79.99811684496632,,,,,,,,,,,,,0.4218344738443434,7.441315146130432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.299579781274717,7.263389187839514,1.97583667201746,7.713446932738084,,,,,,,0.6413684619268847,7.624136574305805,0.6245749656640475,8.57819325404822,0.3146500061100715,10.90346459828886,,,0.4750145681997332,7.624136574305805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6984586646272126,7.624136574305805,,,0.0151311953005625,7.601761428697979,,,,,,,0.563174730882004,7.624136574305805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2009-07-31,85.98516414595909,,,,,,,,,,,,,0.4218344738443434,7.308191663036427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.299579781274717,7.916794902380439,1.97583667201746,7.42146167342691,,,,,,,0.6413684619268847,8.449371465684697,0.6245749656640475,9.961074738993789,0.3146500061100715,11.433412632375806,,,0.4750145681997332,8.703024175827888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6984586646272126,8.07038234375475,,,0.0151311953005625,9.096118424347113,,,,,,,0.563174730882004,7.625332126131274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2009-08-31,90.61370488259438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2601755303861395,8.314893108351102,,,,,,,,,,,,,,,,,,,0.6245749656640475,11.837332897598792,0.3146500061100715,11.510766812878773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6984586646272126,7.158906895305359,,,0.0151311953005625,10.217339626704849,,,,,,,,,0.3276159725491476,8.314893108351102,0.8241393225757949,8.314893108351102,0.2404194882898005,8.314893108351102,0.413711049021859,8.314893108351102,0.5112897653573086,8.314893108351102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2009-09-30,92.9395069261144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5680206028916257,8.285255691945448,,,,,,,,,,,0.2773086922551773,8.285255691945448,1.7576263415406532,8.285255691945448,,,,,,,,,0.6245749656640475,13.591140945085176,0.3146500061100715,11.707406262574317,,,0.3744710242180118,8.285255691945448,,,,,,,,,,,,,,,,,,,,,,,0.3347278827609201,8.285255691945448,,,,,,,,,2.010008552861165,8.285255691945448,0.0151311953005625,9.64416987483675,,,,,,,0.6217211275153584,8.285255691945448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2009-10-31,90.46429689405652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5680206028916257,7.386076469434375,,,,,,,,,,,0.2773086922551773,8.101715238276105,1.7576263415406532,8.755909217414906,,,,,,,,,0.6245749656640475,10.897400514855672,0.3146500061100715,12.723055873933497,,,0.3744710242180118,7.638855199034027,,,,,,,,,,,,,,,,,,,,,,,0.3347278827609201,8.858862044475007,,,,,,,,,2.010008552861165,7.802853140866449,0.0151311953005625,10.020937007234703,,,,,,,0.6217211275153584,8.278632188531795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2009-11-30,94.82667522895156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5680206028916257,7.938429053047169,,,,,,,,,,,0.2773086922551773,8.594817662446605,1.7576263415406532,9.044940270313829,,,,,,,,,0.6245749656640475,10.760550780061775,0.3146500061100715,12.972402656500687,,,0.3744710242180118,8.35556257531661,,,,,,,,,,,,,,,,,,,,,,,0.3347278827609201,9.998826508771444,,,,,,,,,2.010008552861165,7.985764080195872,0.0151311953005625,10.185564485987616,,,,,,,0.6217211275153584,8.989817156309957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2009-12-31,100.72569755713552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2539256097159416,10.132195969035312,,,0.2492232112495878,10.132195969035312,,,0.2773086922551773,9.669042928407222,1.7576263415406532,9.93254177393623,,,1.2870520094484446,10.132195969035312,,,0.5020490244238914,10.132195969035312,,,,,,,0.3744710242180118,10.01352080713671,,,,,,,,,,,,,,,,,,,,,,,0.3347278827609201,9.69572005794348,,,,,,,,,,,0.0151311953005625,10.75389214453535,,,,,,,,,,,,,0.3425850425032574,10.132195969035312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2010-01-31,93.64513001447985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2492232112495878,9.81326186619608,,,0.2773086922551773,8.985351075687761,1.7576263415406532,9.585898782396788,,,1.2870520094484446,8.895595564687847,,,0.5020490244238914,9.758918811616631,,,,,,,0.3744710242180118,8.616391934552293,,,,,,,,,,,,,,,,,,,,,,,0.3347278827609201,8.05340200797015,,,,,,,,,,,0.0151311953005625,10.35185617457522,,,,,,,,,,,,,0.3425850425032574,10.180688903756868,,,,,0.3365649753346939,9.403764893040224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2010-03-31,104.6565469138612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.706164385347235,10.826833155342385,,,,,0.2891377688951175,10.826833155342385,0.2492232112495878,9.678097367333711,,,,,,,,,,,,,,,,,,,,,0.3744710242180118,8.843198147657176,,,,,,,,,,,,,1.655479447504015,10.826833155342385,,,,,,,,,,,,,,,,,,,,,0.0151311953005625,10.992813385858678,,,,,,,,,,,,,,,,,,,0.3365649753346939,10.181439080957327,0.2991027569336861,10.826833155342385,0.5757932327454516,10.826833155342385,0.3640802658345042,10.826833155342385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2010-04-30,109.931497715587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.706164385347235,12.338386758689012,,,,,0.2891377688951175,10.247226329073085,0.2492232112495878,10.502034947145953,,,,,,,,,,,,,,,,,,,,,0.3744710242180118,9.319495052110128,,,,,,,,,,,,,1.655479447504015,11.21443355985238,,,,,,,,,,,,,,,,,,,,,0.0151311953005625,10.864954600861951,,,,,,,,,,,,,,,,,,,0.3365649753346939,11.226609909961136,0.2991027569336861,11.944979357221458,0.5757932327454516,11.374954074234598,0.3640802658345042,10.8984231264373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2010-05-31,103.9307335447442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.706164385347235,11.379561687492297,,,,,0.2891377688951175,9.99073766562026,0.2492232112495878,10.11726124832639,,,,,,,,,,,,,,,,,,,,,0.3744710242180118,7.895144091387093,,,,,1.1769245859253092,10.44900054378468,,,,,,,1.655479447504015,10.103321083592329,,,,,,,,,,,,,,,,,,,,,0.0151311953005625,10.369105958866228,,,,,,,,,,,,,,,,,,,,,0.2991027569336861,11.463602870876024,0.5757932327454516,11.71399785101424,,,0.1492800595644831,10.44900054378468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
