date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,SYY_shares,SYY_value,AAPL_shares,AAPL_value,EL_shares,EL_value,WDC_shares,WDC_value,RMD_shares,RMD_value,JKHY_shares,JKHY_value,NKE_shares,NKE_value,MU_shares,MU_value,PAYX_shares,PAYX_value,ORCL_shares,ORCL_value,TRV_shares,TRV_value,CVX_shares,CVX_value,DE_shares,DE_value,ACN_shares,ACN_value,GPN_shares,GPN_value,KR_shares,KR_value,HRL_shares,HRL_value,COP_shares,COP_value,AES_shares,AES_value,KLAC_shares,KLAC_value,ADP_shares,ADP_value,ADM_shares,ADM_value,TJX_shares,TJX_value,NVDA_shares,NVDA_value,CSCO_shares,CSCO_value,F_shares,F_value,STLD_shares,STLD_value,TTWO_shares,TTWO_value,DECK_shares,DECK_value,GWW_shares,GWW_value,GPC_shares,GPC_value,DD_shares,DD_value,CMI_shares,CMI_value,EMN_shares,EMN_value,VLO_shares,VLO_value,VZ_shares,VZ_value,DVN_shares,DVN_value,CTRA_shares,CTRA_value,TGT_shares,TGT_value,XOM_shares,XOM_value,WSM_shares,WSM_value,EBAY_shares,EBAY_value,FCX_shares,FCX_value,URI_shares,URI_value,EOG_shares,EOG_value,NVR_shares,NVR_value,HAS_shares,HAS_value,CHRW_shares,CHRW_value,GRMN_shares,GRMN_value,FDX_shares,FDX_value,MRK_shares,MRK_value,DLTR_shares,DLTR_value,CSGP_shares,CSGP_value,FAST_shares,FAST_value,ALGN_shares,ALGN_value,EXPD_shares,EXPD_value,AXON_shares,AXON_value,CTSH_shares,CTSH_value,ROST_shares,ROST_value,MGM_shares,MGM_value,PWR_shares,PWR_value,VRSN_shares,VRSN_value,DHI_shares,DHI_value,IP_shares,IP_value,LRCX_shares,LRCX_value,GE_shares,GE_value,GLW_shares,GLW_value,TXT_shares,TXT_value,LUV_shares,LUV_value,FSLR_shares,FSLR_value,SBUX_shares,SBUX_value,PHM_shares,PHM_value,LEN_shares,LEN_value,PCAR_shares,PCAR_value,PRU_shares,PRU_value,APA_shares,APA_value,SMCI_shares,SMCI_value,EW_shares,EW_value,MOS_shares,MOS_value,JBHT_shares,JBHT_value,CHD_shares,CHD_value,ABT_shares,ABT_value,RCL_shares,RCL_value,WST_shares,WST_value,ULTA_shares,ULTA_value,NEM_shares,NEM_value,MHK_shares,MHK_value,VMC_shares,VMC_value,BAX_shares,BAX_value,WMT_shares,WMT_value,LULU_shares,LULU_value,AOS_shares,AOS_value,AMP_shares,AMP_value,ISRG_shares,ISRG_value,AMAT_shares,AMAT_value,RL_shares,RL_value,SWKS_shares,SWKS_value,ALB_shares,ALB_value,ENPH_shares,ENPH_value,PSX_shares,PSX_value,EPAM_shares,EPAM_value,NCLH_shares,NCLH_value,FANG_shares,FANG_value,AMD_shares,AMD_value,NUE_shares,NUE_value,ACGL_shares,ACGL_value,CF_shares,CF_value,OXY_shares,OXY_value,run
2006-07-31,100.99348619671449,,,,,,,,,0.2809352765406931,10.13274591342098,1.2789647442359584,8.671880707888915,0.656790654242604,11.259845508478843,,,,,,,,,,,,,,,0.5802591157990631,11.216179565544374,,,1.296076248708192,9.995841103644365,,,0.4963707126907562,8.938767530834559,0.8760710506148869,10.531746298192283,0.3614157518033939,10.53715507741822,0.3443565930716799,10.805111579780212,0.354364440475628,8.904212911511706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2006-08-31,100.67333500760893,,,,,,,,,,,,,,,,,,,0.5357811381523034,10.096795180588446,,,,,,,,,0.5802591157990631,9.831377143164312,,,,,,,,,,,0.3614157518033939,10.100021578540538,0.3443565930716799,10.578434633055693,0.354364440475628,9.582730569317707,0.4812025190856325,10.096795180588447,0.5637262547080255,10.096795180588447,1.1943454248363794,10.096795180588447,1.651713734754463,10.096795180588447,0.3971045008465023,10.096795180588447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2006-09-30,104.42985538361532,,,,,,,,,,,,,,,,,,,0.5357811381523034,11.173715390905148,,,,,,,0.9422973722250446,10.33009813691315,0.5802591157990631,9.72745603454427,,,,,,,,,,,0.3614157518033939,10.787930132543078,,,0.354364440475628,10.295610130866192,0.4812025190856325,10.794653010190896,,,,,,,,,0.7746558718209237,10.33009813691315,0.4340155596440654,10.33009813691315,0.4363802682303503,10.33009813691315,0.4385828170531949,10.33009813691315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2006-10-31,110.3545369936775,,,,,,,,,,,,,,,,,,,0.5357811381523034,11.867552005689236,,,,,,,0.9422973722250446,10.432830312068214,0.5802591157990631,10.631326303799415,,,,,,,,,,,0.3614157518033939,11.83269579430857,,,0.354364440475628,10.494719110468075,0.4812025190856325,11.203152177026752,,,,,,,,,,,,,0.4363802682303503,10.830508666478288,,,1.960217804575063,11.020584207946314,20.680646657531156,11.020584207946314,0.69787267579082,11.020584207946314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2006-11-30,116.5642071101812,0.4945945911276065,11.722844985030356,,,,,,,0.3270516520402403,11.722844985030356,,,,,,,,,,,,,,,,,0.9422973722250446,11.711248698345369,0.5802591157990631,12.083799134652116,,,,,,,,,,,0.3614157518033939,11.990063798756868,,,,,0.4812025190856325,11.599429639867584,,,,,,,,,0.7670005649426346,11.722844985030356,0.4238993331098428,11.722844985030356,0.4363802682303503,10.565440913407498,0.5371345884566013,11.722844985030356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2006-12-31,117.76262113839718,,,,,,,,,,,,,,,,,,,,,0.5479804988363827,11.652943983545674,,,0.7282607295846397,11.652943983545674,,,,,,,,,,,,,,,0.3614157518033939,12.425137532264394,0.3272146157309629,11.652943983545676,0.3523336142571064,11.652943983545674,0.4812025190856325,12.711188012696,,,,,,,,,0.7670005649426346,11.055687708617096,,,,,,,,,20.60290338538855,11.652943983545674,,,2.982313427928359,11.652943983545674,1.090417716055879,11.652943983545674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2007-01-31,120.23322747967542,,,,,,,,,,,,,,,,,,,,,0.5479804988363827,10.952367856220532,,,0.7282607295846397,13.723340921140238,,,,,,,,,,,,,,,0.3614157518033939,11.827152075062653,0.3272146157309629,11.549932991961608,0.3523336142571064,12.348313101313767,0.4812025190856325,12.993425302580537,,,,,,,,,0.7670005649426346,10.42866539046898,,,,,,,,,,,,,2.982313427928359,12.614972545341097,1.090417716055879,14.144621091584716,0.5552953375637931,9.650436204001291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2007-03-31,125.18719756288796,0.4689643895854667,12.642405608294656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3272146157309629,11.805379680347038,,,,,,,,,,,0.455972655347846,12.642405608294656,,,,,,,,,,,,,,,2.982313427928359,12.242573016183648,,,,,3.204214018867686,12.642405608294656,0.2233292026775262,12.642405608294656,0.4580811821871773,12.642405608294656,0.330085473802446,12.642405608294656,0.5300907861861929,12.64240560829466,0.6837957078514135,12.642405608294656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2007-04-30,131.77429919833887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3712904609324111,12.992186109708811,0.3272146157309629,12.416721443393069,0.3384252410677846,12.992186109708811,0.4645437494104765,12.992186109708811,,,1.229764416441786,12.992186109708811,,,0.455972655347846,12.827370544401177,,,,,,,,,,,,,,,2.982313427928359,12.475323077426518,,,,,,,,,,,,,0.5300907861861929,16.101767474865238,,,0.3554992544716843,12.992186109708811,0.9353902278912344,12.992186109708811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2007-05-31,139.77822505039578,,,0.1076016030281514,13.84079472290957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1634601443477892,13.840794722909568,,,,,,,0.3272146157309629,13.007313967252632,,,,,,,,,,,0.455972655347846,14.321897525375874,,,,,,,,,,,,,,,2.982313427928359,12.940821777834396,,,,,2.83461469013642,13.84079472290957,0.2144813896750472,13.84079472290957,0.4752256792469339,13.84079472290957,,,0.5300907861861929,16.463423442475488,0.7114302849613094,13.840794722909571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2007-06-30,146.8334377949377,,,0.1076016030281514,14.700530480307592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1634601443477892,14.238520571223756,,,,,0.4227187827831615,14.627705971627298,0.3272146157309629,13.54356253235259,,,,,,,,,,,0.455972655347846,14.603135511846007,,,,,,,,,,,,,,,,,,,,,,,0.2144813896750472,14.687593012247955,,,,,0.5300907861861929,17.719026247711565,0.7114302849613094,13.45795152436632,,,,,0.2951247525770941,14.627705971627298,2.214666743226931,14.627705971627298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2007-07-31,146.43518011073175,,,0.1076016030281514,13.644959017300655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1634601443477892,13.488525412980428,,,,,0.4227187827831615,13.957684187573117,0.3272146157309629,13.70755429342564,,,,,,,,,,,0.455972655347846,15.038440644416896,,,,,,,,,,,,,,,,,,,,,,,0.2144813896750472,13.789444011167989,,,,,0.5300907861861929,20.781029315705315,0.7114302849613094,14.4976839371736,,,,,0.2951247525770941,13.96513320433358,2.214666743226931,13.564726086654538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2007-08-31,145.94977935539487,0.4913150801434335,13.031126795268666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4227187827831615,13.8917133924283,0.3272146157309629,14.109495129040903,,,,,,,,,,,0.455972655347846,15.31050504772547,,,,,,,,,,,,,,,,,,,,,2.4902884500505125,13.031126795268664,0.2144813896750472,14.460290717359712,,,,,0.5300907861861929,20.73201274215355,0.7114302849613094,14.06371509996136,,,,,0.2951247525770941,14.096158534225472,2.214666743226931,13.223635101962753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2007-09-30,154.7575616289193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3272146157309629,15.151773987480905,0.2998548137830355,15.674483046153822,,,,,,,,,0.455972655347846,16.4098565391176,,,,,,,,,,,,,,,3.5484864712705315,15.674483046153822,,,,,2.4902884500505125,15.190759307815712,,,,,,,,,,,0.4467693032961394,15.674483046153822,0.9533911010921606,15.67448304615382,,,2.214666743226931,13.958273517582132,0.3909055918579719,15.674483046153822,0.3209782807093495,15.674483046153822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2007-10-31,162.03865236321988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3272146157309629,14.816616917984469,0.2998548137830355,16.416572923089817,,,,,,,,,0.455972655347846,15.884483657269346,,,,,,,,,,,,,,,3.5484864712705315,16.37605105440359,,,,,2.4902884500505125,19.339856268770426,,,,,,,,,,,0.4467693032961394,16.43276922694356,0.9533911010921606,16.308127129842305,,,2.214666743226931,15.756651107624146,,,0.3209782807093495,15.57796083748867,1.4815169555948493,15.12956323980356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2007-11-30,154.7243882386594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3272146157309629,14.211058179973085,0.2998548137830355,18.207661646615666,,,,,,,,,0.455972655347846,15.037310035949886,,,,,,,,,,,,,,,3.5484864712705315,13.865180530273385,,,,,2.4902884500505125,19.94582647411554,,,,,,,,,,,0.4467693032961394,15.18917975410522,0.9533911010921606,15.441914302480344,,,2.214666743226931,13.6645013669236,,,0.3209782807093495,15.098715765894736,1.4815169555948493,14.063040182327946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2007-12-31,161.87746427072045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2627036999489638,16.032973395320795,,,,,,,,,0.3272146157309629,15.212912033282077,,,,,,,,,,,0.455972655347846,16.58913973282798,,,,,,,,,,,,,,,3.5484864712705315,12.4251222862531,,,,,2.4902884500505125,21.45244984643252,0.2469343032460822,16.032973395320795,,,,,0.3794854786305825,16.032973395320795,0.8802597830619565,16.032973395320795,,,,,0.2838220998627923,16.032973395320795,,,,,,,,,1.281128143742649,16.032973395320795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
