date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,JKHY_shares,JKHY_value,AAPL_shares,AAPL_value,MSFT_shares,MSFT_value,RMD_shares,RMD_value,PAYX_shares,PAYX_value,ORCL_shares,ORCL_value,EA_shares,EA_value,DECK_shares,DECK_value,NKE_shares,NKE_value,MU_shares,MU_value,COP_shares,COP_value,FFIV_shares,FFIV_value,GWW_shares,GWW_value,CVX_shares,CVX_value,ADI_shares,ADI_value,CPRT_shares,CPRT_value,HRL_shares,HRL_value,XOM_shares,XOM_value,NVDA_shares,NVDA_value,SNPS_shares,SNPS_value,WDC_shares,WDC_value,ADP_shares,ADP_value,ADM_shares,ADM_value,ACN_shares,ACN_value,CSCO_shares,CSCO_value,JBL_shares,JBL_value,LRCX_shares,LRCX_value,FAST_shares,FAST_value,EL_shares,EL_value,AES_shares,AES_value,SYY_shares,SYY_value,DE_shares,DE_value,LOW_shares,LOW_value,DD_shares,DD_value,EMN_shares,EMN_value,F_shares,F_value,CTRA_shares,CTRA_value,EOG_shares,EOG_value,HAS_shares,HAS_value,DVN_shares,DVN_value,GRMN_shares,GRMN_value,FCX_shares,FCX_value,CHRW_shares,CHRW_value,EQIX_shares,EQIX_value,MGM_shares,MGM_value,CMI_shares,CMI_value,NVR_shares,NVR_value,CVS_shares,CVS_value,BMY_shares,BMY_value,LHX_shares,LHX_value,GLW_shares,GLW_value,CSGP_shares,CSGP_value,CTSH_shares,CTSH_value,EBAY_shares,EBAY_value,EXPD_shares,EXPD_value,AXON_shares,AXON_value,J_shares,J_value,VRSN_shares,VRSN_value,ZBH_shares,ZBH_value,SWKS_shares,SWKS_value,WSM_shares,WSM_value,SJM_shares,SJM_value,DLTR_shares,DLTR_value,ROST_shares,ROST_value,ALGN_shares,ALGN_value,NEM_shares,NEM_value,WMB_shares,WMB_value,QCOM_shares,QCOM_value,TSCO_shares,TSCO_value,PWR_shares,PWR_value,TER_shares,TER_value,AMAT_shares,AMAT_value,FDX_shares,FDX_value,AKAM_shares,AKAM_value,GE_shares,GE_value,LVS_shares,LVS_value,GOOGL_shares,GOOGL_value,TXT_shares,TXT_value,PKG_shares,PKG_value,PCAR_shares,PCAR_value,FSLR_shares,FSLR_value,PHM_shares,PHM_value,PRU_shares,PRU_value,LUV_shares,LUV_value,TJX_shares,TJX_value,MNST_shares,MNST_value,STX_shares,STX_value,TECH_shares,TECH_value,SMCI_shares,SMCI_value,WST_shares,WST_value,ISRG_shares,ISRG_value,VLO_shares,VLO_value,MHK_shares,MHK_value,A_shares,A_value,TXN_shares,TXN_value,APA_shares,APA_value,NUE_shares,NUE_value,STLD_shares,STLD_value,AMP_shares,AMP_value,PSX_shares,PSX_value,DHI_shares,DHI_value,APD_shares,APD_value,RL_shares,RL_value,ALB_shares,ALB_value,BAX_shares,BAX_value,WMT_shares,WMT_value,RCL_shares,RCL_value,NWSA_shares,NWSA_value,LULU_shares,LULU_value,MPC_shares,MPC_value,FANG_shares,FANG_value,TYL_shares,TYL_value,DXCM_shares,DXCM_value,BIIB_shares,BIIB_value,HSIC_shares,HSIC_value,KDP_shares,KDP_value,LEN_shares,LEN_value,MOS_shares,MOS_value,JBHT_shares,JBHT_value,TSLA_shares,TSLA_value,REGN_shares,REGN_value,BKR_shares,BKR_value,WY_shares,WY_value,CF_shares,CF_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2005-09-30,100.0,0.3955517926684762,10.0,0.1201201201201201,10.0,0.3979062200927887,10.0,0.2997016519809686,10.0,0.3418491115338409,10.0,1.278964432241326,10.0,0.6567906953816335,10.0,0.3500973690946093,10.0,0.4457774143229869,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2005-10-31,99.67260593854964,0.3955517926684762,10.45569922226234,0.1201201201201201,9.717717901006475,0.3979062200927887,10.186602783661716,0.2997016519809686,9.937975257784762,0.3418491115338409,11.225340316525749,1.278964432241326,9.875759166192704,0.6567906953816335,10.675007251734042,0.3500973690946093,9.95175717443922,0.4457774143229869,9.053846178699702,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2005-11-30,106.40371185710303,0.3955517926684762,10.513239254785397,0.1201201201201201,10.697897604635886,0.3979062200927887,11.10261783204072,0.2997016519809686,10.90236556504115,0.3418491115338409,11.592018556643897,1.278964432241326,10.894031968500114,0.6567906953816335,11.860621139285469,0.3500973690946093,10.98751353127587,0.4457774143229869,9.084618533167433,,,0.5904769474623245,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2005-12-31,106.94311523761552,0.3955517926684762,10.200737132880228,0.1201201201201201,11.02102102102102,0.3979062200927887,10.007085518781254,0.2997016519809686,10.748491568147188,0.3418491115338409,11.50749128323496,1.278964432241326,10.019489834463869,0.6567906953816335,12.888230844351137,0.3500973690946093,11.69541352600726,0.4457774143229869,10.088462016565307,,,0.5904769474623245,8.766692492163301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2006-01-31,110.26091823603092,0.3955517926684762,9.974875133896932,0.1201201201201201,11.74174174174174,0.3979062200927887,11.680969507831184,0.2997016519809686,10.404746541376351,0.3418491115338409,11.605194686644726,1.278964432241326,10.377590995962375,0.6567906953816335,13.478276147410355,0.3500973690946093,11.331717938330035,,,,,0.5904769474623245,9.40042289415308,4.528540464805692,10.265382648684158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2006-03-31,112.76680036085658,0.3955517926684762,9.95473721647386,,,0.3979062200927887,12.896105620980906,0.2997016519809686,9.568124207713147,,,1.278964432241326,10.470127154124352,0.6567906953816335,13.60092331126046,,,0.5291597991426202,11.436763496457726,0.6999243200524938,11.436763496457726,0.5904769474623245,10.529728864472933,,,0.5996319760664366,11.436763496457726,0.6243617391734847,11.436763496457726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2006-04-30,110.98105140834797,0.3955517926684762,9.677767669755054,,,0.3979062200927887,13.06442615722171,0.2997016519809686,9.457030271074144,,,1.278964432241326,10.312905822226703,0.6567906953816335,13.126905752887836,,,0.5291597991426202,11.276970333692493,0.6999243200524938,12.357164351126668,0.5904769474623245,10.336354782049938,,,0.5996319760664366,10.150601812716364,0.6243617391734847,11.220924455597055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2006-05-31,104.26073550831757,,,,,,,,,,,1.278964432241326,10.40625553064761,0.6567906953816335,11.796193295307583,0.2810543988246066,10.257285835295296,,,,,,,,,,,,,0.5303331138161383,10.257285835295296,0.8982423277681815,10.257285835295296,0.2502516059507917,10.257285835295296,5.206744003212769,10.257285835295296,1.3107981396785104,10.257285835295296,0.6341759980282045,10.257285835295296,0.408758930466708,10.257285835295296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2006-06-30,107.05633285742044,,,,,,,,,,,1.278964432241326,9.76753502687582,0.6567906953816335,13.125386192811128,,,,,,,,,,,,,,,0.5303331138161383,10.89154962483194,0.8982423277681815,10.452045950606024,,,5.206744003212769,11.154001175305163,1.3107981396785104,10.345418589090553,0.6341759980282045,9.328181613574714,,,0.3988059705580083,10.6640715614417,0.1958305742075351,10.6640715614417,0.3602335701241862,10.6640715614417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2006-07-31,101.72548708099258,,,,,,,,,,,1.278964432241326,8.67188103187446,0.6567906953816335,11.25984871921317,,,,,,,,,,,,,,,0.5303331138161383,9.550365858893445,0.8982423277681815,10.798282348355595,,,5.206744003212769,12.334199081331626,1.3107981396785104,10.109384518559146,,,,,,,0.1958305742075351,8.801437762299184,0.3602335701241862,11.3032901900568,0.4620837623286838,9.448398785204578,5.674714115121767,9.448398785204578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2006-08-31,103.9210557267567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.206744003212769,11.862696417886088,,,,,,,0.4201479744235039,10.5226060514914,0.1958305742075351,9.469092247590636,0.3602335701241862,11.066161341558916,0.4620837623286838,8.954498994783885,5.674714115121767,9.955576467480167,1.7213708471402935,10.5226060514914,0.3011420555349823,10.5226060514914,23.653339517372064,10.5226060514914,0.5549897974472434,10.5226060514914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
