date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,JKHY_shares,JKHY_value,AAPL_shares,AAPL_value,MSFT_shares,MSFT_value,RMD_shares,RMD_value,PAYX_shares,PAYX_value,ORCL_shares,ORCL_value,EA_shares,EA_value,DECK_shares,DECK_value,NKE_shares,NKE_value,MU_shares,MU_value,COP_shares,COP_value,FFIV_shares,FFIV_value,GWW_shares,GWW_value,CVX_shares,CVX_value,ADI_shares,ADI_value,CPRT_shares,CPRT_value,HRL_shares,HRL_value,XOM_shares,XOM_value,NVDA_shares,NVDA_value,SNPS_shares,SNPS_value,WDC_shares,WDC_value,ADP_shares,ADP_value,ADM_shares,ADM_value,ACN_shares,ACN_value,CSCO_shares,CSCO_value,JBL_shares,JBL_value,LRCX_shares,LRCX_value,FAST_shares,FAST_value,EL_shares,EL_value,AES_shares,AES_value,SYY_shares,SYY_value,DE_shares,DE_value,LOW_shares,LOW_value,DD_shares,DD_value,EMN_shares,EMN_value,F_shares,F_value,CTRA_shares,CTRA_value,EOG_shares,EOG_value,HAS_shares,HAS_value,DVN_shares,DVN_value,GRMN_shares,GRMN_value,FCX_shares,FCX_value,CHRW_shares,CHRW_value,EQIX_shares,EQIX_value,MGM_shares,MGM_value,CMI_shares,CMI_value,NVR_shares,NVR_value,CVS_shares,CVS_value,BMY_shares,BMY_value,LHX_shares,LHX_value,GLW_shares,GLW_value,CSGP_shares,CSGP_value,CTSH_shares,CTSH_value,EBAY_shares,EBAY_value,EXPD_shares,EXPD_value,AXON_shares,AXON_value,J_shares,J_value,VRSN_shares,VRSN_value,ZBH_shares,ZBH_value,SWKS_shares,SWKS_value,WSM_shares,WSM_value,SJM_shares,SJM_value,DLTR_shares,DLTR_value,ROST_shares,ROST_value,ALGN_shares,ALGN_value,NEM_shares,NEM_value,WMB_shares,WMB_value,QCOM_shares,QCOM_value,TSCO_shares,TSCO_value,PWR_shares,PWR_value,TER_shares,TER_value,AMAT_shares,AMAT_value,FDX_shares,FDX_value,AKAM_shares,AKAM_value,GE_shares,GE_value,LVS_shares,LVS_value,GOOGL_shares,GOOGL_value,TXT_shares,TXT_value,PKG_shares,PKG_value,PCAR_shares,PCAR_value,FSLR_shares,FSLR_value,PHM_shares,PHM_value,PRU_shares,PRU_value,LUV_shares,LUV_value,TJX_shares,TJX_value,MNST_shares,MNST_value,STX_shares,STX_value,TECH_shares,TECH_value,SMCI_shares,SMCI_value,WST_shares,WST_value,ISRG_shares,ISRG_value,VLO_shares,VLO_value,MHK_shares,MHK_value,A_shares,A_value,TXN_shares,TXN_value,APA_shares,APA_value,NUE_shares,NUE_value,STLD_shares,STLD_value,AMP_shares,AMP_value,PSX_shares,PSX_value,DHI_shares,DHI_value,APD_shares,APD_value,RL_shares,RL_value,ALB_shares,ALB_value,BAX_shares,BAX_value,WMT_shares,WMT_value,RCL_shares,RCL_value,NWSA_shares,NWSA_value,LULU_shares,LULU_value,MPC_shares,MPC_value,FANG_shares,FANG_value,TYL_shares,TYL_value,DXCM_shares,DXCM_value,BIIB_shares,BIIB_value,HSIC_shares,HSIC_value,KDP_shares,KDP_value,LEN_shares,LEN_value,MOS_shares,MOS_value,JBHT_shares,JBHT_value,TSLA_shares,TSLA_value,REGN_shares,REGN_value,BKR_shares,BKR_value,WY_shares,WY_value,CF_shares,CF_value,run
2006-09-30,106.8414019450469,,,,,,,,,,,,,,,,,,,,,0.6547416115592496,11.154901950857663,,,0.5774733744671964,11.154901950857663,,,,,,,,,,,,,,,0.4674614138883791,11.154901950857663,,,,,,,0.4620837623286838,8.639213693326832,5.674714115121767,9.998137120994182,1.7213708471402935,10.330241001001522,,,,,0.5549897974472434,10.944398424578388,1.0175350209855116,11.154901950857663,0.4712228534963305,11.154901950857663,0.4736014168579018,11.154901950857663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2006-10-31,110.95767883880951,,,,,,,,,,,,,,,,,,,,,0.6547416115592496,11.18706906975137,,,0.5774733744671964,11.709586468593969,,,,,,,,,,,,,,,0.4674614138883791,11.287946493661613,,,,,,,,,5.674714115121767,10.260592567641128,,,0.2898250794813083,10.73796701070139,,,,,1.0175350209855116,11.265836767279216,0.4712228534963305,11.695263937817291,0.4736014168579018,11.337482501960752,0.4612215761959555,10.73796701070139,0.679976460584739,10.73796701070139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2006-11-30,115.63965172752695,0.4767462133564342,11.299804944047851,,,,,,,,,,,,,,,,,0.4898051622680764,11.299804944047851,,,,,0.5774733744671964,11.974694999491602,,,,,,,,,,,,,,,0.4674614138883791,12.684273124155109,,,,,,,,,5.674714115121767,10.71456926390454,,,,,,,,,1.0175350209855116,12.646335206375896,0.4712228534963305,11.409034666176233,0.4736014168579018,10.33624469213715,,,0.679976460584739,11.975084943142896,0.5109835205107461,11.299804944047851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2006-12-31,118.04934692212048,,,,,,,,,,,,,,,,,,,0.4898051622680764,13.134125687802648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.674714115121767,10.640088965853312,,,,,,,,,,,0.4712228534963305,11.650321928190186,,,,,0.679976460584739,12.161992611569882,0.5109835205107461,9.80476627057017,2.8093224351435357,12.13161029162686,4.145867115015881,12.13161029162686,0.7581757525874417,12.13161029162686,0.8416437173040761,12.13161029162686,0.5704898151644173,12.13161029162686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2007-01-31,117.9927592649573,,,,,,,,,,,,,,,,,,,0.4898051622680764,14.064755309266152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4712228534963305,11.342679073776774,,,,,,,0.5109835205107461,9.58111839109339,2.8093224351435357,10.9788467905901,4.145867115015881,12.604969948606888,0.7581757525874417,14.287057993216218,0.8416437173040761,11.443562443142314,0.5704898151644173,11.40226213985108,0.3179638575974757,11.1437535877072,0.4596235713007106,11.1437535877072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2007-03-31,115.6873767365634,0.4409330219005285,11.886727991989464,,,,,,,,,,,,,,,,,0.4898051622680764,12.019819130488615,,,,,,,,,,,,,,,,,,,,,0.428717601322913,11.886727991989464,,,,,0.329469415534701,11.886727991989464,,,,,,,,,,,,,,,,,,,,,,,0.5109835205107461,8.573733670159106,,,,,,,,,,,,,,,0.3103550391283149,11.886727991989464,0.6429229526905101,11.886727991989464,2.895628585589887,11.886727991989464,1.9734326853664148,11.886727991989464,0.4727321336394254,11.886727991989464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2007-04-30,119.13691310307844,,,,,,,,,,,,,,,,,,,0.4898051622680764,12.205944681089631,,,3.919214069318317,11.74199452032792,,,,,,,,,,,,,,,,,0.428717601322913,12.060637755352642,,,,,0.329469415534701,12.502282443653492,,,,,,,,,,,,,,,0.4675662935546458,11.74199452032792,,,,,,,0.5109835205107461,9.330592338687524,,,,,,,,,,,,,,,0.3103550391283149,11.656310591113192,0.6429229526905101,12.799135392611952,,,1.9734326853664148,12.861390047382317,0.4727321336394254,12.23663081253183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2007-05-31,125.79159874569918,,,0.0934771600460959,12.023967553160762,,,,,0.308365103234523,12.023967553160762,,,0.5173521134762905,12.023967553160764,,,,,,,,,,,,,,,,,,,,,,,,,1.0107372665442398,12.023967553160764,0.428717601322913,13.465832535645442,,,,,0.329469415534701,13.096938391283436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429229526905101,12.507992418849858,2.7710181260666227,12.023967553160762,1.9734326853664148,13.772502201302345,0.4727321336394254,12.8284954328143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2007-06-30,127.54034877610012,,,0.0934771600460959,12.770849149066178,,,,,0.308365103234523,12.460469141286554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0107372665442398,12.369483551934383,0.428717601322913,13.730262413428262,,,0.1788539717735696,12.247840079151622,0.329469415534701,13.636894754322844,,,,,,,,,,,,,,,0.4503785499348107,12.247840079151622,,,,,,,,,,,3.547646858190087,12.247840079151622,,,,,,,,,,,,,,,2.7710181260666227,13.581029449455436,,,,,0.6906528067879046,12.247840079151622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2007-07-31,123.91355597031584,,,0.0934771600460959,11.8538384372297,,,,,0.308365103234523,12.733018844213683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0107372665442398,11.717938298432385,0.428717601322913,14.139544590045206,,,0.1788539717735696,11.498883614159745,0.329469415534701,13.802009023565915,,,,,,,,,,,,,,,0.4503785499348107,11.786236598430682,,,,,,,,,,,3.547646858190087,13.187056761117724,,,,,,,,,,,,,,,2.7710181260666227,12.26906398167833,,,,,0.6906528067879046,10.925965821442512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2007-08-31,123.7631614742052,,,,,,,,,,,,,0.560512598051283,11.940388982737243,,,,,,,,,,,,,,,,,,,,,,,,,,,0.428717601322913,14.395340226433282,,,0.1788539717735696,12.058304429437351,0.329469415534701,14.206717075466772,,,,,,,,,,,,,,,0.4503785499348107,11.613588967804198,,,,,,,,,,,3.547646858190087,13.34505431927501,0.723686206291675,11.940388982737243,,,,,,,,,,,0.6040189365366796,11.940388982737243,2.7710181260666227,11.259854896959665,,,,,0.6906528067879046,11.063134610617178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2007-09-30,126.9991254218458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.428717601322913,15.428976426876236,,,0.1788539717735696,12.05146122365393,0.329469415534701,15.256181932966705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7710181260666227,12.240227397785851,1.9045495924314333,12.003713073427186,0.4697195603503984,12.003713073427186,,,0.2274835094892106,12.003713073427186,0.1824400398240858,12.003713073427186,0.3263683865282523,12.003713073427186,0.3324053930547084,12.003713073427186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
