date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,TECH_shares,TECH_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,MKC_shares,MKC_value,ORCL_shares,ORCL_value,EA_shares,EA_value,GRMN_shares,GRMN_value,MU_shares,MU_value,GWW_shares,GWW_value,COP_shares,COP_value,CTSH_shares,CTSH_value,TTWO_shares,TTWO_value,CVX_shares,CVX_value,FCX_shares,FCX_value,MNST_shares,MNST_value,TRV_shares,TRV_value,XOM_shares,XOM_value,GPN_shares,GPN_value,CAH_shares,CAH_value,WDC_shares,WDC_value,EOG_shares,EOG_value,MSFT_shares,MSFT_value,EL_shares,EL_value,ADI_shares,ADI_value,CSCO_shares,CSCO_value,ACN_shares,ACN_value,AES_shares,AES_value,SYY_shares,SYY_value,RMD_shares,RMD_value,F_shares,F_value,EMN_shares,EMN_value,EBAY_shares,EBAY_value,CMI_shares,CMI_value,MTD_shares,MTD_value,A_shares,A_value,JBHT_shares,JBHT_value,UNH_shares,UNH_value,IP_shares,IP_value,CTRA_shares,CTRA_value,DVN_shares,DVN_value,HAS_shares,HAS_value,EQIX_shares,EQIX_value,EMR_shares,EMR_value,DD_shares,DD_value,MGM_shares,MGM_value,URI_shares,URI_value,CSGP_shares,CSGP_value,NVR_shares,NVR_value,GLW_shares,GLW_value,LRCX_shares,LRCX_value,FDX_shares,FDX_value,APA_shares,APA_value,FAST_shares,FAST_value,DECK_shares,DECK_value,SBUX_shares,SBUX_value,PWR_shares,PWR_value,DLTR_shares,DLTR_value,TJX_shares,TJX_value,WSM_shares,WSM_value,TSCO_shares,TSCO_value,LUV_shares,LUV_value,HRL_shares,HRL_value,ICE_shares,ICE_value,WY_shares,WY_value,PKG_shares,PKG_value,EXPD_shares,EXPD_value,TER_shares,TER_value,AMAT_shares,AMAT_value,GILD_shares,GILD_value,MPWR_shares,MPWR_value,ROST_shares,ROST_value,MCHP_shares,MCHP_value,NEM_shares,NEM_value,MMM_shares,MMM_value,TKO_shares,TKO_value,KDP_shares,KDP_value,HD_shares,HD_value,FSLR_shares,FSLR_value,HUBB_shares,HUBB_value,GD_shares,GD_value,PCAR_shares,PCAR_value,KLAC_shares,KLAC_value,PRU_shares,PRU_value,SMCI_shares,SMCI_value,LULU_shares,LULU_value,VLO_shares,VLO_value,CMG_shares,CMG_value,WST_shares,WST_value,CDNS_shares,CDNS_value,ABT_shares,ABT_value,FFIV_shares,FFIV_value,CHRW_shares,CHRW_value,CPRT_shares,CPRT_value,SLB_shares,SLB_value,TXT_shares,TXT_value,MLM_shares,MLM_value,FTNT_shares,FTNT_value,TGT_shares,TGT_value,AMZN_shares,AMZN_value,HSIC_shares,HSIC_value,MHK_shares,MHK_value,BAX_shares,BAX_value,NUE_shares,NUE_value,STLD_shares,STLD_value,ALB_shares,ALB_value,PSX_shares,PSX_value,QCOM_shares,QCOM_value,HII_shares,HII_value,APD_shares,APD_value,SWKS_shares,SWKS_value,RCL_shares,RCL_value,REGN_shares,REGN_value,EPAM_shares,EPAM_value,SNA_shares,SNA_value,LYB_shares,LYB_value,RL_shares,RL_value,DAL_shares,DAL_value,FANG_shares,FANG_value,UAL_shares,UAL_value,ULTA_shares,ULTA_value,GE_shares,GE_value,AMD_shares,AMD_value,AMP_shares,AMP_value,DHI_shares,DHI_value,AOS_shares,AOS_value,ANET_shares,ANET_value,TSLA_shares,TSLA_value,MOS_shares,MOS_value,DELL_shares,DELL_value,TPR_shares,TPR_value,OXY_shares,OXY_value,CF_shares,CF_value,LEN_shares,LEN_value,XYZ_shares,XYZ_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2005-09-30,100.0,0.3955517031406679,10.0,0.1201201201201201,10.0,0.3979061898938621,10.0,0.2997016177169496,10.0,0.3418490669549835,10.0,1.2789645882386231,10.0,0.6567909833549846,10.0,0.3500973223385701,10.0,0.4457774143229869,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2005-10-31,99.67262205595117,0.3955517031406679,10.455696101300974,0.1201201201201201,9.717717901006475,0.3979061898938621,10.186602769499576,0.2997016177169496,9.937978694688692,0.3418490669549835,11.225340156735156,1.2789645882386231,9.875762810185892,0.6567909833549846,10.675015690435536,0.3500973223385701,9.951758516397424,0.4457774143229869,9.053848729458526,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2005-11-30,106.40369373476724,0.3955517031406679,10.513232348525618,0.1201201201201201,10.697897604635886,0.3979061898938621,11.10261243573721,0.2997016177169496,10.902365461876316,0.3418490669549835,11.5920131328338,1.2789645882386231,10.894034516977952,0.6567909833549846,11.860623834178716,0.3500973223385701,10.98751139611898,0.4457774143229869,9.084615132155664,,,0.757503263978359,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2005-12-31,107.07533112006529,0.3955517031406679,10.200737087446088,0.1201201201201201,11.02102102102102,0.3979061898938621,10.007078687731056,0.2997016177169496,10.748486909490554,0.3418490669549835,11.507491086650452,1.2789645882386231,10.019491666414591,0.6567909833549846,12.888239000722823,0.3500973223385701,11.695418641643384,0.4457774143229869,10.088462016565307,,,,,0.3924142740594683,8.898905002379985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2006-01-31,109.41304816784788,0.3955517031406679,9.974867595033604,0.1201201201201201,11.74174174174174,0.3979061898938621,11.680968621308876,0.2997016177169496,10.404746495102856,0.3418490669549835,11.605189261116395,1.2789645882386231,10.377589822302062,0.6567909833549846,13.478280804302374,,,,,,,0.9067568776727526,10.79854899142472,0.3924142740594683,8.552565844090527,4.7637470823912835,10.79854899142472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2006-03-31,110.37693841101326,,,,,0.3979061898938621,12.89611071380297,0.2997016177169496,9.568121970546366,,,1.2789645882386231,10.470132090329216,0.6567909833549846,13.600933032845312,,,0.4923075878712603,10.640273433914896,0.6511795186384816,10.640273433914896,,,,,,,0.4867158060116088,10.640273433914896,1.2855492463250178,10.640273433914896,0.9399733855405884,10.640273433914896,0.967853996631658,10.640273433914896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2006-04-30,110.85955670628384,,,,,0.3979061898938621,13.06442516570254,0.2997016177169496,9.457032048056709,,,1.2789645882386231,10.312908299823675,0.6567909833549846,13.126909002990264,,,0.4923075878712603,10.491606848865976,0.6511795186384816,11.496574848691884,,,,,,,0.4867158060116088,10.315907939759994,1.2855492463250178,10.251361366269736,0.9399733855405884,11.003053555967425,0.967853996631658,11.339777630155629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2006-05-31,104.758725031704,0.4392549289533856,10.406136333633413,,,,,,,,,1.2789645882386231,10.406258019630592,0.6567909833549846,11.796197214681486,,,,,,,,,,,,,0.4867158060116088,9.41367418468993,1.2855492463250178,10.05970887719645,,,0.967853996631658,11.052205067338464,0.2538831547336082,10.406136333633413,0.4121621948820624,10.406136333633413,0.6433791877940539,10.406136333633413,0.1999613553362891,10.406136333633413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2006-06-30,108.56856364962852,,,,,,,,,,,1.2789645882386231,9.767537437953065,0.6567909833549846,13.1253969586236,,,,,,,,,,,,,0.4867158060116088,9.99577566108096,1.2855492463250178,10.146140319759189,,,0.967853996631658,11.262055864701932,0.2538831547336082,10.646067459226195,,,0.6433791877940539,9.463551365187651,,,0.4357963336057298,11.387346194365303,0.7593012381755397,11.387346194365303,1.052500012834217,11.387346194365303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2006-07-31,105.93317361113156,,,,,,,,,,,1.2789645882386231,8.671881479739547,0.6567909833549846,11.259857414341496,,,,,,,,,,,,,0.4867158060116088,8.764895851207037,1.2855492463250178,9.914654630433631,,,0.967853996631658,11.635123846346158,0.2538831547336082,11.652795559424044,,,0.6433791877940539,9.796598831232483,,,0.4357963336057298,11.927785083654094,0.7593012381755397,11.069575046109456,,,0.3582167333868514,11.240005868643614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2006-08-31,109.84175914220428,0.3650626717342722,10.552981391216411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2538831547336082,12.622418002779437,,,,,,,0.4357963336057298,11.080572799478274,0.7593012381755397,11.816673311428728,,,0.3582167333868514,11.004206681219394,0.5413522126511369,10.552981391216411,4.598248819345476,10.552981391216411,0.3776243896665258,10.552981391216411,0.3020112557480306,10.552981391216411,0.5891957564923086,10.552981391216411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2006-09-30,113.47512071750876,0.3650626717342722,9.486116147535093,,,,,,,,,,,,,,,,,,,1.0580015832227978,11.27215399107055,0.4761759979713596,11.27215399107055,,,,,,,,,,,0.2538831547336082,13.812186343120231,,,,,,,,,,,,,,,,,,,0.3776243896665258,11.271740289359572,,,,,0.3730202582531428,11.27215399107055,1.0282303246600115,11.27215399107055,0.4925943230129705,11.27215399107055,0.583543287845502,11.27215399107055,0.7130220899504125,11.27215399107055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2006-10-31,116.25530835870788,0.3650626717342722,9.334389202761256,,,,,,,,,,,,,,,,,,,1.0580015832227978,12.384741875765394,0.4761759979713596,11.818193136998667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3776243896665258,12.363366971125714,,,,,0.3730202582531428,11.23766643656176,1.0282303246600115,11.384253861995006,0.4925943230129705,11.528612376185787,,,0.7130220899504125,11.28892460550808,0.6154311474193171,12.457579945903106,0.7888699579664109,12.457579945903108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2006-11-30,118.8991570407546,,,,,,,,,,,,,,,,,,,,,1.0580015832227978,11.91709971936875,0.4761759979713596,11.52895886888274,,,,,1.234818607439281,11.9512333252999,,,,,0.2194802693544816,11.9512333252999,,,,,,,,,,,,,,,,,,,,,,,,,0.3730202582531428,11.09516061413818,1.0282303246600115,12.779257807797318,0.4925943230129705,12.233275147132389,0.576342159606656,11.951233325299905,0.7130220899504125,11.540471582235648,,,,,0.4957969435270271,11.9512333252999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2006-12-31,118.13021705399136,,,,,,,,,,,,,,,,,,,,,,,0.4761759979713596,11.772781455063228,,,,,,,,,,,,,,,,,,,0.3965187150183799,11.50269112397839,,,,,0.322995516096123,11.50269112397839,,,,,0.3345841614089277,11.50269112397839,,,,,,,1.0282303246600115,12.741892164752686,,,,,,,,,,,0.4957969435270271,13.0967055663267,0.7980116573818024,11.50269112397839,0.5409147021476477,11.502691123978389,0.5611079804281813,11.50269112397839,2.943858990929441,11.50269112397839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2007-01-31,116.42453446659728,,,,,,,,,,,,,,,,,,,,,,,0.4761759979713596,11.461904887570508,,,,,,,,,,,,,,,,,,,0.3965187150183799,10.61700550129335,,,,,0.322995516096123,11.40101328287089,,,,,0.3345841614089277,10.94909769505054,,,,,,,1.0282303246600115,12.20630977613917,,,,,,,,,,,0.4957969435270271,13.38750190481464,0.7980116573818024,10.850311936484248,0.5409147021476477,10.811151494424344,0.5611079804281813,12.287926365113035,2.943858990929441,12.452311622836524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2007-03-31,115.28431442046714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1050917170788763,11.507495114978454,,,,,0.2345373497276328,11.507495114978456,,,,,0.2032808682876223,11.507495114978456,0.3965187150183799,10.993972363473873,,,,,0.322995516096123,11.653163781783729,,,,,,,,,,,,,,,0.4576501043489829,11.507495114978456,,,,,,,,,,,,,,,,,2.943858990929441,12.084712470360364,0.6224112087346003,11.507495114978456,0.9206255270769608,11.507495114978456,0.4825044632748133,11.507495114978456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2007-04-30,121.91519937981808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3965187150183799,11.154823638627107,,,,,0.322995516096123,12.256619218247405,,,,,,,,,,,,,,,,,,,,,,,,,0.4262845277365105,11.922164858862727,,,,,,,2.943858990929441,12.314464221737667,,,,,0.4825044632748133,14.656303148029542,0.1221282987443898,11.922164858862727,0.5447250434186627,11.92216485886273,0.5354939547734785,11.922164858862727,0.2849667133898325,11.92216485886273,0.6809315539211842,11.922164858862727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2007-05-31,128.3076830655902,,,0.0975072491717039,12.542357937065896,,,,,0.3216593921765024,12.542357937065896,,,,,,,,,,,,,,,,,,,,,,,,,0.2634230404517775,12.542357937065896,,,1.0543133568473897,12.542357937065896,0.1943603282807748,12.542357937065896,0.3965187150183799,12.45447353525869,,,,,0.322995516096123,12.839594187988402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.943858990929441,12.773960705785496,,,1.0215991987464543,12.542357937065896,0.4825044632748133,14.985507014162202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2007-06-30,133.69663247459607,,,0.0975072491717039,13.32143990572858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0543133568473897,12.902770226757156,0.1943603282807748,13.309706962024636,0.3965187150183799,12.699050938696589,,,,,0.322995516096123,13.36893206969116,,,,,,,,,,,,,,,0.5335877061884531,13.756870495670094,,,,,,,,,,,,,,,,,2.943858990929441,14.42814355638534,,,1.0215991987464543,12.395977328302337,,,,,,,,,,,,,2.0828206443170405,13.756870495670093,0.2775549193596432,13.756870495670094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2007-07-31,128.29775275417714,,,0.0975072491717039,12.36489402940897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0543133568473897,12.223135795705904,0.1943603282807748,12.495817155942389,0.3965187150183799,13.077593928887094,,,,,0.322995516096123,13.530806859553511,,,,,,,,,,,,,,,0.5335877061884531,13.199517594536866,,,,,,,,,,,,,,,,,2.943858990929441,13.034337882313244,,,1.0215991987464543,12.480726406577402,,,,,,,,,,,,,2.0828206443170405,12.757181102479272,0.2775549193596432,13.13374199877247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2007-08-31,127.45280631069396,,,,,,,0.3725053134343991,11.808646789767046,,,,,,,,,,,,,,,,,,,,,1.0639641432492792,11.808646789767046,,,,,,,,,,,0.1943603282807748,13.103740354069686,0.3965187150183799,13.314176491061298,,,,,0.322995516096123,13.92756014841783,,,,,,,,,,,,,,,0.5335877061884531,12.698913752121497,,,,,,,,,,,,,,,,,2.943858990929441,11.962185502414188,,,1.0215991987464543,13.135577128168434,,,,,,,,,,,,,2.0828206443170405,12.436391374480316,0.2775549193596432,13.256967980426648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
