date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,MSFT_shares,MSFT_value,AAPL_shares,AAPL_value,MKC_shares,MKC_value,EA_shares,EA_value,HAS_shares,HAS_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,CTSH_shares,CTSH_value,ISRG_shares,ISRG_value,TECH_shares,TECH_value,ADI_shares,ADI_value,AMAT_shares,AMAT_value,A_shares,A_value,CSCO_shares,CSCO_value,NVDA_shares,NVDA_value,GPN_shares,GPN_value,WDC_shares,WDC_value,GLW_shares,GLW_value,EBAY_shares,EBAY_value,KLAC_shares,KLAC_value,FFIV_shares,FFIV_value,CSGP_shares,CSGP_value,RMD_shares,RMD_value,CPRT_shares,CPRT_value,TXN_shares,TXN_value,INTC_shares,INTC_value,JKHY_shares,JKHY_value,AES_shares,AES_value,LRCX_shares,LRCX_value,ADP_shares,ADP_value,TER_shares,TER_value,F_shares,F_value,FAST_shares,FAST_value,CHRW_shares,CHRW_value,CMI_shares,CMI_value,TRV_shares,TRV_value,AXON_shares,AXON_value,HRL_shares,HRL_value,MU_shares,MU_value,EMN_shares,EMN_value,GWW_shares,GWW_value,DHR_shares,DHR_value,GPC_shares,GPC_value,CVX_shares,CVX_value,ECL_shares,ECL_value,CTRA_shares,CTRA_value,CAH_shares,CAH_value,EQIX_shares,EQIX_value,NVR_shares,NVR_value,CVS_shares,CVS_value,GILD_shares,GILD_value,DVN_shares,DVN_value,FCX_shares,FCX_value,PWR_shares,PWR_value,GRMN_shares,GRMN_value,ADSK_shares,ADSK_value,DECK_shares,DECK_value,EXPD_shares,EXPD_value,J_shares,J_value,FDX_shares,FDX_value,DLTR_shares,DLTR_value,MOS_shares,MOS_value,BMY_shares,BMY_value,ZBH_shares,ZBH_value,ALGN_shares,ALGN_value,LOW_shares,LOW_value,ROST_shares,ROST_value,WY_shares,WY_value,TSCO_shares,TSCO_value,WMB_shares,WMB_value,NEM_shares,NEM_value,LVS_shares,LVS_value,GOOGL_shares,GOOGL_value,MPWR_shares,MPWR_value,WSM_shares,WSM_value,EOG_shares,EOG_value,CHD_shares,CHD_value,EW_shares,EW_value,MCHP_shares,MCHP_value,MOH_shares,MOH_value,PKG_shares,PKG_value,CMG_shares,CMG_value,TPR_shares,TPR_value,ULTA_shares,ULTA_value,TXT_shares,TXT_value,SBUX_shares,SBUX_value,TJX_shares,TJX_value,LULU_shares,LULU_value,KDP_shares,KDP_value,INTU_shares,INTU_value,FSLR_shares,FSLR_value,COO_shares,COO_value,MNST_shares,MNST_value,AKAM_shares,AKAM_value,PCAR_shares,PCAR_value,HAL_shares,HAL_value,NFLX_shares,NFLX_value,BIIB_shares,BIIB_value,PHM_shares,PHM_value,VLO_shares,VLO_value,QCOM_shares,QCOM_value,SYY_shares,SYY_value,ADM_shares,ADM_value,MHK_shares,MHK_value,GD_shares,GD_value,IFF_shares,IFF_value,AOS_shares,AOS_value,TGT_shares,TGT_value,TKO_shares,TKO_value,TSLA_shares,TSLA_value,TSN_shares,TSN_value,EPAM_shares,EPAM_value,AMZN_shares,AMZN_value,TYL_shares,TYL_value,APD_shares,APD_value,SWKS_shares,SWKS_value,NXPI_shares,NXPI_value,GE_shares,GE_value,STLD_shares,STLD_value,FTNT_shares,FTNT_value,NUE_shares,NUE_value,PANW_shares,PANW_value,AMD_shares,AMD_value,RCL_shares,RCL_value,JBHT_shares,JBHT_value,DHI_shares,DHI_value,TTWO_shares,TTWO_value,ON_shares,ON_value,REGN_shares,REGN_value,AME_shares,AME_value,EL_shares,EL_value,PSA_shares,PSA_value,XOM_shares,XOM_value,IDXX_shares,IDXX_value,PAYC_shares,PAYC_value,WDAY_shares,WDAY_value,WST_shares,WST_value,TT_shares,TT_value,AMP_shares,AMP_value,IEX_shares,IEX_value,ANET_shares,ANET_value,BAX_shares,BAX_value,ENPH_shares,ENPH_value,PODD_shares,PODD_value,SNA_shares,SNA_value,LEN_shares,LEN_value,KEYS_shares,KEYS_value,FANG_shares,FANG_value,CF_shares,CF_value,ACGL_shares,ACGL_value,SMCI_shares,SMCI_value,VRTX_shares,VRTX_value,INCY_shares,INCY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
2005-09-30,100.0,0.3955517628258689,10.0,0.1201201201201201,10.0,0.3979061294960228,10.0,0.2997015834529385,10.0,0.3418490446655592,10.0,1.2789643542426918,10.0,0.6567907776597081,10.0,0.3500973223385701,10.0,0.4457773764206343,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
2005-10-31,99.6726249658474,0.3955517628258689,10.455699942336995,0.1201201201201201,9.717717901006475,0.3979061294960228,10.186603500121011,0.2997015834529385,9.937975271966977,0.3418490446655592,11.225343336966418,1.2789643542426918,9.875762832915996,0.6567907776597081,10.675012347210126,0.3500973223385701,9.95176118742802,0.4457773764206343,9.05384795965244,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
2005-11-30,106.4036888860452,0.3955517628258689,10.513234689333114,0.1201201201201201,10.697897604635886,0.3979061294960228,11.10261378626404,0.2997015834529385,10.902361928899074,0.3418490446655592,11.59201107295459,1.2789643542426918,10.8940300844037,0.6567907776597081,11.86061886691289,0.3500973223385701,10.987516070422524,0.4457773764206343,9.084616910492263,,,0.4548037690859315,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
2005-12-31,106.4847917931409,0.3955517628258689,10.200736363280395,0.1201201201201201,11.02102102102102,0.3979061294960228,10.007077927710876,0.2997015834529385,10.748487967189044,0.3418490446655592,11.507491640383526,1.2789643542426918,10.019489223417535,0.6567907776597081,12.888231206168188,0.3500973223385701,11.69541329958219,0.4457773764206343,10.08846115879093,,,0.4548037690859315,8.3083819855972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
2006-01-31,109.80429863122932,0.3955517628258689,9.974869854606691,0.1201201201201201,11.74174174174174,0.3979061294960228,11.680962294590394,0.2997015834529385,10.404744162287749,0.3418490446655592,11.605192416580534,1.2789643542426918,10.377587923646058,0.6567907776597081,13.47828159406006,0.3500973223385701,11.331711082900576,,,,,0.4548037690859315,8.943823234189832,4.528540728723187,10.26538432662566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
2006-03-31,110.91153505854427,0.3955517628258689,9.954734956523392,0.1201201201201201,11.974775068036786,0.3979061294960228,12.896102684747689,0.2997015834529385,9.568120305015508,,,1.2789643542426918,10.47012895502647,0.6567907776597081,13.600932531461506,,,0.523142202934701,11.30670781054093,0.6919649758234672,11.30670781054093,,,4.528540728723187,8.526617126110159,0.9988468426687072,11.30670781054093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
2006-04-30,111.5103819919206,0.3955517628258689,9.677767694066036,0.1201201201201201,11.244444517759948,0.3979061294960228,13.064421664773224,0.2997015834529385,9.457031538497244,,,1.2789643542426918,10.312903973570718,0.6567907776597081,13.126902386417411,,,0.523142202934701,11.148726823823624,0.6919649758234672,12.216642123297955,,,4.528540728723187,9.5693341472941,0.9988468426687072,11.69220712242036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
2006-05-31,104.61543658825109,,,,,0.3979061294960228,12.237752949965062,,,,,1.2789643542426918,10.406254896014074,0.6567907776597081,11.796194773050916,,,,,,,,,4.528540728723187,8.125570166218353,,,0.2523088689411445,10.341610633833778,1.0085134953739627,10.341610633833776,0.9056265205440996,10.341610633833776,0.5346931752526628,10.341610633833776,1.321573925079151,10.341610633833776,0.7873980976898813,10.341610633833776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
2006-06-30,107.7812952127812,,,,,0.3979061294960228,12.66261151853425,,,,,1.2789643542426918,9.76753443119515,0.6567907776597081,13.125392847982276,,,,,,,,,4.528540728723187,7.78570320093894,,,,,,,0.9056265205440996,10.537967497878176,0.5346931752526628,10.981098115313335,1.321573925079151,10.430458455128075,,,0.8475790282238895,10.830176381936994,1.0153202002078126,10.830176381936992,0.5327921881725297,10.830176381936994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
