date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,WDC_shares,WDC_value,AAPL_shares,AAPL_value,ORCL_shares,ORCL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,PAYX_shares,PAYX_value,EA_shares,EA_value,MU_shares,MU_value,DECK_shares,DECK_value,CVX_shares,CVX_value,WSM_shares,WSM_value,EBAY_shares,EBAY_value,CTRA_shares,CTRA_value,CPRT_shares,CPRT_value,CSGP_shares,CSGP_value,GWW_shares,GWW_value,ZBH_shares,ZBH_value,WAT_shares,WAT_value,FAST_shares,FAST_value,GEN_shares,GEN_value,EOG_shares,EOG_value,CTSH_shares,CTSH_value,ISRG_shares,ISRG_value,FCX_shares,FCX_value,SYY_shares,SYY_value,ADP_shares,ADP_value,FFIV_shares,FFIV_value,EMR_shares,EMR_value,COP_shares,COP_value,QCOM_shares,QCOM_value,CHRW_shares,CHRW_value,XOM_shares,XOM_value,DVN_shares,DVN_value,ADSK_shares,ADSK_value,GLW_shares,GLW_value,TECH_shares,TECH_value,NFLX_shares,NFLX_value,VLO_shares,VLO_value,GRMN_shares,GRMN_value,LHX_shares,LHX_value,CMI_shares,CMI_value,EQIX_shares,EQIX_value,LRCX_shares,LRCX_value,RMD_shares,RMD_value,NVR_shares,NVR_value,VZ_shares,VZ_value,EXPD_shares,EXPD_value,GILD_shares,GILD_value,FDX_shares,FDX_value,BMY_shares,BMY_value,PWR_shares,PWR_value,J_shares,J_value,AXON_shares,AXON_value,GOOGL_shares,GOOGL_value,MOS_shares,MOS_value,ALGN_shares,ALGN_value,HRL_shares,HRL_value,SLB_shares,SLB_value,JBHT_shares,JBHT_value,EMN_shares,EMN_value,NEM_shares,NEM_value,ROST_shares,ROST_value,TSCO_shares,TSCO_value,CHD_shares,CHD_value,AMAT_shares,AMAT_value,TJX_shares,TJX_value,TER_shares,TER_value,A_shares,A_value,TXT_shares,TXT_value,CRM_shares,CRM_value,EW_shares,EW_value,CMG_shares,CMG_value,ULTA_shares,ULTA_value,EL_shares,EL_value,LULU_shares,LULU_value,KLAC_shares,KLAC_value,DHR_shares,DHR_value,DLTR_shares,DLTR_value,LUV_shares,LUV_value,FSLR_shares,FSLR_value,JKHY_shares,JKHY_value,PCAR_shares,PCAR_value,VMC_shares,VMC_value,HUBB_shares,HUBB_value,MHK_shares,MHK_value,RL_shares,RL_value,WST_shares,WST_value,BKNG_shares,BKNG_value,TYL_shares,TYL_value,SWKS_shares,SWKS_value,HII_shares,HII_value,ON_shares,ON_value,INTC_shares,INTC_value,AKAM_shares,AKAM_value,MCO_shares,MCO_value,MNST_shares,MNST_value,DXCM_shares,DXCM_value,MPWR_shares,MPWR_value,MLM_shares,MLM_value,GE_shares,GE_value,EPAM_shares,EPAM_value,AMP_shares,AMP_value,SBUX_shares,SBUX_value,GD_shares,GD_value,SMCI_shares,SMCI_value,META_shares,META_value,ACN_shares,ACN_value,BIIB_shares,BIIB_value,PSA_shares,PSA_value,IFF_shares,IFF_value,TXN_shares,TXN_value,NVDA_shares,NVDA_value,TRV_shares,TRV_value,IDXX_shares,IDXX_value,AMD_shares,AMD_value,STLD_shares,STLD_value,AOS_shares,AOS_value,ANET_shares,ANET_value,REGN_shares,REGN_value,ADBE_shares,ADBE_value,TDY_shares,TDY_value,TKO_shares,TKO_value,XYZ_shares,XYZ_value,CLX_shares,CLX_value,PAYC_shares,PAYC_value,NOW_shares,NOW_value,LII_shares,LII_value,TTWO_shares,TTWO_value,TTD_shares,TTD_value,SPGI_shares,SPGI_value,TGT_shares,TGT_value,PODD_shares,PODD_value,VRTX_shares,VRTX_value,FTNT_shares,FTNT_value,TSLA_shares,TSLA_value,OXY_shares,OXY_value,DE_shares,DE_value,INCY_shares,INCY_value,CF_shares,CF_value,NUE_shares,NUE_value,WY_shares,WY_value,FANG_shares,FANG_value,run
2006-07-31,106.39968291971644,,,,,,,,,,,1.2789641982454518,8.67188005514821,0.6567905719645603,11.259845350654391,,,,,,,,,,,1.0634018713578606,12.783762281667132,,,1.4124605929489398,10.8934387939935,0.5063003548573535,9.117579139494852,0.2389110024001705,10.965596143069195,,,5.083857954947784,12.043095661865792,0.3678909796584926,11.54356256338147,,,0.9861073767758796,8.949826123998086,2.159497158916669,10.17109680644381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
2006-08-31,109.9857520187639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2389110024001705,11.878041065474417,,,5.083857954947784,11.582721085190316,0.3678909796584926,11.30139101153844,,,0.9861073767758796,10.344167412022674,2.159497158916669,9.845238196559386,6.273937310587296,11.00683864959573,2.7325816740722018,11.00683864959573,0.2276327526018634,11.00683864959573,0.1868658375457145,11.00683864959573,0.2580735816132871,11.00683864959573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
2006-09-30,113.67907125292686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.083857954947784,13.36489868166877,0.3678909796584926,11.471335553954956,,,0.9861073767758796,10.54495291109812,,,,,,,0.2276327526018634,11.095320045161218,,,,,3.558847515183855,11.2004273435073,1.4579581251045346,11.2004273435073,0.4894597385279837,11.2004273435073,0.6798334399085268,11.2004273435073,0.9559397033249978,11.2004273435073,0.6279652130481127,11.2004273435073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
2006-10-31,119.30023322793647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.083857954947784,15.017151547357848,0.3678909796584926,11.885195363661833,,,0.9861073767758796,11.946732963075243,,,,,,,0.2276327526018634,12.04890124544806,,,,,3.558847515183855,11.679330008033997,1.4579581251045346,10.442501184887078,0.4894597385279837,11.455255643388924,0.6798334399085268,11.39263023828521,0.9559397033249978,10.534455968235944,0.6279652130481127,12.898079065562335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
2006-11-30,122.9340683507601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3934556984052184,13.48660241752327,,,,,,,5.083857954947784,15.745837159304282,0.3678909796584926,12.790731705682566,,,0.9861073767758796,12.024814593094383,,,,,,,0.2276327526018634,11.979368116081782,,,,,3.558847515183855,10.445801866734143,1.4579581251045346,11.16884610201926,0.4894597385279837,12.155424080008878,0.6798334399085268,12.343021017996811,0.9559397033249978,10.793621292314723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
2006-12-31,120.35113718700087,,,,,,,,,,,,,,,,,,,0.4484892387363771,12.026239176235046,,,,,,,,,1.3934556984052184,13.497515368225274,,,,,,,,,0.3678909796584926,13.101536879907522,,,0.9861073767758796,11.180773501432816,,,,,,,,,,,,,3.558847515183855,10.413876380024956,,,,,,,,,,,0.5655348833306324,12.026239176235046,0.486427764654823,12.026239176235046,0.3241137131007284,12.026239176235046,0.4586535017234329,12.026239176235046,0.4145662882414573,12.026239176235046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
2007-01-31,120.17153454262818,,,,,,,,,,,,,,,,,,,0.4484892387363771,12.878368558749097,,,,,,,,,1.3934556984052184,13.492938626601102,,,,,,,,,0.3678909796584926,12.98571768599404,,,0.9861073767758796,12.04340586042406,,,,,,,,,,,,,3.558847515183855,10.820211478219765,,,,,,,,,,,0.5655348833306324,11.303228940393124,0.486427764654823,11.7086677781944,0.3241137131007284,11.572480719731445,,,0.4145662882414573,11.100243891196357,0.5037364899972911,12.266271003124803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
2007-03-31,120.6401992966194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3934556984052184,14.51028024982547,,,0.2396723342690473,11.759445952469497,,,,,0.3678909796584926,13.272927618515972,,,,,1.952301650571742,11.759445952469497,,,,,,,,,,,,,,,0.467670088514788,11.759445952469497,,,,,,,,,,,0.3241137131007284,10.805951244234114,,,0.4145662882414573,11.4943644692269,,,0.370514563434361,11.759445952469497,0.2978769897255839,11.759445952469497,0.2689284268719179,11.759445952469498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
2007-04-30,127.31039890342107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3934556984052184,14.735715339582876,,,0.2396723342690473,11.771118532012087,,,,,0.3678909796584926,13.96025744437688,,,,,1.952301650571742,12.723680874126387,,,,,,,,,,,,,,,0.467670088514788,12.10560288383051,,,,,,,,,,,0.3241137131007284,12.442725248113652,,,0.4145662882414573,11.662539272034964,,,0.370514563434361,13.130287930217564,,,0.2689284268719179,12.40651086676706,0.2997809637782956,12.371960512359095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
2007-05-31,134.072772344396,0.5437890310699214,14.416763181545996,0.1120793176885929,14.416763181546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2396723342690473,11.411514945759103,,,,,0.3678909796584926,14.624255866365024,,,,,1.952301650571742,13.625024959731496,,,,,,,,,,,,,,,0.467670088514788,12.691122644823608,,,,,,,,,,,0.3241137131007284,13.168740509473391,,,0.4145662882414573,13.02133727702004,,,,,,,0.2689284268719179,13.0722047456931,0.2997809637782956,13.625045032438262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
2007-06-30,134.2563159538984,0.5437890310699214,13.933271497203924,0.1120793176885929,15.312275835353269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2396723342690473,11.04957995214076,,,,,,,,,,,,,,,,,,,,,,,,,,,0.467670088514788,12.057395100582193,,,,,,,,,,,,,,,0.4145662882414573,13.277047426445218,,,0.3943119457816377,13.72791870873882,,,0.2689284268719179,13.329301692359047,0.2997809637782956,14.1136883235975,0.8100565291861732,13.72791870873882,1.1454831015566662,13.72791870873882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
