date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,CLX_shares,CLX_value,AAPL_shares,AAPL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,PAYX_shares,PAYX_value,ORCL_shares,ORCL_value,GPC_shares,GPC_value,EA_shares,EA_value,DVN_shares,DVN_value,EOG_shares,EOG_value,TRV_shares,TRV_value,FCX_shares,FCX_value,EBAY_shares,EBAY_value,GLW_shares,GLW_value,GRMN_shares,GRMN_value,FAST_shares,FAST_value,GILD_shares,GILD_value,DECK_shares,DECK_value,SYY_shares,SYY_value,NEM_shares,NEM_value,APA_shares,APA_value,WDC_shares,WDC_value,RMD_shares,RMD_value,AES_shares,AES_value,DE_shares,DE_value,TECH_shares,TECH_value,COP_shares,COP_value,CTRA_shares,CTRA_value,MU_shares,MU_value,JBL_shares,JBL_value,F_shares,F_value,CHRW_shares,CHRW_value,FFIV_shares,FFIV_value,CVX_shares,CVX_value,CMI_shares,CMI_value,CSGP_shares,CSGP_value,CTSH_shares,CTSH_value,DD_shares,DD_value,HAS_shares,HAS_value,EMN_shares,EMN_value,ROK_shares,ROK_value,NVR_shares,NVR_value,TXT_shares,TXT_value,VLO_shares,VLO_value,GWW_shares,GWW_value,FDX_shares,FDX_value,AXON_shares,AXON_value,EXPD_shares,EXPD_value,J_shares,J_value,GPN_shares,GPN_value,PWR_shares,PWR_value,TTWO_shares,TTWO_value,ROST_shares,ROST_value,DLTR_shares,DLTR_value,TXN_shares,TXN_value,SBUX_shares,SBUX_value,WYNN_shares,WYNN_value,LRCX_shares,LRCX_value,WSM_shares,WSM_value,ALGN_shares,ALGN_value,NVDA_shares,NVDA_value,MRK_shares,MRK_value,NOC_shares,NOC_value,IP_shares,IP_value,LVS_shares,LVS_value,TRMB_shares,TRMB_value,AMAT_shares,AMAT_value,GE_shares,GE_value,FSLR_shares,FSLR_value,TER_shares,TER_value,MPWR_shares,MPWR_value,MOS_shares,MOS_value,JKHY_shares,JKHY_value,CMG_shares,CMG_value,MSFT_shares,MSFT_value,INTC_shares,INTC_value,PCAR_shares,PCAR_value,KLAC_shares,KLAC_value,PRU_shares,PRU_value,EQIX_shares,EQIX_value,EL_shares,EL_value,TSN_shares,TSN_value,SMCI_shares,SMCI_value,FTNT_shares,FTNT_value,ABT_shares,ABT_value,SWKS_shares,SWKS_value,XOM_shares,XOM_value,SHW_shares,SHW_value,LULU_shares,LULU_value,ON_shares,ON_value,DXCM_shares,DXCM_value,AVGO_shares,AVGO_value,MHK_shares,MHK_value,TSCO_shares,TSCO_value,TYL_shares,TYL_value,ULTA_shares,ULTA_value,HRL_shares,HRL_value,TPR_shares,TPR_value,REGN_shares,REGN_value,DAL_shares,DAL_value,QCOM_shares,QCOM_value,ENPH_shares,ENPH_value,RCL_shares,RCL_value,ALB_shares,ALB_value,STLD_shares,STLD_value,PANW_shares,PANW_value,AMP_shares,AMP_value,LUV_shares,LUV_value,FANG_shares,FANG_value,EW_shares,EW_value,ISRG_shares,ISRG_value,SNA_shares,SNA_value,AMD_shares,AMD_value,ACGL_shares,ACGL_value,EPAM_shares,EPAM_value,JBHT_shares,JBHT_value,VRTX_shares,VRTX_value,NFLX_shares,NFLX_value,AMZN_shares,AMZN_value,NOW_shares,NOW_value,XYZ_shares,XYZ_value,OXY_shares,OXY_value,WST_shares,WST_value,CF_shares,CF_value,TSLA_shares,TSLA_value,INCY_shares,INCY_value,TTD_shares,TTD_value,LEN_shares,LEN_value,META_shares,META_value,ADBE_shares,ADBE_value,ACN_shares,ACN_value,run
2006-07-31,107.3363502512167,0.4336088758056903,11.85528438755574,,,,,,,,,1.278964276244067,8.6718793642941,0.656790654242604,11.25985427758014,,,,,0.675560760208479,11.754756969921557,,,,,,,1.333683111351376,10.285882947215532,0.5049392533140002,9.093070020177665,1.0040924044723525,12.070767333362936,,,,,,,0.427633198908961,11.145040167774896,0.3694995136154888,10.772838211551068,0.5739422682088923,10.426976571783069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2006-08-31,110.1719843296266,,,,,,,,,,,,,,,,,,,0.675560760208479,12.730942062258023,,,,,,,,,,,,,,,,,,,0.427633198908961,9.751033327785953,0.3694995136154888,10.325925262812008,0.5739422682088923,11.188286871955494,1.0514207807694684,11.029299467469192,0.748014922605328,11.029299467469192,0.4357698712087451,11.029299467469192,3.686956423648422,11.029299467469192,0.9881542328246146,11.029299467469192,4.840951571119811,11.029299467469192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2006-09-30,116.29400917695403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2149869038582652,11.696087505139047,,,,,0.3694995136154888,11.02922163070261,,,,,,,,,,,,,,,0.6075654233277378,11.696087505139047,0.3972705684224673,11.696087505139047,0.254452556879105,11.69608750513905,1.06690086171536,11.696087505139047,0.6976912152329428,11.696087505139047,0.8770914660438761,11.696087505139047,0.4025675809690006,11.696087505139047,1.097791976175284,11.696087505139046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2006-10-31,121.886768272709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2149869038582652,11.078185501396204,,,0.5282650424713611,12.363450213850784,0.3694995136154888,12.09734844811091,0.6019357181161052,12.363450213850784,,,,,0.4276623818928568,12.363450213850784,,,,,,,0.6075654233277378,12.231063248525132,,,,,1.06690086171536,11.812401285835776,,,,,,,1.097791976175284,12.850518719587075,0.5120009713724064,12.363450213850784,2.615109006559207,12.363450213850784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2006-11-30,128.42769576879195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2149869038582652,11.706557028815554,,,0.5282650424713611,13.119127327713796,0.3694995136154888,12.258244749302982,0.6019357181161052,12.927577809077787,,,,,,,,,,,,,0.6075654233277378,12.60019521356176,,,,,1.06690086171536,13.259871729546129,,,,,,,1.097791976175284,12.365287957351631,,,2.615109006559207,14.51788448128227,0.9001826801656445,12.836474736070029,0.5804730414151553,12.836474736070029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2006-12-31,122.81404789530256,,,,,,,,,,,,,,,,,,,,,,,4.889697566556479,12.453601208935266,,,,,,,,,,,,,,,,,,,0.6019357181161052,11.459422645534286,,,1.0035126343124003,12.453601208935268,0.4091141005569115,12.453601208935266,4.255904572806961,12.453601208935266,,,,,,,,,,,1.06690086171536,13.221099790996586,,,,,,,,,,,,,0.9001826801656445,12.273777288299591,0.5804730414151553,11.13814091686048,3.187223557534993,12.453601208935266,0.4630329971914423,12.453601208935266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2007-01-31,127.29120841326346,,,,,,,,,,,,,,,,,,,,,,,4.889697566556479,12.584248328741385,,,,,,,,,,,,,,,,,,,0.6019357181161052,11.971786946947615,,,1.0035126343124003,13.871354123075784,0.4091141005569115,11.236432761411606,4.255904572806961,12.939526562147783,,,,,,,,,,,1.06690086171536,12.66537579411812,,,,,,,,,,,,,0.9001826801656445,11.38577473801122,0.5804730414151553,10.88407435195962,3.187223557534993,13.481726221384305,0.4630329971914423,16.27090858546604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2007-03-31,126.05549081067016,,,,,,,,,,,,,,,,,,,,,,,4.889697566556479,13.638189732091178,,,,,,,,,,,,,,,,,,,,,1.0082584216579125,12.602875458714484,1.0035126343124003,15.136018571027382,,,4.255904572806961,12.302681779481311,,,,,,,,,,,1.06690086171536,10.862496931179574,,,0.8954650576751536,12.602875458714482,,,,,,,,,0.9001826801656445,10.620863783592092,,,3.187223557534993,13.083738178440708,,,0.3780106598990592,12.602875458714482,0.3493191007795257,12.602875458714482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2007-04-30,133.2615445358108,,,,,,,,,,,,,,,,,,,,,,,4.889697566556479,14.649567969262511,,,,,,,,,,,,,,,,,,,,,1.0082584216579125,12.903215651513907,1.0035126343124003,15.78831862695681,,,4.255904572806961,14.433273266046218,,,,,,,,,,,1.06690086171536,11.424686987720095,,,,,,,,,,,,,0.9001826801656445,10.084544026166247,0.7052609213639812,12.87811301195206,3.187223557534993,13.332483174933715,,,0.3780106598990592,14.511829002805486,0.3493191007795257,13.255512818453733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2007-05-31,140.67125646092884,,,0.0910404877176657,11.71053837965698,,,,,,,,,,,,,,,,,,,4.889697566556479,17.789393632453837,,,,,,,,,,,,,,,,,,,,,1.0082584216579125,12.37857176799926,1.0035126343124003,16.640297002422557,,,4.255904572806961,15.212502948155974,,,,,,,,,,,1.06690086171536,12.154882673119603,,,,,,,,,,,,,,,,,3.187223557534993,13.82996556898662,,,0.3780106598990592,15.35857351545772,0.3493191007795257,13.88599259301933,0.3770568040976197,11.71053837965698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2007-06-30,144.70631463656252,,,0.0910404877176657,12.437950987453869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0082584216579125,12.234103664054487,,,0.3824144118960753,15.470246045759652,,,,,,,,,,,,,,,0.9002360963129145,15.470246045759652,,,,,,,0.4830475155445656,15.470246045759652,,,,,,,3.187223557534993,15.620897324259872,,,,,0.3493191007795257,14.458482603837814,0.3770568040976197,12.603649828158234,2.9255381492584087,15.470246045759652,0.9266039231312856,15.470246045759652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2007-07-31,148.60725051808896,,,0.0910404877176657,11.54484402521038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0082584216579125,12.31774506636232,,,0.3824144118960753,17.547026296173065,,,,,,,,,,,,,,,0.9002360963129145,16.115149561067433,,,,,,,0.4830475155445656,15.931409893188192,,,,,,,3.187223557534993,14.111869270036236,,,,,0.3493191007795257,14.633544583306383,0.3770568040976197,14.781678447674258,2.9255381492584087,14.920244282216824,0.9266039231312856,16.703739092853883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2007-08-31,150.79082878380623,,,,,,,,,,,,,,,,,,,0.48730365900187,11.04230083862574,,,,,,,,,,,,,,,,,,,,,,,,,1.0082584216579125,12.964045237801331,,,0.3824144118960753,21.296948373573223,,,,,,,,,,,,,,,0.9002360963129145,15.245269440757625,,,,,,,0.4830475155445656,16.21960873629046,,,,,,,3.187223557534993,12.95108056341492,,,,,0.3493191007795257,15.06263658740686,0.3770568040976197,14.746804030284766,2.9255381492584087,16.099235799246607,0.9266039231312856,15.162899176404686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
