date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,JKHY_shares,JKHY_value,AAPL_shares,AAPL_value,ORCL_shares,ORCL_value,NKE_shares,NKE_value,MKC_shares,MKC_value,PAYX_shares,PAYX_value,MU_shares,MU_value,EL_shares,EL_value,COP_shares,COP_value,XOM_shares,XOM_value,CVX_shares,CVX_value,TRV_shares,TRV_value,GWW_shares,GWW_value,GPC_shares,GPC_value,CL_shares,CL_value,HRL_shares,HRL_value,RMD_shares,RMD_value,AES_shares,AES_value,SNA_shares,SNA_value,ADP_shares,ADP_value,WDC_shares,WDC_value,RL_shares,RL_value,FAST_shares,FAST_value,APD_shares,APD_value,ACN_shares,ACN_value,ADI_shares,ADI_value,AMAT_shares,AMAT_value,TTWO_shares,TTWO_value,DVN_shares,DVN_value,EMN_shares,EMN_value,HAS_shares,HAS_value,F_shares,F_value,DD_shares,DD_value,NVR_shares,NVR_value,TER_shares,TER_value,CTRA_shares,CTRA_value,EOG_shares,EOG_value,EQIX_shares,EQIX_value,FCX_shares,FCX_value,MGM_shares,MGM_value,CVS_shares,CVS_value,URI_shares,URI_value,EA_shares,EA_value,ECL_shares,ECL_value,CSGP_shares,CSGP_value,GRMN_shares,GRMN_value,EBAY_shares,EBAY_value,DECK_shares,DECK_value,FDX_shares,FDX_value,WSM_shares,WSM_value,AXON_shares,AXON_value,DLTR_shares,DLTR_value,ROST_shares,ROST_value,NEM_shares,NEM_value,PKG_shares,PKG_value,VZ_shares,VZ_value,LRCX_shares,LRCX_value,GLW_shares,GLW_value,TXT_shares,TXT_value,EXPD_shares,EXPD_value,MRK_shares,MRK_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,CDNS_shares,CDNS_value,KDP_shares,KDP_value,CMI_shares,CMI_value,TECH_shares,TECH_value,PRU_shares,PRU_value,AMP_shares,AMP_value,DHR_shares,DHR_value,PHM_shares,PHM_value,LUV_shares,LUV_value,APA_shares,APA_value,SMCI_shares,SMCI_value,WMT_shares,WMT_value,VLO_shares,VLO_value,PWR_shares,PWR_value,SYY_shares,SYY_value,WST_shares,WST_value,CTSH_shares,CTSH_value,GE_shares,GE_value,NUE_shares,NUE_value,BAX_shares,BAX_value,LULU_shares,LULU_value,TPR_shares,TPR_value,PSX_shares,PSX_value,ALB_shares,ALB_value,RCL_shares,RCL_value,STLD_shares,STLD_value,NWSA_shares,NWSA_value,QCOM_shares,QCOM_value,IFF_shares,IFF_value,FANG_shares,FANG_value,NCLH_shares,NCLH_value,UAL_shares,UAL_value,DHI_shares,DHI_value,SWKS_shares,SWKS_value,TSCO_shares,TSCO_value,MHK_shares,MHK_value,CF_shares,CF_value,MOS_shares,MOS_value,DE_shares,DE_value,WY_shares,WY_value,OXY_shares,OXY_value,run
2006-07-31,105.65234833272945,,,,,,,,,0.294830044100933,10.633901022695984,1.2789648222346404,8.67188367618226,0.6567906131035796,11.25984856138831,,,,,,,,,,,1.0040858368405572,12.07068742254535,1.3336730808441188,10.285806859931537,,,0.5049358189167573,9.09300624653179,,,,,0.3933856201742424,10.766996267899408,,,0.3472312314164424,10.895309742275256,0.3644327551954767,10.625116469396415,0.2525310902981996,11.349792063883127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2006-08-31,106.1596927650727,0.3637879358861703,10.516133589146012,,,,,,,,,,,,,,,,,0.5580331107623742,10.516133589146012,,,,,,,1.3336730808441188,10.514954335426037,,,,,0.6230889859067625,10.516133589146012,,,0.3933856201742424,10.0022372687982,,,0.3472312314164424,10.666738542764865,0.3644327551954767,10.184332505139926,0.2525310902981996,12.21076216721364,0.4587078937263758,10.516133589146012,0.5476113647654589,10.516133589146012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2006-09-30,108.37312901860793,,,,,,,,,,,,,,,,,,,,,0.6250049988547878,10.648278525410769,,,,,,,,,,,,,,,,,,,,,0.3644327551954767,10.87797728244953,0.2525310902981996,12.308923532872234,,,,,1.774366616197129,10.648278525410769,0.6351875095607045,10.648278525410769,0.7985163320896037,10.648278525410769,0.3708798268497197,10.648278525410769,0.449821381357978,10.648278525410769,0.971321350506866,10.648278525410769,0.2146777249466171,10.648278525410769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2006-10-31,114.64082453366144,,,,,,,,,,,,,,,,,,,,,0.6250049988547878,10.678981123497136,,,,,1.254800862749481,11.27689833084792,,,,,0.7990236140349712,11.27689833084792,,,,,,,0.3490619663686938,11.27689833084792,0.3644327551954767,11.931466457759624,0.2525310902981996,13.366802071952996,,,,,,,0.6351875095607045,11.63770596854896,,,,,0.449821381357978,11.16410153035179,0.971321350506866,10.754174058159224,,,3.436220720270578,11.27689833084792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2006-11-30,118.05398611070008,0.4833164136055226,11.45553320818046,,,,,,,0.3195941820569012,11.45553320818046,,,,,,,,,0.4965554122114064,11.45553320818046,0.6250049988547878,10.723092489716892,,,,,,,,,,,0.7990236140349712,11.39395956974265,,,,,,,,,0.3644327551954767,12.09015229941361,0.2525310902981996,13.289667302775491,,,,,,,0.6351875095607045,13.227672545572794,,,,,0.449821381357978,10.890871041438432,0.971321350506866,12.071971237498843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2006-12-31,120.9440408028838,,,,,,,,,,,,,,,,,,,0.4965554122114064,13.315133643638063,,,,,,,,,,,,,0.7990236140349712,10.894498182190697,0.7612450308739894,12.180723427680718,,,,,,,0.3644327551954767,12.528863474523693,,,0.4592136860260881,12.180723427680718,,,,,,,0.8450510506824788,12.180723427680718,,,0.449821381357978,11.121204936447034,,,,,,,0.2972149509467831,12.180723427680718,0.4611211932074753,12.180723427680718,0.579766525302263,12.180723427680718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2007-01-31,122.83268040723976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7990236140349712,10.106287465917218,0.7612450308739894,14.34489109353068,,,,,,,0.3644327551954767,11.925875070806663,,,,,,,2.0319454653404287,12.895234994592649,,,0.8450510506824788,11.489888455714992,,,0.449821381357978,10.827530828997686,,,,,,,0.2972149509467831,13.001309435628036,0.4611211932074753,12.4511930728665,,,0.9865556397707806,12.89523499459265,0.7420041662280289,12.89523499459265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2007-03-31,125.79729434421516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7990236140349712,9.427331213516164,,,0.4663453445384546,12.929995903411005,,,0.3583858057999434,12.929995903411005,,,0.2284094642612159,12.929995903411005,0.4685018704511176,12.929995903411005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2956980276599419,12.929995903411005,0.699351027304909,12.929995903411005,0.8042976080043847,12.929995903411005,3.149770182819384,12.929995903411005,0.3375942131661804,12.929995903411005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2007-04-30,130.33773194186054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4663453445384546,13.119173849334755,0.3018749183691161,12.538015401233974,0.3583858057999434,13.599567235983931,0.3583113348426739,12.538015401233974,0.2284094642612159,13.830611988287195,,,,,,,,,,,,,0.4992635844610977,12.538015401233974,,,,,,,,,,,,,,,,,,,0.699351027304909,13.922491498519554,,,3.149770182819384,13.17581036356521,,,0.0152160381082936,12.538015401233974,0.7792068756556174,12.538015401233974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2007-05-31,134.87582986981326,0.4825714476373589,12.793779167470202,0.0994618571236616,12.793779167470202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4663453445384546,14.647698172252706,,,0.3583858057999434,14.24641134368954,,,0.2284094642612159,14.739586578376777,0.439276076822249,12.793779167470202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.699351027304909,13.605794148487208,0.7048324696853724,12.793779167470202,3.149770182819384,13.667443789656016,0.3348608039462376,12.793779167470202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2007-06-30,137.36149424690527,0.4825714476373589,12.364718874486952,0.0994618571236616,13.58847843458106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4663453445384546,14.935340124504505,,,0.3583858057999434,14.833750972187378,,,0.2284094642612159,15.641381549686171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2504993586386189,12.415867541403264,0.699351027304909,13.229452515475064,0.7048324696853724,12.49930355802991,3.149770182819384,15.43733313514769,,,,,,,1.8797910500782575,12.415867541403262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2007-07-31,132.953021471,0.4825714476373589,12.54647197756715,0.0994618571236616,12.61275785902474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4663453445384546,15.380546012373529,,,0.3583858057999434,15.013366319293558,,,0.2284094642612159,14.684913432840494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2504993586386189,11.853484326291904,0.699351027304909,14.251523479421744,0.7048324696853724,11.150283426710736,3.149770182819384,13.946037816689511,,,,,,,1.8797910500782575,11.513636820786653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2007-08-31,132.4775600294492,0.4825714476373589,12.799219840968323,,,,,,,0.3212688986528142,13.731527161726914,,,0.6445930044020718,13.731527161726914,,,,,,,,,,,,,,,,,,,,,,,0.4663453445384546,15.65879591198826,,,0.3583858057999434,15.453590094762806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2504993586386189,11.96469559131312,0.699351027304909,13.82493359888424,0.7048324696853724,11.290268402501072,3.149770182819384,12.798889651313551,,,,,,,1.8797910500782575,11.224112614264005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2007-09-30,138.2428350134515,0.4825714476373589,13.444095663718471,,,,,,,0.3212688986528142,13.647023480162932,,,0.6445930044020718,13.817349867324385,,,,,,,,,,,,,,,,,,,,,,,0.4663453445384546,16.783150652408054,,,0.3583858057999434,16.59516285047197,,,0.1853394742213577,12.48846031166314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2504993586386189,13.218200520581668,,,,,3.149770182819384,13.913262755592612,,,,,,,1.8797910500782575,11.847668599865116,0.4886884053826029,12.48846031166314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2007-10-31,143.29587902133605,0.4825714476373589,11.284047957876243,,,,,,,0.3212688986528142,14.956799905814943,,,0.6445930044020718,14.193633345035636,,,,,,,,,,,,,,,,,,,,,,,0.4663453445384546,16.245833446906303,,,0.3583858057999434,16.228084810810955,,,0.1853394742213577,12.31453204316815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2504993586386189,14.865198638315348,,,,,3.149770182819384,14.536000931853405,,,,,,,1.8797910500782575,13.374114126436256,0.4886884053826029,15.297633815118804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2007-11-30,133.02062205132924,,,,,,,,,0.3212688986528142,14.987937291786286,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4663453445384546,15.379389684271608,,,0.3583858057999434,15.564836469997612,,,0.1853394742213577,12.092675296594448,,,,,,,,,,,,,,,,,,,3.6096361518920137,11.8009507105837,,,,,,,,,,,0.2504993586386189,13.179733679143384,0.6164263182470001,11.8009507105837,,,3.149770182819384,12.307257727150212,,,,,,,1.8797910500782575,11.598313611462192,0.4886884053826029,14.308576869756108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2007-12-31,138.6902013310474,,,,,,,,,0.3212688986528142,15.546915076091633,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4663453445384546,16.966526499709627,,,0.3583858057999434,16.66212640925602,,,0.1853394742213577,12.033734368677203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2504993586386189,14.150586875810475,0.6164263182470001,11.22753178196827,0.937461852036002,13.691258002000817,3.149770182819384,11.029006313531733,,,,,,,,,,,0.1811883189979458,13.691258002000817,0.3801377825511172,13.691258002000817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2008-01-31,128.9797017827275,,,,,,,,,0.3212688986528142,15.141300590997844,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4663453445384546,15.392838669580106,,,0.3583858057999434,14.862557839077372,,,0.1853394742213577,10.9145107261862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2504993586386189,13.55806755888719,0.6164263182470001,12.226455681666124,0.937461852036002,13.900005835092443,3.149770182819384,10.881511779922102,,,,,,,,,,,0.1811883189979458,10.231529035630547,0.3801377825511172,11.870924065687587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
