date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,JKHY_shares,JKHY_value,AAPL_shares,AAPL_value,ORCL_shares,ORCL_value,NKE_shares,NKE_value,MKC_shares,MKC_value,PAYX_shares,PAYX_value,MU_shares,MU_value,EL_shares,EL_value,COP_shares,COP_value,XOM_shares,XOM_value,CVX_shares,CVX_value,TRV_shares,TRV_value,GWW_shares,GWW_value,GPC_shares,GPC_value,CL_shares,CL_value,HRL_shares,HRL_value,RMD_shares,RMD_value,AES_shares,AES_value,SNA_shares,SNA_value,ADP_shares,ADP_value,WDC_shares,WDC_value,RL_shares,RL_value,FAST_shares,FAST_value,APD_shares,APD_value,ACN_shares,ACN_value,ADI_shares,ADI_value,AMAT_shares,AMAT_value,TTWO_shares,TTWO_value,DVN_shares,DVN_value,EMN_shares,EMN_value,HAS_shares,HAS_value,F_shares,F_value,DD_shares,DD_value,NVR_shares,NVR_value,TER_shares,TER_value,CTRA_shares,CTRA_value,EOG_shares,EOG_value,EQIX_shares,EQIX_value,FCX_shares,FCX_value,MGM_shares,MGM_value,CVS_shares,CVS_value,URI_shares,URI_value,EA_shares,EA_value,ECL_shares,ECL_value,CSGP_shares,CSGP_value,GRMN_shares,GRMN_value,EBAY_shares,EBAY_value,DECK_shares,DECK_value,FDX_shares,FDX_value,WSM_shares,WSM_value,AXON_shares,AXON_value,DLTR_shares,DLTR_value,ROST_shares,ROST_value,NEM_shares,NEM_value,PKG_shares,PKG_value,VZ_shares,VZ_value,LRCX_shares,LRCX_value,GLW_shares,GLW_value,TXT_shares,TXT_value,EXPD_shares,EXPD_value,MRK_shares,MRK_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,CDNS_shares,CDNS_value,KDP_shares,KDP_value,CMI_shares,CMI_value,TECH_shares,TECH_value,PRU_shares,PRU_value,AMP_shares,AMP_value,DHR_shares,DHR_value,PHM_shares,PHM_value,LUV_shares,LUV_value,APA_shares,APA_value,SMCI_shares,SMCI_value,WMT_shares,WMT_value,VLO_shares,VLO_value,PWR_shares,PWR_value,SYY_shares,SYY_value,WST_shares,WST_value,CTSH_shares,CTSH_value,GE_shares,GE_value,NUE_shares,NUE_value,BAX_shares,BAX_value,LULU_shares,LULU_value,TPR_shares,TPR_value,PSX_shares,PSX_value,ALB_shares,ALB_value,RCL_shares,RCL_value,STLD_shares,STLD_value,NWSA_shares,NWSA_value,QCOM_shares,QCOM_value,IFF_shares,IFF_value,FANG_shares,FANG_value,NCLH_shares,NCLH_value,UAL_shares,UAL_value,DHI_shares,DHI_value,SWKS_shares,SWKS_value,TSCO_shares,TSCO_value,MHK_shares,MHK_value,CF_shares,CF_value,MOS_shares,MOS_value,DE_shares,DE_value,WY_shares,WY_value,OXY_shares,OXY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2005-09-30,100.0,0.3955518821963251,10.0,0.1201201201201201,10.0,0.39790609929711,10.0,0.2997014463969722,10.0,0.3418490892444108,10.0,1.2789648222346404,10.0,0.6567906131035796,10.0,0.350097415850661,10.0,0.4457774901277114,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2005-10-31,99.6726168053783,0.3955518821963251,10.455702343225123,0.1201201201201201,9.717717901006475,0.39790609929711,10.186598932284896,0.2997014463969722,9.937969583979948,0.3418490892444108,11.225339584605056,1.2789648222346404,9.875764617029638,0.6567906131035796,10.675010925359985,0.350097415850661,9.95176451333242,0.4457774901277114,9.053847718311832,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2005-11-30,106.40370662140566,0.3955518821963251,10.513239370950226,0.1201201201201201,10.697897604635886,0.39790609929711,11.102606872070757,0.2997014463969722,10.90235694316049,0.3418490892444108,11.592021712967208,1.2789648222346404,10.89403407069022,0.6567906131035796,11.860620906200124,0.350097415850661,10.987520340738124,0.4457774901277114,9.084620928265506,,,0.5904769853821601,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2005-12-31,106.9431190129146,0.3955518821963251,10.200738687225073,0.1201201201201201,11.02102102102102,0.39790609929711,10.0070779271737,0.2997014463969722,10.748484195088556,0.3418490892444108,11.507494445069664,1.2789648222346404,10.019494109412545,0.6567906131035796,12.888230482534174,0.350097415850661,11.695419094495012,0.4457774901277114,10.088465432620673,,,0.5904769853821601,8.766693618274209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2006-01-31,110.260917826879,0.3955518821963251,9.974874373754911,0.1201201201201201,11.74174174174174,0.39790609929711,11.680971274362346,0.2997014463969722,10.404745120465249,0.3418490892444108,11.605191321854992,1.2789648222346404,10.37759050124286,0.6567906131035796,13.478276964405406,0.350097415850661,11.331714109636088,,,,,0.5904769853821601,9.400424624084254,4.528543211533676,10.265387795331158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2006-03-31,112.76681488955036,,,,,0.39790609929711,12.896106259677506,0.2997014463969722,9.568118787612164,,,1.2789648222346404,10.470129127053598,0.6567906131035796,13.600927871077182,,,0.5107368813252409,11.038588807354978,0.6755562242517307,11.038588807354978,,,,,1.0040858368405572,11.038588807354978,1.3336730808441188,11.038588807354978,0.9751611653223016,11.038588807354978,0.5049358189167573,11.038588807354978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2006-04-30,113.28898699960976,,,,,0.39790609929711,13.064423709037236,0.2997014463969722,9.457023783909111,,,1.2789648222346404,10.312907747214611,0.6567906131035796,13.126900350256674,,,0.5107368813252409,10.884356961501291,0.6755562242517307,11.926945603031951,,,,,1.0040858368405572,11.76428293669208,1.3336730808441188,10.635117392739792,0.9751611653223016,11.414947695483049,0.5049358189167573,10.702080819743951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2006-05-31,107.08930004066583,,,,,,,,,0.294830044100933,10.643708296501831,1.2789648222346404,10.406259923532351,0.6567906131035796,11.796194323021975,,,,,,,0.7276324878910461,10.643708296501831,5.931946475804209,10.643708296501831,1.0040858368405572,11.46594024002754,1.3336730808441188,10.436291769211506,,,0.5049358189167573,9.766072302363323,0.6580673714310726,10.643708296501831,0.6632381659747719,10.643708296501831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2006-06-30,108.10379905482536,,,,,,,,,0.294830044100933,11.514685310137516,1.2789648222346404,9.767535565848467,0.6567906131035796,13.12538955947107,,,,,,,,,,,1.0040858368405572,11.683647808529056,1.3336730808441188,10.525962541330715,,,0.5049358189167573,10.36996259017168,,,,,0.3933856201742424,10.279153919834208,0.3244791988914629,10.279153919834208,0.3472312314164424,10.279153919834208,0.3644327551954767,10.279153919834208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
