date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,JBL_shares,JBL_value,ORCL_shares,ORCL_value,GWW_shares,GWW_value,COP_shares,COP_value,CVX_shares,CVX_value,EA_shares,EA_value,PAYX_shares,PAYX_value,TRV_shares,TRV_value,XOM_shares,XOM_value,DE_shares,DE_value,GPC_shares,GPC_value,TECH_shares,TECH_value,EOG_shares,EOG_value,RMD_shares,RMD_value,SYY_shares,SYY_value,ADM_shares,ADM_value,AES_shares,AES_value,WDC_shares,WDC_value,CTRA_shares,CTRA_value,MU_shares,MU_value,F_shares,F_value,KLAC_shares,KLAC_value,CMI_shares,CMI_value,VLO_shares,VLO_value,DD_shares,DD_value,HAS_shares,HAS_value,FCX_shares,FCX_value,EMN_shares,EMN_value,UNH_shares,UNH_value,BG_shares,BG_value,DVN_shares,DVN_value,URI_shares,URI_value,HUM_shares,HUM_value,NVR_shares,NVR_value,MOH_shares,MOH_value,LHX_shares,LHX_value,MNST_shares,MNST_value,VZ_shares,VZ_value,PKG_shares,PKG_value,TTWO_shares,TTWO_value,ADI_shares,ADI_value,FDX_shares,FDX_value,CHRW_shares,CHRW_value,CSGP_shares,CSGP_value,GRMN_shares,GRMN_value,DECK_shares,DECK_value,FAST_shares,FAST_value,AXON_shares,AXON_value,TXN_shares,TXN_value,EBAY_shares,EBAY_value,GLW_shares,GLW_value,WMB_shares,WMB_value,ICE_shares,ICE_value,WSM_shares,WSM_value,LRCX_shares,LRCX_value,SPGI_shares,SPGI_value,AMAT_shares,AMAT_value,AMP_shares,AMP_value,GE_shares,GE_value,EXPD_shares,EXPD_value,HRL_shares,HRL_value,PCAR_shares,PCAR_value,FSLR_shares,FSLR_value,PRU_shares,PRU_value,DHR_shares,DHR_value,TXT_shares,TXT_value,APA_shares,APA_value,LUV_shares,LUV_value,SMCI_shares,SMCI_value,PWR_shares,PWR_value,ABT_shares,ABT_value,MOS_shares,MOS_value,JBHT_shares,JBHT_value,J_shares,J_value,NEM_shares,NEM_value,ALB_shares,ALB_value,PSX_shares,PSX_value,QCOM_shares,QCOM_value,SWKS_shares,SWKS_value,RL_shares,RL_value,STLD_shares,STLD_value,NWSA_shares,NWSA_value,UAL_shares,UAL_value,NCLH_shares,NCLH_value,RCL_shares,RCL_value,ACGL_shares,ACGL_value,CF_shares,CF_value,PHM_shares,PHM_value,IP_shares,IP_value,FANG_shares,FANG_value,DHI_shares,DHI_value,OXY_shares,OXY_value,NUE_shares,NUE_value,EPAM_shares,EPAM_value,run
2006-07-31,103.35773845825288,,,,,,,,,,,1.278964276244067,8.67187875443641,0.6567906131035796,11.25985357230302,,,,,,,,,,,,,1.2587946421053604,9.708310339911288,,,0.9142706064295892,10.990964794525103,,,0.4160528156905699,11.387400037600392,0.3692113937505346,11.584994083923796,,,0.5397963948781065,9.720788040941612,0.3830017854310789,11.166500596273789,0.341012576162532,11.928104617604438,0.2761519973343463,6.9389436207330455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2006-08-31,104.5919655340183,0.3574850201634716,10.333929108205062,,,,,,,,,,,,,,,,,0.5483645255896578,10.333929108205062,0.4378368372921301,10.333929108205062,,,,,,,,,,,0.2137163412422164,10.333929108205062,0.4160528156905699,10.578575804051606,0.3692113937505346,11.341956864326177,,,,,,,,,,,0.4507601231790563,10.333929108205062,0.969177645455241,10.333929108205062,0.4531961151186756,10.333929108205062,0.6099201698472481,10.333929108205062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2006-09-30,104.6526667983528,,,,,,,,,,,,,,,,,,,,,0.4378368372921301,10.364572542553354,,,,,,,,,,,,,0.4160528156905699,9.928152049694342,0.3692113937505346,11.51250150334962,,,,,0.3486465760693395,10.40677724325078,0.2989699530937598,10.40677724325078,0.3581906289947469,10.40677724325078,,,,,,,,,0.540590968681697,10.40677724325078,0.4418384016209477,10.40677724325078,0.780405772401115,10.40677724325078,0.949292017631622,10.40677724325078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2006-10-31,109.13407539679336,,,,,,,,,,,,,,,,,,,0.4952326721801594,10.96940349987426,0.4378368372921301,10.866655869497276,,,,,,,,,,,,,0.4160528156905699,10.046560391550004,0.3692113937505346,11.927851645451724,,,,,0.3486465760693395,11.4146376164374,,,,,,,,,,,0.5987113490042909,10.96940349987426,0.540590968681697,10.882777299969726,0.4418384016209477,10.577110983289126,,,0.949292017631622,10.510271090975326,2.3202411457091565,10.96940349987426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2006-11-30,115.71955841780648,,,,,,,,,,,,,,,,,,,,,0.4378368372921301,10.6007067021677,,,,,,,0.5402294141941749,11.946540702073053,,,,,0.4160528156905699,11.289335342715562,0.3692113937505346,12.836645130909003,,,,,0.3486465760693395,11.56644299378394,,,,,,,,,,,,,0.540590968681697,11.21122450521914,0.4418384016209477,9.64302738012781,,,0.949292017631622,11.798183665540218,2.3202411457091565,12.88091129319698,0.8377742744640128,11.946540702073053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2006-12-31,114.4653706420439,,,,,,,,,,,,,,,,,,,,,0.4378368372921301,10.824890473557154,,,,,,,0.5402294141941749,10.365944520107748,,,,,0.4160528156905699,12.069354222800692,0.3692113937505346,13.148555970981612,,,,,,,,,,,,,,,,,,,0.540590968681697,11.495803754759931,,,0.7717926035252982,11.124760301176885,0.949292017631622,11.763685716298705,,,0.8377742744640128,11.422855080007428,2.847137532119405,11.124760301176885,0.4167645293656186,11.124760301176885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2007-01-31,111.06118379283076,,,,,,,,,,,,,,,,,,,,,0.4378368372921301,10.539055726604165,,,,,,,0.5402294141941749,10.129488019596836,,,,,0.4160528156905699,11.140040145367673,0.3692113937505346,13.032325310469592,,,,,,,,,0.3436272400196218,12.043185456782508,,,,,,,,,0.540590968681697,10.804683162058916,,,0.7717926035252982,10.493819023431517,0.949292017631622,11.269220542396155,,,0.8377742744640128,10.596415705094635,,,0.4167645293656186,11.012950701028776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2007-03-31,110.65534051860364,,,,,,,,,,,,,,,,,,,,,0.4378368372921301,10.689236447501065,,,,,,,,,,,,,0.4160528156905699,11.535581873398112,0.3692113937505346,13.320559038953377,,,,,0.3116725127697691,10.3838508541021,0.2630319445146852,10.3838508541021,0.3436272400196218,13.04718459536584,,,,,,,,,,,,,0.7717926035252982,10.862294759264524,0.949292017631622,9.665080387712374,,,,,2.5295243902826003,10.3838508541021,,,0.4353905287835202,10.3838508541021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2007-04-30,116.80402513644847,,,,,,,,,,,,,,,,,,,,,0.4378368372921301,10.995404391693716,,,,,,,,,,,,,0.4160528156905699,11.704350184844037,0.3692113937505346,14.010358608122347,,,,,0.3116725127697691,10.90603166925897,0.2630319445146852,10.924712698139796,0.3436272400196218,13.191887548802752,,,,,,,,,,,,,,,0.949292017631622,10.16529521982184,,,,,2.5295243902826003,10.58125766095788,,,0.4353905287835202,13.225204887480237,0.3037110948048445,11.0995222673269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2007-05-31,123.95360253110132,,,0.09462519774155,12.171639647532675,,,,,,,,,,,,,,,,,0.4378368372921301,12.20892581321774,,,,,,,,,,,0.1886156724218353,12.171639647532675,0.4160528156905699,13.06803397839596,0.3692113937505346,14.676751484203775,,,,,,,,,,,,,,,,,,,,,,,,,0.949292017631622,10.815002070626624,,,,,2.5295243902826003,10.976080924039216,,,0.4353905287835202,13.522249670487328,,,0.3185770660425306,12.171639647532675,0.670557887939795,12.171639647532675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2007-06-30,128.18572819685227,,,0.09462519774155,12.927694053413465,,,,,0.292483600558668,11.81872893195128,,,,,,,,,0.4634795659588737,11.81872893195128,0.4378368372921301,11.90677557117393,,,,,,,,,,,0.1886156724218353,12.916316978238171,0.4160528156905699,13.32465230912176,0.3692113937505346,15.28183259883826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4353905287835202,14.553540958261554,,,,,,,0.408374604942652,11.81872893195128,0.6247755561725572,11.81872893195128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2007-07-31,131.1526040833256,,,0.09462519774155,11.999421094587408,,,,,,,,,,,,,,,0.4634795659588737,11.091066154838588,0.4378368372921301,11.458031394915674,,,,,,,,,,,0.1886156724218353,12.126484532901596,0.4160528156905699,13.721845430869877,0.3692113937505346,15.466872092059337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7276943248733203,12.077240590867913,,,0.4353905287835202,17.068519844241074,,,,,,,0.408374604942652,13.411311844170632,0.6247755561725572,12.73181110387351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2007-08-31,128.85762048194815,,,,,,,,,,,,,,,,,,,0.4634795659588737,10.50244689390671,0.4378368372921301,11.29018313989678,,,,,1.0809939765384586,11.99765624791137,,,,,0.1886156724218353,12.716432313730037,0.4160528156905699,13.970084585110852,0.3692113937505346,15.92038504515488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.072824719462624,11.997656247911372,2.7276943248733203,11.08381140217612,,,0.4353905287835202,17.028255056226474,,,,,,,,,0.6247755561725572,12.350709549923542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2007-09-30,132.4862497638375,,,,,,,,,,,,,,,,,,,0.4634795659588737,9.422539540583218,,,,,,,,,,,,,,,0.4160528156905699,14.973192393058172,0.3692113937505346,17.096446374668417,,,,,,,0.2694367976486646,13.157535666389498,0.2517052049436017,13.157535666389498,,,,,,,,,,,,,,,,,2.0876186598057296,13.157535666389498,,,2.7276943248733203,12.048857457190724,,,,,0.3750287487723013,13.157535666389498,,,,,,,,,0.3445610747511053,13.157535666389498,0.1843184596354343,13.157535666389496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2007-10-31,136.43529098265347,,,,,,,,,,,,,,,,,,,0.4634795659588737,9.672818930529226,,,,,,,,,,,,,,,0.4160528156905699,14.493818428733238,0.3692113937505346,16.718278776492603,,,,,,,0.2694367976486646,13.076505435614704,0.2517052049436017,13.780454775057924,,,,,,,,,,,,,,,,,2.0876186598057296,14.852742318782289,,,2.7276943248733203,12.588147402385408,,,,,0.3750287487723013,13.794061931309772,,,,,,,,,0.3445610747511053,13.353148050528306,0.1843184596354343,14.105314933220011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2007-11-30,133.3013790515417,,,,,0.3534699649689792,10.599778062446974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4160528156905699,13.720813805769934,0.3692113937505346,16.035001645237372,,,,,,,0.2694367976486646,12.674218815565828,0.2517052049436017,15.283935945245531,,,,,,,,,,,,,,,,,2.0876186598057296,12.880607290274016,,,2.7276943248733203,10.658053991690194,,,,,0.3750287487723013,12.750159142964751,,,,,,,,,0.3445610747511053,14.94248437759756,0.1843184596354343,13.756325974749515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2007-12-31,141.6706248533807,,,,,0.3534699649689792,10.93199417334024,,,,,,,1.0396796056241062,14.814220764881211,,,,,,,,,,,,,1.1667187932299314,14.814220764881211,1.2259885438045004,14.814220764881211,,,,,0.4160528156905699,15.136781152944623,0.3692113937505346,17.165432669518935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7276943248733203,9.551092268289644,,,,,,,0.4379864622793671,14.814220764881211,,,,,0.8133466679168105,14.814220764881211,,,,,0.2622473247714957,14.814220764881211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2008-01-31,135.7764663707092,,,,,0.3534699649689792,10.118068308570669,,,,,,,1.0396796056241062,15.145682492787367,,,,,,,,,,,,,1.1667187932299314,14.192658965153113,1.2259885438045004,12.854518690725085,,,,,0.4160528156905699,13.732817160586633,0.3692113937505346,15.311498353486728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7276943248733203,9.42336686607628,,,,,,,0.4379864622793671,14.67168436090662,,,,,0.8133466679168105,16.132258807449688,,,,,0.2622473247714957,14.193912364966994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2008-02-29,138.93187563760543,,,,,,,,,0.2956185670712499,12.697891247212434,,,,,,,,,,,,,,,,,1.1667187932299314,13.931158208409022,,,,,0.2323670259067511,12.697891247212434,0.4160528156905699,14.178520468765036,0.3692113937505346,15.938674913163473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7276943248733203,9.267259630851736,,,,,,,0.4379864622793671,14.310963386100203,0.8574271983651546,12.697891247212434,,,0.8133466679168105,16.068775049773578,,,,,0.2622473247714957,17.142850238905062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
