date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,KLAC_shares,KLAC_value,AAPL_shares,AAPL_value,PAYX_shares,PAYX_value,MKC_shares,MKC_value,ORCL_shares,ORCL_value,NKE_shares,NKE_value,JKHY_shares,JKHY_value,MSFT_shares,MSFT_value,MU_shares,MU_value,COP_shares,COP_value,CVX_shares,CVX_value,TRV_shares,TRV_value,XOM_shares,XOM_value,CSCO_shares,CSCO_value,DECK_shares,DECK_value,FAST_shares,FAST_value,GRMN_shares,GRMN_value,GWW_shares,GWW_value,FCX_shares,FCX_value,EOG_shares,EOG_value,RMD_shares,RMD_value,SYY_shares,SYY_value,WDC_shares,WDC_value,LLY_shares,LLY_value,AES_shares,AES_value,F_shares,F_value,EMN_shares,EMN_value,DD_shares,DD_value,HAS_shares,HAS_value,TER_shares,TER_value,SNPS_shares,SNPS_value,BG_shares,BG_value,A_shares,A_value,WY_shares,WY_value,GPC_shares,GPC_value,EBAY_shares,EBAY_value,DVN_shares,DVN_value,JBL_shares,JBL_value,CSGP_shares,CSGP_value,EA_shares,EA_value,MGM_shares,MGM_value,CTRA_shares,CTRA_value,CMI_shares,CMI_value,URI_shares,URI_value,NVR_shares,NVR_value,BMY_shares,BMY_value,APA_shares,APA_value,TTWO_shares,TTWO_value,FFIV_shares,FFIV_value,WSM_shares,WSM_value,SBUX_shares,SBUX_value,DLTR_shares,DLTR_value,ZBRA_shares,ZBRA_value,NEM_shares,NEM_value,FDX_shares,FDX_value,LVS_shares,LVS_value,PKG_shares,PKG_value,AMAT_shares,AMAT_value,MPWR_shares,MPWR_value,AMP_shares,AMP_value,TJX_shares,TJX_value,EXPD_shares,EXPD_value,TXT_shares,TXT_value,PHM_shares,PHM_value,DHI_shares,DHI_value,AXON_shares,AXON_value,FSLR_shares,FSLR_value,NUE_shares,NUE_value,HRL_shares,HRL_value,PRU_shares,PRU_value,GLW_shares,GLW_value,LRCX_shares,LRCX_value,TECH_shares,TECH_value,PWR_shares,PWR_value,VLO_shares,VLO_value,SWKS_shares,SWKS_value,SMCI_shares,SMCI_value,LUV_shares,LUV_value,PCAR_shares,PCAR_value,EW_shares,EW_value,ISRG_shares,ISRG_value,WST_shares,WST_value,CNC_shares,CNC_value,LULU_shares,LULU_value,CTSH_shares,CTSH_value,CHRW_shares,CHRW_value,KDP_shares,KDP_value,ROST_shares,ROST_value,GE_shares,GE_value,ULTA_shares,ULTA_value,PH_shares,PH_value,J_shares,J_value,STLD_shares,STLD_value,PSX_shares,PSX_value,RL_shares,RL_value,NWSA_shares,NWSA_value,CMG_shares,CMG_value,REGN_shares,REGN_value,FANG_shares,FANG_value,APD_shares,APD_value,LEN_shares,LEN_value,MHK_shares,MHK_value,CF_shares,CF_value,MOS_shares,MOS_value,OXY_shares,OXY_value,INCY_shares,INCY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
2005-09-30,100.0,0.3955517031406679,10.0,0.1201201201201201,10.0,0.3979060087003992,10.0,0.2997015834529385,10.0,0.3418490669549835,10.0,1.2789645102399698,10.0,0.6567906953816335,10.0,0.3500973223385701,10.0,0.4457773764206343,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
2005-10-31,99.67260317040788,0.3955517031406679,10.455694592390977,0.1201201201201201,9.717717901006475,0.3979060087003992,10.18659888979937,0.2997015834529385,9.937972985425356,0.3418490669549835,11.225338852684455,1.2789645102399698,9.875764647336004,0.6567906953816335,10.675008504462877,0.3500973223385701,9.951759851912724,0.4457773764206343,9.0538462591467,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
2005-11-30,106.40368242874108,0.3955517031406679,10.513233857435615,0.1201201201201201,10.697897604635886,0.3979060087003992,11.102611174698094,0.2997015834529385,10.90235735581583,0.3418490669549835,11.5920170449859,1.2789645102399698,10.894030193449945,0.6567906953816335,11.860617381098963,0.3500973223385701,10.987514734907226,0.4457773764206343,9.084615209986524,,,0.3776268295759656,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
2005-12-31,106.73996035366864,0.3955517031406679,10.200734824081088,0.1201201201201201,11.02102102102102,0.3979060087003992,10.00707185399832,0.2997015834529385,10.748489110459854,0.3418490669549835,11.507489782599752,1.2789645102399698,10.019486786363457,0.6567906953816335,12.88823209707997,0.3500973223385701,11.695411964066894,0.4457773764206343,10.08846115879093,,,,,0.3268406676997119,8.563561755207362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
2006-01-31,109.884061922972,0.3955517031406679,9.974867595033604,0.1201201201201201,11.74174174174174,0.3979060087003992,11.680961025341418,0.2997015834529385,10.404743019016935,0.3418490669549835,11.605187957065697,1.2789645102399698,10.377586749985438,0.6567906953816335,13.478276147410355,,,,,,,0.4954658735348485,10.79854928290963,0.3268406676997119,9.02359912155754,4.763744705782031,10.79854928290963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
2006-03-31,109.7026060103855,,,,,0.3979060087003992,12.896100287663106,0.2997015834529385,9.56812373482794,,,1.2789645102399698,10.470130232084436,0.6567906953816335,13.600933333091138,,,0.4871075856862339,10.527886403786477,0.644301487483101,10.527886403786477,,,,,,,0.4815748675425382,10.527886403786477,0.9300449924540024,10.527886403786477,0.9576314491273504,10.527886403786477,1.2719714688721746,10.527886403786477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
2006-04-30,110.17406585129758,,,,,0.3979060087003992,13.06441466291778,0.2997015834529385,9.457028108684812,,,1.2789645102399698,10.312904011736103,0.6567906953816335,13.126904500159002,,,0.4871075856862339,10.380794755955018,0.644301487483101,11.37514320392087,,,,,,,0.4815748675425382,10.206947940539491,0.9300449924540024,10.88683823789401,0.9576314491273504,11.22000603659298,1.2719714688721746,10.14308439289752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
2006-05-31,104.10113718866046,0.4200531752928265,9.951245021412916,,,0.3979060087003992,12.237756065359472,,,,,1.2789645102399698,10.406257384996827,0.6567906953816335,11.796192042578747,,,,,,,0.4394433812373366,9.951245021412916,0.4554885818578832,9.951245021412916,,,,,,,,,1.2719714688721746,9.953461567247912,0.6802933949441174,9.951245021412916,0.6267859561403387,9.951245021412916,0.6152546664916497,9.951245021412916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
2006-06-30,106.41663750904114,,,,,,,,,,,1.2789645102399698,9.767536232414368,0.6567906953816335,13.125392456455302,,,,,,,0.4394433812373366,9.924981748349849,,,,,0.515810124944749,10.5932912574014,,,0.9103810108051982,10.5932912574014,1.2719714688721746,10.038979527413208,,,,,,,0.4054076998255036,10.5932912574014,0.3578429491111948,10.5932912574014,0.3755699452888493,10.5932912574014,0.3343955655743211,10.5932912574014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
2006-07-31,104.5614420686168,,,,,,,,,,,1.2789645102399698,8.671880950878087,0.6567906953816335,11.25985122467084,,,,,,,,,,,,,0.515810124944749,9.28883337729735,,,0.9103810108051982,10.944208367113342,1.2719714688721746,9.809939968108116,,,,,,,0.4054076998255036,11.096040014608596,0.3578429491111948,11.228284214908722,0.3755699452888493,10.949817945118916,0.3343955655743211,11.696651586047157,0.8217749448867687,9.61593441986568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
2006-08-31,107.49025212887192,0.369362570506129,10.67728202998455,,,,,,,,,,,,,,,,,,,0.4523843471078436,10.67728202998455,,,,,,,,,0.9103810108051982,11.448651386746638,,,,,,,,,0.4054076998255036,10.307905696064312,0.3578429491111948,10.99272083616909,,,,,,,4.6864449887136415,10.67728202998455,3.5692814111783804,10.67728202998455,0.4218617494223515,10.67728202998455,0.2208171128133027,10.67728202998455,0.5477285965165865,10.67728202998455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
