date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,EL_shares,EL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,EA_shares,EA_value,ORCL_shares,ORCL_value,CVS_shares,CVS_value,GPC_shares,GPC_value,PAYX_shares,PAYX_value,JNJ_shares,JNJ_value,XOM_shares,XOM_value,HRL_shares,HRL_value,SYY_shares,SYY_value,TRV_shares,TRV_value,ORLY_shares,ORLY_value,TSCO_shares,TSCO_value,HPQ_shares,HPQ_value,COP_shares,COP_value,CVX_shares,CVX_value,WDC_shares,WDC_value,RMD_shares,RMD_value,GRMN_shares,GRMN_value,MU_shares,MU_value,KLAC_shares,KLAC_value,GWW_shares,GWW_value,EMR_shares,EMR_value,CHRW_shares,CHRW_value,CMI_shares,CMI_value,EMN_shares,EMN_value,NVR_shares,NVR_value,WSM_shares,WSM_value,DE_shares,DE_value,F_shares,F_value,EBAY_shares,EBAY_value,ROST_shares,ROST_value,VLO_shares,VLO_value,TTWO_shares,TTWO_value,DD_shares,DD_value,HAS_shares,HAS_value,DECK_shares,DECK_value,CSGP_shares,CSGP_value,FCX_shares,FCX_value,DVN_shares,DVN_value,EOG_shares,EOG_value,FAST_shares,FAST_value,J_shares,J_value,FDX_shares,FDX_value,DLTR_shares,DLTR_value,TJX_shares,TJX_value,HD_shares,HD_value,RL_shares,RL_value,PWR_shares,PWR_value,TER_shares,TER_value,MOS_shares,MOS_value,AES_shares,AES_value,SMCI_shares,SMCI_value,AMP_shares,AMP_value,NUE_shares,NUE_value,MTCH_shares,MTCH_value,TXT_shares,TXT_value,MPWR_shares,MPWR_value,EW_shares,EW_value,GLW_shares,GLW_value,TKO_shares,TKO_value,ULTA_shares,ULTA_value,KDP_shares,KDP_value,PRU_shares,PRU_value,WMT_shares,WMT_value,FSLR_shares,FSLR_value,LUV_shares,LUV_value,PHM_shares,PHM_value,PCAR_shares,PCAR_value,LRCX_shares,LRCX_value,ADM_shares,ADM_value,TECH_shares,TECH_value,MHK_shares,MHK_value,NEM_shares,NEM_value,ON_shares,ON_value,EXPD_shares,EXPD_value,STLD_shares,STLD_value,GE_shares,GE_value,A_shares,A_value,KR_shares,KR_value,DHI_shares,DHI_value,LEN_shares,LEN_value,MLM_shares,MLM_value,NWSA_shares,NWSA_value,EPAM_shares,EPAM_value,ACGL_shares,ACGL_value,OXY_shares,OXY_value,FANG_shares,FANG_value,CTRA_shares,CTRA_value,CF_shares,CF_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2005-09-30,100.0,0.3955517329832662,10.0,0.1201201201201201,10.0,0.3979060690982018,10.0,0.2997015491889352,10.0,0.3418490000867193,10.0,1.2789643542426918,10.0,0.6567908599378033,10.0,0.3500974392286916,10.0,0.445777452225346,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2005-10-31,99.67260533128056,0.3955517329832662,10.455691608950854,0.1201201201201201,9.717717901006475,0.3979060690982018,10.186599677068648,0.2997015491889352,9.937976422328765,0.3418490000867193,11.225335352872792,1.2789643542426918,9.875761613200542,0.6567908599378033,10.67501243177089,0.3500974392286916,9.951761839079968,0.445777452225346,9.053847798758715,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2005-11-30,106.40369562184142,0.3955517329832662,10.51323012388152,0.1201201201201201,10.697897604635886,0.3979060690982018,11.102613618899262,0.2997015491889352,10.902360682464,0.3418490000867193,11.592014777499651,1.2789643542426918,10.894032523834612,0.6567908599378033,11.860624110914635,0.3500974392286916,10.987518403406954,0.445777452225346,9.084615904577806,,,0.3776267675396313,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2005-12-31,106.73997633006402,0.3955517329832662,10.200734839225628,0.1201201201201201,11.02102102102102,0.3979060690982018,10.007080203473317,0.2997015491889352,10.748484451804568,0.3418490000867193,11.507490139748567,1.2789643542426918,10.019489223417535,0.6567908599378033,12.888234073443629,0.3500974392286916,11.695419875465827,0.445777452225346,10.088462874339832,,,0.3776267675396313,8.563559628124102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2006-01-31,109.09075718170544,0.3955517329832662,9.974869856502648,0.1201201201201201,11.74174174174174,0.3979060690982018,11.680966593112188,0.2997015491889352,10.404745259285216,0.3418490000867193,11.6051909032049,1.2789643542426918,10.3775867039306,0.6567908599378033,13.47827701887794,0.3500974392286916,11.331713530804471,0.445777452225346,10.26538522200744,,,0.3776267675396313,8.230280352238262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2006-03-31,111.90128300576364,0.3955517329832662,9.954737223303608,,,0.3979060690982018,12.896100727259618,0.2997015491889352,9.568122640932406,0.3418490000867193,12.627932890955954,1.2789643542426918,10.470127735311014,0.6567908599378033,13.600931729831672,,,0.445777452225346,9.634615670758226,0.6762283573614521,11.049571462470388,,,0.7579555491277271,11.049571462470388,0.9761312207678394,11.049571462470388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2006-04-30,112.2238082267337,0.3955517329832662,9.677765455011844,,,0.3979060690982018,13.064425753300938,0.2997015491889352,9.457028742396536,0.3418490000867193,12.690884622180723,1.2789643542426918,10.312903973570718,0.6567908599378033,13.126904030862738,,,0.445777452225346,9.500000212563254,0.6762283573614521,11.938812113545602,,,0.7579555491277271,11.028776722520869,0.9761312207678394,11.426306600780478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2006-05-31,107.93424408277,,,,,,,,,0.3418490000867193,12.341146116896386,1.2789643542426918,10.406253676298618,0.6567908599378033,11.79619875625292,,,,,,,,,0.7579555491277271,12.163744636801908,,,1.3040501878485715,10.20448348275336,0.2489633169168758,10.20448348275336,0.893618290345289,10.20448348275336,0.5454646166717126,10.20448348275336,0.4306858906816319,10.20448348275336,0.5276032784831344,10.20448348275336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2006-06-30,110.8001942332587,,,,,,,,,0.3418490000867193,13.351023646998762,1.2789643542426918,9.76753443119515,0.6567908599378033,13.125388228592756,,,,,,,,,,,,,,,,,,,,,,,,,0.3117752355388157,10.65089256092458,0.3362137086726964,10.65089256092458,1.7259338571275766,10.65089256092458,0.6089657744198499,10.65089256092458,0.3776120402702961,10.65089256092458,5.122263830775861,10.65089256092458,4.6916344037289575,10.65089256092458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2006-07-31,105.08432348326,,,,,,,,,0.3418490000867193,12.32977088485691,1.2789643542426918,8.671879893155365,0.6567908599378033,11.25985404577961,,,,,,,,,,,,,,,,,,,,,,,,,0.3117752355388157,11.11838177232458,0.3362137086726964,11.760252614486564,,,0.6089657744198499,9.619261995267708,0.3776120402702961,11.009355638573822,5.122263830775861,9.681078566891806,4.6916344037289575,8.814399590109524,1.176294620931668,10.820088481814093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2006-08-31,107.38823846358936,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4030854888814026,11.062216781967342,,,,,,,0.4825276583492568,11.062216781967342,,,0.3117752355388157,11.493441158112956,0.3362137086726964,11.748096572270072,,,0.6089657744198499,11.0010855141412,0.3776120402702961,10.552636278580229,5.122263830775861,10.138666055722709,4.6916344037289575,8.205445756892844,,,0.4350741346365301,11.062216781967342,0.3601052087267426,11.062216781967342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2006-09-30,112.10498998950328,,,,,,,,,,,,,,,,,,,,,0.4590706009025084,10.867227370591154,0.6874085924519122,10.867227370591154,,,1.4030854888814026,12.001878057283388,,,,,,,0.4825276583492568,11.544000798753286,,,,,,,,,0.6089657744198499,11.723044146496646,0.3776120402702961,11.271369510540852,,,,,,,,,0.3601052087267426,11.22856062347332,0.9912933049132068,10.867227370591154,0.6482482457846643,10.867227370591154,0.4115862301687487,10.867227370591154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2006-10-31,118.17717883493157,,,,,,,,,,,,,,,,,,,,,0.4590706009025084,11.393653216900432,,,,,1.4030854888814026,12.609532617736612,,,,,,,0.4825276583492568,12.283718916540948,,,,,0.2937501815525029,10.883393576845986,,,0.6089657744198499,12.259257578222096,0.3776120402702961,12.362956891807215,,,,,,,,,0.3601052087267426,11.633670054290596,0.9912933049132068,10.975294616333226,0.6482482457846643,11.876999437408283,0.4115862301687487,11.898701928846162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
