date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,WDC_shares,WDC_value,AAPL_shares,AAPL_value,JKHY_shares,JKHY_value,EL_shares,EL_value,CHRW_shares,CHRW_value,PAYX_shares,PAYX_value,ORCL_shares,ORCL_value,NKE_shares,NKE_value,MU_shares,MU_value,GWW_shares,GWW_value,VLO_shares,VLO_value,TRV_shares,TRV_value,CVX_shares,CVX_value,DE_shares,DE_value,COP_shares,COP_value,GRMN_shares,GRMN_value,EOG_shares,EOG_value,DVN_shares,DVN_value,APA_shares,APA_value,ADM_shares,ADM_value,AES_shares,AES_value,XOM_shares,XOM_value,CTRA_shares,CTRA_value,FCX_shares,FCX_value,F_shares,F_value,SYY_shares,SYY_value,J_shares,J_value,SYK_shares,SYK_value,CMI_shares,CMI_value,EMN_shares,EMN_value,HAS_shares,HAS_value,GPC_shares,GPC_value,ETN_shares,ETN_value,CVS_shares,CVS_value,TXT_shares,TXT_value,EA_shares,EA_value,CSGP_shares,CSGP_value,DECK_shares,DECK_value,GLW_shares,GLW_value,NVR_shares,NVR_value,FFIV_shares,FFIV_value,EBAY_shares,EBAY_value,CTSH_shares,CTSH_value,FAST_shares,FAST_value,RMD_shares,RMD_value,DLTR_shares,DLTR_value,EXPD_shares,EXPD_value,WSM_shares,WSM_value,RL_shares,RL_value,FDX_shares,FDX_value,PWR_shares,PWR_value,NEM_shares,NEM_value,LVS_shares,LVS_value,MOS_shares,MOS_value,MPWR_shares,MPWR_value,VZ_shares,VZ_value,HRL_shares,HRL_value,GE_shares,GE_value,PHM_shares,PHM_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,KLAC_shares,KLAC_value,DD_shares,DD_value,LRCX_shares,LRCX_value,LUV_shares,LUV_value,INTC_shares,INTC_value,TER_shares,TER_value,DHI_shares,DHI_value,AMP_shares,AMP_value,JBHT_shares,JBHT_value,STLD_shares,STLD_value,LULU_shares,LULU_value,QCOM_shares,QCOM_value,CF_shares,CF_value,WST_shares,WST_value,ACGL_shares,ACGL_value,MHK_shares,MHK_value,NUE_shares,NUE_value,LEN_shares,LEN_value,FANG_shares,FANG_value,OXY_shares,OXY_value,EPAM_shares,EPAM_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
2005-09-30,100.0,0.3955517329832662,10.0,0.1201201201201201,10.0,0.3979059785015048,10.0,0.2997015834529385,10.0,0.341849133823274,10.0,1.278964666237286,10.0,0.6567907776597081,10.0,0.3500972288265291,10.0,0.4457773385182882,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
2005-10-31,99.67260668070368,0.3955517329832662,10.45569538122614,0.1201201201201201,9.717717901006475,0.3979059785015048,10.186595080910411,0.2997015834529385,9.937976415237788,0.341849133823274,11.225347568701316,1.278964666237286,9.875762192751314,0.6567907776597081,10.67500858902315,0.3500972288265291,9.951756526010456,0.4457773385182882,9.053846339593688,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
2005-11-30,106.4036921897252,0.3955517329832662,10.513233141701749,0.1201201201201201,10.697897604635886,0.3979059785015048,11.102608814179652,0.2997015834529385,10.902363072169884,0.341849133823274,11.592019312473038,1.278964666237286,10.894036401074985,0.6567907776597081,11.860621372370874,0.3500972288265291,10.987508461321852,0.4457773385182882,9.08461613807017,,,0.97035971457049,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
2005-12-31,109.11388854680538,0.3955517329832662,10.200734839225628,0.1201201201201201,11.02102102102102,0.3979059785015048,10.007079442915844,0.2997015834529385,10.748489110459854,0.341849133823274,11.50749203355271,1.278964666237286,10.019490447887552,0.6567907776597081,12.888228700710204,0.3500972288265291,11.695416853277058,0.4457773385182882,10.0884603010167,,,,,5.067996456460604,10.937475796738832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
2006-01-31,112.34870006745894,0.3955517329832662,9.974870610957703,0.1201201201201201,11.74174174174174,0.3979059785015048,11.680965451438194,0.2997015834529385,10.404743019016935,0.341849133823274,11.60519153118012,1.278964666237286,10.377589235471795,0.6567907776597081,13.478279088602076,0.3500972288265291,11.331709391681626,0.4457773385182882,10.265381753302892,,,,,5.067996456460604,11.488228244065846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
2006-03-31,112.88741218184698,0.3955517329832662,9.954737223303608,,,0.3979059785015048,12.89609627313778,0.2997015834529385,9.568122591557128,,,1.278964666237286,10.470131509142714,0.6567907776597081,13.60092877327453,,,0.4457773385182882,9.634613213200549,0.7154648433529003,11.690695649557664,,,,,0.6555806999454177,11.690695649557664,0.8019338968778645,11.690695649557664,0.3652660505440822,11.690695649557664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
2006-04-30,111.50802558909636,0.3955517329832662,9.677766209466904,,,0.3979059785015048,13.06441215350916,0.2997015834529385,9.457028108684812,,,1.278964666237286,10.312906489333006,0.6567907776597081,13.126907397333378,,,0.4457773385182882,9.499997789342729,0.7154648433529003,12.631532300666176,,,,,0.6555806999454177,11.476000872985953,0.8019338968778645,11.668690526405056,0.3652660505440822,10.59278374136919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
2006-05-31,105.72975263940208,,,,,0.3979059785015048,12.237748306071762,,,0.270519390888334,9.76606021511282,1.278964666237286,10.40625743454868,0.6567907776597081,11.796194773050916,,,,,,,,,,,0.6555806999454177,9.58974524376077,0.8019338968778645,12.869505806405858,,,0.504935393147274,9.76606021511282,0.8552252061821126,9.76606021511282,1.2480228714522603,9.76606021511282,0.6038053345311107,9.76606021511282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
2006-06-30,107.40695560685243,,,,,,,,,,,1.278964666237286,9.76753559420252,0.6567907776597081,13.125392847982276,,,,,,,,,,,,,,,,,0.504935393147274,10.369957698414453,0.8552252061821126,9.951491572998496,1.2480228714522603,9.849971619218667,,,0.199585073237495,10.868521254807211,0.3155305307560549,10.868521254807211,0.3853277257981248,10.868521254807211,0.3671400226756858,10.868521254807211,0.3778099630460597,10.868521254807211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
