date,portfolio_value,MU_shares,MU_value,LRCX_shares,LRCX_value,ALK_shares,ALK_value,WDC_shares,WDC_value,STX_shares,STX_value,AMD_shares,AMD_value,HAS_shares,HAS_value,DECK_shares,DECK_value,NEM_shares,NEM_value,UNH_shares,UNH_value,AAPL_shares,AAPL_value,TPR_shares,TPR_value,UAL_shares,UAL_value,CNC_shares,CNC_value,GE_shares,GE_value,SWKS_shares,SWKS_value,MMM_shares,MMM_value,VFC_shares,VFC_value,run
2010-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2010-09-30,100.0,7.1002317548103715,50.0,3.50122338603631,12.5,1.0895784949232752,12.5,0.72695382984626,12.5,2.03694733280837,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2010-10-31,113.59491303077014,7.1002317548103715,57.28156062955294,3.50122338603631,13.676828315855644,1.0895784949232752,12.933568855039807,0.72695382984626,14.093876166050649,2.03694733280837,15.609079064271103,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2010-11-30,106.42842368255478,7.1002317548103715,50.41608676050707,3.50122338603631,13.560333009158349,1.0895784949232752,13.472468466548282,0.72695382984626,14.749914671442626,2.03694733280837,14.229620774898454,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2010-12-31,115.84426300624268,7.1002317548103715,55.61719665925298,,,,,0.72695382984626,14.926032037393044,2.03694733280837,15.948637953094202,1.7941561895743536,14.67619817825123,0.5036108659583841,14.676198178251228,,,,,,,,,,,,,,,,,,,,,,,3
2011-01-31,130.69070987618636,7.1002317548103715,73.09291847059973,,,,,0.72695382984626,14.978870852219591,2.03694733280837,14.855683659928388,1.7941561895743536,14.048242827483934,0.5036108659583841,13.714994065954723,,,,,,,,,,,,,,,,,,,,,,,3
2011-03-31,141.33326897653802,7.1002317548103715,79.54228526521253,,,1.0821975472293428,15.429743914755711,0.72695382984626,16.41863843020745,2.03694733280837,15.290738053067365,,,0.5036108659583841,14.651863313294966,,,,,,,,,,,,,,,,,,,,,,,3
2011-04-30,145.40047104151773,7.1002317548103715,78.50207005677201,,,1.0821975472293428,16.02581454558972,0.72695382984626,17.523781903646007,2.03694733280837,18.69694122221502,,,0.5036108659583841,14.651863313294966,,,,,,,,,,,,,,,,,,,,,,,3
2011-05-31,135.7126267711926,7.1002317548103715,70.73509462294442,,,1.0821975472293428,16.43211750349954,0.72695382984626,16.13684898082151,2.03694733280837,18.007290752195082,,,0.5036108659583841,14.401274911732036,,,,,,,,,,,,,,,,,,,,,,,3
2011-06-30,115.699010771352,7.1002317548103715,51.872402272071994,,,1.0821975472293428,16.655953609264117,0.72695382984626,16.01796858023375,2.03694733280837,17.321294283347218,,,,,0.9415515603489226,13.831392026434916,,,,,,,,,,,,,,,,,,,,,3
2011-07-31,111.61535328984796,7.1002317548103715,51.109573723097085,,,1.0821975472293428,14.87016603511235,0.72695382984626,15.172603005184715,2.03694733280837,14.88817726843734,,,,,0.9415515603489226,15.574833258016485,,,,,,,,,,,,,,,,,,,,,3
2011-08-31,94.38671414786654,7.1002317548103715,40.9847439707252,,,1.0821975472293428,14.045396212917163,0.72695382984626,12.984331768967206,2.03694733280837,12.412170904841808,,,,,0.9415515603489226,13.960071290415174,,,,,,,,,,,,,,,,,,,,,3
2011-09-30,85.76116081374045,7.1002317548103715,34.9514571653108,,,1.0821975472293428,13.695053829544497,0.72695382984626,11.324412630600946,2.03694733280837,11.171079985211492,,,,,0.9415515603489226,14.61915720307271,,,,,,,,,,,,,,,,,,,,,3
2011-10-31,102.31544315244705,7.1002317548103715,38.76560668149403,,,1.0821975472293428,16.186388223974195,0.72695382984626,11.72948340421954,2.03694733280837,17.54989761026381,,,,,0.9415515603489226,18.08406723249548,,,,,,,,,,,,,,,,,,,,,3
2011-11-30,106.90770895571032,7.1002317548103715,41.53953083227373,,,1.0821975472293428,16.88951485415789,0.72695382984626,12.79940562295504,2.03694733280837,18.582251041885694,,,,,0.9415515603489226,17.097006604437965,,,,,,,,,,,,,,,,,,,,,3
2011-12-31,105.39739971737772,7.1002317548103715,43.61996124915477,,,,,0.72695382984626,13.627163343761332,2.03694733280837,18.022444852749775,,,,,0.9415515603489226,11.858842154016072,0.4198399980367491,18.26898811769577,,,,,,,,,,,,,,,,,,,3
2012-01-31,123.44388124554769,7.1002317548103715,52.70457579308614,,,,,0.72695382984626,16.004757489972718,2.03694733280837,23.23136436091228,,,,,0.9415515603489226,12.687407634875148,0.4198399980367491,18.815775966701388,,,,,,,,,,,,,,,,,,,3
2012-02-29,135.3522718554413,,,,,3.8462779827755216,59.29265284570341,0.72695382984626,17.281620178825584,2.03694733280837,28.85789288341215,,,,,0.9415515603489226,11.731732477864918,0.4198399980367491,18.18837346963524,,,,,,,,,,,,,,,,,,,3
2012-03-31,135.66886720022828,4.5404367663695995,35.92071058661731,,,,,0.72695382984626,18.22385321691157,2.03694733280837,29.912554953768822,,,,,,,0.4198399980367491,15.691037856313253,0.7520121227285327,35.92071058661731,,,,,,,,,,,,,,,,,3
2012-04-30,129.43696348090347,4.5404367663695995,29.224378682593706,,,,,0.72695382984626,17.087886639306067,2.03694733280837,34.128716727220905,,,,,,,0.4198399980367491,14.675278876688132,0.7520121227285327,34.32070255509467,,,,,,,,,,,,,,,,,3
2012-05-31,114.5496191506675,,,,,,,0.72695382984626,13.82089272361767,2.03694733280837,26.2175438833691,,,,,,,0.4198399980367491,14.524362041456348,0.7520121227285327,34.088435505195235,1.4932592654003471,25.898384997029147,,,,,,,,,,,,,,,3
2012-06-30,117.96910451703832,,,,,0.925558828500574,14.940132469199629,0.72695382984626,13.42022148708957,2.03694733280837,27.672211268636573,,,,,,,,,0.7520121227285327,35.75710296872999,1.4932592654003471,26.179436323382557,,,,,,,,,,,,,,,3
2012-07-31,124.32764729997444,,,,,0.925558828500574,14.503161784680447,0.72695382984626,17.510574973048158,2.03694733280837,33.59158049750984,,,,,,,,,0.7520121227285327,31.343291765103473,1.4932592654003471,27.37903827963252,,,,,,,,,,,,,,,3
2012-08-31,131.32753061861078,,,,,0.925558828500574,13.962159119677027,0.72695382984626,18.41317890001423,2.03694733280837,35.8183299773246,,,,,,,,,0.7520121227285327,33.312604578088134,1.4932592654003471,29.821258043506763,,,,,,,,,,,,,,,3
2012-09-30,130.65154873952278,5.820141039668312,33.99358485507203,,,0.925558828500574,14.590556980802305,0.72695382984626,17.052661224939833,2.03694733280837,34.981709402745444,,,,,,,,,,,1.4932592654003471,30.033036275963177,,,,,,,,,,,,,,,3
2012-10-31,119.62963712751268,5.820141039668312,30.86708294680271,,,0.925558828500574,15.913945739949948,0.72695382984626,15.166959728803272,2.03694733280837,30.880181474676395,,,,,,,,,,,1.4932592654003471,26.801467237280335,,,,,,,,,,,,,,,3
2012-11-30,121.2499993649744,,,,,0.925558828500574,17.790823579189635,0.72695382984626,14.812488484665764,2.03694733280837,28.36049027410176,,,,,,,,,0.7617482799252485,33.93673088867444,1.4932592654003471,26.349466138342788,,,,,,,,,,,,,,,3
2012-12-31,129.4173043927019,,,,,0.925558828500574,17.93231921834817,0.72695382984626,18.82688513439539,2.03694733280837,34.74709183466525,,,,,,,,,0.7617482799252485,33.843133811890716,1.4932592654003471,24.067874393402377,,,,,,,,,,,,,,,3
2013-01-31,134.6739025258646,,,,,0.925558828500574,19.19744392496012,0.72695382984626,20.96254772381567,2.03694733280837,39.32827297879149,,,,,,,,,0.7617482799252485,34.585689024689096,1.4932592654003471,20.59994887360824,,,,,,,,,,,,,,,3
2013-03-31,147.3367983898316,,,,,0.925558828500574,26.61756802993217,0.72695382984626,22.42992991910398,2.03694733280837,42.31435148686184,,,,,,,,,,,1.4932592654003471,20.136387068802424,1.0444950165154705,35.83856188513118,,,,,,,,,,,,,3
2013-04-30,155.50801098370252,,,,,0.925558828500574,25.65208550890661,0.72695382984626,24.78589658988594,2.03694733280837,42.476390218264115,,,,,,,,,,,1.4932592654003471,20.141835610395425,1.0444950165154705,42.45180305625042,,,,,,,,,,,,,3
2013-05-31,164.37461323747755,2.0727940517814782,23.646191384143545,,,,,0.72695382984626,28.390796584373,2.03694733280837,49.86057683566063,,,,,,,,,,,1.4932592654003471,20.45799058292433,1.0444950165154705,42.01905785037606,,,,,,,,,,,,,3
2013-06-30,168.56045650568967,2.0727940517814782,29.011124642009793,,,0.7765923467239451,18.157344607321523,0.72695382984626,27.839305666803437,2.03694733280837,52.37747071476381,,,,,,,,,,,,,1.0444950165154705,41.17521087479109,,,,,,,,,,,,,3
2013-07-31,163.48952678879368,2.0727940517814782,26.80441427606707,,,0.7765923467239451,21.35932309876288,0.72695382984626,28.98672657025344,2.03694733280837,47.79749397293778,,,,,,,,,,,,,1.0444950165154705,38.541568870772515,,,,,,,,,,,,,3
2013-08-31,158.239075786963,2.0727940517814782,27.472497454871885,,,0.7765923467239451,19.770557723016985,0.72695382984626,27.91513632658259,2.03694733280837,44.77146038985026,,,,,,,,,,,,,1.0444950165154705,38.309423892641256,,,,,,,,,,,,,3
2013-09-30,177.01102627190576,2.0727940517814782,35.36806061499207,,,0.7765923467239451,21.935919453484978,0.72695382984626,28.545486138726655,2.03694733280837,51.604423155792006,,,,,,,,,,,,,1.0444950165154705,39.55713690891006,,,,,,,,,,,,,3
2013-10-31,186.43291141591857,2.0727940517814782,35.79320858929698,,,0.7765923467239451,24.752346495110345,0.72695382984626,31.47075263170797,2.03694733280837,57.418193499118146,,,,,,,,,,,,,1.0444950165154705,36.998410200685115,,,,,,,,,,,,,3
2013-11-30,203.96565753403303,2.0727940517814782,42.71701314048352,,,0.7765923467239451,27.232492318603615,0.72695382984626,33.9159135735134,2.03694733280837,57.83093439706145,,,,,,,,,,,,,1.0444950165154705,42.26930410437107,,,,,,,,,,,,,3
2013-12-31,215.5199168883641,2.0727940517814782,44.032933415140306,,,0.7765923467239451,25.76942580137697,,,,,,,,,3.720356320792746,52.37021642401399,2.9468166406741187,52.37021642401399,,,,,1.0444950165154705,40.97712482381885,,,,,,,,,,,,,3
2014-01-31,207.4551189111265,2.0727940517814782,46.64455160274646,,,0.7765923467239451,27.771397234927846,,,,,,,,,3.720356320792746,48.33362967403352,2.9468166406741187,49.53409201150728,,,,,1.0444950165154705,35.17144838791138,,,,,,,,,,,,,3
2014-03-31,220.43751121567493,2.0727940517814782,47.899729675003854,,,,,0.6051672038732907,34.67337934051052,1.047730987461326,34.67337934051052,,,,,3.720356320792746,49.43733344295752,2.9468166406741187,53.75368941669254,,,,,,,,,,,,,,,,,,,3
2014-04-30,224.9641003074908,2.0727940517814782,52.88000514770041,,,,,0.6051672038732907,33.37249747320919,1.047730987461326,32.46308198224231,,,,,3.720356320792746,48.953686695493474,2.9468166406741187,57.29482900884539,,,,,,,,,,,,,,,,,,,3
