date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,JKHY_shares,JKHY_value,AAPL_shares,AAPL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,COR_shares,COR_value,PAYX_shares,PAYX_value,GPC_shares,GPC_value,EA_shares,EA_value,COP_shares,COP_value,RMD_shares,RMD_value,TRV_shares,TRV_value,EL_shares,EL_value,XOM_shares,XOM_value,GWW_shares,GWW_value,CVX_shares,CVX_value,WSM_shares,WSM_value,FAST_shares,FAST_value,CPRT_shares,CPRT_value,SYY_shares,SYY_value,ADP_shares,ADP_value,WDC_shares,WDC_value,TJX_shares,TJX_value,MU_shares,MU_value,JBL_shares,JBL_value,TSCO_shares,TSCO_value,KLAC_shares,KLAC_value,DVN_shares,DVN_value,F_shares,F_value,CMI_shares,CMI_value,HAS_shares,HAS_value,EMN_shares,EMN_value,DE_shares,DE_value,VLO_shares,VLO_value,CTRA_shares,CTRA_value,EOG_shares,EOG_value,URI_shares,URI_value,EBAY_shares,EBAY_value,MGM_shares,MGM_value,FCX_shares,FCX_value,DD_shares,DD_value,GEN_shares,GEN_value,NVR_shares,NVR_value,KR_shares,KR_value,CVS_shares,CVS_value,CSGP_shares,CSGP_value,GRMN_shares,GRMN_value,DECK_shares,DECK_value,VZ_shares,VZ_value,WMB_shares,WMB_value,J_shares,J_value,PWR_shares,PWR_value,FDX_shares,FDX_value,TTWO_shares,TTWO_value,GLW_shares,GLW_value,TER_shares,TER_value,AMP_shares,AMP_value,PKG_shares,PKG_value,HRL_shares,HRL_value,TXT_shares,TXT_value,PCAR_shares,PCAR_value,FSLR_shares,FSLR_value,PRU_shares,PRU_value,APA_shares,APA_value,SWKS_shares,SWKS_value,WST_shares,WST_value,ULTA_shares,ULTA_value,LUV_shares,LUV_value,PHM_shares,PHM_value,DAL_shares,DAL_value,UAL_shares,UAL_value,TGT_shares,TGT_value,LRCX_shares,LRCX_value,NEM_shares,NEM_value,STLD_shares,STLD_value,MPC_shares,MPC_value,PSX_shares,PSX_value,EPAM_shares,EPAM_value,WMT_shares,WMT_value,DHI_shares,DHI_value,SMCI_shares,SMCI_value,GE_shares,GE_value,HII_shares,HII_value,CF_shares,CF_value,RCL_shares,RCL_value,JBHT_shares,JBHT_value,NCLH_shares,NCLH_value,FANG_shares,FANG_value,ACGL_shares,ACGL_value,MOS_shares,MOS_value,MHK_shares,MHK_value,LEN_shares,LEN_value,NUE_shares,NUE_value,OXY_shares,OXY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
2005-09-30,100.0,0.3955517628258689,10.0,0.1201201201201201,10.0,0.39790609929711,10.0,0.2997016177169496,10.0,0.3418490446655592,10.0,1.2789643542426918,10.0,0.6567904485475335,10.0,0.3500973457165881,10.0,0.4457773385182882,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
2005-10-31,99.67260295236392,0.3955517628258689,10.455702205702336,0.1201201201201201,9.717717901006475,0.39790609929711,10.186595896502276,0.2997016177169496,9.937976408146811,0.3418490446655592,11.225338120763954,1.2789643542426918,9.87576222305827,0.6567904485475335,10.675001987140368,0.3500973457165881,9.951761184206836,0.4457773385182882,9.053846339593688,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
2005-11-30,106.40369069630538,0.3955517628258689,10.51323619824334,0.1201201201201201,10.697897604635886,0.39790609929711,11.102610666799029,0.2997016177169496,10.902364318605374,0.3418490446655592,11.592020201308902,1.2789643542426918,10.894028864688243,0.6567904485475335,11.860615429116152,0.3500973457165881,10.98751680412236,0.4457773385182882,9.084612737058984,,,0.5904767199434137,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
2005-12-31,106.94307744142075,0.3955517628258689,10.200735608825283,0.1201201201201201,11.02102102102102,0.39790609929711,10.0070779271737,0.2997016177169496,10.748485766219613,0.3418490446655592,11.507489032282294,1.2789643542426918,10.019488613559808,0.6567904485475335,12.888223495258703,0.3500973457165881,11.695412745037023,0.4457773385182882,10.088462001522291,,,0.5904767199434137,8.766681230521035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
2006-01-31,110.2608894178162,0.3955517628258689,9.974873626882262,0.1201201201201201,11.74174174174174,0.39790609929711,11.680967479634074,0.2997016177169496,10.404746495102856,0.3418490446655592,11.60518068012499,1.2789643542426918,10.377589143361512,0.6567904485475335,13.478276092938165,0.3500973457165881,11.331709168553528,,,,,0.5904767199434137,9.400419835162984,4.528542522758612,10.265385154314082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
2006-03-31,112.76680049956464,0.3955517628258689,9.95473420206828,,,0.39790609929711,12.896103223894889,0.2997016177169496,9.568120827275424,,,1.2789643542426918,10.470127735311014,0.6567904485475335,13.60092195796683,,,0.5207664497907601,11.255358510609636,0.6888224238374342,11.255358510609636,,,,,0.9943105059981232,11.255358510609636,1.3598637987885087,11.255358510609636,1.0238036081116118,11.255358510609636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
2006-04-30,113.3766576205966,0.3955517628258689,9.677765430700696,,,0.39790609929711,13.064420673254618,0.2997016177169496,9.45702690333747,,,1.2789643542426918,10.312903973570718,0.6567904485475335,13.126900819553688,,,0.5207664497907601,11.098101918181673,0.6888224238374342,12.161160365826724,,,,,0.9943105059981232,11.639106100658315,1.3598637987885087,10.843961116708872,1.0238036081116118,11.99531031880383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
2006-05-31,107.77058566537592,,,,,,,,,0.2919379603918011,10.539298475783577,1.2789643542426918,10.406257335444986,0.6567904485475335,11.796188862079807,,,,,,,,,,,,,1.3598637987885087,10.641238729933644,1.0238036081116118,11.69110988321608,0.745881795589325,10.539298475783577,0.5449143003164896,10.539298475783577,0.4448169791520553,10.539298475783577,0.2571319231139395,10.539298475783571,0.4199973016260082,10.539298475783577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
2006-06-30,110.22617442999594,,,,,0.330693119685411,10.523688761917509,,,0.2919379603918011,11.401729565554144,1.2789643542426918,9.76753138190651,0.6567904485475335,13.125386270961512,,,,,,,,,,,,,1.3598637987885087,10.732671108201014,1.0238036081116118,11.913090739073349,,,0.5449143003164896,11.191010316629354,,,,,,,0.5381717884894738,10.523688761917509,0.3731022129672383,10.523688761917509,0.6942537329945524,10.523688761917509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
2006-07-31,103.22049904255424,,,,,0.330693119685411,8.713889979273937,,,0.2919379603918011,10.529588518368351,1.2789643542426918,8.671879283297638,0.6567904485475335,11.259845740281976,,,,,,,,,,,,,1.3598637987885087,10.487794702215234,1.0238036081116118,12.3077249990005,,,0.5449143003164896,9.81295047919891,,,,,,,0.5381717884894738,10.40265122827238,0.3731022129672383,10.87787355520833,0.6942537329945524,10.156300557437005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
2006-08-31,102.82710373688364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.718859746587877,10.29617327282518,,,,,,,0.4049460231408738,10.29617327282518,,,0.3731022129672383,10.42660666773415,0.6942537329945524,10.031110886548031,0.2946617098334708,10.29617327282518,0.2129355283185979,10.29617327282518,0.3351682865487735,10.29617327282518,1.0896360763532,10.29617327282518,3.4418823585172182,10.29617327282518,5.868855509662824,10.29617327282518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
2006-09-30,105.89945490616424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.718859746587877,10.544681220308853,,,,,,,,,,,0.3731022129672383,11.136758190849289,,,0.2946617098334708,10.256815953534604,0.2129355283185979,10.378945883570395,0.3351682865487735,10.45099477481718,1.0896360763532,11.320194838515258,,,5.868855509662824,10.340189996981374,0.5449292505772502,10.49029134919576,0.443147259273443,10.49029134919576,0.9569100604012628,10.49029134919576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
