date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,EL_shares,EL_value,AAPL_shares,AAPL_value,SYY_shares,SYY_value,JKHY_shares,JKHY_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,GWW_shares,GWW_value,PAYX_shares,PAYX_value,EA_shares,EA_value,CAH_shares,CAH_value,TRV_shares,TRV_value,CPRT_shares,CPRT_value,WSM_shares,WSM_value,JNJ_shares,JNJ_value,DE_shares,DE_value,TJX_shares,TJX_value,GPC_shares,GPC_value,CVX_shares,CVX_value,HAS_shares,HAS_value,COP_shares,COP_value,FAST_shares,FAST_value,RMD_shares,RMD_value,ADM_shares,ADM_value,MU_shares,MU_value,WDC_shares,WDC_value,F_shares,F_value,CMI_shares,CMI_value,EMN_shares,EMN_value,TER_shares,TER_value,NVR_shares,NVR_value,XOM_shares,XOM_value,TTWO_shares,TTWO_value,ORLY_shares,ORLY_value,URI_shares,URI_value,TSCO_shares,TSCO_value,CSGP_shares,CSGP_value,CVS_shares,CVS_value,FCX_shares,FCX_value,MGM_shares,MGM_value,DVN_shares,DVN_value,EOG_shares,EOG_value,VZ_shares,VZ_value,FDX_shares,FDX_value,MOH_shares,MOH_value,BMY_shares,BMY_value,EBAY_shares,EBAY_value,CTSH_shares,CTSH_value,ETN_shares,ETN_value,GRMN_shares,GRMN_value,DECK_shares,DECK_value,TECH_shares,TECH_value,DLTR_shares,DLTR_value,J_shares,J_value,ROST_shares,ROST_value,NEM_shares,NEM_value,PWR_shares,PWR_value,LRCX_shares,LRCX_value,HRL_shares,HRL_value,ICE_shares,ICE_value,VLO_shares,VLO_value,IP_shares,IP_value,MPWR_shares,MPWR_value,AMAT_shares,AMAT_value,GE_shares,GE_value,GLW_shares,GLW_value,TXT_shares,TXT_value,MTCH_shares,MTCH_value,PKG_shares,PKG_value,EXPD_shares,EXPD_value,KLAC_shares,KLAC_value,CTRA_shares,CTRA_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,PHM_shares,PHM_value,TSN_shares,TSN_value,LUV_shares,LUV_value,SMCI_shares,SMCI_value,TPR_shares,TPR_value,RL_shares,RL_value,MOS_shares,MOS_value,AMP_shares,AMP_value,PRU_shares,PRU_value,WMT_shares,WMT_value,NUE_shares,NUE_value,STLD_shares,STLD_value,DHI_shares,DHI_value,NWSA_shares,NWSA_value,QCOM_shares,QCOM_value,UAL_shares,UAL_value,RCL_shares,RCL_value,NCLH_shares,NCLH_value,PSX_shares,PSX_value,HSIC_shares,HSIC_value,MHK_shares,MHK_value,LEN_shares,LEN_value,ACGL_shares,ACGL_value,CF_shares,CF_value,OXY_shares,OXY_value,FANG_shares,FANG_value,APA_shares,APA_value,INCY_shares,INCY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
2005-09-30,100.0,0.3955517628258689,10.0,0.1201201201201201,10.0,0.3979061294960228,10.0,0.2997016177169496,10.0,0.3418492675599332,10.0,1.278964432241326,10.0,0.6567904896865373,10.0,0.3500972989605551,10.0,0.4457773764206343,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
2005-10-31,99.67260822401808,0.3955517628258689,10.455696170061426,0.1201201201201201,9.717717901006475,0.3979061294960228,10.18659894644674,0.2997016177169496,9.937977551417752,0.3418492675599332,11.225345439973273,1.278964432241326,9.875759166192704,0.6567904896865373,10.675008919426512,0.3500972989605551,9.951757184103576,0.4457773764206343,9.0538462591467,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
2005-11-30,106.40370516562294,0.3955517628258689,10.513233934878,0.1201201201201201,10.697897604635886,0.3979061294960228,11.102616822046889,0.2997016177169496,10.90236317533443,0.3418492675599332,11.592023847449973,1.278964432241326,10.894029529069051,0.6567904896865373,11.86061867747955,0.3500972989605551,10.987519343268408,0.4457773764206343,9.084614359733656,,,0.3776267675396313,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
2005-12-31,106.73997979632918,0.3955517628258689,10.200737117735512,0.1201201201201201,11.02102102102102,0.3979061294960228,10.007080963493724,0.2997016177169496,10.748486909490554,0.3418492675599332,11.5074991435642,1.278964432241326,10.01948800489057,0.6567904896865373,12.888226807987795,0.3500972989605551,11.69541786067291,0.4457773764206343,10.088459458285191,,,,,0.6602642397543574,8.563562509187697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
2006-01-31,110.29955139924216,0.3955517628258689,9.974872117972032,0.1201201201201201,11.74174174174174,0.3979061294960228,11.68096760721038,0.2997016177169496,10.404743065290033,0.3418492675599332,11.605198679413162,1.278964432241326,10.377590995962375,0.6567904896865373,13.47827443171227,,,,,,,0.4954656273951618,10.798545808410832,0.6602642397543574,9.439071143118491,4.763745678214377,10.798545808410832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
2006-03-31,110.91378469400524,0.3955517628258689,9.954735710978506,0.1201201201201201,11.974775068036786,0.3979061294960228,12.89610723842196,0.2997016177169496,9.568124828723722,,,1.278964432241326,10.470127154124352,0.6567904896865373,13.600924062608362,,,0.5062304178412892,10.94119032450873,,,,,0.6602642397543574,9.625419657585372,,,0.5996930822034459,10.94119032450873,0.6135505898187386,10.94119032450873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
2006-04-30,108.22315463923395,0.3955517628258689,9.677766185155807,0.1201201201201201,11.244444517759948,0.3979061294960228,13.06442773633892,0.2997016177169496,9.45702747497294,,,1.278964432241326,10.312904602511177,0.6567904896865373,13.126899136318904,,,0.5062304178412892,10.78831933628412,,,,,0.6602642397543574,9.607296292804364,,,0.5996930822034459,10.203809454733872,0.6135505898187386,10.740259902353923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
2006-05-31,103.62560297403836,0.3955517628258689,9.370790470537813,,,,,,,0.2837231435521767,10.242730826994292,1.278964432241326,10.40625675036314,0.6567904896865373,11.796189600950871,,,,,,,,,0.6602642397543574,10.595981190220808,,,,,,,1.3089374892893109,10.242730826994292,0.8969678038466689,10.242730826994292,0.1968213727532324,10.242730826994292,0.5295807319543869,10.242730826994292,0.2498964311083013,10.242730826994292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
2006-06-30,107.18951312305,0.3955517628258689,10.366274377670724,,,0.3320916952095735,10.568192006330756,,,0.2837231435521767,11.080900537355086,1.278964432241326,9.76753380716029,0.6567904896865373,13.125380829446534,,,,,0.596062734302686,10.568192006330756,,,0.6602642397543574,10.008463539763577,,,0.6042372966126818,10.568192006330754,,,,,,,,,,,,,0.3579023819533397,10.568192006330756,0.3746801126841433,10.568192006330756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
