date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,EL_shares,EL_value,AAPL_shares,AAPL_value,ORCL_shares,ORCL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,PAYX_shares,PAYX_value,GWW_shares,GWW_value,EA_shares,EA_value,CVX_shares,CVX_value,COP_shares,COP_value,XOM_shares,XOM_value,TRV_shares,TRV_value,DE_shares,DE_value,FAST_shares,FAST_value,EOG_shares,EOG_value,GPC_shares,GPC_value,WDC_shares,WDC_value,SYY_shares,SYY_value,ADM_shares,ADM_value,RMD_shares,RMD_value,MU_shares,MU_value,MSFT_shares,MSFT_value,ADP_shares,ADP_value,F_shares,F_value,DVN_shares,DVN_value,EMN_shares,EMN_value,CMI_shares,CMI_value,HAS_shares,HAS_value,SNPS_shares,SNPS_value,A_shares,A_value,TER_shares,TER_value,GRMN_shares,GRMN_value,DECK_shares,DECK_value,CHRW_shares,CHRW_value,FCX_shares,FCX_value,CTRA_shares,CTRA_value,TXT_shares,TXT_value,VLO_shares,VLO_value,URI_shares,URI_value,NVR_shares,NVR_value,CSGP_shares,CSGP_value,EBAY_shares,EBAY_value,KLAC_shares,KLAC_value,FDX_shares,FDX_value,DLTR_shares,DLTR_value,PWR_shares,PWR_value,WSM_shares,WSM_value,J_shares,J_value,MNST_shares,MNST_value,GPN_shares,GPN_value,LRCX_shares,LRCX_value,AES_shares,AES_value,VZ_shares,VZ_value,NEM_shares,NEM_value,AMAT_shares,AMAT_value,IP_shares,IP_value,AXON_shares,AXON_value,AKAM_shares,AKAM_value,GE_shares,GE_value,MOS_shares,MOS_value,GLW_shares,GLW_value,TTWO_shares,TTWO_value,PKG_shares,PKG_value,HRL_shares,HRL_value,LLY_shares,LLY_value,FSLR_shares,FSLR_value,PHM_shares,PHM_value,PCAR_shares,PCAR_value,EXPD_shares,EXPD_value,NVDA_shares,NVDA_value,CTSH_shares,CTSH_value,TECH_shares,TECH_value,TSN_shares,TSN_value,PRU_shares,PRU_value,LUV_shares,LUV_value,SMCI_shares,SMCI_value,WST_shares,WST_value,KR_shares,KR_value,DD_shares,DD_value,HII_shares,HII_value,LULU_shares,LULU_value,SWKS_shares,SWKS_value,TPR_shares,TPR_value,BAX_shares,BAX_value,ALB_shares,ALB_value,STLD_shares,STLD_value,NUE_shares,NUE_value,RL_shares,RL_value,NWSA_shares,NWSA_value,PSX_shares,PSX_value,AMP_shares,AMP_value,NCLH_shares,NCLH_value,ENPH_shares,ENPH_value,DHI_shares,DHI_value,ANET_shares,ANET_value,ACGL_shares,ACGL_value,MHK_shares,MHK_value,BLDR_shares,BLDR_value,WY_shares,WY_value,CF_shares,CF_value,FANG_shares,FANG_value,OXY_shares,OXY_value,APA_shares,APA_value,LEN_shares,LEN_value,INCY_shares,INCY_value,VRTX_shares,VRTX_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
2005-09-30,100.0,0.3955516732980741,10.0,0.1201201201201201,10.0,0.3979061596949402,10.0,0.2997015491889352,10.0,0.341849133823274,10.0,1.2789645102399698,10.0,0.656790654242604,10.0,0.3500973223385701,10.0,0.4457773006159485,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
2005-10-31,99.67261170654326,0.3955516732980741,10.4556968213757,0.1201201201201201,9.717717901006475,0.3979061596949402,10.18659971955436,0.2997015491889352,9.937974135787403,0.341849133823274,11.225348872752273,1.2789645102399698,9.875762817762595,0.656790654242604,10.67500533036086,0.3500973223385701,9.951759851912724,0.4457773006159485,9.053845569787937,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
2005-11-30,106.4036847886352,0.3955516732980741,10.513227783074887,0.1201201201201201,10.697897604635886,0.3979061596949402,11.102615387837986,0.2997015491889352,10.902360682464,0.341849133823274,11.592018008422082,1.2789645102399698,10.894028973734338,0.656790654242604,11.8606178909209,0.3500973223385701,10.987516070422524,0.4457773006159485,9.084614515395485,,,0.6857137528069106,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
2005-12-31,107.07005540806648,0.3955516732980741,10.200733300026664,0.1201201201201201,11.02102102102102,0.3979061596949402,10.00708399981421,0.2997015491889352,10.748487881616608,0.341849133823274,11.507499857858448,1.2789645102399698,10.01948739622126,0.656790654242604,12.88822878434951,0.3500973223385701,11.695414635097489,0.4457773006159485,10.088460293495336,,,0.6857137528069106,8.893638238565945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
2006-01-31,110.66337085912842,0.3955516732980741,9.97487212365939,0.1201201201201201,11.74174174174174,0.3979061596949402,11.680967734786703,0.2997015491889352,10.404744116014536,0.341849133823274,11.60519153118012,1.2789645102399698,10.377590409132257,0.656790654242604,13.47827906136542,0.3500973223385701,11.33170974738528,,,,,0.6857137528069106,9.80289351337698,4.528538255868591,10.26538088048601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
2006-03-31,112.23349900779468,,,,,0.3979061596949402,12.896102145600407,0.2997015491889352,9.568120926026388,,,1.2789645102399698,10.470132671515646,0.656790654242604,13.600928722990854,,,0.5066242135967838,10.949702423610232,0.6701164211357761,10.949702423610232,,,,,0.9960004313556988,10.949702423610232,0.967308599218301,10.949702423610232,1.3229346643501845,10.949702423610232,0.5008699079792289,10.949702423610232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
2006-04-30,112.7468483733393,,,,,0.3979061596949402,13.06442569207506,0.2997015491889352,9.457028170761197,,,1.2789645102399698,10.312906451167311,0.656790654242604,13.12690618339398,,,0.5066242135967838,10.7967134836206,0.6701164211357761,11.830905875284556,,,,,0.9960004313556988,11.669549098434716,0.967308599218301,11.323031573096822,1.3229346643501845,10.549481556746509,0.5008699079792289,10.615900288758558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
2006-05-31,106.56922239781645,0.4470452677752572,10.59069277801698,,,,,,,,,1.2789645102399698,10.406259824428036,0.656790654242604,11.79619506189357,,,,,,,,,,,0.9960004313556988,11.373617356348152,,,1.3229346643501845,10.35225935285677,0.5008699079792289,9.687426912205051,0.2035077842196064,10.59069277801698,0.2583858847640176,10.59069277801698,0.3745291389410921,10.59069277801698,0.4220452667667932,10.59069277801698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
2006-06-30,110.95823713197083,,,,,,,,,,,1.2789645102399698,9.767532573267554,0.656790654242604,13.125390381598718,,,,,,,,,,,0.9960004313556988,11.58956898414542,,,1.3229346643501845,10.441204332430996,0.5008699079792289,10.28646116215758,,,0.2583858847640176,10.834879188233,0.3745291389410921,11.087261347649632,0.4220452667667932,11.028036026522123,0.3598275404598023,11.398951567982907,0.4041334758681756,11.398951567982907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
