date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,MKC_shares,MKC_value,MU_shares,MU_value,COP_shares,COP_value,EA_shares,EA_value,XOM_shares,XOM_value,HPQ_shares,HPQ_value,TRV_shares,TRV_value,KR_shares,KR_value,NEM_shares,NEM_value,CVX_shares,CVX_value,FCX_shares,FCX_value,AES_shares,AES_value,MSFT_shares,MSFT_value,KO_shares,KO_value,PG_shares,PG_value,SYY_shares,SYY_value,NVDA_shares,NVDA_value,CSCO_shares,CSCO_value,RMD_shares,RMD_value,SNPS_shares,SNPS_value,EMN_shares,EMN_value,CMI_shares,CMI_value,CHRW_shares,CHRW_value,GWW_shares,GWW_value,MTD_shares,MTD_value,F_shares,F_value,DLTR_shares,DLTR_value,ACN_shares,ACN_value,AMAT_shares,AMAT_value,VLO_shares,VLO_value,ETN_shares,ETN_value,EMR_shares,EMR_value,GPC_shares,GPC_value,GRMN_shares,GRMN_value,PKG_shares,PKG_value,KLAC_shares,KLAC_value,VZ_shares,VZ_value,EQIX_shares,EQIX_value,JBL_shares,JBL_value,CAH_shares,CAH_value,CVS_shares,CVS_value,URI_shares,URI_value,DVN_shares,DVN_value,CTRA_shares,CTRA_value,HAS_shares,HAS_value,NVR_shares,NVR_value,EOG_shares,EOG_value,FAST_shares,FAST_value,FFIV_shares,FFIV_value,CSGP_shares,CSGP_value,NOC_shares,NOC_value,FDX_shares,FDX_value,WDC_shares,WDC_value,EW_shares,EW_value,MOH_shares,MOH_value,GLW_shares,GLW_value,CTSH_shares,CTSH_value,WSM_shares,WSM_value,SBUX_shares,SBUX_value,LOW_shares,LOW_value,WMB_shares,WMB_value,LUV_shares,LUV_value,WYNN_shares,WYNN_value,CNC_shares,CNC_value,TER_shares,TER_value,AMP_shares,AMP_value,AXON_shares,AXON_value,LVS_shares,LVS_value,FSLR_shares,FSLR_value,MPWR_shares,MPWR_value,PRU_shares,PRU_value,GILD_shares,GILD_value,LRCX_shares,LRCX_value,TECH_shares,TECH_value,APA_shares,APA_value,TSN_shares,TSN_value,SMCI_shares,SMCI_value,DECK_shares,DECK_value,PCAR_shares,PCAR_value,RCL_shares,RCL_value,ROL_shares,ROL_value,GEN_shares,GEN_value,TXT_shares,TXT_value,ROST_shares,ROST_value,EXPD_shares,EXPD_value,TPR_shares,TPR_value,ULTA_shares,ULTA_value,LULU_shares,LULU_value,CPRT_shares,CPRT_value,MLM_shares,MLM_value,BAX_shares,BAX_value,ALB_shares,ALB_value,ADI_shares,ADI_value,WMT_shares,WMT_value,STLD_shares,STLD_value,A_shares,A_value,JBHT_shares,JBHT_value,NTAP_shares,NTAP_value,TGT_shares,TGT_value,RL_shares,RL_value,QCOM_shares,QCOM_value,AKAM_shares,AKAM_value,CMG_shares,CMG_value,PSX_shares,PSX_value,CF_shares,CF_value,TJX_shares,TJX_value,APD_shares,APD_value,EPAM_shares,EPAM_value,FANG_shares,FANG_value,DAL_shares,DAL_value,GE_shares,GE_value,MNST_shares,MNST_value,REGN_shares,REGN_value,DHI_shares,DHI_value,WY_shares,WY_value,MOS_shares,MOS_value,MHK_shares,MHK_value,NUE_shares,NUE_value,OXY_shares,OXY_value,ISRG_shares,ISRG_value,run
2006-07-31,102.10774257576612,,,,,0.39790609929711,10.484979175290189,,,0.2726936595483769,9.83548704238011,1.2789647442359584,8.671885586752227,0.6567904896865373,11.259848951015313,,,,,,,,,,,0.9941427973941992,11.951151744823184,0.4999357821221397,9.002966282761873,1.3204660126899497,10.183946911341616,,,,,,,,,0.3080434690819253,10.774893895720696,,,0.345973066635205,10.08691494378335,1.2105639018998735,9.855668041897545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2006-08-31,103.59642905369114,0.3484024700645661,10.071381034289836,,,,,,,,,,,,,,,,,0.5344325498145686,10.071381034289836,,,,,0.9941427973941992,12.502010097619715,,,,,,,,,0.3961050875046059,10.071381034289836,,,0.3080434690819253,10.763764593903089,,,0.345973066635205,9.668464700759069,1.2105639018998735,10.233903455670264,0.2853494789162527,10.071381034289836,0.3278507726467103,10.071381034289836,0.5166465795716355,10.071381034289836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2006-09-30,102.6759130550152,,,,,,,,,,,,,,,,,,,0.5344325498145686,11.145590581739022,0.3965133876178893,9.386360555056635,,,0.9941427973941992,14.162559527985104,,,,,,,,,,,,,0.3080434690819253,10.722617552149805,,,0.345973066635205,10.326982062801438,,,,,,,,,0.7038849256463129,9.386360555056635,0.4859185551594384,9.386360555056635,0.7498110604194349,9.386360555056635,0.2592804656831532,9.386360555056635,0.4875845458428899,9.386360555056635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2006-10-31,108.43907491739738,,,,,,,,,,,,,,,,,,,0.5344325498145686,11.837680774522855,0.3965133876178893,9.841052250886602,,,0.9941427973941992,14.745351396045988,,,,,,,,,,,,,0.3080434690819253,11.412952714930436,,,0.345973066635205,11.327098072345398,,,,,0.3051616746820635,9.858635638834206,,,,,,,0.7498110604194349,9.883338777715334,,,0.4875845458428899,9.815694014448155,18.500187023398585,9.858635638834206,0.6242929338948371,9.858635638834206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2006-11-30,112.97074695169404,0.5004593630522123,11.861848518492891,,,,,,,0.3309299107223737,11.861848518492891,,,,,0.2752875229721231,11.861848518492891,,,,,0.3965133876178893,9.600199832938609,,,,,,,,,,,0.8318352381687127,11.861848518492891,0.4371518728051009,11.861848518492891,,,,,,,0.345973066635205,11.477743327312169,,,,,0.3051616746820635,10.60978125743953,,,,,0.5720315174460732,11.861848518492891,,,,,0.4875845458428899,10.111931423046402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2006-12-31,117.23495318535927,0.5004593630522123,13.4680992508935,,,,,,,0.3309299107223737,12.020934579662796,,,,,,,,,,,0.3965133876178893,9.803232493473486,,,,,,,,,,,0.8318352381687127,11.341876924446648,0.4371518728051009,12.681424899899763,,,,,,,0.345973066635205,11.894233693307212,,,,,0.3051616746820635,10.867588532385602,,,,,0.5720315174460732,12.105102224177784,,,,,0.4875845458428899,10.36860875891541,,,,,0.6187255156317979,12.683851828197064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2007-01-31,115.7333414568658,0.5004593630522123,13.294937111624218,,,,,,,0.3309299107223737,12.768982060541855,,,,,,,,,,,0.3965133876178893,9.544370559192206,,,,,,,,,,,0.8318352381687127,10.52129702528926,0.4371518728051009,11.704983863695208,,,,,,,,,,,,,0.3051616746820635,10.771516572509212,,,,,0.5720315174460732,12.510498881461148,,,,,0.4875845458428899,9.745251640362024,,,,,0.6187255156317979,13.549708555975563,0.4256313918740455,11.321795186215102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2007-03-31,113.4603767835667,0.5004593630522123,13.491455192084526,,,,,,,0.3309299107223737,12.269972769389993,,,,,,,,,,,,,,,,,,,,,,,0.8318352381687127,9.814461259398191,0.4371518728051009,12.120576143347076,,,0.2773941253132927,10.9508342432397,,,,,,,,,0.3051616746820635,11.009740203148429,,,,,,,,,,,,,,,,,,,,,0.5923029570028949,10.9508342432397,0.4591638687291557,10.9508342432397,0.3450370087971328,10.9508342432397,0.1934473811353249,10.9508342432397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2007-04-30,119.51249143481488,,,,,,,,,0.3309299107223737,12.208448568458572,,,,,,,,,,,,,,,,,,,,,,,,,0.4371518728051009,12.297906444350668,,,0.2773941253132927,11.521233743907285,,,,,1.1343515730131792,11.984169669430552,,,0.3051616746820635,11.579884661515043,,,,,,,,,,,,,,,,,,,0.4332671632516947,11.984169669430552,,,,,,,,,0.1227634637599941,11.984169669430552,2.864900416134968,11.984169669430552,0.9143567977449442,11.984169669430552,0.4285014611956608,11.984169669430552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2007-05-31,124.58253211918492,,,0.0989347980541197,12.72598355678149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4371518728051009,13.73074681626589,,,0.2773941253132927,12.071312059338826,,,,,1.1343515730131792,12.313118600708762,,,0.3051616746820635,12.130671310859569,,,,,,,,,,,,,,,,,,,0.4332671632516947,11.49024536776891,,,,,,,,,0.1227634637599941,12.067648862251785,2.864900416134968,12.431343156338883,0.9143567977449442,12.895478832089324,,,0.9012461167179144,12.72598355678149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2007-06-30,127.59694658267864,,,0.0989347980541197,13.516471627073768,,,,,0.3091641740884847,12.492759310598514,,,,,,,,,,,,,,,,,,,,,,,,,0.4371518728051009,14.000379724751244,,,,,,,,,,,,,0.3051616746820635,12.630780056664015,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1824304009521167,12.492759310598515,,,,,,,,,,,0.3245052283289697,12.492759310598515,0.4334320017419243,12.492759310598515,0.4436980019263895,12.492759310598515,0.4438153456994884,12.492759310598515,0.3088128488775082,12.492759310598515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2007-07-31,127.4363925638549,,,0.0989347980541197,12.545921499702889,,,,,0.3091641740884847,12.766014096058436,,,,,,,,,,,,,,,,,,,,,,,,,0.4371518728051009,14.417718817554524,,,,,,,,,,,,,0.3051616746820635,12.783719436622093,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1824304009521167,11.728822263777005,,,,,,,,,,,0.3245052283289697,11.334140814571647,0.4334320017419243,13.05425632887685,0.4436980019263895,12.564832477705256,0.4438153456994884,12.071131007537392,0.3088128488775082,14.169835821448796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2007-08-31,132.53831957775526,0.4648134757636377,12.328221554185603,,,,,,,0.3091641740884847,13.214150245923175,,,,,,,,,,,,,,,,,,,1.1107781479358032,12.328221554185603,,,,,0.4371518728051009,14.678545119593478,,,,,,,,,,,,,0.3051616746820635,13.158561773547495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1824304009521167,12.299423894147589,,,,,,,,,,,0.3245052283289697,11.587857348587598,,,0.4436980019263895,13.141420353419516,0.4438153456994884,12.60389853284322,0.3088128488775082,17.198019201321973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2007-09-30,139.7486137096363,,,,,,,,,0.3091641740884847,13.132830482237,,,,,,,,,,,0.5494818422332786,14.22795009516664,,,,,,,,,,,,,0.4371518728051009,15.732514642883691,,,0.2913565508262661,14.22795009516664,,,,,,,,,0.3051616746820635,14.130606895432194,,,,,,,,,,,,,,,,,,,,,0.7200617224770913,14.22795009516664,,,,,,,,,3.221010694753092,14.22795009516664,,,,,,,0.3245052283289697,11.384961118083524,,,,,,,,,0.8689432781196044,14.22795009516664,0.4719726322319033,14.22795009516664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
