date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,SYY_shares,SYY_value,AAPL_shares,AAPL_value,MSFT_shares,MSFT_value,JKHY_shares,JKHY_value,CHRW_shares,CHRW_value,MU_shares,MU_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,TRV_shares,TRV_value,CVX_shares,CVX_value,ADP_shares,ADP_value,GRMN_shares,GRMN_value,COP_shares,COP_value,EL_shares,EL_value,FCX_shares,FCX_value,GWW_shares,GWW_value,EA_shares,EA_value,WDC_shares,WDC_value,DECK_shares,DECK_value,IBM_shares,IBM_value,XOM_shares,XOM_value,SNPS_shares,SNPS_value,ADI_shares,ADI_value,ACN_shares,ACN_value,RMD_shares,RMD_value,TTWO_shares,TTWO_value,DD_shares,DD_value,EBAY_shares,EBAY_value,EMN_shares,EMN_value,KLAC_shares,KLAC_value,F_shares,F_value,HAS_shares,HAS_value,GPC_shares,GPC_value,FFIV_shares,FFIV_value,EQIX_shares,EQIX_value,DVN_shares,DVN_value,EOG_shares,EOG_value,GLW_shares,GLW_value,CSGP_shares,CSGP_value,TXT_shares,TXT_value,GEN_shares,GEN_value,NVR_shares,NVR_value,WSM_shares,WSM_value,DE_shares,DE_value,VLO_shares,VLO_value,ROST_shares,ROST_value,ADSK_shares,ADSK_value,BMY_shares,BMY_value,CTSH_shares,CTSH_value,LRCX_shares,LRCX_value,DLTR_shares,DLTR_value,MNST_shares,MNST_value,TXN_shares,TXN_value,GPN_shares,GPN_value,J_shares,J_value,FDX_shares,FDX_value,PWR_shares,PWR_value,SPGI_shares,SPGI_value,AXON_shares,AXON_value,AMAT_shares,AMAT_value,CMI_shares,CMI_value,EXPD_shares,EXPD_value,GE_shares,GE_value,MOS_shares,MOS_value,PHM_shares,PHM_value,DHI_shares,DHI_value,MPWR_shares,MPWR_value,VRTX_shares,VRTX_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,HRL_shares,HRL_value,CTRA_shares,CTRA_value,TKO_shares,TKO_value,PRU_shares,PRU_value,FAST_shares,FAST_value,LUV_shares,LUV_value,SMCI_shares,SMCI_value,LULU_shares,LULU_value,ULTA_shares,ULTA_value,ISRG_shares,ISRG_value,RL_shares,RL_value,TECH_shares,TECH_value,TER_shares,TER_value,APA_shares,APA_value,NEM_shares,NEM_value,TJX_shares,TJX_value,TPR_shares,TPR_value,ALB_shares,ALB_value,EMR_shares,EMR_value,WMT_shares,WMT_value,JBHT_shares,JBHT_value,SLB_shares,SLB_value,A_shares,A_value,QCOM_shares,QCOM_value,NWSA_shares,NWSA_value,SWKS_shares,SWKS_value,PSX_shares,PSX_value,CMG_shares,CMG_value,DXCM_shares,DXCM_value,EPAM_shares,EPAM_value,WST_shares,WST_value,ENPH_shares,ENPH_value,AMP_shares,AMP_value,ACGL_shares,ACGL_value,BIIB_shares,BIIB_value,AOS_shares,AOS_value,ANET_shares,ANET_value,MHK_shares,MHK_value,APTV_shares,APTV_value,HSIC_shares,HSIC_value,STLD_shares,STLD_value,MPC_shares,MPC_value,FANG_shares,FANG_value,WY_shares,WY_value,TSN_shares,TSN_value,NUE_shares,NUE_value,CF_shares,CF_value,OXY_shares,OXY_value,INCY_shares,INCY_value,LEN_shares,LEN_value,CPRT_shares,CPRT_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2005-09-30,100.0,0.3955517329832662,10.0,0.1201201201201201,10.0,0.39790609929711,10.0,0.2997015834529385,10.0,0.3418491115338409,10.0,1.2789641982454518,10.0,0.6567903662695413,10.0,0.3500972755825433,10.0,0.4457774143229869,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2005-10-31,99.67259062650866,0.3955517329832662,10.45569764459131,0.1201201201201201,9.717717901006475,0.39790609929711,10.186598932284896,0.2997015834529385,9.937976415237788,0.3418491115338409,11.225337708424007,1.2789641982454518,9.875759188923473,0.6567903662695413,10.675003155309172,0.3500972755825433,9.951754516294786,0.4457774143229869,9.05384447819382,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2005-11-30,106.40369009341624,0.3955517329832662,10.513233896156803,0.1201201201201201,10.697897604635886,0.39790609929711,11.102617497309916,0.2997015834529385,10.902363072169884,0.3418491115338409,11.592017252593024,1.2789641982454518,10.894028755642177,0.6567903662695413,11.860615196031606,0.3500972755825433,10.98751126423534,0.4457774143229869,9.084617682914493,,,0.479227745113492,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2005-12-31,106.60063015166496,0.3955517329832662,10.200737857045857,0.1201201201201201,11.02102102102102,0.39790609929711,10.007083998738937,0.2997015834529385,10.748486823918231,0.3418491115338409,11.507489979184088,1.2789641982454518,10.019489221040407,0.6567903662695413,12.888224386171007,0.3500972755825433,11.69541707970254,0.4457774143229869,10.088461166312367,,,0.479227745113492,8.42421861853051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2006-01-31,109.18431899842405,0.3955517329832662,9.974875892143103,0.1201201201201201,11.74174174174174,0.39790609929711,11.680972033308,0.2997015834529385,10.404744162287749,0.3418491115338409,11.605190774492112,1.2789641982454518,10.377589097306387,0.6567903662695413,13.478271899020084,0.3500972755825433,11.331710905048547,,,,,0.479227745113492,8.323838994139196,4.528541316193087,10.2653834989371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2006-03-31,110.98040539940295,0.3955517329832662,9.954734959938436,,,0.39790609929711,12.89610170600358,0.2997015834529385,9.568125449734156,,,1.2789641982454518,10.470128897684122,0.6567903662695413,13.600919001412764,,,0.5042357776457199,10.89807907692598,0.6669570976227909,10.89807907692598,,,,,0.5713885215207135,10.89807907692598,0.6111329692693268,10.89807907692598,0.3405013245898159,10.89807907692598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2006-04-30,108.4050003838584,0.3955517329832662,9.67776696392196,,,0.39790609929711,13.064422191145928,0.2997015834529385,9.457031538497244,,,1.2789641982454518,10.312899056544111,0.6567903662695413,13.126901680566208,,,0.5042357776457199,10.745811390035945,0.6669570976227909,11.775128016493468,,,,,0.5713885215207135,9.672498389536216,0.6111329692693268,10.697940396358035,0.3405013245898159,9.874600760759312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2006-05-31,101.04292577398706,,,,,0.39790609929711,12.237756574860049,,,0.2691959920933589,9.718286054877902,1.2789641982454518,10.406254846462543,0.6567903662695413,11.79618863706616,,,,,,,,,,,0.5713885215207135,9.071719140689355,0.6111329692693268,8.939576300519443,,,0.6008514640726951,9.718286054877902,0.8510414254796982,9.718286054877902,0.5024653219159734,9.718286054877902,1.241917571928839,9.718286054877902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2006-06-30,103.69350051329349,,,,,,,,,0.2691959920933589,10.513539920665146,1.2789641982454518,9.76753262997637,0.6567903662695413,13.12538462670735,,,,,,,,,,,,,,,,,,,0.8510414254796982,9.902810278442535,0.5024653219159734,10.319230317030534,1.241917571928839,9.801779267800116,0.3568685627059725,10.06580586816786,0.3400243049244223,10.06580586816786,0.4456785417027685,10.06580586816786,0.3527419563171634,10.06580586816786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
