date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,SYY_shares,SYY_value,AAPL_shares,AAPL_value,MSFT_shares,MSFT_value,JKHY_shares,JKHY_value,CHRW_shares,CHRW_value,MU_shares,MU_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,TRV_shares,TRV_value,CVX_shares,CVX_value,ADP_shares,ADP_value,GRMN_shares,GRMN_value,COP_shares,COP_value,EL_shares,EL_value,FCX_shares,FCX_value,GWW_shares,GWW_value,EA_shares,EA_value,WDC_shares,WDC_value,DECK_shares,DECK_value,IBM_shares,IBM_value,XOM_shares,XOM_value,SNPS_shares,SNPS_value,ADI_shares,ADI_value,ACN_shares,ACN_value,RMD_shares,RMD_value,TTWO_shares,TTWO_value,DD_shares,DD_value,EBAY_shares,EBAY_value,EMN_shares,EMN_value,KLAC_shares,KLAC_value,F_shares,F_value,HAS_shares,HAS_value,GPC_shares,GPC_value,FFIV_shares,FFIV_value,EQIX_shares,EQIX_value,DVN_shares,DVN_value,EOG_shares,EOG_value,GLW_shares,GLW_value,CSGP_shares,CSGP_value,TXT_shares,TXT_value,GEN_shares,GEN_value,NVR_shares,NVR_value,WSM_shares,WSM_value,DE_shares,DE_value,VLO_shares,VLO_value,ROST_shares,ROST_value,ADSK_shares,ADSK_value,BMY_shares,BMY_value,CTSH_shares,CTSH_value,LRCX_shares,LRCX_value,DLTR_shares,DLTR_value,MNST_shares,MNST_value,TXN_shares,TXN_value,GPN_shares,GPN_value,J_shares,J_value,FDX_shares,FDX_value,PWR_shares,PWR_value,SPGI_shares,SPGI_value,AXON_shares,AXON_value,AMAT_shares,AMAT_value,CMI_shares,CMI_value,EXPD_shares,EXPD_value,GE_shares,GE_value,MOS_shares,MOS_value,PHM_shares,PHM_value,DHI_shares,DHI_value,MPWR_shares,MPWR_value,VRTX_shares,VRTX_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,HRL_shares,HRL_value,CTRA_shares,CTRA_value,TKO_shares,TKO_value,PRU_shares,PRU_value,FAST_shares,FAST_value,LUV_shares,LUV_value,SMCI_shares,SMCI_value,LULU_shares,LULU_value,ULTA_shares,ULTA_value,ISRG_shares,ISRG_value,RL_shares,RL_value,TECH_shares,TECH_value,TER_shares,TER_value,APA_shares,APA_value,NEM_shares,NEM_value,TJX_shares,TJX_value,TPR_shares,TPR_value,ALB_shares,ALB_value,EMR_shares,EMR_value,WMT_shares,WMT_value,JBHT_shares,JBHT_value,SLB_shares,SLB_value,A_shares,A_value,QCOM_shares,QCOM_value,NWSA_shares,NWSA_value,SWKS_shares,SWKS_value,PSX_shares,PSX_value,CMG_shares,CMG_value,DXCM_shares,DXCM_value,EPAM_shares,EPAM_value,WST_shares,WST_value,ENPH_shares,ENPH_value,AMP_shares,AMP_value,ACGL_shares,ACGL_value,BIIB_shares,BIIB_value,AOS_shares,AOS_value,ANET_shares,ANET_value,MHK_shares,MHK_value,APTV_shares,APTV_value,HSIC_shares,HSIC_value,STLD_shares,STLD_value,MPC_shares,MPC_value,FANG_shares,FANG_value,WY_shares,WY_value,TSN_shares,TSN_value,NUE_shares,NUE_value,CF_shares,CF_value,OXY_shares,OXY_value,INCY_shares,INCY_value,LEN_shares,LEN_value,CPRT_shares,CPRT_value,run
2006-07-31,98.39290029137982,,,,,,,,,0.2691959920933589,9.709336610789563,1.2789641982454518,8.671878835432901,0.6567903662695413,11.259844329729338,,,,,,,,,,,,,,,,,,,0.8510414254796982,10.230855867586088,0.5024653219159734,9.048519814667202,1.241917571928839,9.578147265752683,,,0.3400243049244223,10.669171826943908,0.4456785417027685,9.75237098844888,0.3527419563171634,9.068202813345165,0.3801438104268413,10.404571938684107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2006-08-31,99.13630390386491,0.3435031776158724,9.929754318575249,,,,,,,,,,,,,,,,,0.5269172024611609,9.929754318575249,,,,,,,,,,,,,,,,,,,,,0.3400243049244223,10.44534406779544,0.4456785417027685,10.519010029624836,0.3527419563171634,8.927870468323578,0.3801438104268413,9.665553426669575,0.6872386579410275,9.929754318575249,0.5093814434312971,9.929754318575249,0.2053575561955554,9.929754318575249,0.1997238050248719,9.929754318575249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2006-09-30,100.27738491773802,,,,,,,,,,,,,,,,,,,0.5269172024611609,10.988858016123958,0.4935573378735353,9.50134307041412,,,,,,,,,,,,,,,,,0.3183127906728649,9.50134307041412,,,0.4456785417027685,10.550211641855515,,,,,0.6872386579410275,10.864540224231558,,,,,0.1997238050248719,10.865716613042256,0.8666995480635654,9.50134307041412,3.614204619258779,9.50134307041412,0.2212738399475207,9.50134307041412,0.272958347075093,9.50134307041412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2006-10-31,105.3532970534832,,,,,,,,,,,,,,,,,,,0.5269172024611609,11.671215833511754,0.4935573378735353,9.935934818817014,,,,,,,,,,,,,,,,,0.3183127906728649,10.42151273022976,,,0.4456785417027685,11.061277983977748,,,,,0.6872386579410275,10.880705055640494,,,,,,,0.8666995480635654,9.59583416341513,3.614204619258779,10.6759588823184,0.2212738399475207,10.706114066262115,,,0.4532373014623549,10.202371759655396,0.5040191248209056,10.202371759655396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2006-11-30,109.49689319392238,0.4801373338229122,11.380181040888123,,,,,,,,,,,,,,,,,,,0.4935573378735353,10.235802004965771,,,,,,,,,0.798057314481218,11.380181040888123,,,,,,,0.3183127906728649,10.560106729336432,,,,,,,,,0.6872386579410275,11.123156553915114,,,,,,,0.8666995480635654,10.771689524086758,,,0.2212738399475207,10.658570544247327,,,0.4532373014623549,11.580212706570553,0.5040191248209056,10.426812008136071,0.4721069501895593,11.380181040888123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2006-12-31,113.4549952458994,0.4801373338229122,12.921205316609027,,,,,,,,,,,,,,,,,0.415359915934834,11.137876367618702,0.4935573378735353,10.495617927420092,,,,,,,,,0.798057314481218,10.881322916094796,,,,,,,,,0.3127514523426238,11.1378763676187,0.4504961455474501,11.137876367618702,,,0.3839430120830434,11.137876367618702,0.6872386579410275,10.99654471231435,,,,,,,,,,,,,,,,,,,0.4721069501895593,12.470922535367617,0.5433120533331095,11.137876367618702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2007-01-31,114.40065436199616,0.4801373338229122,12.755075645169898,,,,,,,,,,,,,,,,,0.415359915934834,11.927060049447654,0.4935573378735353,9.864629542790802,,,,,,,,,0.798057314481218,10.094065422792482,,,,,,,,,0.3127514523426238,11.039412583922378,0.4504961455474501,10.84377633534425,,,0.3839430120830434,10.280281979003735,0.6872386579410275,12.950319932647997,,,,,,,,,,,,,,,,,,,,,0.5433120533331095,11.898204221948324,0.733522263986077,12.747828648928657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2007-03-31,114.6775989395951,0.4801373338229122,12.943612848888955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798057314481218,9.415928744255853,,,,,,,0.3521231218877788,11.731530708555916,0.3127514523426238,11.283575470456984,,,,,0.3839430120830434,10.645297624657838,,,,,0.2072384758759566,11.731530708555916,0.2391034793533514,11.731530708555916,,,,,,,,,,,,,,,,,,,0.306302935050129,11.731530708555916,0.9385488791497142,11.731530708555916,0.6345287909268145,11.731530708555916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2007-04-30,116.75227794854432,0.4801373338229122,12.38231735264249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798057314481218,8.940456532455066,,,,,,,,,0.3127514523426238,11.867890637146226,,,,,0.3839430120830434,10.801041597725597,,,,,0.2072384758759566,12.548662696745073,0.2391034793533514,11.743180144126828,,,,,,,,,,,,,,,,,,,0.306302935050129,11.504121717958396,0.9385488791497142,12.011105810792104,0.6345287909268145,12.63202912232908,0.4124022037613914,12.321472336623456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2007-05-31,119.23796418117188,,,0.0968836541432413,12.462144905509849,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798057314481218,9.493876206261382,,,,,,,0.3556830007704006,12.462144905509849,0.3127514523426238,12.432376084713969,,,,,0.3839430120830434,12.059474928093517,,,,,0.2072384758759566,13.373405329493163,0.2391034793533514,11.384430978035745,,,,,,,,,,,,,,,,,,,0.306302935050129,11.70269445773918,0.9385488791497142,11.522735053604924,0.6345287909268145,12.344681332210294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2007-06-30,120.5621472786038,,,0.0968836541432413,13.236244355984912,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798057314481218,9.766689278933672,,,,,,,,,0.3127514523426238,12.944926780878182,,,,,0.3839430120830434,12.296292560914509,,,,,0.2072384758759566,14.191599819633833,0.2391034793533514,11.023354113888212,,,,,,,,,,,,,,,,,,,,,0.9385488791497142,11.388254372284038,,,,,2.4290333250526457,11.90492866536215,0.6713158244120554,11.904928665362148,0.4229321308247683,11.904928665362148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2007-07-31,116.30138222215724,,,0.0968836541432413,12.285815945372072,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798057314481218,9.252242575043358,,,,,,,,,0.3127514523426238,13.101666387943066,,,,,0.3839430120830434,12.662834347234003,,,,,0.2072384758759566,13.323785539695075,0.2391034793533514,11.33085196579753,,,,,,,,,,,,,,,,,,,,,0.9385488791497142,11.466112032818742,,,,,2.4290333250526457,10.754879225926524,0.6713158244120554,10.62005864403104,0.4229321308247683,11.503135558295815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2007-08-31,118.06034669816714,,,,,,,,,,,1.454689588786776,10.337943226545724,,,,,,,0.4562199159823195,10.337943226545724,,,,,,,,,,,,,,,,,,,,,0.3127514523426238,13.485832746542467,,,,,0.3839430120830434,12.891916555943377,,,,,0.2072384758759566,13.971981298697845,0.2391034793533514,12.332551102961968,,,,,,,,,,,,,,,,,,,,,0.9385488791497142,12.067727936508325,,,,,2.4290333250526457,9.870222692601647,0.6713158244120554,10.753386324329949,0.4229321308247683,12.010841587490134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2007-09-30,122.30086980897008,,,,,,,,,,,1.454689588786776,10.46487147451904,,,,,,,0.4562199159823195,9.27495085711374,0.6070284524533696,12.706357292994271,,,,,,,,,,,,,,,,,,,0.3127514523426238,14.482056312546613,0.4907181705956571,12.70635729299427,,,0.3839430120830434,13.8176043532107,,,0.3454726902791021,12.70635729299427,,,,,,,2.0830094248599225,12.706357292994268,,,,,,,,,,,,,,,,,,,,,,,2.4290333250526457,10.729600346608631,,,,,0.341660601295878,12.70635729299427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
