tic,anchor_date,mkvaltq,EV,Pred_EBIT_dollar,True_EBIT_dollar,Pred_EBIT_EV,True_EBIT_EV
PYPL,2023-09-30,63136.8,110704.8,1325.928780302619,1241.8713762994412,0.01197715709077311,0.01121786387129954
HAS,2023-09-30,9174.8747,14609.274700000002,148.60281927350096,152.85270142528285,0.010171813613272735,0.010462716634747297
UNH,2023-09-30,466375.75,599718.75,6071.29676884049,5443.432243334862,0.010123573373086116,0.009076641748044165
DECK,2023-09-30,13274.832,13363.247000000001,106.33837384636563,41.522522429695876,0.007957525131905863,0.003107218060827273
HWM,2023-09-30,19043.1138,23918.1138,130.31492024500218,34.73442405857044,0.00544837779996691,0.001452222543508863
LRCX,2023-09-30,82778.7674,86876.3934,461.04922883010244,272.4012591591571,0.005306956363937899,0.003135503771490094
AAPL,2023-09-30,2662325.9438,2872819.9438,12517.353281740765,-1927.84822378544,0.004357165964666596,-0.0006710647591910664
STX,2023-09-30,13795.487,21139.487,74.7918429515306,71.60921975931281,0.0035380159864584508,0.0033874625131306547
IT,2023-09-30,27005.6843,31941.718299999997,60.39947341522313,-65.04591263592216,0.0018909274963840356,-0.002036393660009273
AMZN,2023-09-30,1313149.6,1535604.6,2257.904667001516,9813.554097097727,0.0014703685226011409,0.006390677715538053
MSFT,2023-09-30,2346338.25,2454825.25,1849.577222662147,3490.946054453521,0.0007534455752653461,0.001422075178041093
ILMN,2023-09-30,21690.24,24347.24,-38.54312989509827,-82.39511888363633,-0.001583059512909811,-0.003384166701590666
AMD,2023-09-30,166054.3,171478.3,-548.2540086434005,-1584.8246225904786,-0.0031972209232503505,-0.009242129310766895
MU,2023-08-31,76794.12,86293.12,2250.4733416056843,1106.308296391531,0.02607940634903089,0.012820353423210694
ADBE,2023-08-31,255059.04,260740.04000000004,-1303.867164845609,-762.4839852219451,-0.005000640349850406,-0.002924307234216674
CSCO,2023-07-31,211594.64,238099.64,4640.454247077289,3721.412965409432,0.019489547514970156,0.015629645493833725
NVDA,2023-07-31,1153739.01,1166330.01,-10186.475942208875,-9217.39668432168,-0.008733785339373095,-0.007902906214615604
UAL,2023-06-30,17996.2077,62488.2077,3509.514372693252,3387.5964094963106,0.05616282658549114,0.05421177105542604
ALK,2023-06-30,6772.3666,13600.366600000001,639.8426338614078,600.0995157130191,0.04704598432379078,0.04412377499537542
TPR,2023-06-30,9732.72,12940.119999999997,475.32301445637074,436.66098806398463,0.036732504370621824,0.03374474023919289
CNC,2023-06-30,36827.9024,71744.90239999999,1606.1921595657925,1556.5191995194293,0.02238754400432208,0.02169518875140918
NEM,2023-06-30,33829.38,39612.38,856.9857245304516,1245.417712316683,0.021634290202468313,0.03144011322512515
SWKS,2023-06-30,17621.848,19073.848000000005,411.90493496505735,314.8068709271383,0.02159527196426527,0.016504633513234362
HAS,2023-06-30,8984.8296,14433.229599999999,271.45052287350285,232.53199563433424,0.018807330749696025,0.016110877612196668
MMM,2023-06-30,55248.8793,72173.8793,1286.7954267101625,1272.976441652613,0.017829101597288847,0.017637633642516606
DECK,2023-06-30,13790.9218,13637.9698,195.20751604581238,18.630473378878946,0.01431353191923129,0.001366073810991937
UNH,2023-06-30,445553.28,575989.28,7808.1005219261715,7043.954946501287,0.0135559823646825,0.012229316049946775
PYPL,2023-06-30,73536.46,120692.46,1437.4809909979965,2164.9475471749497,0.011910279987647914,0.01793771994683802
AMZN,2023-06-30,1344402.68,1573353.68,8009.98862745645,6779.878745623543,0.00509102862838599,0.0043091892381270204
HWM,2023-06-30,20427.1452,25334.1452,112.72697068890334,119.74932730141737,0.00444960624481237,0.004726795648957493
AAPL,2023-06-30,3035216.956,3222626.956,12309.51995642954,1538.3718122910047,0.0038197160653395653,0.0004773657743496529
LRCX,2023-06-30,85691.3094,89642.20040000002,241.17342820426165,-197.6179774330535,0.002690400582851619,-0.0022045194846985645
MSFT,2023-06-30,2530893.28,2662073.28,691.5736230832254,-301.1836111229531,0.0002597875979894984,-0.00011313873790993204
STX,2023-06-30,12831.1574,20244.1574,-1.1786104637950894,-42.4536098942217,-5.821978363965345e-05,-0.0020970796193385505
IT,2023-06-30,27736.1446,32792.7646,-29.091701853642952,-14.977606622601279,-0.0008871378247152407,-0.000456735100114166
ILMN,2023-06-30,29623.42,31753.42,-115.25595506368643,-128.98240754946536,-0.003629717840273156,-0.004062000488434486
AMD,2023-06-30,183850.74,188935.74,-1851.193427618558,-1868.2238279259223,-0.00979800554208832,-0.00988814412734151
MU,2023-05-31,74679.0,83753.0,219.87775126323982,-279.7112301744619,0.002625311944207847,-0.003339715952556468
ADBE,2023-05-31,190512.24,197040.24,-897.4865925855012,94.85531425621554,-0.004554839116037928,0.0004814007243201467
CSCO,2023-04-30,192543.75,218571.75,4648.03807835178,4132.861166529554,0.021265502419007855,0.018908487334385864
NVDA,2023-04-30,686232.77,697619.77,-3868.503783458736,-4921.8313079131385,-0.005545289783657845,-0.007055177504377691
UAL,2023-03-31,14512.6283,59857.6283,3138.6525391017462,2923.3456741095742,0.052435297358778686,0.04883831446608743
ALK,2023-03-31,5339.1163,12449.1163,446.9452394921722,459.2796517785801,0.035901764327815965,0.03689255050003671
TPR,2023-03-31,9992.898,13155.998,471.52764061599805,394.05444468054304,0.035841267277176396,0.02995245550208681
NEM,2023-03-31,38872.86,44894.86,1376.5898780095497,1349.2249890382795,0.030662527469949782,0.030052994686658552
MMM,2023-03-31,57986.2439,75018.2439,1279.0544260679878,1187.6104740389244,0.017049911589145955,0.015830955408953854
CNC,2023-03-31,34873.8419,72970.8419,1158.3612442307287,1112.642454759832,0.015874302859464867,0.015247767817789587
HAS,2023-03-31,7441.3803,12650.7803,148.17360568995696,157.9846543808881,0.011712606035056743,0.012488135169092146
UNH,2023-03-31,440453.88,575679.88,6465.880664594294,7482.318236601322,0.011231729454561265,0.012997359290377356
PYPL,2023-03-31,85204.68,132453.68,1430.7354170982137,1766.9557166289935,0.010801779286904024,0.013340178367479059
SWKS,2023-03-31,18782.416,20280.716,187.57406221246399,383.71544254099183,0.009248887574406346,0.018920211818014305
HWM,2023-03-31,17448.3897,22348.3897,193.50250428394406,122.3907557314338,0.008658454004135433,0.005476491030198646
MSFT,2023-03-31,2144087.1,2263078.1,18390.51599392974,206.3267045531184,0.008126328470029268,9.117082815353053e-05
AAPL,2023-03-31,2592789.6494,2774640.6494,20369.659952906368,10411.275779840023,0.007341368676809081,0.003752296998204579
LRCX,2023-03-31,71402.923,75527.067,364.8402517785989,-143.09032415698024,0.004830589433303413,-0.0018945568766357663
STX,2023-03-31,13690.3444,20285.3444,37.43731384050067,-99.13705367972608,0.0018455350376255218,-0.004887126968360768
AMZN,2023-03-31,1059548.82,1292030.82,2117.228182059192,5439.613463401921,0.00163868241320992,0.00421012670843403
DECK,2023-03-31,11767.4208,11427.9638,1.7340470448418916,6.61474476997102,0.00015173718391039108,0.0005788209418348893
IT,2023-03-31,25896.1088,31377.110800000002,-136.7738983091991,-49.7171782174899,-0.004359034175613106,-0.0015845046580098094
AMD,2023-03-31,157698.09,163298.09,-1265.9974770929366,-1761.2326210596818,-0.007752677799801189,-0.010785384085384476
ILMN,2023-03-31,36742.9,38884.9,-407.6450542184337,-278.9537877767977,-0.01048337668911155,-0.007173833230297562
CSCO,2023-01-31,199303.65,224287.65,4119.09949144152,4054.473220275725,0.018365253242617324,0.018077113119138413
NVDA,2023-01-31,481782.42,494135.42,605.3229396584601,-3548.1337974878093,0.0012250142676646417,-0.0071804886957664545
UAL,2022-12-31,12325.261,55253.261,2730.015622304596,2846.649898087727,0.04940913120593183,0.051520034230879634
ALK,2022-12-31,5476.31,12403.310000000001,568.9156135768874,520.1385334630332,0.04586804760800845,0.04193546186163477
TPR,2022-12-31,8986.88,12184.179999999998,451.96988841854295,497.7724944667405,0.037094813801055386,0.04085400038958228
NEM,2022-12-31,37429.6,43418.6,1533.9112482349572,815.9990202969469,0.03532843638981813,0.018793766272909466
CNC,2022-12-31,45167.3355,82366.3355,1895.926169700498,1623.1549393897321,0.02301821682598102,0.019706533373573868
HAS,2022-12-31,8430.4228,13757.3228,291.87810701330545,174.3329206792018,0.021216199638297753,0.012672009170214557
SWKS,2022-12-31,14498.783,16268.682999999999,313.96759940757437,325.810501771737,0.019298894655921096,0.02002685169855095
MMM,2022-12-31,65865.4604,84179.4604,1227.8504051788136,1108.5953294573876,0.014586104488486525,0.0131694278413002
DECK,2022-12-31,10521.0593,10380.3313,137.44873281033082,67.98062280520664,0.013241266471941106,0.00654898392358697
PYPL,2022-12-31,80905.92,128647.91999999998,1525.0430091149601,1785.1695842130205,0.0118543930528761,0.013876396790659504
HWM,2022-12-31,16243.0286,21147.028599999998,183.94225777655973,190.97779991010478,0.008698255497538778,0.00903095198490935
UNH,2022-12-31,495188.12,613263.12,5141.490434818652,7380.207373263913,0.008383824605038457,0.012034324472771023
AAPL,2022-12-31,2058403.9415,2265041.9414999997,13038.446287483814,3345.0765471104005,0.005756381834964717,0.0014768276409465335
LRCX,2022-12-31,56909.8809,61960.9179,338.1233623987507,81.09334320011662,0.005457042501282098,0.0013087821476595108
AMZN,2022-12-31,860328.0,1093531.0,4952.906085399338,5448.522155793529,0.004529278168976771,0.004982503610591313
IT,2022-12-31,26613.5484,32456.506400000002,27.307796416078652,-28.4861984042793,0.0008413658598843729,-0.0008776729711204931
STX,2022-12-31,10862.755,17574.754999999997,1.1651235151725765,-83.32793405387844,6.629529203522761e-05,-0.004741342570856803
MSFT,2022-12-31,1785939.54,1915218.54,-730.1642883849561,1717.301474457701,-0.00038124332713746395,0.0008966608450112963
ILMN,2022-12-31,31947.6,33616.6,-33.68391845790529,-249.2178950861032,-0.0010020025361846617,-0.007413536618399934
AMD,2022-12-31,104409.24,108713.24,-319.29248131925476,-1019.9665902195874,-0.002937015595517664,-0.009382174519125612
MU,2022-11-30,62896.15,70334.15,756.5834783860895,-516.247431198651,0.010756986163706956,-0.007339925643498231
ADBE,2022-11-30,159357.66,166708.66,-752.1362307270118,-839.609383443002,-0.004511680621312725,-0.005036387332505714
CSCO,2022-10-31,186399.29,210742.29,2720.249269998595,3691.45399375715,0.012907942065157378,0.017516436752002408
NVDA,2022-10-31,333105.96,346254.96,-2001.7514475297412,-2548.7468754939364,-0.005781148802979576,-0.007360896362304633
UAL,2022-09-30,10634.9353,50783.9353,2315.5924034351115,2486.0767536156945,0.04559694694308402,0.048953999703439575
TPR,2022-09-30,6848.787,10250.687,444.3036715588241,494.8714179885963,0.04334379457287341,0.04827690261039053
ALK,2022-09-30,4965.5511,11773.5511,454.6612918967516,520.233299073102,0.03861717573865642,0.04418660900644513
NEM,2022-09-30,33329.79,38534.79,1400.3749368467224,1438.7109459845512,0.036340536352909215,0.03733537787502024
SWKS,2022-09-30,13660.254,15700.254,386.37317136846366,445.0116179611561,0.024609357999460624,0.028344230479402186
MMM,2022-09-30,61078.1015,81636.10149999999,1870.0416695308693,1750.6361687257672,0.022907042780954814,0.02144438718360121
CNC,2022-09-30,44358.7807,81381.7807,1805.8102834675199,2015.3191478593365,0.02218936803710809,0.024763763222243385
HAS,2022-09-30,9311.2414,14772.0414,254.4013239288791,249.46474522759152,0.01722181227632351,0.016887628356334793
LRCX,2022-09-30,49912.884,55699.01999999999,820.0969513951096,444.1003077245843,0.014723723171343225,0.007973215825423577
HWM,2022-09-30,12795.8957,17941.8957,213.29828001877112,193.82218222793534,0.011888280011502415,0.010802770535999456
UNH,2022-09-30,472212.4,576511.4,6465.836460210305,7345.91794291759,0.011215452912484132,0.012742016797790278
PYPL,2022-09-30,98722.29,145528.28999999998,1594.5507940923637,2286.3885830027834,0.01095698158820092,0.01571095615156877
DECK,2022-09-30,8278.2254,8690.963399999999,63.38722014101578,75.92280570699923,0.007293463017116812,0.008735833096132845
AAPL,2022-09-30,2203381.335,2430633.335,13676.97428941942,6932.585003308033,0.005626917928128975,0.002852172272749659
MSFT,2022-09-30,1736735.3,1865322.3,8507.51851665651,5202.991801949574,0.004560883937674743,0.002789325899309505
IT,2022-09-30,21905.2706,27427.0666,74.03480936893986,101.30585720061895,0.0026993338532579295,0.003693645356905173
AMZN,2022-09-30,1152374.0,1376158.0,2013.4679042221749,8600.267157389095,0.0014631080909475328,0.006249476555300405
STX,2022-09-30,10988.4818,18342.4818,24.556300698310775,-69.57421570057085,0.0013387665293096147,-0.0037930644532830253
AMD,2022-09-30,102136.32,108319.32,-497.0776364125484,-690.9298010399864,-0.004589002556631156,-0.006378638649503951
ILMN,2022-09-30,29954.03,31543.03,-209.0645851441783,-241.50966290312667,-0.006627917011909709,-0.007656514383783887
MU,2022-08-31,61843.82,68370.82,810.4203782703103,78.48438210156937,0.011853307862481541,0.0011479221998737087
ADBE,2022-08-31,174396.48,181429.48,41.86739350597894,-827.6234705678673,0.0002307640054195103,-0.004561681324158936
CSCO,2022-07-31,186470.7,213350.7,3629.966826198552,3346.8463474902956,0.017014084444993863,0.015687065228706984
NVDA,2022-07-31,452077.07,465686.07,-1439.6909902067912,-5648.946753557891,-0.003091548326121911,-0.01213037519794803
UAL,2022-06-30,11573.2725,48458.27249999999,1813.6562941215632,1945.9298652495775,0.03742717601254901,0.04015681461301737
SWKS,2022-06-30,14887.248,16825.948,601.9590038058071,460.7011103902146,0.03577563676090091,0.027380395469557766
NEM,2022-06-30,47318.31,51439.31,1743.8088739288835,1637.472366350179,0.03390031619648249,0.03183309353002945
ALK,2022-06-30,5076.738,12050.738000000001,351.15025898382385,335.7436909843748,0.029139315698658772,0.027860840637675032
TPR,2022-06-30,7361.424,10663.324,305.25875859081776,313.27711463439874,0.028626979597620568,0.029378936121081823
CNC,2022-06-30,49168.9016,86039.9016,2094.917328212578,2014.2076229756822,0.02434820692789563,0.023410157212170525
HAS,2022-06-30,11306.5636,16500.9636,386.4501803387104,276.897328287977,0.02341985533127959,0.016780676268383324
WDC,2022-06-30,14121.45,24290.45,483.712958487393,-351.7496442510377,0.01991370923500359,-0.014480985088832759
MMM,2022-06-30,73712.4536,95489.4536,1872.647945152753,2078.970929267355,0.019611044723296573,0.021771733431170826
DECK,2022-06-30,6792.0547,7008.3976999999995,119.52669160104467,34.86320612498362,0.017054781523178214,0.00497449026401336
LRCX,2022-06-30,58371.8963,64516.225300000006,795.7955408888406,654.0362456532895,0.012334812478386588,0.010137546680885706
HWM,2022-06-30,13092.9495,18095.949500000002,214.766885123706,153.48743795478572,0.01186822968994835,0.008481867058414685
UNH,2022-06-30,480244.05,584537.05,5104.999764811731,7629.725031134005,0.008733406658845203,0.013052594409770954
PYPL,2022-06-30,80735.04,131476.03999999998,1141.743253903628,1422.6622599885188,0.008684040482993162,0.010820695998970755
STX,2022-06-30,14991.684,22431.684,186.6819891150067,76.52714505264518,0.008322245851671533,0.003411564867472508
MSFT,2022-06-30,1916979.12,2064456.12,15980.413707702728,818.1810203316452,0.007740737888729128,0.0003963179514474956
AAPL,2022-06-30,2200560.0802,2383622.0802,15453.049675645068,866.7586796887012,0.006483011633433294,0.00036363091569279935
AMZN,2022-06-30,1081536.43,1297978.43,5791.055735920868,3816.1874211711533,0.0044615962808572,0.002940100800574285
IT,2022-06-30,19224.034,25045.841,47.75702025943448,79.76938050008798,0.0019067844541309066,0.0031849351954317674
AMD,2022-06-30,123269.64,126403.64000000001,-571.3280582142356,-936.1305449526951,-0.004519870299733738,-0.007405882812810572
ILMN,2022-06-30,28944.52,30486.520000000004,-147.45985143462886,-299.7740414439872,-0.004836886972820409,-0.009833002961439585
MU,2022-05-31,81593.2,86765.2,1940.2232796215544,1731.2278493184403,0.02236176807777259,0.019953020903754504
ADBE,2022-05-31,196162.08,203662.08,-793.8941835667416,-215.61640552481379,-0.0038980952348455916,-0.0010586968645553154
CSCO,2022-04-30,203218.02,228239.02,4118.172610432386,3904.4837612827396,0.018043245236648783,0.017106994944522367
NVDA,2022-04-30,464416.88,477643.88,-5481.474809842099,-6166.133357873147,-0.011476070435241625,-0.012909478412814894
UAL,2022-03-31,15147.1564,49203.15640000001,2393.74945157874,2574.2393763165046,0.048650323002016584,0.052318582072033576
ALK,2022-03-31,7314.3649,14127.3649,530.7680133674733,530.3017057598253,0.03757020627162205,0.03753719886996231
SWKS,2022-03-31,21551.376,23958.575999999997,730.43399437068,656.1561424152563,0.030487370967735315,0.02738710941815809
MMM,2022-03-31,84721.5039,106035.5039,2922.553946234957,2551.4919021852056,0.027562031949139983,0.024062618729963008
TPR,2022-03-31,9354.37,12122.669999999998,331.4404273376638,376.13180659742125,0.027340546871082345,0.031027142254752567
NEM,2022-03-31,63003.85,67150.85,1818.7466225688083,1904.809522883708,0.02708449144826623,0.028366126756157337
HAS,2022-03-31,11423.0886,16073.588600000001,406.91662176148645,453.55487929083716,0.025315853969379708,0.028217400020480624
DECK,2022-03-31,7386.8621,7206.8931,177.15886945860657,62.128655803522456,0.024581864473417342,0.008620726704482749
CNC,2022-03-31,49238.8583,89351.85829999999,2025.6690715094737,2288.7003507392405,0.022670698853383263,0.025614468398126655
STX,2022-03-31,19379.2935,26706.2935,575.594860638741,300.09536624325386,0.021552779708600932,0.0112368781629414
WDC,2022-03-31,15540.45,24693.45,498.7244349732407,304.4322828247994,0.020196628457070223,0.012328462925383022
LRCX,2022-03-31,74570.2703,79563.26030000001,1174.0906833780512,1537.5521332015428,0.014756693968435215,0.019324901058655367
HWM,2022-03-31,15009.3706,20015.370600000002,264.37024762846124,234.3588261484965,0.01320836135946747,0.011708942633742513
UNH,2022-03-31,478861.83,575648.8300000001,4822.296870735288,7257.484341312504,0.008377150476854592,0.012607485611171141
PYPL,2022-03-31,134269.65,181094.65,1385.8719117367325,1565.8151333535066,0.0076527490554620615,0.008646390897541736
IT,2022-03-31,24166.8402,30007.6272,67.77843790893776,142.0335149153869,0.0022587070099610463,0.0047332471164326815
AMZN,2022-03-31,1659314.55,1866136.55,2296.405251616749,10838.889534380944,0.0012305665689987953,0.005808197441061289
AAPL,2022-03-31,2830003.4485,3023077.4485,-72.1182531730905,9491.105028615644,-2.385590657258032e-05,0.003139550736063666
MSFT,2022-03-31,2307083.73,2440213.73,-4350.397474771396,6676.509831860723,-0.0017827936222502103,0.0027360348602991935
AMD,2022-03-31,177130.8,179504.8,-506.5513258191807,-580.9958274670655,-0.0028219374959286923,-0.003236659005592416
ILMN,2022-03-31,54855.8,56467.8,-553.4404760144097,-604.7694547803129,-0.009800992353419288,-0.01070998790072064
CSCO,2022-01-31,231086.17,259124.17000000004,5378.1073810370735,3992.1259701554495,0.020754943010669644,0.015406227717605227
NVDA,2022-01-31,613619.16,627507.16,-5406.165109323809,-6580.7333370067,-0.008615304260948685,-0.010487104779819085
WDC,2021-12-31,20410.73,29865.73,1730.9469433009604,1420.0680457371864,0.0579576304781755,0.04754841236886513
UAL,2021-12-31,14176.4456,46324.44560000001,2083.83146561359,2190.0045056830286,0.04498340862202547,0.0472753527283018
SWKS,2021-12-31,25520.53,27649.929999999997,1059.4465643898252,1206.7826070614392,0.03831642844628631,0.04364505107468407
TPR,2021-12-31,10718.4,13202.6,454.84926915020117,477.3114994997757,0.03445149206597194,0.03615284106916635
NEM,2021-12-31,49119.84,52697.84,1696.464853046492,1799.7914112277895,0.032192303385613,0.034153039502715664
ALK,2021-12-31,6559.7026,12898.7026,364.41977013002844,457.26544285361024,0.02825243603415032,0.035450498940382595
STX,2021-12-31,24795.0427,31643.042700000005,838.6577645170171,976.0420935856273,0.026503701697340787,0.030845393182926343
HAS,2021-12-31,14068.1334,19217.4334,495.8723672508407,534.5537548068952,0.025803256706009484,0.02781608468105294
LRCX,2021-12-31,100878.7663,104637.2933,2419.472024295476,3124.235332168567,0.02312246377932136,0.029857761354847343
CNC,2021-12-31,47996.2696,82362.2696,1494.186311968226,1588.6068476423318,0.01814163596055427,0.019288041179019815
MMM,2021-12-31,101576.8274,121226.8274,1683.9070974634499,3153.6580660740506,0.013890548268719684,0.026014522805816252
DECK,2021-12-31,9979.3833,9832.076299999999,123.12547475537977,103.6537008798183,0.01252283556377403,0.010542402003106742
HWM,2021-12-31,13422.4564,18225.4564,225.53593204651875,221.27801007927889,0.012374775539037736,0.012141150554631866
UNH,2021-12-31,472513.74,568193.74,5532.367831318666,4936.592683070884,0.00973676308246315,0.00868822082248017
PYPL,2021-12-31,220261.44,265621.44,2524.5854065803114,2487.5472010810404,0.009504448912634128,0.009365009093697559
VFC,2021-12-31,28474.1597,35602.67569999999,333.4235227978716,1261.9656564363254,0.009365125408197107,0.0354458093843864
GE,2021-12-31,103825.0807,173680.0807,1018.3929576978168,229.73301019505695,0.005863614028697402,0.001322736661965732
AAPL,2021-12-31,2901644.9121,3107559.9121,7569.512964836368,26057.648658957733,0.0024358381427700645,0.008385244177432036
IT,2021-12-31,27546.965,33228.166,76.89692820497572,129.87844789307564,0.0023142092225305402,0.003908685417458058
ILMN,2021-12-31,59729.08,61988.08,118.13864327849055,-459.60439510752076,0.0019058283992420889,-0.007414399592752683
AMZN,2021-12-31,1697179.06,1909701.06,3054.441689167658,17835.01816054986,0.0015994344628827183,0.009339167545181054
MSFT,2021-12-31,2522400.0,2643523.0,-3451.3154917009538,16353.058210499143,-0.0013055742248888902,0.006186085088156654
AMD,2021-12-31,173687.3,175358.3,-505.01236478365473,1204.5554721956219,-0.0028798885754689387,0.006869110114523362
MU,2021-11-30,94080.0,99163.0,6630.036079145859,7548.331379647109,0.06685997881413289,0.07612044189513335
ADBE,2021-11-30,318178.75,325745.75,-2619.3639882665098,507.03226162024816,-0.008041130201288918,0.001556527634267671
CSCO,2021-10-31,236025.49,260615.49,3563.2772495468025,4666.0087950362795,0.013672545901039123,0.017903804547597227
NVDA,2021-10-31,639686.34,653557.34,-4064.32613888542,-3751.8853156783744,-0.006218775140503234,-0.005740713302490604
TPR,2021-09-30,10180.5,12526.400000000001,645.9500426826457,688.7366302792859,0.05156709371269045,0.05498280673451956
NEM,2021-09-30,43331.4,46504.4,1888.659315083393,2122.268099077104,0.040612486454688006,0.04563585594217115
SWKS,2021-09-30,27238.134,29360.833999999995,1105.4453153518068,1468.0935666997993,0.0376503377033434,0.0500017665267887
UAL,2021-09-30,15403.499,48467.498999999996,1787.2956472982985,1712.951818529874,0.03687616824004677,0.03534227789492241
STX,2021-09-30,18526.1526,25070.1526,850.7862920725064,1137.2706590289768,0.033936223111482235,0.045363531573755826
ALK,2021-09-30,7342.873,13617.873,452.2775715898048,509.59744413098446,0.033212056801367205,0.03742122166442472
VFC,2021-09-30,26310.8584,33163.74340000001,1052.2388792736645,1151.1525363351677,0.03172859187161797,0.03471117607112976
WDC,2021-09-30,17552.84,27249.84,819.9669801156249,1958.5214868691253,0.030090708059776677,0.07187277014724217
LRCX,2021-09-30,80142.5807,84492.2457,2377.9793652902936,2784.258851648554,0.028144350355340284,0.032952832873378746
HWM,2021-09-30,13359.216,18155.216,451.86586877100467,312.06813029141074,0.024889038432316348,0.017188896584398154
HAS,2021-09-30,12305.8469,17460.146900000003,407.12838449411305,383.9418044273884,0.023317580706844625,0.021989609058065157
MMM,2021-09-30,101086.3013,122616.3013,2757.7218812197443,3722.9748550812537,0.022490662758392503,0.03036280507248716
DECK,2021-09-30,9929.6334,9999.6074,176.32225572963222,141.09388967397524,0.01763291784131767,0.01410994292375671
CNC,2021-09-30,36357.885,69785.88500000001,1119.0403245131733,1328.3894125831548,0.016035339016094347,0.019035216255882614
AAPL,2021-09-30,2324390.219,2523171.219,23581.819434456487,19258.4773819022,0.009346103529114679,0.007632647850800568
GE,2021-09-30,113141.0551,203292.0551,1791.02482625451,1491.862246713509,0.008810107337315761,0.00733851721839133
UNH,2021-09-30,368077.08,469912.08,3730.2469085229222,3817.443875453951,0.007938180496493986,0.008123740669646013
AMD,2021-09-30,124714.8,125796.8,706.2127570641958,1040.0412060729013,0.005613916705863709,0.008267628477615498
PYPL,2021-09-30,305486.54,346831.54,1122.7109812361737,1595.9133307426396,0.0032370498404965527,0.004601407734552168
AMZN,2021-09-30,1665515.28,1863458.28,3187.717252236761,4048.3438367536137,0.0017106458923441853,0.0021724896554988146
IT,2021-09-30,25202.5917,30447.3567,10.812871041456619,181.96338740989412,0.00035513332562811994,0.005976327902707368
ILMN,2021-09-30,63680.77,65919.76999999999,-233.89494059111234,-371.6958940192016,-0.003548175920381888,-0.00563861029884057
MSFT,2021-09-30,2117219.2,2245157.2,-9601.136329007755,15416.176228245258,-0.004276375983386711,0.006866412841045276
MU,2021-08-31,82470.3,88046.3,6849.437449550154,8211.965581447486,0.0777935864374784,0.09326871863380387
ADBE,2021-08-31,315921.2,321980.2,-1303.4825831428548,-17.136453002094022,-0.004048331491013592,-5.322207080464582e-05
CSCO,2021-07-31,233495.29,257581.29000000004,1738.693338443805,4632.554901388034,0.0067500762126154615,0.017984826853643106
NVDA,2021-07-31,486695.04,496042.04,-709.837922332528,-3397.3293087226903,-0.001431003554320775,-0.006848873754173518
TPR,2021-06-30,12152.66,14370.359999999999,791.3570883446674,792.745616902453,0.05506870310449199,0.05516532758416999
SWKS,2021-06-30,31657.925,30989.525,1185.627345661798,1467.1388148335284,0.03825897123824253,0.04734305591433003
STX,2021-06-30,19993.7872,26378.7872,861.6225544950686,1043.2524389945181,0.03266346356117042,0.03954891599392857
NEM,2021-06-30,50640.62,53867.62,1557.1661717990014,1717.003932942682,0.028907276241255903,0.03187450889686015
WDC,2021-06-30,21920.36,31814.36,866.9698421084056,2161.134525154361,0.027250896831129263,0.0679295300975522
ALK,2021-06-30,7552.561,13782.561,362.47832265087163,441.5911946570991,0.026299780037314664,0.032039850551512095
DECK,2021-06-30,10624.5284,10407.847399999999,229.31757383767643,223.11855400571645,0.022033141438802847,0.021437531261816585
MMM,2021-06-30,114934.8659,136549.8659,2902.7148955017915,3588.7799979925676,0.021257544827085702,0.026281827333472084
VFC,2021-06-30,32210.7089,38925.22490000001,756.6997474666749,869.841981221501,0.019439829812432884,0.02234648569034988
LRCX,2021-06-30,92725.4007,96887.06369999998,1471.1376379917692,2305.626171975955,0.015184046061577253,0.023797048686655112
HAS,2021-06-30,13012.4739,18130.3739,269.18721705071835,360.7625294856117,0.014847306433692378,0.019898239908092117
AAPL,2021-06-30,2267638.7763,2439055.7763,35348.868883000425,18427.376141999477,0.014492849743938193,0.0075551269967074905
CNC,2021-06-30,42518.3359,72549.3359,1039.6553596564597,1335.4942461792532,0.01433032221121213,0.018408083680049966
GE,2021-06-30,118196.3384,211606.3384,2403.8175584099367,2449.5530518177175,0.011359856120500484,0.011575990919455924
UAL,2021-06-30,16921.6192,50695.6192,551.7363551990242,749.108153109804,0.01088331425684656,0.014776585530092588
UNH,2021-06-30,377614.92,474819.92,4579.84510605152,3142.0285983883805,0.009645435907683738,0.0066173057743415245
AMZN,2021-06-30,1740720.96,1912562.96,8142.052862182835,6992.406375645544,0.004257142396077165,0.003656039838628656
MSFT,2021-06-30,2036897.1,2171958.1,-753.4823547741127,9767.937340603747,-0.0003469138538050585,0.00449729547757102
IT,2021-06-30,20378.2236,25602.831599999998,-16.557273935677873,207.40332880046768,-0.0006466969823633833,0.008100796507229602
PYPL,2021-06-30,342489.0,387428.0,-1364.3010139386477,3244.6824388228106,-0.0035214311147842895,0.008374930151725767
AMD,2021-06-30,113937.09,114759.09,-608.631188344487,413.3096509420267,-0.005303555372776893,0.0036015417248605464
ILMN,2021-06-30,69561.87,68569.87,-414.31314380246334,-936.0996116181207,-0.0060422040147146755,-0.013651762962626598
MU,2021-05-31,94236.8,98573.8,7236.448408065838,7319.614399266311,0.07341147858828449,0.07425517124495871
ADBE,2021-05-31,240684.66,247080.66,-813.5216120698434,-503.4148780279464,-0.0032925345596447873,-0.002037451567548615
CSCO,2021-04-30,214585.65,239365.65,3329.4003643428573,3701.6442282358057,0.013909265445325414,0.015464391938591882
