date,portfolio_value,MU_shares,MU_value,WDC_shares,WDC_value,ALK_shares,ALK_value,STX_shares,STX_value,LRCX_shares,LRCX_value,AMD_shares,AMD_value,HAS_shares,HAS_value,DECK_shares,DECK_value,NEM_shares,NEM_value,UNH_shares,UNH_value,AAPL_shares,AAPL_value,TPR_shares,TPR_value,UAL_shares,UAL_value,CNC_shares,CNC_value,GE_shares,GE_value,SWKS_shares,SWKS_value,MMM_shares,MMM_value,VFC_shares,VFC_value,run
2011-07-31,111.61536293311704,7.100233197146489,51.10957733415013,0.7269536685725315,15.172596866054992,1.0821977923422186,14.870168371073817,2.036948599030603,14.888181666872065,,,,,,,0.941551889030986,15.57483869496603,,,,,,,,,,,,,,,,,,,,,5
2011-08-31,94.38673791827846,7.100233197146489,40.98475568199247,0.7269536685725315,12.98432611530251,1.0821977923422186,14.045399394136217,2.036948599030603,12.41218056317265,,,,,,,0.941551889030986,13.960076163674618,,,,,,,,,,,,,,,,,,,,,5
2011-09-30,85.76117807151364,7.100233197146489,34.951464265325384,0.7269536685725315,11.324408731741164,1.0821977923422186,13.695054867284096,2.036948599030603,11.17108790075346,,,,,,,0.941551889030986,14.619162306409535,,,,,,,,,,,,,,,,,,,,,5
2011-10-31,102.31547264276274,7.100233197146489,38.76561455631228,0.7269536685725315,11.729482188603525,1.0821977923422186,16.186391890118305,2.036948599030603,17.54991046234624,,,,,,,0.941551889030986,18.0840735453824,,,,,,,,,,,,,,,,,,,,,5
2011-11-30,106.90772637791906,7.100233197146489,41.539539270585,0.7269536685725315,12.79940139687005,1.0821977923422186,16.889512487171583,2.036948599030603,18.58226065053616,,,,,,,0.941551889030986,17.097012572756263,,,,,,,,,,,,,,,,,,,,,5
2011-12-31,105.3974321719166,7.100233197146489,43.61997688139326,0.7269536685725315,13.62716032059349,,,2.036948599030603,18.022450228238263,,,,,,,0.941551889030986,11.858846293766746,0.4198401618248482,18.26899844792483,,,,,,,,,,,,,,,,,,,5
2012-01-31,123.44390546802975,7.100233197146489,52.7045797281468,0.7269536685725315,16.004756712446987,,,2.036948599030603,23.23137685957888,,,,,,,0.941551889030986,12.687412063866075,0.4198401618248482,18.81578010399101,,,,,,,,,,,,,,,,,,,5
2012-02-29,135.35229132530154,,,0.7269536685725315,17.281614958367328,3.8462799904860736,59.29265811906144,2.036948599030603,28.85790110934068,,,,,,,0.941551889030986,11.731736573243438,0.4198401618248482,18.188380565288657,,,,,,,,,,,,,,,,,,,5
2012-03-31,135.668904493828,4.540438184674433,35.92071747713844,0.7269536685725315,18.223847787420183,,,2.036948599030603,29.91257937598868,,,,,,,,,0.4198401618248482,15.691042376142272,0.7520122669839033,35.92071747713844,,,,,,,,,,,,,,,,,5
2012-04-30,129.4370153012247,4.540438184674433,29.22438781146823,0.7269536685725315,17.08788423493551,,,2.036948599030603,34.12874571290792,,,,,,,,,0.4198401618248482,14.675279797122736,0.7520122669839033,34.3207177447903,,,,,,,,,,,,,,,,,5
2012-05-31,114.54967259873142,,,0.7269536685725315,13.820891044025313,,,2.036948599030603,26.217566008668904,,,,,,,,,0.4198401618248482,14.524372512393938,0.7520122669839033,34.0884477816369,1.4932600209066154,25.89839525200637,,,,,,,,,,,,,,,5
2012-06-30,117.96917393099376,,,0.7269536685725315,13.42022266949376,0.9255597950399244,14.940146305463928,2.036948599030603,27.67222847044076,,,,,,,,,,,0.7520122669839033,35.75710982786695,1.4932600209066154,26.17946665772836,,,,,,,,,,,,,,,5
2012-07-31,124.32770275439115,,,0.7269536685725315,17.510569701796587,0.9255597950399244,14.50317604730913,2.036948599030603,33.591601378956014,,,,,,,,,,,0.7520122669839033,31.343300646256445,1.4932600209066154,27.379054980073,,,,,,,,,,,,,,,5
2012-08-31,131.3275796584251,,,0.7269536685725315,18.413172041967112,0.9255597950399244,13.962171051984118,2.036948599030603,35.8183638984926,,,,,,,,,,,0.7520122669839033,33.31260523090881,1.4932600209066154,29.821267435072453,,,,,,,,,,,,,,,5
2012-09-30,130.65159532573315,5.8201426472802265,33.99359424461975,0.7269536685725315,17.052658828383983,0.9255597950399244,14.590573100060949,2.036948599030603,34.981723377991564,,,,,,,,,,,,,1.4932600209066154,30.033045774676893,,,,,,,,,,,,,,,5
2012-10-31,119.62969250819869,5.8201426472802265,30.86708592224226,0.7269536685725315,15.166959137141848,0.9255597950399244,15.913962358509789,2.036948599030603,30.880192900300447,,,,,,,,,,,,,1.4932600209066154,26.80149219000432,,,,,,,,,,,,,,,5
2012-11-30,121.25005995533388,,,0.7269536685725315,14.81248658508922,0.9255597950399244,17.79084392309414,2.036948599030603,28.3605040185879,,,,,,,,,,,0.7617483598820681,33.93674026251822,1.4932600209066154,26.3494851660444,,,,,,,,,,,,,,,5
2012-12-31,129.4173436217613,,,0.7269536685725315,18.8268781845681,0.9255597950399244,17.93233794464804,2.036948599030603,34.74708623821103,,,,,,,,,,,0.7617483598820681,33.84314898758886,1.4932600209066154,24.06789226674526,,,,,,,,,,,,,,,5
2013-01-31,134.67397405925345,,,0.7269536685725315,20.96255139262719,0.9255597950399244,19.197467503130433,2.036948599030603,39.32830908183615,,,,,,,,,,,0.7617483598820681,34.585683937453766,1.4932600209066154,20.59996214420592,,,,,,,,,,,,,,,5
2013-03-31,147.33687385907496,,,0.7269536685725315,22.429924943054225,0.9255597950399244,26.617599356763844,2.036948599030603,42.31438944613466,,,,,,,,,,,,,1.4932600209066154,20.136391560361197,1.044494978591715,35.838568552761046,,,,,,,,,,,,,5
2013-04-30,155.50805030503403,,,0.7269536685725315,24.78588831805998,0.9255597950399244,25.652108766046716,2.036948599030603,42.476412737580155,,,,,,,,,,,,,1.4932600209066154,20.141842952878317,1.044494978591715,42.45179753046885,,,,,,,,,,,,,5
2013-05-31,164.37464953732626,2.072795888320787,23.646214311940735,0.7269536685725315,28.390784739696656,,,2.036948599030603,49.86060006001812,,,,,,,,,,,,,1.4932600209066154,20.45799808536408,1.044494978591715,42.01905234030669,,,,,,,,,,,,,5
2013-06-30,168.5604798174229,2.072795888320787,29.01115034647896,0.7269536685725315,27.83928839825827,0.7765927371922616,18.15735521801335,2.036948599030603,52.37746053715132,,,,,,,,,,,,,,,1.044494978591715,41.17522531752101,,,,,,,,,,,,,5
2013-07-31,163.48958382585096,2.072795888320787,26.804440002116458,0.7269536685725315,28.986722912695345,0.7765927371922616,21.35933383816685,2.036948599030603,47.79752757033985,,,,,,,,,,,,,,,1.044494978591715,38.54155950253245,,,,,,,,,,,,,5
2013-08-31,158.239126660341,2.072795888320787,27.47252574962927,0.7269536685725315,27.915141226079864,0.7765927371922616,19.770564701128272,2.036948599030603,44.77148045067363,,,,,,,,,,,,,,,1.044494978591715,38.30941453282996,,,,,,,,,,,,,5
2013-09-30,177.01112277474428,2.072795888320787,35.368099858929575,0.7269536685725315,28.54547703284081,0.7765927371922616,21.935931964032967,2.036948599030603,51.604482430712245,,,,,,,,,,,,,,,1.044494978591715,39.55713148822867,,,,,,,,,,,,,5
2013-10-31,186.43299037653335,2.072795888320787,35.79324030283576,0.7269536685725315,31.470742876855695,0.7765927371922616,24.752364865448747,2.036948599030603,57.41821753632596,,,,,,,,,,,,,,,1.044494978591715,36.99842479506723,,,,,,,,,,,,,5
2013-11-30,203.96570397111847,2.072795888320787,42.717043081570566,0.7269536685725315,33.91591159552998,0.7765927371922616,27.232500086087175,2.036948599030603,57.83096257601143,,,,,,,,,,,,,,,1.044494978591715,42.26928663191931,,,,,,,,,,,,,5
2013-12-31,215.52000530392252,2.072795888320787,44.03297242924932,,,0.7765927371922616,25.76943579570124,,,,,,,,,3.720357773371403,52.37023687147979,2.946817474965696,52.37023687147979,,,,,1.044494978591715,40.97712333601236,,,,,,,,,,,,,5
2014-01-31,207.4552014904576,2.072795888320787,46.644585023715535,,,0.7765927371922616,27.77141712323596,,,,,,,,,3.720357773371403,48.33364854545143,2.946817474965696,49.53411165602027,,,,,1.044494978591715,35.1714391420344,,,,,,,,,,,,,5
2014-03-31,220.4375891167096,2.072795888320787,47.89978002226483,0.6051672814636304,34.67338147756065,,,1.0477309312656855,34.67338147756065,,,,,,,3.720357773371403,49.437352745306335,2.946817474965696,53.75369339401713,,,,,,,,,,,,,,,,,,,5
2014-04-30,224.96417740017785,2.072795888320787,52.880059907590635,0.6051672814636304,33.37249020934937,,,1.0477309312656855,32.46307624429034,,,,,,,3.720357773371403,48.95370580900689,2.946817474965696,57.294845229940584,,,,,,,,,,,,,,,,,,,5
2014-05-31,225.08173809716456,2.072795888320787,57.88058984735213,0.6051672814636304,33.28535243695662,,,1.0477309312656855,33.17307358146901,,,,,,,3.720357773371403,47.92441046766405,2.946817474965696,52.818311763722726,,,,,,,,,,,,,,,,,,,5
2014-06-30,249.29895603886703,2.072795888320787,66.70742727125776,0.6051672814636304,34.97140577159413,1.2979295957779298,56.11608093861327,1.0477309312656855,35.38796111878861,,,,,,,,,,,,,,,,,1.3663521148183797,56.11608093861327,,,,,,,,,,,5
2014-07-31,251.6636791890725,2.072795888320787,61.84860817710205,0.6051672814636304,38.014973997641384,1.2979295957779298,51.91845629169655,1.0477309312656855,36.49656695016304,,,,,,,,,,,,,,,,,1.3663521148183797,63.385073772469475,,,,,,,,,,,5
2014-08-31,263.9454342922306,2.072795888320787,65.99886118259558,0.6051672814636304,39.20233407026894,1.2979295957779298,54.71687437337719,1.0477309312656855,38.9753396455307,,,,,,,,,,,,,,,,,1.3663521148183797,65.05202502045819,,,,,,,,,,,5
2014-09-30,257.8188674590883,2.072795888320787,69.35950439269571,0.6051672814636304,37.03691679509249,,,1.0477309312656855,35.93752985292643,,,,,,,,,2.8531255120683876,51.55329971508897,,,,,,,1.3663521148183797,63.931616703284696,,,,,,,,,,,5
2014-10-31,258.0108000907577,2.072795888320787,66.99086477664696,0.6051672814636304,37.43651179091519,,,1.0477309312656855,39.42649975315171,,,,,,,,,2.8531255120683876,41.99986671008613,,,,,,,1.3663521148183797,72.15705705995771,,,,,,,,,,,5
2014-11-30,278.5848090939318,2.072795888320787,72.78094125509138,0.6051672814636304,39.46347498091029,,,1.0477309312656855,41.48473564105155,,,,,,,,,2.8531255120683876,41.193917852015595,,,,,,,1.3663521148183797,83.66173936486301,,,,,,,,,,,5
2014-12-31,288.9752399139113,2.072795888320787,70.87788684219852,0.6051672814636304,42.30279140046166,,,1.0477309312656855,42.085962709107406,,,,,,,2.7886626074389236,42.31330683589744,,,,,,,,,1.3663521148183797,91.39529212624626,,,,,,,,,,,5
2015-01-31,257.74621678137567,2.072795888320787,59.25724563707153,0.6051672814636304,37.287316115765535,,,1.0477309312656855,35.7192778884961,,,,,,,2.7886626074389236,30.69852718229336,,,,,,,,,1.3663521148183797,94.78384995774915,,,,,,,,,,,5
2015-03-31,248.80758128086583,2.072795888320787,54.924809351911655,0.6051672814636304,34.90197211557079,0.5473649098256814,33.225311447953246,,,,,,,,,2.7886626074389236,33.86830864389416,,,,,,,,,1.3663521148183797,91.887179721536,,,,,,,,,,,5
2015-04-30,242.81533609938097,2.072795888320787,56.9493126953414,0.6051672814636304,37.685659888342414,0.5473649098256814,32.16098127781571,,,,,,,,,2.7886626074389236,34.393504605254755,,,,,,,,,1.3663521148183797,81.62587763262665,,,,,,,,,,,5
2015-05-31,232.79944012747703,2.072795888320787,56.54441439878209,0.6051672814636304,37.53914672502237,0.5473649098256814,32.45215934803704,,,,,,,,,2.7886626074389236,31.67455749921144,,,,,,,,,1.3663521148183797,74.58916215642412,,,,,,,,,,,5
2015-06-30,206.70118101746783,2.072795888320787,38.14166149280407,0.6051672814636304,30.236439964019915,0.5473649098256814,32.44274859040542,1.1448379076435076,33.45000765709278,,,,,,,,,,,,,,,,,1.3663521148183797,72.43032331314564,,,,,,,,,,,5
2015-07-31,221.68386266768363,2.072795888320787,37.47357574529125,0.6051672814636304,33.38587506613773,0.5473649098256814,38.14276326345743,1.1448379076435076,35.63305367214396,,,,,,,,,,,,,,,,,1.3663521148183797,77.04859492065327,,,,,,,,,,,5
2015-08-31,216.7495691031688,2.072795888320787,33.222115956607716,0.6051672814636304,31.795327925048166,0.5473649098256814,37.69461325481307,1.1448379076435076,36.19643031758644,,,,,,,,,,,,,,,,,1.3663521148183797,77.84108164911338,,,,,,,,,,,5
2015-09-30,205.62091097727665,2.072795888320787,30.327073763841103,0.6051672814636304,30.81772550290412,0.5473649098256814,40.10699948115433,1.1448379076435076,31.884133580705953,,,,,,,,,,,,,,,,,1.3663521148183797,72.4849786486711,,,,,,,,,,,5
2015-10-31,207.6195323102361,2.072795888320787,33.5257916557994,0.6051672814636304,26.110155020529525,0.5473649098256814,38.49161902572632,1.1448379076435076,27.087268687085302,,,,,,,,,,,,,,,,,1.3663521148183797,82.40469792109555,,,,,,,,,,,5
2015-11-30,198.6109315541311,2.072795888320787,32.250358463447625,0.6051672814636304,24.38694127890304,0.5473649098256814,40.2483550325512,1.1448379076435076,25.578474045867317,,,,,,,,,,,,,,,,,1.3663521148183797,76.14680273336192,,,,,,,,,,,5
2015-12-31,197.67659689627789,2.072795888320787,28.666978491960304,0.6051672814636304,23.464752810251163,0.5473649098256814,40.74838009391356,,,,,,,,,,,,,,,,,,,1.3663521148183797,78.29197513664921,0.8054858333615773,26.504510363503627,,,,,,,,,5
2016-01-31,167.8285393334916,2.072795888320787,22.33028496426198,0.6051672814636304,18.90511639139552,0.5473649098256814,35.63143358002007,,,,,,,,,,,,,,,,,,,1.3663521148183797,65.96747843552106,0.8054858333615773,24.994225962292973,,,,,,,,,5
2016-02-29,177.2526435010512,2.072795888320787,21.520482440826765,0.6051672814636304,17.151723237420956,0.5473649098256814,37.402881856264166,,,,,,,,,,,,,,,,,,,1.3663521148183797,78.23731980112375,0.8054858333615773,22.94023616541557,,,,,,,,,5
2016-03-31,188.06791616369105,2.072795888320787,21.196560640743797,0.6051672814636304,18.61354213010897,0.5473649098256814,41.67109370872613,,,,,,,,,2.4834133309705635,24.796881257128778,,,,,,,,,1.3663521148183797,81.78983842698334,,,,,,,,,,,5
2016-04-30,160.33838887914257,2.072795888320787,21.763425767661193,0.6051672814636304,16.27200479469791,0.5473649098256814,35.78267804824484,,,,,,,,,2.4834133309705635,23.92768801230958,,,,,,,,,1.3663521148183797,62.59259225622905,,,,,,,,,,,5
2016-05-31,161.39230168461015,2.072795888320787,25.751700082163417,0.6051672814636304,18.529465468461535,0.5473649098256814,33.73520036976642,,,,,,,,,2.4834133309705635,21.76711869856929,,,,,,,,,1.3663521148183797,61.60881706564952,,,,,,,,,,,5
2016-06-30,156.29596140678032,2.072795888320787,27.857185852386095,0.6051672814636304,18.81612833222873,0.5473649098256814,29.73989840059011,1.469530861400799,23.807656778496373,,,,,,,,,,,,,,,,,1.3663521148183797,56.07509204307902,,,,,,,,,,,5
2016-07-31,176.6172543179046,2.072795888320787,27.81669167383132,0.6051672814636304,19.13252737058902,0.5473649098256814,34.29603517031356,1.469530861400799,31.30375027329205,,,,,,,,,,,,,,,,,1.3663521148183797,64.06824982987867,,,,,,,,,,,5
2016-08-31,188.48534182251703,2.072795888320787,33.3840808101936,0.6051672814636304,18.79426078205148,0.5473649098256814,34.454203550742996,1.469530861400799,32.97498678002325,,,,,,,,,,,,,,,,,1.3663521148183797,68.87780989950572,,,,,,,,,,,5
2016-09-30,202.6527820292554,2.072795888320787,35.995693404659825,0.6051672814636304,23.54618620507855,0.5473649098256814,33.742493863533284,1.469530861400799,37.67591142355307,,,,,,,,,,,,,,,,,1.3663521148183797,71.69249713243067,,,,,,,,,,,5
2016-10-31,206.4298171835912,2.072795888320787,34.74050235965493,0.6051672814636304,23.735728058581092,0.5473649098256814,37.000965039427975,1.469530861400799,34.12264293515607,,,,,,,,,,,,,,,,,1.3663521148183797,76.82997879077112,,,,,,,,,,,5
2016-11-30,241.635366577076,2.072795888320787,39.53857524404796,0.6051672814636304,25.855865826850547,0.5473649098256814,42.14993360325237,1.469530861400799,39.88101775597361,,,,,,,,,,,,,,,,,1.3663521148183797,94.20997414695152,,,,,,,,,,,5
2016-12-31,255.14780184300423,2.072795888320787,44.37713637667917,0.6051672814636304,27.59827037814961,0.5473649098256814,45.63110377076029,1.469530861400799,37.961552942249845,,,,,,,,,,,,,,,,,1.3663521148183797,99.57973837516532,,,,,,,,,,,5
2017-01-31,271.60037128644916,2.072795888320787,48.81080711983987,0.6051672814636304,32.61518849407938,0.5473649098256814,48.24873931009762,1.469530861400799,45.63880116327079,,,,,,,,,,,,,,,,,1.3663521148183797,96.2868351991615,,,,,,,,,,,5
2017-03-31,282.78822128004646,2.072795888320787,58.50817153244916,0.6051672814636304,33.76058410884239,0.5473649098256814,47.57311080590864,,,,,,,,,,,,,,,,,,,1.3663521148183797,96.51911255681516,,,0.3530751005736146,46.4272422760311,,,,,,,5
2017-04-30,277.6733688854216,2.072795888320787,56.01804345041947,0.6051672814636304,36.66345666710368,0.5473649098256814,43.89498916228684,,,,,,,,,,,,,,,,,,,1.3663521148183797,95.9315807304657,,,0.3530751005736146,45.16529887514592,,,,,,,5
2017-05-31,295.78529725237206,2.072795888320787,62.29400262898834,0.6051672814636304,37.07096530367673,0.5473649098256814,44.90608497124882,,,,,,,,,,,,,,,,,,,1.3663521148183797,108.85727048571484,,,0.3530751005736146,42.65697386274335,,,,,,,5
2017-06-30,288.29220199799255,2.072795888320787,60.451702332946965,0.6051672814636304,36.46999262117557,0.5473649098256814,46.47196655372026,,,3.3496045080477383,42.08054385006675,,,,,,,,,,,,,,,1.3663521148183797,102.81799664008304,,,,,,,,,,,5
2017-07-31,276.33971633011674,2.072795888320787,56.929066594450106,0.6051672814636304,35.229312431742116,0.5473649098256814,44.12663119249254,,,3.3496045080477383,47.579994563546535,,,,,,,,,,,,,,,1.3663521148183797,92.47471154788548,,,,,,,,,,,5
2017-08-31,274.09523367242946,2.072795888320787,64.72340822252178,0.6051672814636304,36.533024723581434,0.5473649098256814,38.65416392002216,,,3.3496045080477383,49.525461023089974,,,,,,,,,,,,,,,1.3663521148183797,84.65917578321407,,,,,,,,,,,5
2017-09-30,293.4152966810023,2.072795888320787,79.62376753734983,0.6051672814636304,35.75908312425997,,,1.6881613393230026,39.63631126131056,3.3496045080477383,55.21261654851747,,,,,,,,,,,,,,,1.3663521148183797,83.18351820956445,,,,,,,,,,,5
2017-10-31,314.18847315527654,2.072795888320787,89.70580391334916,0.6051672814636304,37.15631165680978,,,1.6881613393230026,45.02331456713653,3.3496045080477383,62.39877196886859,,,,,,,,,,,,,,,1.3663521148183797,79.90427104911247,,,,,,,,,,,5
2017-11-30,309.65943131371944,2.072795888320787,85.81875021944236,0.6051672814636304,32.82342020625018,,,1.6881613393230026,46.9596764003084,3.3496045080477383,57.54016899439627,,,,,,,,,,,,,,,1.3663521148183797,86.51741549332222,,,,,,,,,,,5
2017-12-31,314.46518311087357,2.072795888320787,83.2476179661255,0.6051672814636304,33.10229062709066,,,1.6881613393230026,50.95415138761024,3.3496045080477383,55.0689885064005,,,,,,,,,,,,,,,,,,,,,1.1483607715119746,92.09213462364664,,,,,5
2018-01-31,345.7422166391101,2.072795888320787,88.5113274497517,0.6051672814636304,37.26575213727985,,,1.6881613393230026,68.22422787101453,3.3496045080477383,57.456794324691785,,,,,,,,,,,,,,,,,,,,,1.1483607715119746,94.28411485637224,,,,,5
2018-03-31,375.0133603877693,2.072795888320787,105.5576667133572,0.6051672814636304,38.64363980570878,1.3344764132085305,79.24224932889611,1.6881613393230026,72.32755521091104,,,,,,,,,,,,,,,,,1.140668604238929,79.24224932889611,,,,,,,,,,,5
2018-04-30,358.6492392965822,2.072795888320787,93.086716945607,0.6051672814636304,33.17804042112243,1.3344764132085305,83.04065879669568,1.6881613393230026,72.30306455854652,,,,,,,,,,,,,,,,,1.140668604238929,77.04075857461054,,,,,,,,,,,5
2018-05-31,379.2870725209495,2.072795888320787,116.59121843516976,0.6051672814636304,35.16560623858389,1.3344764132085305,77.77148674268946,1.6881613393230026,70.37963711277253,,,,,,,,,,,,,,,,,1.140668604238929,79.37912399173386,,,,,,,,,,,5
2018-06-30,366.4915547267651,2.072795888320787,106.16501020465176,0.6051672814636304,32.596930330516244,,,1.6881613393230026,70.52952402673105,,,,,,,,,,,,,,,2.039138906123866,77.66126456213681,1.140668604238929,79.53882560272925,,,,,,,,,,,5
2018-07-31,373.6721619518436,2.072795888320787,106.87358024685837,0.6051672814636304,29.73210003769394,,,1.6881613393230026,66.4305500081594,,,,,,,,,,,,,,,2.039138906123866,78.92617413779986,1.140668604238929,91.70975752133202,,,,,,,,,,,5
2018-08-31,385.3455719560763,2.072795888320787,106.32698691887086,0.6051672814636304,26.80339041196537,,,1.6881613393230026,67.59202386541959,,,,,,,,,,,,,,,2.039138906123866,84.90592346587994,1.140668604238929,99.71724729394056,,,,,,,,,,,5
2018-09-30,361.94748820539553,2.072795888320787,91.56835031028182,,,0.6342255115293689,42.294376698126726,,,,,,,,,,,,,,,,,2.039138906123866,84.2024413901768,1.140668604238929,101.58794310868352,0.5842571771616109,42.294376698126726,,,,,,,,,5
2018-10-31,321.0453377486241,2.072795888320787,76.36429948208448,,,0.6342255115293689,37.724664596096446,,,,,,,,,,,,,,,,,2.039138906123866,71.34759908177715,1.140668604238929,97.53857478520182,0.5842571771616109,38.07019980346425,,,,,,,,,5
2018-11-30,340.56763342080114,2.072795888320787,78.06490079315326,,,0.6342255115293689,44.996899706834434,,,,,,,,,,,,,,,,,2.039138906123866,65.6478906463338,1.140668604238929,110.30265054886009,0.5842571771616109,41.55529172561957,,,,,,,,,5
2018-12-31,287.8922644583649,2.072795888320787,64.23752947594174,,,0.6342255115293689,37.55130404224575,,,,,,,,,,,1.203323019604173,33.68242715487257,,,,,2.039138906123866,56.912817723230546,1.140668604238929,95.50818606207426,,,,,,,,,,,5
2019-01-31,315.54185703189626,2.072795888320787,77.37656499120476,,,0.6342255115293689,39.46435729046815,,,,,,,,,,,1.203323019604173,33.29546606138532,,,,,2.039138906123866,65.85932342605547,1.140668604238929,99.54614526278256,,,,,,,,,,,5
2019-03-31,299.68348915418693,2.072795888320787,83.67279794547574,,,0.6342255115293689,34.81540812892822,,,,,,,,,,,,,,,,,2.039138906123866,55.27692650117903,1.140668604238929,91.002539853764,,,0.7221802050307259,34.91581672483993,,,,,,,5
2019-04-30,315.93972631094937,2.072795888320787,85.15064075066311,,,0.6342255115293689,38.40117358260521,,,,,,,,,,,,,,,,,2.039138906123866,55.44551421446799,1.140668604238929,101.35981286888008,,,0.7221802050307259,35.582584894332975,,,,,,,5
2019-05-31,272.7973542992398,2.072795888320787,66.01908751576484,,,0.6342255115293689,36.10578839712131,,,,,,,,,,,,,,,,,2.039138906123866,49.07108543773234,1.140668604238929,88.57291885967497,,,0.7221802050307259,33.028474088946375,,,,,,,5
2019-06-30,309.11785944630583,2.072795888320787,78.12563514228272,2.029447108562152,69.8686698687617,,,1.8986211405747124,69.8686698687617,,,,,,,,,,,,,,,2.039138906123866,54.51770227840678,,,,,0.7221802050307259,36.737182288092946,,,,,,,5
2019-07-31,330.9721477093653,2.072795888320787,90.88001450833332,2.029447108562152,80.09257172747552,,,1.8986211405747124,69.65686537720374,,,,,,,,,,,,,,,2.039138906123866,53.745269827093736,,,,,0.7221802050307259,36.59742626925899,,,,,,,5
2019-08-31,317.06338486247506,2.072795888320787,91.64931099258054,2.029447108562152,85.11600762877248,,,1.8986211405747124,75.52304006342608,,,,,,,,,,,,,,,2.039138906123866,35.8823191983555,,,,,0.7221802050307259,28.89270697934046,,,,,,,5
2019-09-30,332.8710255820494,2.072795888320787,86.7500234179087,2.029447108562152,88.63835376047042,,,1.8986211405747124,80.9078672421617,,,,,,,,,,,,,,,,,,,1.046361277396801,45.265587103902945,0.7221802050307259,31.309194057605655,,,,,,,5
2019-10-31,351.8991750635624,2.072795888320787,96.265168968952,2.029447108562152,76.76342037648654,,,1.8986211405747124,88.34051445786424,,,,,,,,,,,,,,,,,,,1.046361277396801,55.540858520166914,0.7221802050307259,34.98921274009272,,,,,,,5
2019-11-30,365.2875505237191,2.072795888320787,96.18420037956449,2.029447108562152,75.46568253254898,,,1.8986211405747124,90.85233581994606,,,,,,,,,,,,,,,,,,,1.046361277396801,63.27346772148103,0.7221802050307259,39.51186407017856,,,,,,,5
2019-12-31,399.5351401491116,2.072795888320787,108.8778374893968,2.029447108562152,95.16804316283238,,,1.8986211405747124,90.5783240797904,,,,,,,,,1.0703471916656393,39.12620302478955,,,,,,,,,1.046361277396801,65.78473239230246,,,,,,,,,5
2020-01-31,399.8370731657852,2.072795888320787,107.48093164524172,2.029447108562152,98.21185770626415,,,1.8986211405747124,87.70157380539705,,,,,,,,,1.0703471916656393,40.720756738630726,,,,,,,,,1.046361277396801,65.7219532702516,,,,,,,,,5
2020-02-29,359.97727458119647,2.072795888320787,106.40794760116958,2.029447108562152,83.96913280593994,,,1.8986211405747124,73.78995002853311,,,,,,,,,1.0703471916656393,40.33216873898927,,,,,,,,,1.046361277396801,55.47807540656456,,,,,,,,,5
