date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,CAH_shares,CAH_value,ADP_shares,ADP_value,KLAC_shares,KLAC_value,MSFT_shares,MSFT_value,MKC_shares,MKC_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,EA_shares,EA_value,ORCL_shares,ORCL_value,GWW_shares,GWW_value,TXN_shares,TXN_value,TTWO_shares,TTWO_value,TRV_shares,TRV_value,WSM_shares,WSM_value,AMAT_shares,AMAT_value,KO_shares,KO_value,NEM_shares,NEM_value,SNPS_shares,SNPS_value,ROST_shares,ROST_value,GRMN_shares,GRMN_value,FCX_shares,FCX_value,LII_shares,LII_value,DHI_shares,DHI_value,SYY_shares,SYY_value,EL_shares,EL_value,MMM_shares,MMM_value,MDT_shares,MDT_value,JBL_shares,JBL_value,ZBRA_shares,ZBRA_value,VTRS_shares,VTRS_value,AES_shares,AES_value,STE_shares,STE_value,TSCO_shares,TSCO_value,F_shares,F_value,WDC_shares,WDC_value,DE_shares,DE_value,EBAY_shares,EBAY_value,CMI_shares,CMI_value,COP_shares,COP_value,HAS_shares,HAS_value,MU_shares,MU_value,CSGP_shares,CSGP_value,ADI_shares,ADI_value,CVX_shares,CVX_value,NTAP_shares,NTAP_value,VLO_shares,VLO_value,GPC_shares,GPC_value,DD_shares,DD_value,FFIV_shares,FFIV_value,TSN_shares,TSN_value,RVTY_shares,RVTY_value,BG_shares,BG_value,CVS_shares,CVS_value,ALGN_shares,ALGN_value,TXT_shares,TXT_value,NVR_shares,NVR_value,LEN_shares,LEN_value,EMN_shares,EMN_value,MGM_shares,MGM_value,GEN_shares,GEN_value,COR_shares,COR_value,EOG_shares,EOG_value,DVN_shares,DVN_value,CTSH_shares,CTSH_value,GLW_shares,GLW_value,FAST_shares,FAST_value,CHRW_shares,CHRW_value,DECK_shares,DECK_value,LRCX_shares,LRCX_value,FDX_shares,FDX_value,MOH_shares,MOH_value,RMD_shares,RMD_value,ADSK_shares,ADSK_value,JKHY_shares,JKHY_value,TECH_shares,TECH_value,SBUX_shares,SBUX_value,EXPD_shares,EXPD_value,LOW_shares,LOW_value,VRTX_shares,VRTX_value,PWR_shares,PWR_value,MNST_shares,MNST_value,AXON_shares,AXON_value,J_shares,J_value,MOS_shares,MOS_value,MPWR_shares,MPWR_value,FSLR_shares,FSLR_value,ACN_shares,ACN_value,GILD_shares,GILD_value,CPRT_shares,CPRT_value,HRL_shares,HRL_value,PHM_shares,PHM_value,ADBE_shares,ADBE_value,TKO_shares,TKO_value,PRU_shares,PRU_value,A_shares,A_value,PCAR_shares,PCAR_value,LULU_shares,LULU_value,ADM_shares,ADM_value,PG_shares,PG_value,SMCI_shares,SMCI_value,TPR_shares,TPR_value,FTNT_shares,FTNT_value,TER_shares,TER_value,RL_shares,RL_value,DHR_shares,DHR_value,XOM_shares,XOM_value,QCOM_shares,QCOM_value,ULTA_shares,ULTA_value,ISRG_shares,ISRG_value,ABT_shares,ABT_value,CHD_shares,CHD_value,CTRA_shares,CTRA_value,CL_shares,CL_value,GE_shares,GE_value,TJX_shares,TJX_value,JBHT_shares,JBHT_value,AME_shares,AME_value,AMP_shares,AMP_value,BAX_shares,BAX_value,ETN_shares,ETN_value,GOOGL_shares,GOOGL_value,CMG_shares,CMG_value,STX_shares,STX_value,LVS_shares,LVS_value,SLB_shares,SLB_value,SWKS_shares,SWKS_value,KR_shares,KR_value,GD_shares,GD_value,NXPI_shares,NXPI_value,PSX_shares,PSX_value,BIIB_shares,BIIB_value,STLD_shares,STLD_value,BMY_shares,BMY_value,TYL_shares,TYL_value,SNA_shares,SNA_value,CLX_shares,CLX_value,PSA_shares,PSA_value,AOS_shares,AOS_value,HSIC_shares,HSIC_value,ALB_shares,ALB_value,WAT_shares,WAT_value,MHK_shares,MHK_value,NUE_shares,NUE_value,MPC_shares,MPC_value,ANET_shares,ANET_value,XYZ_shares,XYZ_value,NFLX_shares,NFLX_value,BKNG_shares,BKNG_value,CF_shares,CF_value,INCY_shares,INCY_value,EPAM_shares,EPAM_value,PAYC_shares,PAYC_value,POOL_shares,POOL_value,run
2006-07-31,108.63036659174853,0.44030875779864,12.03846813513266,,,,,,,0.2838700247484697,10.238592874398462,,,,,,,,,,,,,,,0.4291305006935758,9.662116056133106,,,,,,,,,,,,,,,0.5794242718248223,10.899969311918747,1.024706220238794,10.943186497551002,0.393060560939979,11.459763391485945,1.018207400823637,10.354034200348774,,,,,0.3047238082779136,10.75099733821648,0.6224368508783513,11.141619393281673,2.173638395620758,11.141619393281674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
2006-08-31,110.45325811320367,,,,,,,,,,,1.57617864210262,11.210867015321645,,,,,,,,,,,,,0.4291305006935758,10.056023164403342,,,,,,,,,,,,,,,0.5794242718248223,11.9406349229891,1.024706220238794,12.500643675022843,0.393060560939979,10.984360643447042,1.018207400823637,9.62122853483634,,,,,0.3047238082779136,10.755197194476048,,,2.173638395620758,10.962568932064038,0.4429436420521898,11.210867015321645,0.5751004267498049,11.210867015321645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
2006-09-30,114.0069101402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.024706220238794,14.611408946310055,0.393060560939979,11.732497286604266,1.018207400823637,10.57812360970992,,,0.874475750424838,10.946949835913982,,,,,2.173638395620758,11.40318128209186,,,,,0.6156936328156208,10.946949835913982,0.5881653393272486,10.946949835913982,0.5686509700921011,10.946949835913982,0.6924513690418634,10.946949835913982,0.3096143721448035,10.946949835913982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
2006-10-31,120.64951613939049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.024706220238794,14.334754410784369,0.393060560939979,12.868737451003945,,,,,0.874475750424838,11.526558890906909,,,,,2.173638395620758,13.207221176311863,,,,,0.6156936328156208,12.8877608737178,0.5881653393272486,10.709274220058022,0.5686509700921011,11.447664820130592,0.6924513690418634,10.96323727770747,0.3096143721448035,11.597117104367152,0.3490649679053171,11.10718991440234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
2006-11-30,129.3985588799954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.024706220238794,17.777554898768866,0.393060560939979,13.039888767795688,,,,,0.874475750424838,11.553700283898523,,,,,,,,,,,0.6156936328156208,13.977676283705453,0.5881653393272486,12.255072727815444,0.5686509700921011,11.793157204778282,0.6924513690418634,11.207527112297951,0.3096143721448035,11.982513439707477,0.3490649679053171,11.922119142433337,0.6280843192255378,13.88934901879439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
2006-12-31,129.5032925379386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5686509700921011,12.092503531966068,0.6924513690418634,11.079952277302947,,,,,0.6280843192255378,12.05170570430646,0.3871355830629927,13.46844728919473,0.823462830926698,13.46844728919473,0.9343882444538812,13.46844728919473,0.7250862536650262,13.46844728919473,7.33399194334514,13.46844728919473,3.4469509472280464,13.46844728919473,1.0868611047357994,13.46844728919473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
2007-01-31,133.77280428177448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5686509700921011,11.36550843846333,0.6924513690418634,13.04854689940029,,,,,0.6280843192255378,11.7768038089716,0.3871355830629927,13.421989955927534,0.823462830926698,14.984313242521806,0.9343882444538812,12.704583010217291,,,7.33399194334514,15.16141700991176,3.4469509472280464,14.580354383741591,1.0868611047357994,12.902324390095664,0.3945237967304756,13.826963142523612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
2007-03-31,133.25913110893885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23973869818668,13.571330747914246,,,,,,,,,,,,,,,,,,,0.4582648205140889,13.571330747914246,,,,,,,,,,,,,,,0.6280843192255378,10.538550898124472,,,,,,,,,,,3.4469509472280464,14.149934227500388,,,,,1.085737108845154,13.571330747914248,0.5690403202782519,13.571330747914248,0.4894759237506578,13.571330747914246,0.8441912077562411,13.571330747914246,1.1502528523043276,13.571330747914244,3.0374509724468433,13.571330747914246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
2007-04-30,142.63877300295644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23973869818668,14.516615137903342,,,,,0.4017274683049736,14.057229414238778,1.237164660195184,14.057229414238778,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6280843192255378,11.468862939943044,,,,,,,,,,,3.4469509472280464,14.418947852422574,,,0.3661680262246754,14.057229414238778,1.085737108845154,13.894751340875455,0.5690403202782519,17.28487975088734,,,,,,,3.0374509724468433,14.825798323969558,0.5666081196409322,14.057229414238778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
2007-05-31,145.53928041281668,,,0.1127042980188969,14.497154404484672,0.5135129990816687,14.497154404484672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23973869818668,15.470687252009244,,,,,0.4017274683049736,14.075421349878152,1.237164660195184,13.571217632722169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4469509472280464,14.956970171364066,,,0.3661680262246754,15.479660280424936,1.085737108845154,13.329792718131554,,,,,,,,,3.0374509724468433,16.481209335692206,0.5666081196409322,13.18001286362502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
