date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,SYY_shares,SYY_value,AAPL_shares,AAPL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,MKC_shares,MKC_value,EA_shares,EA_value,CVX_shares,CVX_value,COP_shares,COP_value,MU_shares,MU_value,CPRT_shares,CPRT_value,TRV_shares,TRV_value,XOM_shares,XOM_value,TTWO_shares,TTWO_value,GPC_shares,GPC_value,GWW_shares,GWW_value,CSGP_shares,CSGP_value,EOG_shares,EOG_value,DECK_shares,DECK_value,RMD_shares,RMD_value,ADP_shares,ADP_value,CTRA_shares,CTRA_value,WDC_shares,WDC_value,LOW_shares,LOW_value,A_shares,A_value,ACN_shares,ACN_value,KLAC_shares,KLAC_value,FCX_shares,FCX_value,F_shares,F_value,DE_shares,DE_value,AES_shares,AES_value,VLO_shares,VLO_value,NVR_shares,NVR_value,EMN_shares,EMN_value,DVN_shares,DVN_value,DD_shares,DD_value,J_shares,J_value,WST_shares,WST_value,SNPS_shares,SNPS_value,HAS_shares,HAS_value,JBL_shares,JBL_value,URI_shares,URI_value,FFIV_shares,FFIV_value,MOH_shares,MOH_value,VZ_shares,VZ_value,MGM_shares,MGM_value,FDX_shares,FDX_value,ADSK_shares,ADSK_value,HUM_shares,HUM_value,LRCX_shares,LRCX_value,TECH_shares,TECH_value,GRMN_shares,GRMN_value,GPN_shares,GPN_value,FAST_shares,FAST_value,NEM_shares,NEM_value,KR_shares,KR_value,ROST_shares,ROST_value,DLTR_shares,DLTR_value,WSM_shares,WSM_value,T_shares,T_value,DHI_shares,DHI_value,STX_shares,STX_value,TXT_shares,TXT_value,AMAT_shares,AMAT_value,GE_shares,GE_value,MOS_shares,MOS_value,AMP_shares,AMP_value,PHM_shares,PHM_value,LEN_shares,LEN_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,PRU_shares,PRU_value,CMI_shares,CMI_value,GLW_shares,GLW_value,CHRW_shares,CHRW_value,LULU_shares,LULU_value,APA_shares,APA_value,BA_shares,BA_value,SMCI_shares,SMCI_value,STLD_shares,STLD_value,SWKS_shares,SWKS_value,ALB_shares,ALB_value,PSX_shares,PSX_value,QCOM_shares,QCOM_value,NUE_shares,NUE_value,TPR_shares,TPR_value,FANG_shares,FANG_value,DAL_shares,DAL_value,ACGL_shares,ACGL_value,CF_shares,CF_value,OXY_shares,OXY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2005-09-30,100.0,0.3955518523537043,10.0,0.1201201201201201,10.0,0.3979061898938621,10.0,0.2997015834529385,10.0,0.3418491561127099,10.0,1.278964666237286,10.0,0.6567906131035796,10.0,0.350097415850661,10.0,0.4457774901277114,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2005-10-31,99.67262705931915,0.3955518523537043,10.45570079993385,0.1201201201201201,9.717717901006475,0.3979061898938621,10.186596697932956,0.2997015834529385,9.9379775585086,0.3418491561127099,11.225349604673667,1.278964666237286,9.875764632182822,0.6567906131035796,10.67500591444527,0.350097415850661,9.951763845574591,0.4457774901277114,9.053849418818006,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2005-11-30,106.40370012856398,0.3955518523537043,10.51323631440747,0.1201201201201201,10.697897604635886,0.3979061898938621,11.10261243573721,0.2997015834529385,10.902367645253127,0.3418491561127099,11.59201615614916,1.278964666237286,10.894033961643476,0.6567906131035796,11.860614642556737,0.350097415850661,10.987517669706811,0.4457774901277114,9.084615826746989,,,0.4792278949769731,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2005-12-31,106.6006438701966,0.3955518523537043,10.20073942653552,0.1201201201201201,11.02102102102102,0.3979061898938621,10.007080964568535,0.2997015834529385,10.74848568064742,0.3418491561127099,11.50749539197264,1.278964666237286,10.019488618313922,0.6567906131035796,12.88823298799153,0.350097415850661,11.695413752432392,0.4457774901277114,10.088462031608328,,,,,3.9034521827750512,8.42422399510528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2006-01-31,109.70890787423951,0.3955518523537043,9.974877393471669,0.1201201201201201,11.74174174174174,0.3979061898938621,11.680967103417222,0.2997015834529385,10.404744162287749,0.3418491561127099,11.605188375715102,1.278964666237286,10.377589235471795,0.6567906131035796,13.478275711676728,0.350097415850661,11.331716780667398,0.4457774901277114,10.265387795331158,,,,,3.9034521827750512,8.84841957445895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2006-03-31,110.6947443539094,,,,,0.3979061898938621,12.896103124344696,0.2997015834529385,9.568120876650912,,,1.278964666237286,10.47013028942696,0.6567906131035796,13.600927871077182,,,0.4457774901277114,9.634616489944396,0.6673787661358099,10.904969140493051,,,,,0.4988237699705786,10.904969140493051,1.317529871520537,10.904969140493051,0.9919315146526752,10.904969140493051,0.9633568935862816,10.904969140493051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2006-04-30,111.2214118652713,,,,,0.3979061898938621,13.06442212991923,0.2997015834529385,9.457028108684812,,,1.278964666237286,10.312910148480269,0.6567906131035796,13.126905361171389,,,0.4457774901277114,9.500001020303705,0.6673787661358099,11.782572574380357,,,,,0.4988237699705786,10.572529692202382,1.317529871520537,10.50638335881516,0.9919315146526752,11.621883571212036,0.9633568935862816,11.276775900101978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2006-05-31,105.05488613589908,0.4353441159057526,10.3134924891441,,,,,,,,,1.278964666237286,10.40625743454868,0.6567906131035796,11.796198081208011,,,,,,,,,,,0.4988237699705786,9.647853091633598,1.317529871520537,10.309963756544422,0.9919315146526752,11.327151326243875,,,0.2516228814917927,10.3134924891441,0.3647262802809611,10.3134924891441,0.410998861472662,10.3134924891441,0.6376512305577356,10.3134924891441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2006-06-30,107.95430931164051,,,,,,,,,,,1.278964666237286,9.767538643491903,0.6567906131035796,13.125390812199749,,,,,,,,,,,0.4988237699705786,10.244440185692383,1.317529871520537,10.398549124702706,0.9919315146526752,11.542222628324824,,,,,0.3647262802809611,10.797071614158725,0.410998861472662,10.739391282257406,,,6.80558212862004,10.44656834027095,0.370368044648028,10.44656834027095,0.3297640624196349,10.44656834027095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
