date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,SYY_shares,SYY_value,AAPL_shares,AAPL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,MKC_shares,MKC_value,EA_shares,EA_value,CVX_shares,CVX_value,COP_shares,COP_value,MU_shares,MU_value,CPRT_shares,CPRT_value,TRV_shares,TRV_value,XOM_shares,XOM_value,TTWO_shares,TTWO_value,GPC_shares,GPC_value,GWW_shares,GWW_value,CSGP_shares,CSGP_value,EOG_shares,EOG_value,DECK_shares,DECK_value,RMD_shares,RMD_value,ADP_shares,ADP_value,CTRA_shares,CTRA_value,WDC_shares,WDC_value,LOW_shares,LOW_value,A_shares,A_value,ACN_shares,ACN_value,KLAC_shares,KLAC_value,FCX_shares,FCX_value,F_shares,F_value,DE_shares,DE_value,AES_shares,AES_value,VLO_shares,VLO_value,NVR_shares,NVR_value,EMN_shares,EMN_value,DVN_shares,DVN_value,DD_shares,DD_value,J_shares,J_value,WST_shares,WST_value,SNPS_shares,SNPS_value,HAS_shares,HAS_value,JBL_shares,JBL_value,URI_shares,URI_value,FFIV_shares,FFIV_value,MOH_shares,MOH_value,VZ_shares,VZ_value,MGM_shares,MGM_value,FDX_shares,FDX_value,ADSK_shares,ADSK_value,HUM_shares,HUM_value,LRCX_shares,LRCX_value,TECH_shares,TECH_value,GRMN_shares,GRMN_value,GPN_shares,GPN_value,FAST_shares,FAST_value,NEM_shares,NEM_value,KR_shares,KR_value,ROST_shares,ROST_value,DLTR_shares,DLTR_value,WSM_shares,WSM_value,T_shares,T_value,DHI_shares,DHI_value,STX_shares,STX_value,TXT_shares,TXT_value,AMAT_shares,AMAT_value,GE_shares,GE_value,MOS_shares,MOS_value,AMP_shares,AMP_value,PHM_shares,PHM_value,LEN_shares,LEN_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,PRU_shares,PRU_value,CMI_shares,CMI_value,GLW_shares,GLW_value,CHRW_shares,CHRW_value,LULU_shares,LULU_value,APA_shares,APA_value,BA_shares,BA_value,SMCI_shares,SMCI_value,STLD_shares,STLD_value,SWKS_shares,SWKS_value,ALB_shares,ALB_value,PSX_shares,PSX_value,QCOM_shares,QCOM_value,NUE_shares,NUE_value,TPR_shares,TPR_value,FANG_shares,FANG_value,DAL_shares,DAL_value,ACGL_shares,ACGL_value,CF_shares,CF_value,OXY_shares,OXY_value,run
2006-07-31,107.3579809128786,,,,,,,,,,,1.278964666237286,8.671882618458946,0.6567906131035796,11.259847308659632,,,,,,,,,,,0.4988237699705786,8.982940894973007,1.317529871520537,10.161302878154032,0.9919315146526752,11.924572450672825,,,,,0.3647262802809611,11.444260272395844,0.410998861472662,11.249074459745977,,,,,0.370368044648028,10.798156183070056,0.3297640624196349,11.534649862208273,1.0610481171924726,11.331293984540013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2006-08-31,109.7158242657838,0.384042054464574,11.101625838035607,,,0.4064276535615511,11.101625838035607,,,,,,,,,,,,,0.5891019497235243,11.101625838035607,,,,,,,,,,,,,,,0.3647262802809611,11.204171251179098,0.410998861472662,10.450073758666806,,,,,0.370368044648028,10.350198389688668,,,,,0.4842465785770882,11.101625838035607,0.229593085449214,11.101625838035607,2.7561137473871087,11.101625838035607,0.4868636188098552,11.101625838035607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2006-09-30,112.45676952236248,,,,,0.4064276535615511,12.65113281763748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3647262802809611,11.37265388390677,0.410998861472662,9.807550952825668,,,,,0.370368044648028,11.05514789837669,,,,,,,0.229593085449214,11.190868343840997,,,,,4.289219805572286,11.27588312515498,0.6726253199591194,11.27588312515498,0.4763335682784899,11.27588312515498,2.632880018482972,11.27588312515498,1.0285707595576472,11.27588312515498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2006-10-31,119.71143818274612,,,,,0.4064276535615511,13.074397023261453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3647262802809611,11.782954253378724,0.410998861472662,9.924523294581808,,,,,0.370368044648028,12.125789651222314,0.335314441614694,12.423338408091784,,,,,,,,,,,,,0.6726253199591194,12.32363105030332,0.4763335682784899,11.82210659378097,,,1.0285707595576472,11.388021091942196,0.5740318893688261,12.423338408091784,0.5816184042544004,12.423338408091784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2006-11-30,124.37575522378565,0.5013955122276609,11.884039921735171,,,,,,,0.3315488804298787,11.884039921735177,,,,,,,,,,,,,,,,,,,,,,,,,0.3647262802809611,12.680705096722726,0.410998861472662,11.152200994579225,,,,,0.370368044648028,12.287057084725673,0.335314441614694,13.360917720612338,,,,,,,,,,,,,0.6726253199591194,14.007306054601472,,,,,1.0285707595576472,12.783488868892595,0.5740318893688261,12.451959638446075,,,0.4930096200672362,11.884039921735177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2006-12-31,128.98727886508163,0.5013955122276609,13.493289536293926,,,,,,,0.3315488804298787,12.043419742430103,,,,,,,,,,,0.6028273202001658,12.819277819371706,,,,,,,,,,,,,,,,,0.9401906835228874,12.819277819371704,,,,,,,,,,,0.2510148175210062,12.819277819371704,,,,,3.8489904218189186,12.819277819371704,0.6726253199591194,13.788790834680292,,,,,1.0285707595576472,12.746111835447063,,,,,,,0.4802461876349422,12.819277819371704,0.6733656169790042,12.819277819371704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2007-01-31,129.77742266111733,0.5013955122276609,13.319802527088688,,,,,,,0.3315488804298787,12.7928625734305,,,,,,,,,,,0.6028273202001658,12.048587475493749,,,,,,,,,,,,,,,,,0.9401906835228874,11.89180860326541,,,,,,,,,,,0.2510148175210062,14.232440760214203,,,,,3.8489904218189186,12.46858899503076,0.6726253199591194,14.730088844327442,,,,,1.0285707595576472,12.210348198153978,,,,,,,0.4802461876349422,12.690449266043112,0.6733656169790042,13.3924454180695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2007-03-31,132.01805929665443,,,,,,,,,0.3315488804298787,12.292926261502387,,,,,,,,,,,,,,,,,,,,,,,,,0.3785260088693536,13.656611185050952,0.4925517592282284,13.656611185050952,,,,,0.4099046607773188,13.656611185050952,0.3459337341940834,13.656611185050952,,,,,,,3.056537910310427,13.656611185050952,,,,,,,,,,,1.0285707595576472,10.472243554744448,,,,,,,,,,,3.3267761273932672,13.656611185050952,0.3596779457050867,13.656611185050952,0.970335881345224,13.656611185050952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2007-04-30,136.7752075308861,,,,,,,,,0.3315488804298787,12.231278132692292,,,,,,,,,,,,,,,,,,,,,,,,,0.3785260088693536,14.363817630027476,0.4925517592282284,13.856410646969488,,,,,0.4099046607773188,14.343371618299084,0.3459337341940834,14.367939273472992,,,,,,,,,,,,,,,,,,,1.0285707595576472,11.01423702458563,,,0.6500468342761505,14.227302965782242,,,,,,,3.3267761273932672,13.9162443074924,,,,,0.3892952335119815,14.227302965782242,0.0172661443759493,14.22730296578224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2007-05-31,143.69345152545262,,,0.1152047151093819,14.81878306704282,0.5249058623512294,14.81878306704282,,,0.3315488804298787,12.927972941204256,,,,,,,,,,,,,,,,,,,,,,,,,0.3785260088693536,15.047021092500351,0.4925517592282284,15.470836483514423,1.245670152151797,14.81878306704282,,,,,,,,,,,,,2.731069433114361,14.81878306704282,,,,,,,,,,,1.0285707595576472,11.718198293305134,,,,,,,,,,,3.3267761273932672,14.435507379714348,,,,,,,,,0.7616996858963482,14.818783067042816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2007-06-30,147.35507011314857,,,0.1152047151093819,15.739267615720737,0.5249058623512294,14.321661909838324,,,0.3315488804298787,13.397286917725232,,,,,,,,,,,,,,,,,,,,,,,,,0.3785260088693536,15.667363107562196,0.4925517592282284,15.77463786308479,1.245670152151797,15.24460863051062,,,,,,,,,,,,,,,0.5138601444365941,13.24825186199957,,,,,,,,,,,,,,,,,,,,,3.3267761273932672,16.304853487915075,,,,,,,,,0.7616996858963482,14.408886856792464,0.2672933105984767,13.24825186199957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2007-07-31,144.13785435459002,,,0.1152047151093819,14.60910964175921,0.5249058623512294,13.683366577679564,,,0.3315488804298787,13.690322633795178,,,,,,,,,,,,,,,,,,,,,,,,,0.3785260088693536,15.857070852333225,0.4925517592282284,16.244854711874687,1.245670152151797,14.441618869820712,,,,,,,,,,,,,,,0.5138601444365941,12.711507118807235,,,,,,,,,,,,,,,,,,,,,3.3267761273932672,14.729758992102212,,,,,,,,,0.7616996858963482,15.522080566214797,0.2672933105984767,12.648164390203192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2007-08-31,142.0225749635114,,,,,,,,,0.3315488804298787,14.170909403785666,,,,,,,,,0.6092829679314405,13.80635196035724,,,,,,,,,,,,,,,0.3785260088693536,16.32203243436435,0.4925517592282284,16.538739068033465,,,,,,,,,,,0.4861566606570782,13.80635196035724,,,,,0.5138601444365941,12.229410393638108,,,,,,,,,,,,,,,,,,,,,3.3267761273932672,13.518141984256715,,,,,,,,,0.7616996858963482,15.05745636835512,0.2672933105984767,12.76682943000628,0.3810882557710353,13.80635196035724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2007-09-30,146.5473074474871,,,,,,,,,,,,,,,,,,,0.6092829679314405,12.386722691561586,,,,,,,,,,,,,,,0.3785260088693536,17.527763917145002,0.4925517592282284,17.72628289274438,,,,,,,0.2871269439817042,14.02140483022435,,,,,,,,,,,,,,,,,2.224683370167854,14.021404830224352,,,,,,,,,,,,,3.3267761273932672,14.695142088486271,,,,,0.3996516228104548,14.02140483022435,,,,,0.2672933105984767,14.10437170642808,,,0.2359134987540329,14.02140483022435,0.782762558520542,14.02140483022435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2007-10-31,152.77348250067922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3785260088693536,17.140049977236085,0.4925517592282284,17.158778503559432,,,,,,,0.2871269439817042,13.935063239849846,,,,,,,,,,,,,,,,,2.224683370167854,15.827917290588434,,,,,,,,,,,,,3.3267761273932672,15.352874361502456,,,,,0.3996516228104548,14.699724365245858,,,,,0.2672933105984767,15.861787700748415,,,0.2359134987540329,16.167839334707597,0.782762558520542,13.913711675181313,0.4499552706678412,12.71573605205978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2007-11-30,139.86876608250282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3785260088693536,16.43953918466102,0.4925517592282284,16.24364279825201,,,,,,,0.2871269439817042,13.506353130558804,,,,,,,,,,,,,,,,,2.224683370167854,13.726298685288922,,,,,,,,,,,,,3.3267761273932672,12.998882877860956,,,,,0.3996516228104548,13.587278559332638,,,,,0.2672933105984767,14.063326994648175,,,0.2359134987540329,15.540798130667604,0.782762558520542,12.689246235466191,0.4499552706678412,11.073399485766474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2007-12-31,150.38108618862535,,,,,,,,,,,2.252729441446362,14.685761408673894,,,,,,,,,,,,,,,,,,,,,,,0.3785260088693536,17.598489182321476,0.4925517592282284,17.91995796326275,,,,,,,,,,,,,0.226185090565791,14.685761408673892,,,,,1.704783475920813,14.685761408673892,,,,,,,,,,,,,,,,,,,3.3267761273932672,11.648797462386463,,,,,,,,,0.8062939352648769,14.685761408673892,0.2672933105984767,15.099273128611324,,,,,,,,,1.0055569902868613,14.685761408673892,1.215357658753874,14.685761408673892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2008-01-31,140.69961316790466,,,,,,,,,,,2.252729441446362,14.33630751029584,,,,,,,,,,,,,,,,,,,,,,,0.3785260088693536,15.697790277586668,0.4925517592282284,16.25784567433541,,,,,,,,,,,,,0.226185090565791,13.3198819479077,,,,,1.704783475920813,11.482664784129764,,,,,,,,,,,,,,,,,,,3.3267761273932672,11.49301346446236,,,,,,,,,0.8062939352648769,15.992370413285991,0.2672933105984767,14.467023055739936,,,,,,,,,1.0055569902868613,14.90966358805733,1.215357658753874,12.743052452103658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2008-02-29,140.55867559005534,,,,,0.4933518424389741,12.498622445376238,,,,,,,,,,,,,0.6807528338713335,12.498622445376238,,,,,,,,,,,,,,,0.3785260088693536,16.340780838673275,0.4925517592282284,16.7855015920325,,,,,,,,,,,,,0.226185090565791,12.360069022623325,,,,,1.704783475920813,10.478736339778832,,,,,,,,,,,,,,,,,,,3.3267761273932672,11.302622874070403,,,,,,,,,0.8062939352648769,15.929438677055192,0.2672933105984767,17.47269730148343,,,,,,,,,1.0055569902868613,14.891584053585932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2008-03-31,139.00866110296218,,,,,0.4933518424389741,12.048196865503604,,,,,,,,,,,,,0.6807528338713335,13.220220085718616,,,,,,,,,,,,,,,0.3785260088693536,16.21156211153205,0.4925517592282284,15.555968248433675,,,,,,,,,,,,,,,,,0.3147269847499455,13.371314206834878,,,,,,,1.4649890828010008,13.371314206834876,,,,,,,,,,,0.3934647443503889,13.371314206834876,,,,,,,,,,,0.8062939352648769,15.11614275759983,,,,,,,,,,,,,,,0.7312769702612405,13.371314206834876,0.7359006136868528,13.371314206834876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2008-04-30,155.73912217126784,,,,,0.4933518424389741,12.50153105771331,,,,,,,,,,,,,0.6807528338713335,14.125621302830169,,,,,,,,,,,,,,,0.3785260088693536,18.260797068796627,0.4925517592282284,17.58491175945759,,,,,,,,,,,,,,,,,0.3147269847499455,14.5390758932855,,,,,,,1.4649890828010008,14.983550217282176,,,,,,,,,,,0.3934647443503889,15.807385766131722,,,,,,,,,,,0.8062939352648769,17.91150462879474,,,,,,,,,,,,,,,0.7312769702612405,13.371314206834876,0.7359006136868528,16.653430270141104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
