date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,JKHY_shares,JKHY_value,MSFT_shares,MSFT_value,TECH_shares,TECH_value,AAPL_shares,AAPL_value,CHRW_shares,CHRW_value,ADP_shares,ADP_value,CAH_shares,CAH_value,SYY_shares,SYY_value,MU_shares,MU_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,EA_shares,EA_value,DE_shares,DE_value,ITW_shares,ITW_value,NUE_shares,NUE_value,TRV_shares,TRV_value,CVX_shares,CVX_value,GPC_shares,GPC_value,GWW_shares,GWW_value,COP_shares,COP_value,FAST_shares,FAST_value,WDC_shares,WDC_value,EL_shares,EL_value,HUBB_shares,HUBB_value,CPRT_shares,CPRT_value,AES_shares,AES_value,F_shares,F_value,HAS_shares,HAS_value,EMN_shares,EMN_value,DVN_shares,DVN_value,RMD_shares,RMD_value,EBAY_shares,EBAY_value,XOM_shares,XOM_value,VLO_shares,VLO_value,FDX_shares,FDX_value,WSM_shares,WSM_value,FCX_shares,FCX_value,WST_shares,WST_value,CTRA_shares,CTRA_value,MGM_shares,MGM_value,CSGP_shares,CSGP_value,DECK_shares,DECK_value,EOG_shares,EOG_value,NVR_shares,NVR_value,CTSH_shares,CTSH_value,LRCX_shares,LRCX_value,GRMN_shares,GRMN_value,MNST_shares,MNST_value,KR_shares,KR_value,TXN_shares,TXN_value,GLW_shares,GLW_value,CMI_shares,CMI_value,AXON_shares,AXON_value,PWR_shares,PWR_value,HRL_shares,HRL_value,ADSK_shares,ADSK_value,J_shares,J_value,WMB_shares,WMB_value,VRSN_shares,VRSN_value,LVS_shares,LVS_value,AMAT_shares,AMAT_value,MPWR_shares,MPWR_value,TER_shares,TER_value,AMP_shares,AMP_value,EXPD_shares,EXPD_value,MOS_shares,MOS_value,KLAC_shares,KLAC_value,PCAR_shares,PCAR_value,TKO_shares,TKO_value,FSLR_shares,FSLR_value,PHM_shares,PHM_value,PRU_shares,PRU_value,NVDA_shares,NVDA_value,DD_shares,DD_value,DHR_shares,DHR_value,AOS_shares,AOS_value,LULU_shares,LULU_value,SMCI_shares,SMCI_value,LUV_shares,LUV_value,TPR_shares,TPR_value,ULTA_shares,ULTA_value,TJX_shares,TJX_value,UAL_shares,UAL_value,RL_shares,RL_value,INTC_shares,INTC_value,GE_shares,GE_value,BAX_shares,BAX_value,NEM_shares,NEM_value,TXT_shares,TXT_value,ALB_shares,ALB_value,STLD_shares,STLD_value,EPAM_shares,EPAM_value,APD_shares,APD_value,DHI_shares,DHI_value,RCL_shares,RCL_value,NWSA_shares,NWSA_value,QCOM_shares,QCOM_value,SWKS_shares,SWKS_value,FANG_shares,FANG_value,PSX_shares,PSX_value,REGN_shares,REGN_value,DAL_shares,DAL_value,ACGL_shares,ACGL_value,JBHT_shares,JBHT_value,WY_shares,WY_value,CF_shares,CF_value,DELL_shares,DELL_value,OXY_shares,OXY_value,LEN_shares,LEN_value,INCY_shares,INCY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
2005-09-30,100.0,0.3955515240851728,10.0,0.1201201201201201,10.0,0.39790609929711,10.0,0.2997015491889352,10.0,0.3418490223761378,10.0,1.278965056230743,10.0,0.6567906131035796,10.0,0.3500971119365481,10.0,0.4457773764206343,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
2005-10-31,99.67259170541848,0.3955515240851728,10.455690613837136,0.1201201201201201,9.717717901006475,0.39790609929711,10.18659969123055,0.2997015491889352,9.937975279058085,0.3418490223761378,11.225339996944609,1.278965056230743,9.875764594299852,0.6567906131035796,10.675009672631305,0.3500971119365481,9.9517478612737,0.4457773764206343,9.053845408893832,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
2005-11-30,106.40367722900484,0.3955515240851728,10.51322985283532,0.1201201201201201,10.697897604635886,0.39790609929711,11.10261294363599,0.2997015491889352,10.90235839592264,0.3418490223761378,11.592018141429364,1.278965056230743,10.894036063834577,0.6567906131035796,11.860620906200124,0.3500971119365481,10.987502789555904,0.4457773764206343,9.084612659227917,,,0.5904767199434137,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
2005-12-31,106.9430806555819,0.3955515240851728,10.20073171539526,0.1201201201201201,11.02102102102102,0.39790609929711,10.00707944506501,0.2997015491889352,10.748485595075248,0.3418490223761378,11.507486977914404,1.278965056230743,10.019494112979134,0.6567906131035796,12.888226724348142,0.3500971119365481,11.695407606369388,0.4457773764206343,10.08846115879093,,,,,0.4798914091019781,8.766686298623375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
2006-01-31,110.2976556561322,0.3955515240851728,9.97486760641036,0.1201201201201201,11.74174174174174,0.39790609929711,11.68096672068842,0.2997015491889352,10.404742972743856,0.3418490223761378,11.605192963943198,1.278965056230743,10.377594839332284,,,,,,,,,0.7344063822916802,11.691788883646566,0.4798914091019781,9.437182160332656,0.9817622990833198,11.691788883646566,5.157796062280115,11.691788883646566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
2006-03-31,111.82093579839032,0.3955515240851728,9.954727439297145,0.1201201201201201,11.974775068036786,0.39790609929711,12.896098670220962,0.2997015491889352,9.568119782755703,,,,,,,,,,,,,0.7344063822916802,13.096362381468344,0.4798914091019781,9.152957839991666,,,,,0.3528862980595985,11.294473654154922,0.4984804555443369,11.294473654154922,0.3304584498715053,11.294473654154922,0.6190568141791108,11.294473654154922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
2006-04-30,106.34916630733986,0.3955515240851728,9.67776109846184,0.1201201201201201,11.244444517759948,0.39790609929711,13.064419155363307,0.2997015491889352,9.457027599125857,,,,,,,,,,,,,0.7344063822916802,12.85584894182093,0.4798914091019781,8.123628075920214,,,,,0.3528862980595985,10.233769278370971,0.4984804555443369,10.94307444508368,0.3304584498715053,10.215906457302772,0.6190568141791108,10.533286738130322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
2006-05-31,101.36420556544712,,,,,0.39790609929711,12.237757333805702,,,0.2743109470084222,9.9029386924046,1.2171053549468536,9.9029386924046,0.5513776467164808,9.9029386924046,0.2713449806203056,9.902938692404602,,,,,,,,,,,,,,,,,,,,,0.6122680357454974,9.9029386924046,0.5120123815243144,9.9029386924046,1.26551513332222,9.9029386924046,0.8672118130005514,9.9029386924046,0.241606462162211,9.9029386924046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
2006-06-30,103.86519935019471,,,,,0.39790609929711,12.662616629076089,,,0.2743109470084222,10.713307249903522,1.2171053549468536,9.295114368059824,0.5513776467164808,11.01880094157759,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26551513332222,9.988023179732254,0.8672118130005514,10.090970660479927,,,0.3484559977983446,10.024091580341372,0.3350713435873271,10.024091580341372,0.324127561891338,10.024091580341372,0.3553897872645428,10.024091580341372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
