date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,MKC_shares,MKC_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,EL_shares,EL_value,GPC_shares,GPC_value,EA_shares,EA_value,COP_shares,COP_value,CVX_shares,CVX_value,IDXX_shares,IDXX_value,TECH_shares,TECH_value,TRV_shares,TRV_value,SNPS_shares,SNPS_value,TRMB_shares,TRMB_value,A_shares,A_value,DECK_shares,DECK_value,FFIV_shares,FFIV_value,FCX_shares,FCX_value,PG_shares,PG_value,GRMN_shares,GRMN_value,AES_shares,AES_value,RMD_shares,RMD_value,ACN_shares,ACN_value,CPRT_shares,CPRT_value,STLD_shares,STLD_value,QCOM_shares,QCOM_value,GWW_shares,GWW_value,CSGP_shares,CSGP_value,JBL_shares,JBL_value,MU_shares,MU_value,LRCX_shares,LRCX_value,GLW_shares,GLW_value,KLAC_shares,KLAC_value,F_shares,F_value,EMN_shares,EMN_value,AAPL_shares,AAPL_value,CTSH_shares,CTSH_value,EOG_shares,EOG_value,DE_shares,DE_value,WST_shares,WST_value,XOM_shares,XOM_value,EMR_shares,EMR_value,ADM_shares,ADM_value,EBAY_shares,EBAY_value,MRK_shares,MRK_value,CTRA_shares,CTRA_value,DVN_shares,DVN_value,SPGI_shares,SPGI_value,VLO_shares,VLO_value,LHX_shares,LHX_value,DD_shares,DD_value,EQIX_shares,EQIX_value,CMI_shares,CMI_value,MGM_shares,MGM_value,NVR_shares,NVR_value,FAST_shares,FAST_value,WDC_shares,WDC_value,NOC_shares,NOC_value,PWR_shares,PWR_value,CVS_shares,CVS_value,DHR_shares,DHR_value,CL_shares,CL_value,ROST_shares,ROST_value,BMY_shares,BMY_value,IBM_shares,IBM_value,HRL_shares,HRL_value,J_shares,J_value,TJX_shares,TJX_value,MTD_shares,MTD_value,ADI_shares,ADI_value,MOS_shares,MOS_value,AMAT_shares,AMAT_value,HSIC_shares,HSIC_value,SYY_shares,SYY_value,ICE_shares,ICE_value,CHRW_shares,CHRW_value,PH_shares,PH_value,SWKS_shares,SWKS_value,NDSN_shares,NDSN_value,SBUX_shares,SBUX_value,MPWR_shares,MPWR_value,FDX_shares,FDX_value,GILD_shares,GILD_value,GPN_shares,GPN_value,EXPD_shares,EXPD_value,WSM_shares,WSM_value,COO_shares,COO_value,HD_shares,HD_value,DXCM_shares,DXCM_value,PKG_shares,PKG_value,AMP_shares,AMP_value,HUBB_shares,HUBB_value,LVS_shares,LVS_value,LULU_shares,LULU_value,CRM_shares,CRM_value,NVDA_shares,NVDA_value,PRU_shares,PRU_value,TT_shares,TT_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,JKHY_shares,JKHY_value,TSN_shares,TSN_value,TER_shares,TER_value,ABT_shares,ABT_value,MSFT_shares,MSFT_value,MSI_shares,MSI_value,TPR_shares,TPR_value,LUV_shares,LUV_value,PHM_shares,PHM_value,BA_shares,BA_value,ISRG_shares,ISRG_value,MHK_shares,MHK_value,TXT_shares,TXT_value,EFX_shares,EFX_value,AXON_shares,AXON_value,AOS_shares,AOS_value,AVY_shares,AVY_value,JBHT_shares,JBHT_value,NEM_shares,NEM_value,SLB_shares,SLB_value,APD_shares,APD_value,MNST_shares,MNST_value,BR_shares,BR_value,EW_shares,EW_value,FTNT_shares,FTNT_value,ALB_shares,ALB_value,INTU_shares,INTU_value,ULTA_shares,ULTA_value,NUE_shares,NUE_value,DHI_shares,DHI_value,BAX_shares,BAX_value,LLY_shares,LLY_value,HAS_shares,HAS_value,RL_shares,RL_value,SWK_shares,SWK_value,CPB_shares,CPB_value,EPAM_shares,EPAM_value,META_shares,META_value,SMCI_shares,SMCI_value,PFE_shares,PFE_value,GD_shares,GD_value,WMT_shares,WMT_value,DLTR_shares,DLTR_value,GOOGL_shares,GOOGL_value,AMZN_shares,AMZN_value,PSX_shares,PSX_value,NWSA_shares,NWSA_value,ALGN_shares,ALGN_value,TYL_shares,TYL_value,AMD_shares,AMD_value,PSA_shares,PSA_value,TKO_shares,TKO_value,FANG_shares,FANG_value,PAYC_shares,PAYC_value,TDY_shares,TDY_value,ACGL_shares,ACGL_value,GE_shares,GE_value,CSCO_shares,CSCO_value,ANET_shares,ANET_value,NOW_shares,NOW_value,KEYS_shares,KEYS_value,XYZ_shares,XYZ_value,REGN_shares,REGN_value,SNA_shares,SNA_value,TTD_shares,TTD_value,LEN_shares,LEN_value,ON_shares,ON_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
2005-09-30,100.0,0.3955517329832662,10.0,0.1201201201201201,10.0,0.3979059483026149,10.0,0.2997014806609521,10.0,0.3418491784021488,10.0,1.2789645882386231,10.0,0.6567909833549846,10.0,0.350097415850661,10.0,0.4457773385182882,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
2005-10-31,99.67261168239258,0.3955517329832662,10.455696890136254,0.1201201201201201,9.717717901006475,0.3979059483026149,10.186595066748865,0.2997014806609521,9.937971863429032,0.3418491784021488,11.225347728492904,1.2789645882386231,9.875758541181016,0.6567909833549846,10.675013184976768,0.350097415850661,9.951765181090249,0.4457773385182882,9.053844639088094,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
2005-11-30,106.40368117104636,0.3955517329832662,10.513230878336577,0.1201201201201201,10.697897604635886,0.3979059483026149,11.102606453661569,0.2997014806609521,10.902359332865126,0.3418491784021488,11.592020824131623,1.2789645882386231,10.894032077546594,0.6567909833549846,11.860622581449332,0.350097415850661,10.987511659886366,0.4457773385182882,9.084611886806185,,,0.3776268916123202,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
2005-12-31,106.73997613885123,0.3955517329832662,10.200737102590798,0.1201201201201201,11.02102102102102,0.3979059483026149,10.00707564765172,0.2997014806609521,10.74848656720138,0.3418491784021488,11.507490926086252,1.2789645882386231,10.019488007267553,0.6567909833549846,12.888236495264056,0.350097415850661,11.695417758979357,0.4457773385182882,10.0884594507639,,,0.3776268916123202,8.563563162025185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
2006-01-31,109.09076301520116,0.3955517329832662,9.974872874322877,0.1201201201201201,11.74174174174174,0.3979059483026149,11.680963805971366,0.2997014806609521,10.404739450386469,0.3418491784021488,11.605194348607554,1.2789645882386231,10.377588602586382,0.6567909833549846,13.478282057031755,0.350097415850661,11.331712774120431,0.4457773385182882,10.265384304061284,,,0.3776268916123202,8.230283056371288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
2006-03-31,111.9012646234458,,,,,0.3979059483026149,12.896089222831597,0.2997014806609521,9.56812159641251,,,1.2789645882386231,10.470130870613536,0.6567909833549846,13.600928021927777,,,0.4457773385182882,9.634614063453348,0.682146638038806,11.146276169641409,,,0.9846740543878666,11.146276169641409,1.3466842435241286,11.146276169641409,1.0138808816342604,11.146276169641409,0.509861516594496,11.146276169641409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
2006-04-30,112.45525604947916,,,,,0.3979059483026149,13.064414197773118,0.2997014806609521,9.45702943818434,,,1.2789645882386231,10.31290342096096,0.6567909833549846,13.126909002990264,,,0.4457773385182882,9.499999489848324,0.682146638038806,12.043299362968046,,,0.9846740543878666,11.526304634668527,1.3466842435241286,10.738869176007096,1.0138808816342604,11.87904764686755,0.509861516594496,10.806479679210955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
2006-05-31,106.22884311384556,,,,,,,,,,,1.2789645882386231,10.406259239346271,0.6567909833549846,11.796199720140256,,,,,,,,,,,1.3466842435241286,10.538110895980582,1.0138808816342604,11.577797462235164,0.509861516594496,9.861339335864535,0.648664409899914,10.409827292055748,0.4393525755235424,10.409827292055748,0.2539732283313459,10.409827292055748,0.4148377034909792,10.409827292055748,0.3681332126017277,10.409827292055748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
2006-06-30,108.08181602099845,,,,,,,,,,,1.2789645882386231,9.767536218237383,0.6567909833549846,13.125401969541135,,,,,,,,,,,1.3466842435241286,10.628645569405178,1.0138808816342604,11.797627841799637,0.509861516594496,10.47112841162054,,,,,,,,,,,0.5568106260833451,10.458295202078912,0.9804567306473893,10.458295202078912,0.3707838788746098,10.458295202078912,0.5571814036772247,10.458295202078912,0.937123238805786,10.458295202078912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
