date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,KLAC_shares,KLAC_value,LRCX_shares,LRCX_value,CAH_shares,CAH_value,EL_shares,EL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,EA_shares,EA_value,ORCL_shares,ORCL_value,XOM_shares,XOM_value,DE_shares,DE_value,TRV_shares,TRV_value,CPRT_shares,CPRT_value,CVX_shares,CVX_value,GWW_shares,GWW_value,DECK_shares,DECK_value,COP_shares,COP_value,GPC_shares,GPC_value,LLY_shares,LLY_value,AES_shares,AES_value,WDC_shares,WDC_value,SYY_shares,SYY_value,RMD_shares,RMD_value,SNA_shares,SNA_value,F_shares,F_value,TSCO_shares,TSCO_value,A_shares,A_value,CMI_shares,CMI_value,EMR_shares,EMR_value,EMN_shares,EMN_value,HAS_shares,HAS_value,NVR_shares,NVR_value,TER_shares,TER_value,DLTR_shares,DLTR_value,MU_shares,MU_value,FAST_shares,FAST_value,DD_shares,DD_value,TSN_shares,TSN_value,CNC_shares,CNC_value,VLO_shares,VLO_value,TTWO_shares,TTWO_value,DVN_shares,DVN_value,JBL_shares,JBL_value,MGM_shares,MGM_value,FCX_shares,FCX_value,CTRA_shares,CTRA_value,CSGP_shares,CSGP_value,BMY_shares,BMY_value,CTSH_shares,CTSH_value,EOG_shares,EOG_value,GRMN_shares,GRMN_value,WSM_shares,WSM_value,FDX_shares,FDX_value,HRL_shares,HRL_value,DHI_shares,DHI_value,J_shares,J_value,MOH_shares,MOH_value,ICE_shares,ICE_value,VZ_shares,VZ_value,PKG_shares,PKG_value,AMAT_shares,AMAT_value,MOS_shares,MOS_value,AMP_shares,AMP_value,SMCI_shares,SMCI_value,GLW_shares,GLW_value,TXT_shares,TXT_value,FSLR_shares,FSLR_value,LEN_shares,LEN_value,PCAR_shares,PCAR_value,PHM_shares,PHM_value,PRU_shares,PRU_value,CHRW_shares,CHRW_value,LUV_shares,LUV_value,PWR_shares,PWR_value,BA_shares,BA_value,SYK_shares,SYK_value,GE_shares,GE_value,STLD_shares,STLD_value,APA_shares,APA_value,BAX_shares,BAX_value,NEM_shares,NEM_value,NUE_shares,NUE_value,RL_shares,RL_value,ROST_shares,ROST_value,TJX_shares,TJX_value,ACN_shares,ACN_value,EXPD_shares,EXPD_value,PSX_shares,PSX_value,NWSA_shares,NWSA_value,HSIC_shares,HSIC_value,OXY_shares,OXY_value,INCY_shares,INCY_value,FANG_shares,FANG_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
2005-09-30,100.0,0.3955517926684762,10.0,0.1201201201201201,10.0,0.3979061596949402,10.0,0.2997015491889352,10.0,0.3418491115338409,10.0,1.278964666237286,10.0,0.6567909010768586,10.0,0.3500972054485266,10.0,0.4457773006159485,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
2005-10-31,99.67261380535228,0.3955517926684762,10.45569846780717,0.1201201201201201,9.717717901006475,0.3979061596949402,10.186604273228978,0.2997015491889352,9.937975279058085,0.3418491115338409,11.22534292462749,1.278964666237286,9.875762192751314,0.6567909010768586,10.67501435314512,0.3500972054485266,9.951753858202244,0.4457773006159485,9.053843869282488,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
2005-11-30,106.40369857227978,0.3955517926684762,10.513235482509542,0.1201201201201201,10.697897604635886,0.3979061596949402,11.102617664675297,0.2997015491889352,10.90236182573468,0.3418491115338409,11.59202246879651,1.278964666237286,10.894033961643476,0.6567909010768586,11.860624853822156,0.3500972054485266,10.987505724350536,0.4457773006159485,9.084611114384584,,,0.3776269226305052,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
2005-12-31,106.73998300967982,0.3955517926684762,10.200738641790569,0.1201201201201201,11.02102102102102,0.3979061596949402,10.00708324086844,0.2997015491889352,10.748484451804568,0.3418491115338409,11.507496499438444,1.278964666237286,10.019490447887552,0.6567909010768586,12.88823613344623,0.3500972054485266,11.695409394732648,0.4457773006159485,10.088458592989888,,,0.3776269226305052,8.563564585700464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
2006-01-31,109.09075988275104,0.3955517926684762,9.97487362498659,0.1201201201201201,11.74174174174174,0.3979061596949402,11.680970770569784,0.2997015491889352,10.404741829473176,0.3418491115338409,11.605194686644726,1.278964666237286,10.377590455187551,0.6567909010768586,13.478277863109517,0.3500972054485266,11.331704628453757,0.4457773006159485,10.265383431244183,,,0.3776269226305052,8.230280851340044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
2006-03-31,111.90128085106132,0.3955517926684762,9.954742497660057,0.1201201201201201,11.974775068036786,0.3979061596949402,12.896106699275023,0.2997015491889352,9.568121497661728,,,1.278964666237286,10.470127849995452,0.6567909010768586,13.600931329016678,,,,,,,,,0.4218090591835984,10.859118977353896,2.960270278698622,10.859118977353896,0.3177205181964287,10.859118977353896,0.7448911390058532,10.859118977353896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
2006-04-30,110.70252570017804,0.3955517926684762,9.677769178665397,0.1201201201201201,11.244444517759948,0.3979061596949402,13.06442265629198,0.2997015491889352,9.457028742396536,,,1.278964666237286,10.31290770904876,0.6567909010768586,13.126901094897873,,,,,,,,,0.4218090591835984,10.814211334864444,2.960270278698622,12.34404497465051,0.3177205181964287,9.82211922160341,0.7448911390058532,10.838676269999189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
2006-05-31,105.00944240438828,,,,,,,,,0.2874119006618684,10.375902477712728,1.278964666237286,10.40626109369594,0.6567909010768586,11.796196989666612,,,,,,,,,0.4218090591835984,9.21543473837796,,,0.3177205181964287,9.757954327675504,0.7448911390058532,11.954082866408624,0.5364660635688275,10.375902477712726,1.325956386871025,10.375902477712728,0.253145549410504,10.375902477712726,0.9086294960335786,10.375902477712728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
2006-06-30,106.81917100985088,0.38773632720512,10.161450583952364,,,,,,,0.2874119006618684,11.224963964769312,1.278964666237286,9.767537423776153,0.6567909010768586,13.12539155617908,,,,,,,,,,,,,,,,,0.5364660635688275,11.017507245512482,1.325956386871025,10.465056307403437,,,0.9086294960335786,10.57291217640097,0.3207637482936367,10.161450583952364,0.3532309683890008,10.161450583952364,0.360259629332339,10.161450583952364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
