date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,TECH_shares,TECH_value,ADP_shares,ADP_value,MU_shares,MU_value,NKE_shares,NKE_value,MKC_shares,MKC_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,CSGP_shares,CSGP_value,EA_shares,EA_value,TRV_shares,TRV_value,CPRT_shares,CPRT_value,VLO_shares,VLO_value,XOM_shares,XOM_value,AMAT_shares,AMAT_value,GWW_shares,GWW_value,CVX_shares,CVX_value,COP_shares,COP_value,DECK_shares,DECK_value,EOG_shares,EOG_value,MSFT_shares,MSFT_value,SYY_shares,SYY_value,ADM_shares,ADM_value,EL_shares,EL_value,WDC_shares,WDC_value,ITW_shares,ITW_value,JBL_shares,JBL_value,NVR_shares,NVR_value,RMD_shares,RMD_value,AES_shares,AES_value,DE_shares,DE_value,HRL_shares,HRL_value,TTWO_shares,TTWO_value,HAS_shares,HAS_value,CMI_shares,CMI_value,CTRA_shares,CTRA_value,F_shares,F_value,EMN_shares,EMN_value,INTC_shares,INTC_value,TER_shares,TER_value,DVN_shares,DVN_value,ADI_shares,ADI_value,EBAY_shares,EBAY_value,GLW_shares,GLW_value,MGM_shares,MGM_value,FAST_shares,FAST_value,FCX_shares,FCX_value,CTSH_shares,CTSH_value,GRMN_shares,GRMN_value,WSM_shares,WSM_value,PWR_shares,PWR_value,DLTR_shares,DLTR_value,TJX_shares,TJX_value,FDX_shares,FDX_value,TSCO_shares,TSCO_value,AXON_shares,AXON_value,VZ_shares,VZ_value,MPWR_shares,MPWR_value,EXPD_shares,EXPD_value,AMP_shares,AMP_value,TXT_shares,TXT_value,GEN_shares,GEN_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,PHM_shares,PHM_value,LRCX_shares,LRCX_value,APA_shares,APA_value,TSN_shares,TSN_value,PRU_shares,PRU_value,SMCI_shares,SMCI_value,LUV_shares,LUV_value,JBHT_shares,JBHT_value,MOS_shares,MOS_value,DD_shares,DD_value,GE_shares,GE_value,NEM_shares,NEM_value,BAX_shares,BAX_value,PSX_shares,PSX_value,ALB_shares,ALB_value,RL_shares,RL_value,STLD_shares,STLD_value,RCL_shares,RCL_value,NWSA_shares,NWSA_value,QCOM_shares,QCOM_value,DHI_shares,DHI_value,SWKS_shares,SWKS_value,NUE_shares,NUE_value,HSIC_shares,HSIC_value,MHK_shares,MHK_value,CF_shares,CF_value,PKG_shares,PKG_value,FANG_shares,FANG_value,OXY_shares,OXY_value,LEN_shares,LEN_value,INCY_shares,INCY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2005-09-30,100.0,0.3955516732980741,10.0,0.1201201201201201,10.0,0.3979059181037296,10.0,0.2997014806609521,10.0,0.3418490669549835,10.0,1.2789641982454518,10.0,0.6567908187987531,10.0,0.3500973457165881,10.0,0.4457773006159485,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2005-10-31,99.67260104818388,0.3955516732980741,10.455696066920757,0.1201201201201201,9.717717901006475,0.3979059181037296,10.18659581153263,0.2997014806609521,9.937975293240289,0.3418490669549835,11.225338852684455,1.2789641982454518,9.875756749492858,0.6567908187987531,10.67501426858411,0.3500973457165881,9.951759848691449,0.4457773006159485,9.053845569787937,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2005-11-30,106.40368609595568,0.3955516732980741,10.51323457316938,0.1201201201201201,10.697897604635886,0.3979059181037296,11.102607128925076,0.2997014806609521,10.902357046324289,0.3418490669549835,11.5920144368845,1.2789641982454518,10.894033634503405,0.6567908187987531,11.860622115278137,0.3500973457165881,10.987515468606974,0.4457773006159485,9.084616215900931,,,0.757503326384823,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2005-12-31,107.07530850431384,0.3955516732980741,10.200733300026664,0.1201201201201201,11.02102102102102,0.3979059181037296,10.0070741292241,0.2997014806609521,10.74848428066054,0.3418490669549835,11.507493694751854,1.2789641982454518,10.01948495203683,0.6567908187987531,12.888233266170351,0.3500973457165881,11.695418087098574,0.4457773006159485,10.088458592989888,,,,,0.3924145021216263,8.89890718033401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2006-01-31,109.41303368658232,0.3955516732980741,9.974870614749504,0.1201201201201201,11.74174174174174,0.3979059181037296,11.680958365778244,0.2997014806609521,10.404742880197723,0.3418490669549835,11.605187957065697,1.2789641982454518,10.37758299872985,0.6567908187987531,13.47828243829182,0.3500973457165881,11.331710504068914,0.4457773006159485,10.26538088048601,,,,,0.3924145021216263,8.552575305472832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2006-03-31,112.23631726246316,0.3955516732980741,9.954737230133352,,,0.3979059181037296,12.896095833542043,0.2997014806609521,9.568116451695625,,,1.2789641982454518,10.470125238538198,0.6567908187987531,13.600933383375684,,,0.4457773006159485,9.634610693509485,0.7055033353895922,11.527924607917202,,,,,0.8018277327560005,11.527924607917202,1.3927942236000035,11.527924607917202,1.01838920310852,11.527924607917202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2006-04-30,113.91220141760012,0.3955516732980741,9.677760976904477,,,0.3979059181037296,13.064416242036769,0.2997014806609521,9.457027723278712,,,1.2789641982454518,10.312906374835956,0.6567908187987531,13.126903208640025,,,0.4457773006159485,9.499995281097377,0.7055033353895922,12.455661870733946,,,,,0.8018277327560005,13.290001644090994,1.3927942236000035,11.106564825901126,1.01838920310852,11.92096327008073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2006-05-31,108.25206351074056,,,,,,,,,0.2823219078907447,10.192147843740296,1.2789641982454518,10.406254846462543,0.6567908187987531,11.796196764651794,,,,,0.7055033353895922,11.221030360981748,,,,,0.8018277327560005,12.96891298544462,1.3927942236000035,10.898929334498357,,,0.8925381934070609,10.192147843740296,0.5269653839545516,10.192147843740296,1.9104306974438896,10.192147843740296,0.2486624051371655,10.192147843740296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2006-06-30,112.27974108548104,,,,,,,,,0.2823219078907447,11.026169433612258,1.2789641982454518,9.767530190545756,0.6567908187987531,13.125392417381263,,,,,,,,,0.497137137357468,11.228013418780678,,,1.3927942236000035,10.992568531257705,,,,,,,,,,,0.3980730551644256,11.228013418780678,7.314666881390245,11.228013418780678,0.3259671985412483,11.228013418780678,0.354431775405466,11.228013418780678,0.941159654065088,11.228013418780678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2006-07-31,110.16796440193548,,,,,,,,,0.2823219078907447,10.182756642580603,1.2789641982454518,8.671879445290555,0.6567908187987531,11.259855845960423,,,,,,,,,0.497137137357468,10.878391804824425,0.7688326623437896,11.706852357402504,1.3927942236000035,10.741767517964824,,,0.9738206478693348,11.706852357402504,0.6500831020945226,11.706852357402502,,,,,0.3980730551644256,11.605903715704631,,,,,,,,,0.2604756478408433,11.706852357402504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2006-08-31,113.97111457573916,0.3880294304021832,11.216889442601705,,,,,,,,,,,,,,,,,0.5952183524173899,11.216889442601705,1.051987320099137,11.216889442601705,0.497137137357468,11.733546989684784,,,,,,,,,,,,,,,0.3980730551644256,11.12443612912419,,,,,,,,,0.2604756478408433,12.594905358718282,0.3651401106694892,11.216889442601705,0.4411574697918214,11.216889442601705,4.923288077397705,11.216889442601705,0.4919186465030374,11.216889442601705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2006-09-30,116.16312727814592,,,,,,,,,,,,,,,,,,,0.5952183524173899,12.413278467195326,,,0.497137137357468,11.768354971510147,,,,,,,,,,,,,,,0.3980730551644256,11.882111086895428,,,,,,,,,0.2604756478408433,12.696157834421063,0.3651401106694892,11.38555558030071,,,,,,,0.5799908076719674,11.203533867564648,0.5819792702853039,11.203533867564648,0.4756660952744529,11.203533867564648,0.7086816829327884,11.203533867564648,1.0219708917311698,11.203533867564648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2006-10-31,121.53769231323584,,,,,,,,,,,,,,,,,,,0.5952183524173899,13.184086278987404,,,0.497137137357468,12.33843440666646,,,,,,,,,,,,,,,0.3980730551644256,13.032853271636093,6.400980021265986,11.573772123040566,,,,,,,0.2604756478408433,13.787320911309024,0.3651401106694892,11.796320793566617,,,,,,,,,0.5819792702853039,11.715979287237422,,,0.7086816829327884,11.220203745293622,1.0219708917311698,11.314949372458084,0.3789495921160799,11.573772123040566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2006-11-30,125.10176127555754,,,,,,,,,,,,,,,,,,,,,,,0.497137137357468,12.03645674527762,,,,,,,,,,,,,,,0.3980730551644256,13.206175042763247,6.400980021265986,12.085850036385825,,,,,,,0.2604756478408433,13.70775751657346,0.3651401106694892,12.695088861534936,,,,,,,,,0.5819792702853039,12.0695683695703,,,0.7086816829327884,11.47022352546442,1.0219708917311698,12.701465020590954,0.3789495921160799,11.397488948773812,0.6209548154103068,13.731687208622958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
