date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,WDC_shares,WDC_value,AAPL_shares,AAPL_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,MKC_shares,MKC_value,EBAY_shares,EBAY_value,EA_shares,EA_value,GEN_shares,GEN_value,FAST_shares,FAST_value,PAYX_shares,PAYX_value,COP_shares,COP_value,GWW_shares,GWW_value,CVX_shares,CVX_value,DECK_shares,DECK_value,CHRW_shares,CHRW_value,GPC_shares,GPC_value,TRV_shares,TRV_value,ADP_shares,ADP_value,JKHY_shares,JKHY_value,CMI_shares,CMI_value,ADM_shares,ADM_value,ADSK_shares,ADSK_value,XOM_shares,XOM_value,CPRT_shares,CPRT_value,TRMB_shares,TRMB_value,MU_shares,MU_value,SYY_shares,SYY_value,AES_shares,AES_value,NVR_shares,NVR_value,EL_shares,EL_value,DE_shares,DE_value,EMN_shares,EMN_value,HAS_shares,HAS_value,DD_shares,DD_value,EOG_shares,EOG_value,LII_shares,LII_value,F_shares,F_value,WSM_shares,WSM_value,J_shares,J_value,VLO_shares,VLO_value,CTRA_shares,CTRA_value,ACN_shares,ACN_value,DVN_shares,DVN_value,EQIX_shares,EQIX_value,CSGP_shares,CSGP_value,FCX_shares,FCX_value,GRMN_shares,GRMN_value,BMY_shares,BMY_value,ECL_shares,ECL_value,DLTR_shares,DLTR_value,AXON_shares,AXON_value,AMZN_shares,AMZN_value,FDX_shares,FDX_value,MOS_shares,MOS_value,MRK_shares,MRK_value,SWKS_shares,SWKS_value,TJX_shares,TJX_value,HRL_shares,HRL_value,TSN_shares,TSN_value,DHI_shares,DHI_value,ROST_shares,ROST_value,ZBRA_shares,ZBRA_value,NEM_shares,NEM_value,RMD_shares,RMD_value,TSCO_shares,TSCO_value,PH_shares,PH_value,VZ_shares,VZ_value,LRCX_shares,LRCX_value,TER_shares,TER_value,AMAT_shares,AMAT_value,ZBH_shares,ZBH_value,AMP_shares,AMP_value,GLW_shares,GLW_value,A_shares,A_value,TKO_shares,TKO_value,EXPD_shares,EXPD_value,AKAM_shares,AKAM_value,HUBB_shares,HUBB_value,LEN_shares,LEN_value,PCAR_shares,PCAR_value,HAL_shares,HAL_value,PKG_shares,PKG_value,PHM_shares,PHM_value,PRU_shares,PRU_value,KLAC_shares,KLAC_value,CNC_shares,CNC_value,LUV_shares,LUV_value,FSLR_shares,FSLR_value,CVS_shares,CVS_value,MSFT_shares,MSFT_value,QCOM_shares,QCOM_value,WST_shares,WST_value,SMCI_shares,SMCI_value,TXT_shares,TXT_value,STLD_shares,STLD_value,KDP_shares,KDP_value,PWR_shares,PWR_value,EPAM_shares,EPAM_value,VMC_shares,VMC_value,GOOGL_shares,GOOGL_value,ALB_shares,ALB_value,JBHT_shares,JBHT_value,WMT_shares,WMT_value,NUE_shares,NUE_value,ULTA_shares,ULTA_value,AMD_shares,AMD_value,PSX_shares,PSX_value,GE_shares,GE_value,ACGL_shares,ACGL_value,CF_shares,CF_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
2005-09-30,100.0,0.3955517031406679,10.0,0.1201201201201201,10.0,0.3979061596949402,10.0,0.2997015834529385,10.0,0.3418490223761378,10.0,1.2789645882386231,10.0,0.6567904485475335,10.0,0.3500975093628019,10.0,0.4457773764206343,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
2005-10-31,99.67261144470994,0.3955517031406679,10.455699119120975,0.1201201201201201,9.717717901006475,0.3979061596949402,10.1866012374459,0.2997015834529385,9.937975271966977,0.3418490223761378,11.225342605045672,1.2789645882386231,9.875762810185892,0.6567904485475335,10.675003239868731,0.3500975093628019,9.951763164932554,0.4457773764206343,9.053845408893832,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
2005-11-30,106.40368457443547,0.3955517031406679,10.513229330705617,0.1201201201201201,10.697897604635886,0.3979061596949402,11.102612352054908,0.2997015834529385,10.902360785628264,0.3418490223761378,11.592014229277773,1.2789645882386231,10.894033297262274,0.6567904485475335,11.860612923659424,0.3500975093628019,10.987519268991957,0.4457773764206343,9.084616910492263,,,0.9703600217890368,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
2005-12-31,109.11389769424092,0.3955517031406679,10.200737841901088,0.1201201201201201,11.02102102102102,0.3979061596949402,10.007080964031132,0.2997015834529385,10.748487967189044,0.3418490223761378,11.507492194116528,1.2789645882386231,10.019488617125392,0.6567904485475335,12.888232264357256,0.3500975093628019,11.695420882862892,0.4457773764206343,10.088459458285191,,,,,5.067996214729074,10.937476483351375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
2006-01-31,112.34871244974286,0.3955517031406679,9.974875139583606,0.1201201201201201,11.74174174174174,0.3979061596949402,11.680966216895166,0.2997015834529385,10.404746448829371,0.3418490223761378,11.605191659892666,1.2789645882386231,10.377588602586382,0.6567904485475335,13.4782748402098,0.3500975093628019,11.331711794309166,0.4457773764206343,10.26538347637279,,,,,5.067996214729074,11.48823252932216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
2006-03-31,112.88740713498798,0.3955517031406679,9.95473345444348,,,0.3979061596949402,12.896103663491946,0.2997015834529385,9.568120876650912,,,1.2789645882386231,10.470132090329216,0.6567904485475335,13.600925716151922,,,0.4457773764206343,9.634613182133432,0.7154647753228587,11.690694537946772,,,,,1.412460113355788,11.690694537946772,1.063401938427983,11.690694537946772,1.0327688210466306,11.690694537946774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
2006-04-30,113.5824864853449,0.3955517031406679,9.677763970412991,,,0.3979061596949402,13.06442417418352,0.2997015834529385,9.457029823591029,,,1.2789645882386231,10.312905860392318,0.6567904485475335,13.126899566825324,,,0.4457773764206343,9.499999447335634,0.7154647753228587,12.631531099595744,,,,,1.412460113355788,11.263387960188984,1.063401938427983,12.459254796838788,1.0327688210466306,12.08928978598057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
2006-05-31,107.905266082428,,,,,,,,,0.2885721214446051,10.417784489224196,1.2789645882386231,10.406258019630592,0.6567904485475335,11.796190114808171,,,,,,,,,,,1.412460113355788,11.052817342446389,1.063401938427983,12.14329367019764,,,0.8420829687958137,10.417784489224196,0.2541673399867514,10.417784489224196,1.849834346205866,10.417784489224196,2.970682040773036,10.417784489224196,0.5386317048197871,10.417784489224196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
2006-06-30,108.8438726834194,,,,,,,,,0.2885721214446051,11.270282263644429,1.2789645882386231,9.767536828095222,0.6567904485475335,13.12538501823315,,,,,,,,,,,1.412460113355788,11.14778543528068,1.063401938427983,12.373864283213036,,,,,,,,,,,0.5386317048197871,11.06198035642296,0.3836306159769897,10.024259624632476,0.1840813468384948,10.024259624632476,0.3386207143882525,10.024259624632476,4.679374949570512,10.024259624632476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
