date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,NKE_shares,NKE_value,MKC_shares,MKC_value,MU_shares,MU_value,PAYX_shares,PAYX_value,ORCL_shares,ORCL_value,CVS_shares,CVS_value,COP_shares,COP_value,EA_shares,EA_value,TRV_shares,TRV_value,XOM_shares,XOM_value,VLO_shares,VLO_value,GWW_shares,GWW_value,CVX_shares,CVX_value,CTRA_shares,CTRA_value,EOG_shares,EOG_value,CHRW_shares,CHRW_value,CL_shares,CL_value,WDC_shares,WDC_value,ADM_shares,ADM_value,EL_shares,EL_value,DVN_shares,DVN_value,LLY_shares,LLY_value,AES_shares,AES_value,F_shares,F_value,ACN_shares,ACN_value,RMD_shares,RMD_value,HRL_shares,HRL_value,EMN_shares,EMN_value,CMI_shares,CMI_value,GPC_shares,GPC_value,FCX_shares,FCX_value,SYY_shares,SYY_value,DE_shares,DE_value,MRK_shares,MRK_value,EBAY_shares,EBAY_value,TXT_shares,TXT_value,NVR_shares,NVR_value,DLTR_shares,DLTR_value,MOH_shares,MOH_value,KR_shares,KR_value,TTWO_shares,TTWO_value,AXON_shares,AXON_value,DECK_shares,DECK_value,GRMN_shares,GRMN_value,CSGP_shares,CSGP_value,J_shares,J_value,SWKS_shares,SWKS_value,ZBRA_shares,ZBRA_value,WSM_shares,WSM_value,TJX_shares,TJX_value,GLW_shares,GLW_value,TSN_shares,TSN_value,ROST_shares,ROST_value,NEM_shares,NEM_value,FDX_shares,FDX_value,PWR_shares,PWR_value,DHI_shares,DHI_value,VZ_shares,VZ_value,ORLY_shares,ORLY_value,AMAT_shares,AMAT_value,AMP_shares,AMP_value,LVS_shares,LVS_value,LEN_shares,LEN_value,PHM_shares,PHM_value,PRU_shares,PRU_value,LRCX_shares,LRCX_value,CTSH_shares,CTSH_value,APA_shares,APA_value,LUV_shares,LUV_value,FSLR_shares,FSLR_value,SMCI_shares,SMCI_value,RCL_shares,RCL_value,RL_shares,RL_value,PCAR_shares,PCAR_value,MPC_shares,MPC_value,PSX_shares,PSX_value,TPR_shares,TPR_value,GE_shares,GE_value,LULU_shares,LULU_value,BAX_shares,BAX_value,JBHT_shares,JBHT_value,EXPD_shares,EXPD_value,TGT_shares,TGT_value,CPRT_shares,CPRT_value,STLD_shares,STLD_value,NWSA_shares,NWSA_value,ENPH_shares,ENPH_value,BMY_shares,BMY_value,ACGL_shares,ACGL_value,WMT_shares,WMT_value,MOS_shares,MOS_value,OXY_shares,OXY_value,NUE_shares,NUE_value,FANG_shares,FANG_value,CF_shares,CF_value,run
2006-07-31,106.94133677103756,,,,,,,,,0.2838002894316078,10.236080916485674,1.278964276244067,8.6718793642941,0.6567905719645603,11.25985537248319,,,,,,,,,,,1.349903487347772,10.410978865448827,,,,,0.5297249480234503,9.539415884233652,0.8972119787307238,10.785896791696072,,,0.408289865087842,11.17492821515383,,,0.3921928531783792,11.43446144880585,0.3491961909309886,12.214352431970276,0.3211521280120346,11.213487480466105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2006-08-31,105.08618454110984,0.3621267359307932,10.46811068147711,,,,,,,,,,,,,,,,,0.5554848003660522,10.46811068147711,,,,,,,,,,,,,,,,,0.408289865087842,10.381193148965025,,,0.3921928531783792,10.960105940327905,,,,,0.2164913037090013,10.46811068147711,0.3407654200032889,10.46811068147711,2.296121186030615,10.46811068147711,0.4590808230950894,10.46811068147711,0.348340053991631,10.46811068147711,0.5451107003886451,10.46811068147711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2006-09-30,105.0052988806862,0.3621267359307932,9.40982339347407,,,,,,,,,,,,,,,,,,,0.4499813930550416,10.6520715099182,4.60939255182272,10.6520715099182,,,,,,,,,,,,,,,,,,,,,,,0.2164913037090013,10.55226384674751,0.3407654200032889,10.625528670117966,,,0.4590808230950894,10.505253910837444,,,,,0.9716671722908982,10.6520715099182,0.4522528098645185,10.6520715099182,0.6737983380023119,10.6520715099182,0.2679090488847916,10.6520715099182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2006-10-31,108.40551553800805,0.3621267359307932,9.259322204714502,,,,,,,,,,,,,,,,,,,0.4499813930550416,11.168070280392524,,,,,,,,,,,,,,,,,,,0.3386061753515653,11.08591508214742,0.2992164360911502,11.085915082147425,,,0.2164913037090013,11.459174644308629,0.3407654200032889,11.008863769283348,,,,,,,,,0.9716671722908982,10.758000111627652,0.4522528098645185,10.826423573456267,0.6737983380023119,10.667915707782852,,,0.3454164193861218,11.08591508214742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2006-11-30,109.33357631062938,,,,,,,,,0.2953488263287464,10.58648272703442,,,,,,,,,,,0.4499813930550416,10.894744313722104,3.8473298905984534,10.58648272703442,,,,,0.7423976775574695,10.58648272703442,,,,,,,,,,,,,,,,,0.2164913037090013,11.393043977057795,0.3407654200032889,11.847639059022509,,,,,,,,,0.9716671722908982,12.076269249303031,0.4522528098645185,9.87031872090009,0.6737983380023119,10.90563008248615,0.2287738774101561,10.58648272703442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2006-12-31,106.48025817421272,,,,,,,,,0.2953488263287464,10.72846071508161,,,,,,,,,,,,,,,,,,,0.7423976775574695,10.122416918029224,,,,,,,0.3592667620701361,10.422042416651893,,,0.3031507929437502,10.422042416651893,,,,,0.2164913037090013,11.056167870214011,,,,,,,,,,,0.9716671722908982,12.040958170976506,,,,,,,,,0.7230409132056879,10.422042416651893,2.6672912178210457,10.422042416651893,0.3945433922165471,10.422042416651893,0.5083931644363912,10.422042416651893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2007-01-31,107.03633640485714,,,,,,,,,0.2953488263287464,11.396073626817362,,,,,,,,,,,,,,,,,,,0.7423976775574695,9.39006442389116,,,,,,,0.3592667620701361,9.61956408325816,,,0.3031507929437502,9.920454275093704,,,,,0.2164913037090013,12.27497202304535,,,,,,,,,,,0.9716671722908982,11.53483642157905,,,,,,,,,0.7230409132056879,9.830961214179617,2.6672912178210457,11.28244985085934,,,0.5083931644363912,11.1335017480241,1.6787025166457037,10.653458738109288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2007-03-31,104.20633006386818,,,,,,,,,0.2953488263287464,10.950730581288587,,,,,,,,,,,,,,,,,,,0.7423976775574695,8.759224356332412,,,,,,,0.3592667620701361,9.96111378498489,,,,,,,,,0.2164913037090013,12.2553242546183,0.2877064231715378,10.379989514440664,,,0.4128094356138861,10.379989514440664,,,,,,,,,,,0.2373816295491417,10.379989514440664,,,,,,,,,,,,,0.561427349938872,10.379989514440664,0.43522862442447,10.379989514440664,0.3761055971659143,10.379989514440664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2007-04-30,109.9260451704756,,,,,,,,,0.2953488263287464,10.895811229560548,,,,,,,,,,,,,,,,,,,0.7423976775574695,8.316915559342885,,,,,,,0.3592667620701361,10.106849369034167,,,,,,,,,0.2164913037090013,13.108940552582812,0.2877064231715378,10.917517312789284,,,0.4128094356138861,10.68553847837498,,,,,,,,,,,0.2373816295491417,10.951160988832635,,,,,,,,,,,,,0.561427349938872,11.176749508955256,0.43522862442447,13.220286131533657,0.3761055971659143,10.546276039469374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2007-05-31,115.17470027786962,,,0.0874318495519677,11.246359234782933,0.3983643919048926,11.246359234782933,,,0.2953488263287464,11.516434267411364,,,,,,,,,,,,,,,,,,,0.7423976775574695,8.83173758163774,,,,,,,0.3592667620701361,11.284410649753738,,,,,,,,,0.2164913037090013,13.970495734910706,0.2877064231715378,11.43679676405358,,,0.4128094356138861,11.202376225609088,,,,,,,,,,,,,,,,,,,,,,,,,0.561427349938872,10.92250265829057,0.43522862442447,13.517227926636975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2007-06-30,117.88506847772962,,,0.0874318495519677,11.9449388588765,,,,,0.2953488263287464,11.934507480357812,,,,,,,,,,,,,,,,,,,0.7423976775574695,9.085520772102829,,,,,,,0.3592667620701361,11.506002387852703,,,,,,,,,0.2164913037090013,14.825229406280362,0.2877064231715378,11.90829708847786,,,,,,,,,,,,,,,0.2160986285890441,10.710814468832702,,,,,2.185390473211353,10.710814468832702,,,,,,,,,0.43522862442447,14.54812907728348,,,0.3700924966541954,10.710814468832702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2007-07-31,118.8279313138882,,,0.0874318495519677,11.08723262822836,,,,,0.2953488263287464,12.195550442684771,,,,,,,,,,,,,,,,,,,0.7423976775574695,8.606955008457838,,,,,,,0.3592667620701361,11.848983570494436,,,,,,,,,0.2164913037090013,13.91867207199892,0.2877064231715378,12.052493821603136,,,,,,,,,,,,,,,0.2160986285890441,10.225667508012602,,,,,2.185390473211353,9.676116979732717,,,,,,,,,0.43522862442447,17.06216610193886,,,0.3700924966541954,12.15409318073655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2007-08-31,118.16417848973418,0.3962693152361449,10.510228657485897,,,,,,,,,,,0.4933770580706985,10.510228657485897,,,,,0.463822980064416,10.510228657485897,,,,,,,,,,,,,,,,,0.3592667620701361,12.063343897345908,,,,,,,,,0.2164913037090013,14.595800355516667,0.2877064231715378,12.405895172288568,,,,,,,,,,,,,,,0.2160986285890441,10.321599689198488,,,,,2.185390473211353,8.880194391397579,,,,,,,,,0.43522862442447,17.02192292785353,,,0.3700924966541954,11.34473608367576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2007-09-30,124.9770839704245,,,,,,,,,,,,,,,,,,,0.463822980064416,9.429521149322692,,,,,,,,,,,,,,,,,0.3592667620701361,12.929539920007926,,,,,0.2718160002559089,13.273718328445408,0.3783403811332658,13.273718328445408,,,0.2877064231715378,13.322338203843174,2.1060533866270545,13.273718328445408,,,,,,,,,,,,,,,,,,,2.185390473211353,9.653374726578264,,,,,,,,,,,,,,,0.6341335059331563,13.273718328445408,0.2539277929346325,13.273718328445408,0.5057666681480818,13.273718328445405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2007-10-31,129.16676799408623,,,,,,,,,,,,,,,,,,,0.463822980064416,9.679985983200098,,,,,,,,,,,,,,,,,0.3592667620701361,12.515587708947454,,,,,0.2718160002559089,13.191975688658976,0.3783403811332658,13.915868224908367,,,0.2877064231715378,13.027650501078,2.1060533866270545,14.983897524235664,,,,,,,,,,,,,,,,,,,2.185390473211353,10.085447316326745,,,,,,,,,,,,,,,0.6341335059331563,12.788869047918514,0.2539277929346325,13.902142732928006,0.5057666681480818,15.07534326588442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2007-11-30,125.10331891723904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3592667620701361,11.848098231412491,,,,,0.2718160002559089,12.786134690962433,0.3783403811332658,12.862735871200954,,,0.2877064231715378,12.495208577534742,2.1060533866270545,12.994351564657071,,,,,,,,,,,,,0.2016129216153397,10.607631943328933,,,,,2.185390473211353,8.539087167003066,,,,,,,,,,,,,,,0.6341335059331563,12.191195122221504,0.2539277929346325,15.418897889889148,0.5057666681480818,15.359977859028715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2007-12-31,131.54423707032353,,,,,,,,,0.2926245627947349,14.160762133038016,,,,,,,,,,,,,,,,,,,1.99979937063324,14.160762133038016,,,,,,,0.3592667620701361,13.070799470865824,,,,,,,,,0.218099205076695,14.160762133038016,0.2877064231715378,13.37609548348095,2.1060533866270545,15.252313001621694,,,,,,,,,,,,,0.2016129216153397,11.38901506754949,,,,,2.185390473211353,7.652203381615495,,,,,,,0.7774695994230211,14.160762133038014,,,0.5310654378678403,14.160762133038018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2008-01-31,126.1131114090862,,,,,,,,,0.2926245627947349,13.791308887691285,,,,,,,,,,,,,,,,,,,1.99979937063324,13.652927148532209,,,,,,,0.3592667620701361,11.858459165560326,,,,,,,,,0.218099205076695,12.84370231322066,0.2877064231715378,11.93142497794126,2.1060533866270545,14.613803294263937,,,,,,,,,,,,,0.2016129216153397,10.912127874856102,,,,,2.185390473211353,7.549871579023525,,,,,,,0.7774695994230211,15.420652057843071,,,0.5310654378678403,13.538834110153816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2008-02-29,131.31218624060108,,,,,,,,,0.2926245627947349,12.569291237072855,,,,,,,,,0.8000070142006036,14.688129269008613,,,,,,,,,,,,,,,,,0.3592667620701361,12.24332538384044,,,,,,,,,0.218099205076695,11.918207541531434,0.2877064231715378,12.420145279857152,2.1060533866270545,18.79619547665534,,,,,,,,,,,,,0.2016129216153397,13.179237275753376,,,,,2.185390473211353,7.424794397050955,,,,,,,0.7774695994230211,15.359976010327982,,,0.5310654378678403,12.712884369502916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
