date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,KLAC_shares,KLAC_value,LRCX_shares,LRCX_value,AAPL_shares,AAPL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,EQIX_shares,EQIX_value,PAYX_shares,PAYX_value,ORCL_shares,ORCL_value,COP_shares,COP_value,FFIV_shares,FFIV_value,EA_shares,EA_value,GEN_shares,GEN_value,XOM_shares,XOM_value,TRV_shares,TRV_value,CVX_shares,CVX_value,VLO_shares,VLO_value,CHRW_shares,CHRW_value,GLW_shares,GLW_value,GWW_shares,GWW_value,EBAY_shares,EBAY_value,EOG_shares,EOG_value,RMD_shares,RMD_value,CTRA_shares,CTRA_value,AES_shares,AES_value,WDC_shares,WDC_value,PTC_shares,PTC_value,MU_shares,MU_value,DECK_shares,DECK_value,EMN_shares,EMN_value,F_shares,F_value,DVN_shares,DVN_value,CMI_shares,CMI_value,FCX_shares,FCX_value,GRMN_shares,GRMN_value,DD_shares,DD_value,FAST_shares,FAST_value,MGM_shares,MGM_value,URI_shares,URI_value,CTSH_shares,CTSH_value,CSGP_shares,CSGP_value,NVR_shares,NVR_value,HAS_shares,HAS_value,J_shares,J_value,ROST_shares,ROST_value,DLTR_shares,DLTR_value,JBHT_shares,JBHT_value,AXON_shares,AXON_value,CPRT_shares,CPRT_value,TSCO_shares,TSCO_value,HRL_shares,HRL_value,EXPD_shares,EXPD_value,DHI_shares,DHI_value,WSM_shares,WSM_value,FDX_shares,FDX_value,PWR_shares,PWR_value,LUV_shares,LUV_value,MPWR_shares,MPWR_value,TER_shares,TER_value,LVS_shares,LVS_value,MOS_shares,MOS_value,GE_shares,GE_value,TXT_shares,TXT_value,A_shares,A_value,CMG_shares,CMG_value,NEM_shares,NEM_value,AMP_shares,AMP_value,PHM_shares,PHM_value,DE_shares,DE_value,LEN_shares,LEN_value,PCAR_shares,PCAR_value,SBUX_shares,SBUX_value,ULTA_shares,ULTA_value,PRU_shares,PRU_value,TECH_shares,TECH_value,KDP_shares,KDP_value,WMT_shares,WMT_value,LLY_shares,LLY_value,FSLR_shares,FSLR_value,GPC_shares,GPC_value,ADM_shares,ADM_value,WST_shares,WST_value,TSN_shares,TSN_value,APA_shares,APA_value,SMCI_shares,SMCI_value,SYY_shares,SYY_value,SWKS_shares,SWKS_value,RCL_shares,RCL_value,EPAM_shares,EPAM_value,LULU_shares,LULU_value,PSX_shares,PSX_value,STLD_shares,STLD_value,EW_shares,EW_value,TJX_shares,TJX_value,NUE_shares,NUE_value,ALB_shares,ALB_value,FANG_shares,FANG_value,REGN_shares,REGN_value,ENPH_shares,ENPH_value,AMD_shares,AMD_value,TGT_shares,TGT_value,WY_shares,WY_value,ACGL_shares,ACGL_value,OXY_shares,OXY_value,CF_shares,CF_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
2005-09-30,100.0,0.3955517031406679,10.0,0.1201201201201201,10.0,0.3979061898938621,10.0,0.2997016177169496,10.0,0.3418491561127099,10.0,1.2789649002333316,10.0,0.6567904896865373,10.0,0.3500974392286916,10.0,0.4457773385182882,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
2005-10-31,99.67261392894976,0.3955517031406679,10.455698364665976,0.1201201201201201,9.717717901006475,0.3979061898938621,10.186602769499576,0.2997016177169496,9.937974121604928,0.3418491561127099,11.22534178036742,1.2789649002333316,9.875762779879077,0.6567904896865373,10.675005161241184,0.3500974392286916,9.951763174595712,0.4457773385182882,9.053847189846485,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
2005-11-30,106.40370040674097,0.3955517031406679,10.513230839615616,0.1201201201201201,10.697897604635886,0.3979061898938621,11.102618507303829,0.2997016177169496,10.90236317533443,0.3418491561127099,11.592014852098115,1.2789649002333316,10.894035954787569,0.6567904896865373,11.860617424751108,0.3500974392286916,10.987519738922698,0.4457773385182882,9.084614437564577,,,0.3232921993977746,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
2005-12-31,106.6470083624908,0.3955517031406679,10.200736332991086,0.1201201201201201,11.02102102102102,0.3979061898938621,10.007081723514364,0.2997016177169496,10.748489196032438,0.3418491561127099,11.507491479819516,1.2789649002333316,10.019491671169453,0.6567904896865373,12.888226807987795,0.3500974392286916,11.695421210981571,0.4457773385182882,10.0884594507639,,,,,2.782877150472779,8.470589468209646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
2006-01-31,111.88317372563472,0.3955517031406679,9.974869858398604,0.1201201201201201,11.74174174174174,0.3979061898938621,11.68097317498384,0.2997016177169496,10.404745351831911,0.3418491561127099,11.605188375715102,1.2789649002333316,10.37758991441253,0.6567904896865373,13.478275684440712,,,,,,,0.3911306727919678,10.7985496453273,2.782877150472779,11.022690333455664,4.7637458677398925,10.7985496453273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
2006-03-31,110.33991743270012,0.3955517031406679,9.95473647226348,,,0.3979061898938621,12.896106160128006,0.2997016177169496,9.568122542181838,0.3418491561127099,12.627936046468037,1.2789649002333316,10.470128545866809,0.6567904896865373,13.600916546237706,,,0.4768177649133096,10.305492779888574,0.6306911067106945,10.305492779888574,,,,,,,0.9103982665312996,10.305492779888574,1.2451006006602043,10.305492779888574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
2006-04-30,110.21194767136495,0.3955517031406679,9.677764724867991,,,0.3979061898938621,13.064426683594194,0.2997016177169496,9.457037764411416,0.3418491561127099,12.6908878064251,1.2789649002333316,10.312909595871504,0.6567904896865373,13.126900389047346,,,0.4768177649133096,10.161502887634889,0.6306911067106945,11.134851922038528,,,,,,,0.9103982665312996,10.656856730310242,1.2451006006602043,9.92880916716376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
2006-05-31,104.68986904609906,,,,,,,,,,,1.2789649002333316,10.406261777882404,0.6567904896865373,11.796189600950871,,,,,,,,,,,,,,,1.2451006006602043,9.743191600201325,0.2385008894523534,10.39203229529492,0.5372999717500883,10.39203229529492,0.9100422303771256,10.39203229529492,0.4141288772416072,10.39203229529492,0.4283607665808294,10.39203229529492,0.2535390286158642,10.39203229529492,1.8452616567948112,10.39203229529492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
2006-06-30,107.3852612778944,,,,,,,,,,,1.2789649002333316,9.767537381245402,0.6567904896865373,13.125384587631864,,,,,,,,,,,,,,,1.2451006006602043,9.8269041492166,,,0.5372999717500883,11.034634403842466,0.9100422303771256,10.589349171940164,0.4141288772416072,10.821178526002786,,,,,,,0.3331888703100873,10.555068264503776,0.3742145761598609,10.555068264503776,0.3565515639894011,10.555068264503776,0.3064304219417266,10.555068264503776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
