date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,TECH_shares,TECH_value,CAH_shares,CAH_value,AAPL_shares,AAPL_value,ADP_shares,ADP_value,PAYX_shares,PAYX_value,MKC_shares,MKC_value,ORCL_shares,ORCL_value,NKE_shares,NKE_value,COP_shares,COP_value,EA_shares,EA_value,MSFT_shares,MSFT_value,GWW_shares,GWW_value,GRMN_shares,GRMN_value,TRV_shares,TRV_value,CVX_shares,CVX_value,WSM_shares,WSM_value,LRCX_shares,LRCX_value,FCX_shares,FCX_value,VLO_shares,VLO_value,SYY_shares,SYY_value,AES_shares,AES_value,EL_shares,EL_value,WDC_shares,WDC_value,CMI_shares,CMI_value,DVN_shares,DVN_value,ACN_shares,ACN_value,MU_shares,MU_value,STLD_shares,STLD_value,F_shares,F_value,ADM_shares,ADM_value,DE_shares,DE_value,EMN_shares,EMN_value,HAS_shares,HAS_value,EBAY_shares,EBAY_value,DD_shares,DD_value,DECK_shares,DECK_value,FAST_shares,FAST_value,ETN_shares,ETN_value,CVS_shares,CVS_value,JBL_shares,JBL_value,URI_shares,URI_value,CTRA_shares,CTRA_value,EOG_shares,EOG_value,CSGP_shares,CSGP_value,NVR_shares,NVR_value,GEN_shares,GEN_value,BMY_shares,BMY_value,CTSH_shares,CTSH_value,FDX_shares,FDX_value,AXON_shares,AXON_value,RMD_shares,RMD_value,GLW_shares,GLW_value,PWR_shares,PWR_value,LUV_shares,LUV_value,MOS_shares,MOS_value,MNST_shares,MNST_value,NEM_shares,NEM_value,PKG_shares,PKG_value,J_shares,J_value,VZ_shares,VZ_value,IP_shares,IP_value,TER_shares,TER_value,LVS_shares,LVS_value,GE_shares,GE_value,WMB_shares,WMB_value,AMP_shares,AMP_value,CHRW_shares,CHRW_value,MPWR_shares,MPWR_value,HRL_shares,HRL_value,PCAR_shares,PCAR_value,FSLR_shares,FSLR_value,MOH_shares,MOH_value,EXPD_shares,EXPD_value,PRU_shares,PRU_value,TXT_shares,TXT_value,TGT_shares,TGT_value,XOM_shares,XOM_value,SWKS_shares,SWKS_value,APA_shares,APA_value,SMCI_shares,SMCI_value,LULU_shares,LULU_value,GILD_shares,GILD_value,ULTA_shares,ULTA_value,RL_shares,RL_value,YUM_shares,YUM_value,WMT_shares,WMT_value,CMG_shares,CMG_value,RCL_shares,RCL_value,QCOM_shares,QCOM_value,CF_shares,CF_value,UAL_shares,UAL_value,NCLH_shares,NCLH_value,PSX_shares,PSX_value,MLM_shares,MLM_value,ACGL_shares,ACGL_value,DAL_shares,DAL_value,MHK_shares,MHK_value,DHI_shares,DHI_value,PHM_shares,PHM_value,NUE_shares,NUE_value,TPR_shares,TPR_value,MPC_shares,MPC_value,OXY_shares,OXY_value,FANG_shares,FANG_value,LEN_shares,LEN_value,EPAM_shares,EPAM_value,INCY_shares,INCY_value,INTC_shares,INTC_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
2005-09-30,100.0,0.3955516732980741,10.0,0.1201201201201201,10.0,0.3979060388992982,10.0,0.2997016177169496,10.0,0.3418491115338409,10.0,1.2789643542426918,10.0,0.6567906131035796,10.0,0.3500972755825433,10.0,0.445777452225346,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
2005-10-31,99.67261189488256,0.3955516732980741,10.455690785736154,0.1201201201201201,9.717717901006475,0.3979060388992982,10.186601180797828,0.2997016177169496,9.937979837959636,0.3418491115338409,11.225340316525749,1.2789643542426918,9.875761003342811,0.6567906131035796,10.675009672631305,0.3500972755825433,9.951761861627944,0.445777452225346,9.05384864901173,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
2005-11-30,106.40367908095004,0.3955516732980741,10.513229291984777,0.1201201201201201,10.697897604635886,0.3979060388992982,11.102605186815962,0.2997016177169496,10.902364318605374,0.3418491115338409,11.592014644491282,1.2789643542426918,10.8940300844037,0.6567906131035796,11.860620906200124,0.3500972755825433,10.98751326750802,0.445777452225346,9.084615904577806,,,0.7575033887912972,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
2005-12-31,107.07531113648916,0.3955516732980741,10.200733300026664,0.1201201201201201,11.02102102102102,0.3979060388992982,10.007074131371652,0.2997016177169496,10.74849148257432,0.3418491115338409,11.507489979184088,1.2789643542426918,10.01948800370208,0.6567906131035796,12.888229229805496,0.3500972755825433,11.69541307315718,0.445777452225346,10.088463724592849,,,,,0.2824673793499678,8.898907191053814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
2006-01-31,110.19342114827111,0.3955516732980741,9.974871369204449,0.1201201201201201,11.74174174174174,0.3979060388992982,11.68096722448152,0.2997016177169496,10.404747638373795,0.3418491115338409,11.605192078542984,1.2789643542426918,10.377587923646058,,,,,,,,,0.9817627740761118,11.691791731481027,0.2824673793499678,9.332937977837473,5.157795691139504,11.691791731481027,0.5364501420236588,11.691791731481027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
2006-03-31,111.38063937579516,,,,,0.3979060388992982,12.896101266406886,0.2997016177169496,9.568126543630134,,,1.2789643542426918,10.47013139445738,0.5411690045353067,11.20661145304297,,,0.5185109599180011,11.206611453042967,0.6858391278085816,11.206611453042967,,,,,,,,,0.5126215983200499,11.206611453042967,0.990004221781638,11.206611453042967,1.019369063462685,11.206611453042967,1.3539731245569404,11.206611453042967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
2006-04-30,112.00293128313028,,,,,0.3979060388992982,13.064423243891095,0.2997016177169496,9.457032048056709,,,1.2789643542426918,10.312901534139806,0.5411690045353067,10.81603600221418,,,0.5185109599180011,11.05003199820506,0.6858391278085816,12.108490272388863,,,,,,,,,0.5126215983200499,10.864978443273888,0.990004221781638,11.588699893489537,1.019369063462685,11.943345565936792,1.3539731245569404,10.796992281534347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
2006-05-31,105.995792689531,,,,,0.3979060388992982,12.23774940468312,,,0.2872614264287598,10.370466896180831,1.2789643542426918,10.406257335444986,0.5411690045353067,9.719586814819818,,,,,,,,,,,,,,,0.5126215983200499,9.914723637524208,,,1.019369063462685,11.640465672944478,1.3539731245569404,10.595142239391071,0.4132692315284033,10.370466896180831,0.2530128879931513,10.370466896180837,0.6531912457905025,10.370466896180831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
2006-06-30,109.65746615571184,,,,,,,,,,,1.2789643542426918,9.767532601621966,0.5411690045353067,10.814795300265155,,,,,,,,,,,,,,,0.5126215983200499,10.527803964862263,,,1.019369063462685,11.86148697617333,1.3539731245569404,10.68617467604297,0.4132692315284033,10.79871521402579,,,,,0.2075129530998261,11.300239355680096,0.396000882246306,11.300239355680096,0.4006335863428158,11.300239355680096,0.381723539323006,11.300239355680096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
