date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,LRCX_shares,LRCX_value,AAPL_shares,AAPL_value,TECH_shares,TECH_value,JKHY_shares,JKHY_value,EA_shares,EA_value,GEN_shares,GEN_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,ADP_shares,ADP_value,TXN_shares,TXN_value,TRV_shares,TRV_value,JNJ_shares,JNJ_value,NVDA_shares,NVDA_value,HRL_shares,HRL_value,CPRT_shares,CPRT_value,EOG_shares,EOG_value,GWW_shares,GWW_value,TJX_shares,TJX_value,DVN_shares,DVN_value,EFX_shares,EFX_value,MU_shares,MU_value,CVX_shares,CVX_value,COP_shares,COP_value,KLAC_shares,KLAC_value,TER_shares,TER_value,VLO_shares,VLO_value,XOM_shares,XOM_value,J_shares,J_value,CL_shares,CL_value,WDC_shares,WDC_value,EL_shares,EL_value,AMAT_shares,AMAT_value,MRK_shares,MRK_value,MCHP_shares,MCHP_value,INTU_shares,INTU_value,EMN_shares,EMN_value,FCX_shares,FCX_value,HAS_shares,HAS_value,SYY_shares,SYY_value,GRMN_shares,GRMN_value,F_shares,F_value,AES_shares,AES_value,SNPS_shares,SNPS_value,GPC_shares,GPC_value,EQIX_shares,EQIX_value,CSGP_shares,CSGP_value,ALGN_shares,ALGN_value,EBAY_shares,EBAY_value,DECK_shares,DECK_value,DLTR_shares,DLTR_value,NVR_shares,NVR_value,VZ_shares,VZ_value,ROST_shares,ROST_value,ACN_shares,ACN_value,ADI_shares,ADI_value,WAT_shares,WAT_value,BMY_shares,BMY_value,GLW_shares,GLW_value,CVS_shares,CVS_value,TTWO_shares,TTWO_value,AXON_shares,AXON_value,ZBH_shares,ZBH_value,FDX_shares,FDX_value,FAST_shares,FAST_value,CHRW_shares,CHRW_value,WSM_shares,WSM_value,EXPD_shares,EXPD_value,INTC_shares,INTC_value,LLY_shares,LLY_value,NEM_shares,NEM_value,VRTX_shares,VRTX_value,CTSH_shares,CTSH_value,LUV_shares,LUV_value,LOW_shares,LOW_value,SBUX_shares,SBUX_value,RMD_shares,RMD_value,TSCO_shares,TSCO_value,DXCM_shares,DXCM_value,LVS_shares,LVS_value,CNC_shares,CNC_value,AKAM_shares,AKAM_value,COO_shares,COO_value,ADSK_shares,ADSK_value,MOS_shares,MOS_value,A_shares,A_value,MTCH_shares,MTCH_value,CDNS_shares,CDNS_value,MOH_shares,MOH_value,JBHT_shares,JBHT_value,TXT_shares,TXT_value,CTRA_shares,CTRA_value,GILD_shares,GILD_value,MPWR_shares,MPWR_value,PHM_shares,PHM_value,WMT_shares,WMT_value,NUE_shares,NUE_value,HD_shares,HD_value,KDP_shares,KDP_value,PCAR_shares,PCAR_value,FSLR_shares,FSLR_value,GOOGL_shares,GOOGL_value,ADBE_shares,ADBE_value,TKO_shares,TKO_value,NTAP_shares,NTAP_value,PWR_shares,PWR_value,DD_shares,DD_value,FFIV_shares,FFIV_value,ADM_shares,ADM_value,FTNT_shares,FTNT_value,MNST_shares,MNST_value,TGT_shares,TGT_value,SWKS_shares,SWKS_value,ISRG_shares,ISRG_value,LULU_shares,LULU_value,EW_shares,EW_value,TPR_shares,TPR_value,APA_shares,APA_value,ULTA_shares,ULTA_value,EPAM_shares,EPAM_value,BAX_shares,BAX_value,WY_shares,WY_value,QCOM_shares,QCOM_value,SMCI_shares,SMCI_value,AMD_shares,AMD_value,MLM_shares,MLM_value,NDSN_shares,NDSN_value,AMP_shares,AMP_value,NWSA_shares,NWSA_value,PSX_shares,PSX_value,ALB_shares,ALB_value,RL_shares,RL_value,ANET_shares,ANET_value,ENPH_shares,ENPH_value,REGN_shares,REGN_value,CF_shares,CF_value,CMG_shares,CMG_value,CHD_shares,CHD_value,ACGL_shares,ACGL_value,GE_shares,GE_value,PANW_shares,PANW_value,TSLA_shares,TSLA_value,KMB_shares,KMB_value,META_shares,META_value,WST_shares,WST_value,VMC_shares,VMC_value,KR_shares,KR_value,MHK_shares,MHK_value,SNA_shares,SNA_value,OXY_shares,OXY_value,PNR_shares,PNR_value,FANG_shares,FANG_value,INCY_shares,INCY_value,PKG_shares,PKG_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
2005-09-30,100.0,0.3955516732980741,10.0,0.1201201201201201,10.0,0.3979062200927887,10.0,0.2997015834529385,10.0,0.3418490892444108,10.0,1.278964276244067,10.0,0.6567907776597081,10.0,0.3500973223385701,10.0,0.4457775659324616,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
2005-10-31,99.67262016838556,0.3955516732980741,10.455691540191095,0.1201201201201201,9.717717901006475,0.3979062200927887,10.186601265769946,0.2997015834529385,9.937976415237788,0.3418490892444108,11.225339584605056,1.278964276244067,9.875762840492696,0.6567907776597081,10.675013599939115,0.3500973223385701,9.951764526216266,0.4457775659324616,9.05385180868418,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
2005-11-30,106.40370202015548,0.3955516732980741,10.513233818714436,0.1201201201201201,10.697897604635886,0.3979062200927887,11.10261783204072,0.2997015834529385,10.902360785628264,0.3418490892444108,11.592019104865637,1.278964276244067,10.89403307916904,0.6567907776597081,11.860620119641885,0.3500973223385701,10.987512731634276,0.4457775659324616,9.084619072098242,,,2.737378419943007,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
2005-12-31,106.5085184763704,0.3955516732980741,10.200738581211263,0.1201201201201201,11.02102102102102,0.3979062200927887,10.007080965105944,0.2997015834529385,10.74848453737661,0.3418490892444108,11.50749314101888,1.278964276244067,10.01948983208666,0.6567907776597081,12.888236217084154,0.3500973223385701,11.695411964066894,0.4457775659324616,10.088462896904584,,,2.737378419943007,8.332099320494386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
2006-01-31,111.70295309956602,0.3955516732980741,9.974869105839616,0.1201201201201201,11.74174174174174,0.3979062200927887,11.680967989939411,0.2997015834529385,10.40474530555856,0.3418490892444108,11.605190017804206,1.278964276244067,10.377587290760877,0.6567907776597081,13.478280341331068,0.3500973223385701,11.331711082900576,,,,,2.737378419943007,10.842473233482664,4.528541903753515,10.265386990207292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
2006-03-31,112.27856821030063,0.3955516732980741,9.954734212313578,,,0.3979062200927887,12.896105620980906,0.2997015834529385,9.568122591557128,0.3418490892444108,12.627933576347544,1.278964276244067,10.470124657351455,0.6567907776597081,13.600926267816549,,,0.4992423270917239,10.790155320983372,0.6603522166598299,10.790155320983372,,,,,0.8564856493874033,10.790155320983372,0.6050811092092621,10.790155320983372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
2006-04-30,111.38560624657002,0.3955516732980741,9.67776701254402,,,0.3979062200927887,13.064420085654632,0.2997015834529385,9.457029823591029,0.3418490892444108,12.690889236143123,1.278964276244067,10.312900905199571,0.6567907776597081,13.126902386417411,,,0.4992423270917239,10.6393926854107,0.6603522166598299,11.65851883855718,,,,,0.8564856493874033,10.165782105016548,0.6050811092092621,10.592003168035802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
2006-05-31,104.0173272423022,,,,,,,,,0.3418490892444108,12.341153247745003,1.278964276244067,10.406255481095997,0.6567907776597081,11.796201036695876,,,,,,,,,,,0.8564856493874033,9.8105341767759,0.6050811092092621,8.85104179607473,0.2479372318086648,10.162428300782938,1.8044921665230849,10.162428300782938,0.889935469957948,10.162428300782938,0.5254287403817205,10.162428300782938,1.2986754020211426,10.162428300782938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
2006-06-30,106.59703816259608,,,,,,,,,0.3418490892444108,13.351027129081338,1.278964276244067,9.767530786226096,0.6567907776597081,13.12538783706631,,,,,,,,,,,,,,,,,,,0.889935469957948,10.3553838986279,0.5254287403817205,10.790830603546826,1.2986754020211426,10.24973482421536,0.4312213782459101,9.739285770958066,0.509007294231223,9.739285770958066,0.3452923591523208,9.739285770958066,0.28509057950308,9.739285770958066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
