date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,SYY_shares,SYY_value,EL_shares,EL_value,MSFT_shares,MSFT_value,AAPL_shares,AAPL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,COP_shares,COP_value,EA_shares,EA_value,CVX_shares,CVX_value,TECH_shares,TECH_value,JNJ_shares,JNJ_value,TXN_shares,TXN_value,CPRT_shares,CPRT_value,TRV_shares,TRV_value,IDXX_shares,IDXX_value,XOM_shares,XOM_value,ISRG_shares,ISRG_value,ADI_shares,ADI_value,GPC_shares,GPC_value,RMD_shares,RMD_value,GWW_shares,GWW_value,ADP_shares,ADP_value,CTRA_shares,CTRA_value,WDC_shares,WDC_value,KLAC_shares,KLAC_value,MU_shares,MU_value,F_shares,F_value,HAS_shares,HAS_value,CMI_shares,CMI_value,A_shares,A_value,TER_shares,TER_value,DE_shares,DE_value,VLO_shares,VLO_value,HSIC_shares,HSIC_value,NVR_shares,NVR_value,NFLX_shares,NFLX_value,WSM_shares,WSM_value,HUM_shares,HUM_value,ETN_shares,ETN_value,SNPS_shares,SNPS_value,TTWO_shares,TTWO_value,HRL_shares,HRL_value,ACN_shares,ACN_value,DVN_shares,DVN_value,EMN_shares,EMN_value,MGM_shares,MGM_value,FCX_shares,FCX_value,EOG_shares,EOG_value,CSGP_shares,CSGP_value,DECK_shares,DECK_value,LRCX_shares,LRCX_value,GRMN_shares,GRMN_value,CTSH_shares,CTSH_value,FAST_shares,FAST_value,ROST_shares,ROST_value,J_shares,J_value,FDX_shares,FDX_value,WMB_shares,WMB_value,PWR_shares,PWR_value,LUV_shares,LUV_value,SBUX_shares,SBUX_value,AMAT_shares,AMAT_value,GLW_shares,GLW_value,LVS_shares,LVS_value,NEM_shares,NEM_value,VZ_shares,VZ_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,PHM_shares,PHM_value,EXPD_shares,EXPD_value,KDP_shares,KDP_value,TXT_shares,TXT_value,APA_shares,APA_value,WST_shares,WST_value,TSN_shares,TSN_value,SMCI_shares,SMCI_value,KR_shares,KR_value,GE_shares,GE_value,PRU_shares,PRU_value,STLD_shares,STLD_value,TPR_shares,TPR_value,BAX_shares,BAX_value,ALB_shares,ALB_value,LULU_shares,LULU_value,MPC_shares,MPC_value,PSX_shares,PSX_value,RCL_shares,RCL_value,AMP_shares,AMP_value,FANG_shares,FANG_value,DHI_shares,DHI_value,APD_shares,APD_value,UAL_shares,UAL_value,LEN_shares,LEN_value,WY_shares,WY_value,MOS_shares,MOS_value,OXY_shares,OXY_value,CF_shares,CF_value,INCY_shares,INCY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
2005-09-30,100.0,0.3955519717242145,10.0,0.1201201201201201,10.0,0.3979061294960228,10.0,0.2997015491889352,10.0,0.3418491561127099,10.0,1.2789645102399698,10.0,0.656790942215919,10.0,0.3500973924726336,10.0,0.4457774143229869,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
2005-10-31,99.67262633943491,0.3955519717242145,10.455701691911754,0.1201201201201201,9.717717901006475,0.3979061294960228,10.1866027411753,0.2997015491889352,9.937975279058085,0.3418491561127099,11.225343084418462,1.2789645102399698,9.8757634276204,0.656790942215919,10.675015021790289,0.3500973924726336,9.951761177764467,0.4457774143229869,9.05384532844676,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
2005-11-30,106.40369249067145,0.3955519717242145,10.51323722374857,0.1201201201201201,10.697897604635886,0.3979061294960228,11.102608473644054,0.2997015491889352,10.90235725265196,0.3418491561127099,11.59201615614916,1.2789645102399698,10.894031413165548,0.656790942215919,11.860623091271163,0.3500973924726336,10.987518271522331,0.4457774143229869,9.084615132155664,,,0.479227745113492,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
2005-12-31,106.6006447700594,0.3955519717242145,10.200741750481644,0.1201201201201201,11.02102102102102,0.3979061294960228,10.007077168765164,0.2997015491889352,10.748485595075248,0.3418491561127099,11.50749669602368,1.2789645102399698,10.019490445510272,0.656790942215919,12.88823568799048,0.3500973924726336,11.695415642493169,0.4457774143229869,10.088460316059424,,,,,0.6495207936818505,8.424220446639278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
2006-01-31,110.14599199632408,0.3955519717242145,9.974878140345623,0.1201201201201201,11.74174174174174,0.3979061294960228,11.680969125101802,0.2997015491889352,10.404745259285216,0.3418491561127099,11.605193591919264,1.2789645102399698,10.37758918941665,,,,,,,,,0.6731309485722468,11.69179597746861,0.6495207936818505,9.285487016107918,0.5945415384383786,11.69179597746861,5.1577991916975,11.69179597746861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
2006-03-31,110.29273490933736,,,,,0.3979061294960228,12.89609964896484,0.2997015491889352,9.568122069297068,,,1.2789645102399698,10.470130232084436,0.5336637488916309,11.051197565570144,,,0.5113202672960913,11.051197565570144,0.6763278740740942,11.051197565570144,,,,,,,,,0.9762748724930896,11.051197565570144,1.3351967681699333,11.051197565570144,1.0052326603325277,11.051197565570144,0.5055126227654632,11.051197565570144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
2006-04-30,110.90502712216288,,,,,0.3979061294960228,13.06442470055607,0.2997015491889352,9.457029314031876,,,1.2789645102399698,10.312908890598523,0.5336637488916309,10.666036813086585,,,0.5113202672960913,10.896786623568442,0.6763278740740942,11.94056908117563,,,,,,,,,0.9762748724930896,11.427989076913589,1.3351967681699333,10.64725691847218,1.0052326603325277,11.7777243860686,0.5055126227654632,10.714301317691389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
2006-05-31,104.95166090290232,0.449600379339329,10.65122788930104,,,,,,,0.2950384610472576,10.65122788930104,1.2789645102399698,10.406256165281222,0.5336637488916309,9.584787731949154,,,,,,,,,,,,,,,,,1.3351967681699333,10.448213055163032,1.0052326603325277,11.479040935256712,0.5055126227654632,9.77722356874702,0.4244577552091317,10.65122788930104,0.2598627870419203,10.65122788930104,0.3766699273349377,10.65122788930104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
2006-06-30,109.49320179407196,,,,,,,,,0.2950384610472576,11.522828479656194,,,,,,,,,,,,,,,0.6639207865453902,10.885597034935085,,,,,,,,,,,,,,,,,1.0205156587316384,10.885597034935085,0.3186454490280682,10.885597034935085,0.5689174265774324,10.885597034935085,7.091594313773668,10.885597034935085,0.3859330446303005,10.885597034935085,0.5795606246712516,10.885597034935085,0.3436225997033904,10.885597034935085,0.8519162967553603,10.885597034935085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
