date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,SYY_shares,SYY_value,AAPL_shares,AAPL_value,NKE_shares,NKE_value,MKC_shares,MKC_value,ORCL_shares,ORCL_value,EA_shares,EA_value,MU_shares,MU_value,PAYX_shares,PAYX_value,DE_shares,DE_value,ADSK_shares,ADSK_value,QCOM_shares,QCOM_value,ADI_shares,ADI_value,PTC_shares,PTC_value,TRV_shares,TRV_value,VLO_shares,VLO_value,NEM_shares,NEM_value,CPRT_shares,CPRT_value,NVDA_shares,NVDA_value,WSM_shares,WSM_value,FFIV_shares,FFIV_value,EBAY_shares,EBAY_value,GPC_shares,GPC_value,GWW_shares,GWW_value,CVX_shares,CVX_value,EOG_shares,EOG_value,KLAC_shares,KLAC_value,CSGP_shares,CSGP_value,WDC_shares,WDC_value,LRCX_shares,LRCX_value,JKHY_shares,JKHY_value,CHRW_shares,CHRW_value,F_shares,F_value,ADP_shares,ADP_value,AES_shares,AES_value,CMI_shares,CMI_value,WAB_shares,WAB_value,NVR_shares,NVR_value,TER_shares,TER_value,COP_shares,COP_value,DD_shares,DD_value,EMN_shares,EMN_value,TXT_shares,TXT_value,XOM_shares,XOM_value,ORLY_shares,ORLY_value,HUBB_shares,HUBB_value,TGT_shares,TGT_value,FDX_shares,FDX_value,EQIX_shares,EQIX_value,CTRA_shares,CTRA_value,GRMN_shares,GRMN_value,GLW_shares,GLW_value,FCX_shares,FCX_value,CTSH_shares,CTSH_value,AXON_shares,AXON_value,URI_shares,URI_value,DECK_shares,DECK_value,RMD_shares,RMD_value,ALGN_shares,ALGN_value,TTWO_shares,TTWO_value,DVN_shares,DVN_value,MNST_shares,MNST_value,CVS_shares,CVS_value,FAST_shares,FAST_value,DHI_shares,DHI_value,INTC_shares,INTC_value,J_shares,J_value,DLTR_shares,DLTR_value,PWR_shares,PWR_value,TSCO_shares,TSCO_value,HRL_shares,HRL_value,AMAT_shares,AMAT_value,ROST_shares,ROST_value,TJX_shares,TJX_value,TECH_shares,TECH_value,TXN_shares,TXN_value,MRK_shares,MRK_value,SJM_shares,SJM_value,LVS_shares,LVS_value,MPWR_shares,MPWR_value,LEN_shares,LEN_value,SMCI_shares,SMCI_value,DXCM_shares,DXCM_value,GOOGL_shares,GOOGL_value,AMP_shares,AMP_value,EW_shares,EW_value,COO_shares,COO_value,A_shares,A_value,PHM_shares,PHM_value,TPR_shares,TPR_value,TKO_shares,TKO_value,ULTA_shares,ULTA_value,LULU_shares,LULU_value,PCAR_shares,PCAR_value,FSLR_shares,FSLR_value,PRU_shares,PRU_value,APA_shares,APA_value,LUV_shares,LUV_value,RL_shares,RL_value,AKAM_shares,AKAM_value,SWKS_shares,SWKS_value,BAX_shares,BAX_value,FTNT_shares,FTNT_value,CMG_shares,CMG_value,ISRG_shares,ISRG_value,EPAM_shares,EPAM_value,PANW_shares,PANW_value,STLD_shares,STLD_value,NUE_shares,NUE_value,STX_shares,STX_value,ALB_shares,ALB_value,NWSA_shares,NWSA_value,WST_shares,WST_value,FANG_shares,FANG_value,NFLX_shares,NFLX_value,ANET_shares,ANET_value,HSIC_shares,HSIC_value,GE_shares,GE_value,ACGL_shares,ACGL_value,PSA_shares,PSA_value,REGN_shares,REGN_value,TSLA_shares,TSLA_value,MHK_shares,MHK_value,WY_shares,WY_value,MOS_shares,MOS_value,GNRC_shares,GNRC_value,OXY_shares,OXY_value,CF_shares,CF_value,INCY_shares,INCY_value,ON_shares,ON_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
2005-09-30,100.0,0.3955517329832662,10.0,0.1201201201201201,10.0,0.3979062200927887,10.0,0.2997017205090301,10.000000000000002,0.3418491784021488,10.0,1.278964432241326,10.0,0.6567907365206682,10.0,0.3500973924726336,10.0,0.4457774143229869,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
2005-10-31,99.67260995020018,0.3955517329832662,10.455692363405912,0.1201201201201201,9.717717901006475,0.3979062200927887,10.186604301553484,0.2997017205090301,9.937980959959209,0.3418491784021488,11.225339904186148,1.278964432241326,9.875762215481531,0.6567907365206682,10.675005414920728,0.3500973924726336,9.951759174491118,0.4457774143229869,9.053847028952644,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
2005-11-30,106.40370464037584,0.3955517329832662,10.513229369426464,0.1201201201201201,10.697897604635886,0.3979062200927887,11.102617073094835,0.2997017205090301,10.90236691464222,0.3418491784021488,11.592018216029372,1.278964432241326,10.894034407931176,0.6567907365206682,11.860620629463709,0.3500973924726336,10.987518271522331,0.4457774143229869,9.084614281902724,,,0.479227845022469,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
2005-12-31,106.60065135246576,0.3955517329832662,10.200737857045857,0.1201201201201201,11.02102102102102,0.3979062200927887,10.007082482997712,0.2997017205090301,10.748490596021645,0.3418491784021488,11.507496142290757,1.278964432241326,10.019491664037163,0.6567907365206682,12.888230398895194,0.3500973924726336,11.695419649039865,0.4457774143229869,10.088461166312367,,,,,3.9034539551039424,8.424220374804166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
2006-01-31,109.70890913739046,0.3955517329832662,9.974865329772303,0.1201201201201201,11.74174174174174,0.3979062200927887,11.680972543614722,0.2997017205090301,10.404750063737378,0.3418491784021488,11.60518913240305,1.278964432241326,10.377588556531316,0.6567907365206682,13.478275738912757,0.3500973924726336,11.331714688467622,0.4457774143229869,10.265387750201809,,,,,3.9034539551039424,8.848423592007755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
2006-03-31,110.69474851757523,0.3955517329832662,9.954735714393491,,,0.3979062200927887,12.896105620980906,0.2997017205090301,9.56812696714124,,,1.278964432241326,10.470128373839882,0.6567907365206682,13.600932932276349,,,0.4457774143229869,9.634614851572197,0.6819171303727352,11.142526014342788,,,,,1.3462308425049785,11.142526014342788,0.9843428445550118,11.142526014342788,1.0135399381034869,11.142526014342788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
2006-04-30,111.31102098523765,0.3955517329832662,9.677765455011844,,,0.3979062200927887,13.06442615722171,0.2997017205090301,9.457032433464468,,,1.278964432241326,10.312905822226703,0.6567907365206682,13.126905322381644,,,0.4457774143229869,9.500001105328824,0.6819171303727352,12.039247404965971,,,,,1.3462308425049785,10.735251050840798,0.9843428445550118,11.5224332223141,1.0135399381034869,11.875053011481564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
2006-05-31,105.72337746147312,0.3955517329832662,9.3707912724639,,,0.3979062200927887,12.237759531032156,,,0.2756415575579671,9.950978408443037,1.278964432241326,10.40625797007867,0.6567907365206682,11.796191528721378,,,,,,,,,,,1.3462308425049785,10.534560362017793,,,1.0135399381034869,11.57390316338708,0.2427784861883817,9.950978408443037,0.6152381100850292,9.950978408443037,0.5144960810887677,9.950978408443037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
2006-06-30,108.902153316282,0.3955517329832662,10.366267559941454,,,,,,,0.2756415575579671,10.765272594096876,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3813838208737372,10.97132664528046,0.3183786110494714,10.97132664528046,0.426181457333087,10.97132664528046,0.5397361983158225,10.97132664528046,0.8632042968018749,10.97132664528046,0.3889725161523137,10.97132664528046,0.318515100163274,10.97132664528046,0.3015544212335888,10.97132664528046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
