date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,MSFT_shares,MSFT_value,EL_shares,EL_value,AAPL_shares,AAPL_value,JKHY_shares,JKHY_value,NKE_shares,NKE_value,PAYX_shares,PAYX_value,GEN_shares,GEN_value,COP_shares,COP_value,MU_shares,MU_value,ORCL_shares,ORCL_value,EA_shares,EA_value,TRV_shares,TRV_value,CVX_shares,CVX_value,GWW_shares,GWW_value,XOM_shares,XOM_value,CTRA_shares,CTRA_value,FAST_shares,FAST_value,EOG_shares,EOG_value,DHR_shares,DHR_value,ADP_shares,ADP_value,GPC_shares,GPC_value,ADM_shares,ADM_value,WDC_shares,WDC_value,HD_shares,HD_value,ACN_shares,ACN_value,EMN_shares,EMN_value,F_shares,F_value,EMR_shares,EMR_value,DE_shares,DE_value,DVN_shares,DVN_value,CMI_shares,CMI_value,NVR_shares,NVR_value,HRL_shares,HRL_value,BG_shares,BG_value,VLO_shares,VLO_value,JBL_shares,JBL_value,WST_shares,WST_value,UNH_shares,UNH_value,TGT_shares,TGT_value,WSM_shares,WSM_value,FCX_shares,FCX_value,EQIX_shares,EQIX_value,MGM_shares,MGM_value,CHRW_shares,CHRW_value,URI_shares,URI_value,VZ_shares,VZ_value,HUM_shares,HUM_value,CSGP_shares,CSGP_value,GLW_shares,GLW_value,BMY_shares,BMY_value,DECK_shares,DECK_value,GRMN_shares,GRMN_value,FDX_shares,FDX_value,EBAY_shares,EBAY_value,RMD_shares,RMD_value,CTSH_shares,CTSH_value,TSN_shares,TSN_value,LUV_shares,LUV_value,ROST_shares,ROST_value,WMB_shares,WMB_value,ZBH_shares,ZBH_value,VRSN_shares,VRSN_value,LRCX_shares,LRCX_value,CNC_shares,CNC_value,MOH_shares,MOH_value,LVS_shares,LVS_value,DLTR_shares,DLTR_value,PKG_shares,PKG_value,NEM_shares,NEM_value,DXCM_shares,DXCM_value,LLY_shares,LLY_value,GOOGL_shares,GOOGL_value,ALGN_shares,ALGN_value,FSLR_shares,FSLR_value,AMAT_shares,AMAT_value,ULTA_shares,ULTA_value,AXON_shares,AXON_value,TJX_shares,TJX_value,TKO_shares,TKO_value,MPWR_shares,MPWR_value,PCAR_shares,PCAR_value,ADSK_shares,ADSK_value,PRU_shares,PRU_value,APA_shares,APA_value,SMCI_shares,SMCI_value,PHM_shares,PHM_value,MHK_shares,MHK_value,HAS_shares,HAS_value,TXT_shares,TXT_value,EXPD_shares,EXPD_value,SYY_shares,SYY_value,MNST_shares,MNST_value,DD_shares,DD_value,TAP_shares,TAP_value,LULU_shares,LULU_value,RCL_shares,RCL_value,NUE_shares,NUE_value,SBUX_shares,SBUX_value,EPAM_shares,EPAM_value,TPR_shares,TPR_value,A_shares,A_value,BAX_shares,BAX_value,DHI_shares,DHI_value,GD_shares,GD_value,RL_shares,RL_value,STLD_shares,STLD_value,WY_shares,WY_value,KR_shares,KR_value,PSX_shares,PSX_value,NWSA_shares,NWSA_value,IEX_shares,IEX_value,QCOM_shares,QCOM_value,TSCO_shares,TSCO_value,UAL_shares,UAL_value,DAL_shares,DAL_value,FANG_shares,FANG_value,APD_shares,APD_value,MPC_shares,MPC_value,AMP_shares,AMP_value,SWKS_shares,SWKS_value,REGN_shares,REGN_value,GE_shares,GE_value,TSLA_shares,TSLA_value,EW_shares,EW_value,MOS_shares,MOS_value,VMC_shares,VMC_value,MLM_shares,MLM_value,OXY_shares,OXY_value,CF_shares,CF_value,NVDA_shares,NVDA_value,LEN_shares,LEN_value,run
2006-07-31,101.62686494148842,,,,,,,,,,,1.2789645102399698,8.671879731162482,0.6567906131035796,11.259849814116986,,,,,,,,,,,,,,,1.3127151404319024,10.12416479149426,0.5311094441756677,9.564347215140891,,,0.409357051732026,11.20413642327602,,,0.8995564659373707,10.814082067131014,,,0.3523987128018306,10.2742579777555,0.3357652110138572,10.535531366245046,0.1825290371602247,8.203608068361522,0.3137644486108179,10.9750074868047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2006-08-31,103.01989980068198,0.3685807284358812,10.654678962016934,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3127151404319024,10.349720729460785,,,,,0.409357051732026,10.408325914316338,,,,,,,0.3523987128018306,9.848031960463146,0.3357652110138572,10.314508521186008,0.1825290371602247,8.825917865171059,,,2.3370424221537873,10.654678962016934,3.5617254891650956,10.654678962016934,0.4672627294680626,10.654678962016934,0.7988335970272954,10.654678962016934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2006-09-30,103.40809573710686,,,,,,,,,,,,,,,,,,,,,,,,,4.501106190351637,10.401824022284544,0.6105392524830547,10.401824022284544,1.3127151404319024,11.228852509812334,,,,,,,,,,,,,,,0.3357652110138572,10.469607036379484,0.1825290371602247,8.896868034923239,0.2988274912884414,10.401824022284544,,,,,,,,,0.4394100489752475,10.401824022284544,0.4347859183308204,10.401824022284544,0.4416281037368437,10.401824022284544,0.9488399439479892,10.401824022284544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2006-10-31,107.81676538456313,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6105392524830547,10.431816008459512,1.3127151404319024,11.797375333698174,,,,,,,,,,,,,,,0.3357652110138572,10.847329449922436,0.1825290371602247,9.661504302564737,0.2988274912884414,11.07150588717443,,,,,,,,,0.4394100489752475,10.905702188739545,0.4347859183308204,11.068353734277682,0.4416281037368437,10.572080901785323,0.9488399439479892,10.505267679084149,0.4725445554688919,10.955829898857129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2006-11-30,110.98159095091036,0.472154728703763,11.190979701508716,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3127151404319024,12.705160037420692,,,,,,,,,,,,,,,0.3357652110138572,11.673788035073525,0.1825290371602247,9.605753513123265,,,,,,,,,,,0.4394100489752475,10.638793236680844,0.4347859183308204,11.40147636732619,0.4416281037368437,9.638441043728532,0.9488399439479892,11.79256330189066,0.4725445554688919,11.14365601264922,0.4642580037727941,11.190979701508716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2006-12-31,113.77725217243278,0.472154728703763,12.706373509149191,,,,,,,0.3097108025431963,11.250157711153776,,,,,,,,,0.4195471746071755,11.250157711153776,,,,,,,,,1.3127151404319024,12.71543440299603,,,,,,,,,,,,,,,,,0.1825290371602247,9.321719575953196,,,,,3.844639052232552,11.250157711153776,,,,,,,0.4347859183308204,11.53277841741171,,,,,,,,,0.6547622954440886,11.250157711153776,2.8792290092887725,11.250157711153776,0.4290553577750129,11.250157711153776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2007-01-31,117.77463291439491,0.472154728703763,12.54300945714663,,,,,,,0.3097108025431963,11.95023474633973,,,,,,,,,0.4195471746071755,12.047297182862865,,,,,,,,,1.3127151404319024,12.71113286527008,,,,,,,,,,,,,,,,,0.1825290371602247,10.34932413176938,,,,,3.844639052232552,11.689125187131364,,,,,,,0.4347859183308204,11.637053131635414,,,,,,,,,0.6547622954440886,11.193825384530632,,,0.4290553577750129,11.474698002007182,0.3475005465799583,12.178932825701652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2007-03-31,117.98295010973332,0.472154728703763,12.728412103434849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4185078953531738,11.603652011096075,,,,,,,,,0.3216230760386407,11.603652011096075,0.1825290371602247,10.332757928262463,,,1.9264366086727136,11.603652011096075,,,0.4614741342219013,11.603652011096075,,,,,,,,,,,,,,,0.6547622954440886,12.105621794501134,,,,,0.3475005465799583,13.194246216958422,0.2653656458697118,11.603652011096075,0.4865362817624886,11.603652011096075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2007-04-30,125.10355333835344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4185078953531738,11.77342179255915,,,,,,,,,0.3216230760386407,12.204537170946235,,,0.3043649301780918,12.641436238823834,,,,,,,,,,,,,,,,,,,,,0.6547622954440886,13.034827312439951,3.022023943537149,12.641436238823834,,,,,0.2653656458697118,12.24214962946513,,,0.015341548833524,12.641436238823834,1.9740627518814036,12.641436238823834,0.2522279438007184,12.641436238823834,0.3459017376405967,12.641436238823834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2007-05-31,129.09851644117367,,,0.1001599072565461,12.883569359471574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4185078953531738,13.145149333877686,1.0829955769717898,12.883569359471574,,,,,,,0.3216230760386407,12.785033795191502,0.1996479423480652,12.883569359471574,,,,,,,0.4747615833841009,12.883569359471574,,,,,,,,,,,,,,,0.6547622954440886,12.73832922289211,3.022023943537149,13.113128889396512,,,,,0.2653656458697118,12.899028402457986,,,,,,,,,,,0.7147629598548519,12.883569359471574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2007-06-30,132.3151428358317,,,0.1001599072565461,13.683846040327282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4185078953531738,13.403279545043947,1.0829955769717898,13.253787570222814,,,,,,,0.3216230760386407,13.312129828980446,,,,,,,3.752774108575262,12.956017269506354,,,,,,,,,0.6238665322985969,12.956017269506354,,,,,,,0.6547622954440886,12.38598211552914,3.022023943537149,14.811237706199224,,,,,0.2653656458697118,13.152707164853098,,,,,,,,,,,0.7147629598548519,12.400138325663036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2007-07-31,131.5771588117845,,,0.1001599072565461,12.70127759467159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4185078953531738,13.802813264614834,1.0829955769717898,12.555660827571128,,,,,,,0.3216230760386407,13.473311889189722,,,,,,,3.752774108575262,13.949540966059516,,,,,,,,,0.6238665322985969,13.15570077676107,,,,,,,0.6547622954440886,13.342884849861155,3.022023943537149,13.380426771170717,,,,,0.2653656458697118,12.556951450420646,,,,,,,,,,,0.7147629598548519,12.65859042146413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2007-08-31,129.8634700459232,,,,,,,,,0.2864737197517344,12.24432657285295,,,,,,,,,0.5403498082658336,12.244326572852952,,,,,,,,,,,,,,,0.4185078953531738,14.052522038906751,,,,,,,,,0.3216230760386407,13.868381787677006,0.1816131324318866,12.24432657285295,,,,,3.752774108575262,14.116678519520132,,,,,,,,,0.6238665322985969,13.19485069584973,,,,,,,0.6547622954440886,12.9434944363247,3.022023943537149,12.279798097719125,,,,,0.2653656458697118,12.6747647513669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
