date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,TECH_shares,TECH_value,EL_shares,EL_value,RMD_shares,RMD_value,MU_shares,MU_value,EOG_shares,EOG_value,GWW_shares,GWW_value,GPC_shares,GPC_value,HRL_shares,HRL_value,PAYX_shares,PAYX_value,ORLY_shares,ORLY_value,TRV_shares,TRV_value,NVDA_shares,NVDA_value,RL_shares,RL_value,CPRT_shares,CPRT_value,TRMB_shares,TRMB_value,JNJ_shares,JNJ_value,VLO_shares,VLO_value,PTC_shares,PTC_value,COP_shares,COP_value,CVX_shares,CVX_value,CTRA_shares,CTRA_value,KLAC_shares,KLAC_value,CSGP_shares,CSGP_value,WDC_shares,WDC_value,ISRG_shares,ISRG_value,DE_shares,DE_value,CVS_shares,CVS_value,NVR_shares,NVR_value,AES_shares,AES_value,ROST_shares,ROST_value,F_shares,F_value,NUE_shares,NUE_value,EMN_shares,EMN_value,FAST_shares,FAST_value,WSM_shares,WSM_value,BG_shares,BG_value,J_shares,J_value,XOM_shares,XOM_value,PG_shares,PG_value,DVN_shares,DVN_value,CMI_shares,CMI_value,ACN_shares,ACN_value,PWR_shares,PWR_value,FCX_shares,FCX_value,CTSH_shares,CTSH_value,TXT_shares,TXT_value,DLTR_shares,DLTR_value,A_shares,A_value,DECK_shares,DECK_value,CHRW_shares,CHRW_value,DD_shares,DD_value,LRCX_shares,LRCX_value,GRMN_shares,GRMN_value,MRK_shares,MRK_value,TJX_shares,TJX_value,MOH_shares,MOH_value,EA_shares,EA_value,ALGN_shares,ALGN_value,TER_shares,TER_value,BMY_shares,BMY_value,HAS_shares,HAS_value,EBAY_shares,EBAY_value,GILD_shares,GILD_value,VRSN_shares,VRSN_value,AXON_shares,AXON_value,SWKS_shares,SWKS_value,DHI_shares,DHI_value,JBHT_shares,JBHT_value,NEM_shares,NEM_value,ICE_shares,ICE_value,TSCO_shares,TSCO_value,GPN_shares,GPN_value,FDX_shares,FDX_value,SJM_shares,SJM_value,GLW_shares,GLW_value,AMAT_shares,AMAT_value,SMCI_shares,SMCI_value,LVS_shares,LVS_value,TTWO_shares,TTWO_value,TPR_shares,TPR_value,MTCH_shares,MTCH_value,ULTA_shares,ULTA_value,LULU_shares,LULU_value,FSLR_shares,FSLR_value,AMP_shares,AMP_value,EXPD_shares,EXPD_value,NTAP_shares,NTAP_value,LEN_shares,LEN_value,PHM_shares,PHM_value,PRU_shares,PRU_value,INTU_shares,INTU_value,PFE_shares,PFE_value,LLY_shares,LLY_value,JKHY_shares,JKHY_value,SYY_shares,SYY_value,ADM_shares,ADM_value,DHR_shares,DHR_value,WST_shares,WST_value,TSN_shares,TSN_value,LHX_shares,LHX_value,LUV_shares,LUV_value,TKO_shares,TKO_value,WAB_shares,WAB_value,FFIV_shares,FFIV_value,SHW_shares,SHW_value,HUBB_shares,HUBB_value,PCAR_shares,PCAR_value,MLM_shares,MLM_value,EW_shares,EW_value,BAX_shares,BAX_value,CRM_shares,CRM_value,CAG_shares,CAG_value,HSIC_shares,HSIC_value,BA_shares,BA_value,ALB_shares,ALB_value,STLD_shares,STLD_value,ON_shares,ON_value,ANET_shares,ANET_value,PODD_shares,PODD_value,GE_shares,GE_value,PANW_shares,PANW_value,TGT_shares,TGT_value,TSLA_shares,TSLA_value,REGN_shares,REGN_value,WY_shares,WY_value,MOS_shares,MOS_value,MPWR_shares,MPWR_value,CF_shares,CF_value,run
2006-07-31,100.59680977148194,,,,,,,,,0.2727634221696429,9.838002192964074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33561483042076,10.084311953168656,0.3458836956399187,10.084311953168656,29.804395869069552,10.084311953168656,0.2305746142941998,10.084311953168656,6.0566439544812525,10.084311953168656,0.8398344542549065,10.084311953168656,0.2827785380801982,10.084311953168656,0.2888126630958811,10.084311953168656,0.6522840833302711,10.084311953168656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2006-08-31,103.08628219247208,0.3632375395820171,10.500219643989285,,,,,,,,,,,,,0.2926049804365085,10.500219643989285,,,0.5571886456131794,10.500219643989285,,,,,,,1.331804516047743,10.500219643989285,,,,,,,,,,,0.4604888902195346,10.500219643989285,0.2171553843670636,10.500219643989285,0.458013507663138,10.500219643989285,,,,,,,,,,,,,,,,,,,0.2888126630958811,8.584305396568526,,,0.4129711798943146,10.500219643989285,0.3418106538978533,10.500219643989285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2006-09-30,104.33074232074776,,,,,,,,,,,,,,,,,,,0.5571886456131794,11.620168949202135,0.4489868279849583,10.628527061716875,,,,,1.331804516047743,11.392140118374895,,,,,,,,,,,,,0.2171553843670636,10.584631774982189,,,,,,,,,,,,,,,,,,,,,0.2888126630958811,7.706966311337423,,,0.4129711798943146,9.854614260677828,0.3418106538978533,10.658112659305775,2.4817245989604273,10.628527061716872,0.4465540567709811,10.628527061716875,2.572247613798558,10.628527061716875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2006-10-31,111.46318737712012,,,,,,,,,,,,,,,,,,,0.5571886456131794,12.341728287781322,0.4489868279849583,11.14338877863518,,,,,1.331804516047743,11.968930345749175,,,,,,,,,,,,,0.2171553843670636,11.494326979683231,,,,,,,,,,,,,,,,,,,,,0.2888126630958811,7.835741256837983,,,0.4129711798943146,9.97214714649011,0.3418106538978533,11.042631390282525,2.4817245989604273,11.732849965887327,0.4465540567709811,11.751850431004971,2.572247613798558,12.17959279476828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2006-11-30,118.18913253599732,0.515171742773303,12.210563135012563,,,,,,,0.3406585155548891,12.210563135012563,,,0.599599370390107,12.210563135012563,,,,,,,0.4489868279849583,10.870662644981431,,,,,1.331804516047743,12.889912155824035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2888126630958811,8.246022723865973,,,0.4129711798943146,11.205717064948836,0.3418106538978533,11.883979465613455,2.4817245989604273,13.777395493532111,,,2.572247613798558,12.683753582193791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2006-12-31,121.5169828689722,0.515171742773303,13.864027148140313,,,,,,,0.3406585155548891,12.374322074740975,,,0.599599370390107,12.21664275204174,,,,,,,0.4489868279849583,11.100560637891247,4.637869450742417,11.812218611165624,,,1.331804516047743,12.900337200329842,,,,,0.7382149980445961,11.812218611165624,,,,,,,,,0.4453206897159543,11.812218611165624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9532083211518284,11.812218611165624,1.1085502169862065,11.81221861116562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2007-01-31,123.64012412476934,0.515171742773303,13.68577934448552,,,,,,,0.3406585155548891,13.144355293131092,,,0.599599370390107,11.903397232119064,,,,,,,0.4489868279849583,10.80744679859892,4.637869450742417,11.936137172084514,,,1.331804516047743,12.895976920384856,,,,,0.7382149980445961,13.910919097673863,,,,,,,,,0.4453206897159543,11.91902072917247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9532083211518284,11.315710794401106,,,0.3458583798110792,12.121380742717916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2007-03-31,126.24452367781048,0.515171742773303,13.888076579758769,,,,,,,0.3406585155548891,12.630690531036691,,,,,,,,,,,0.4489868279849583,10.961446040076984,,,,,,,,,,,,,,,,,,,0.2226753877395183,12.605402401843357,,,,,,,,,0.3783524288891255,12.605402401843357,,,,,,,,,,,,,,,,,0.3493890302787795,12.605402401843357,,,,,,,,,,,0.3458583798110792,13.13189611587794,0.5484445651444209,12.605402401843357,0.018955492333599,12.605402401843357,0.8956450886689165,12.605402401843357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2007-04-30,132.26777720534326,,,,,,,,,0.3406585155548891,12.567345959577024,,,,,,,,,,,0.4489868279849583,11.275409170816229,,,,,,,,,,,,,,,,,,,0.2226753877395183,13.48339974023493,,,,,,,,,0.3783524288891255,13.239296864670068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3458583798110792,13.277539931512573,0.5484445651444209,13.380770968819238,0.018955492333599,15.619325682885602,,,1.9121593401504977,13.141562962275875,3.141582384323419,13.141562962275875,0.3476229008494401,13.141562962275875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2007-05-31,138.0491560733278,0.5177846245342386,13.727346512384942,0.1067196298786675,13.727346512384944,,,,,,,,,,,,,,,,,0.4489868279849583,12.519837659110356,,,,,,,,,,,,,,,,,,,0.2226753877395183,14.369565285903814,,,,,,,,,0.3783524288891255,13.256423062184409,,,,,,,,,,,,,,,,,0.345327833499747,13.727346512384946,,,,,,,,,,,,,0.5484445651444209,14.254496736871063,0.018955492333599,15.107527389878427,0.8845254202612088,13.727346512384944,,,3.141582384323419,13.631919889839969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2007-06-30,137.11229980025612,0.5177846245342386,13.266970831454554,0.1067196298786675,14.580035312931612,,,,,,,,,0.5734304420235296,12.86521899918025,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2226753877395183,15.248711066083963,0.4570470596124066,12.865218999180248,,,,,,,,,,,,,,,,,,,,,,,0.4017073843627807,12.865218999180248,0.345327833499747,14.293282165604776,,,,,,,,,,,,,,,,,,,,,3.141582384323419,15.397205428279984,,,0.6800963455354865,12.865218999180248,3.726471884333349,12.865218999180248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2007-07-31,135.52806868087296,0.5177846245342386,13.46198347246442,0.1067196298786675,13.533116004367855,,,,,,,,,0.5734304420235296,12.449925765065297,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2226753877395183,14.316251084411189,0.4570470596124066,12.431015226368386,,,,,,,,,,,,,,,,,,,,,,,0.4017073843627807,13.248727695430036,0.345327833499747,14.46634127869731,,,,,,,,,,,,,,,,,,,,,3.141582384323419,13.909786718227116,,,0.6800963455354865,13.859150087173074,3.726471884333349,13.851771348668256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2007-08-31,135.49175484347583,0.5177846245342386,13.73317629036694,,,,,,,,,1.837595210831919,13.05911072718978,,,,,,,0.5763067438273262,13.05911072718978,,,,,,,,,,,,,,,,,1.1677392753505764,13.05911072718978,,,0.2226753877395183,15.012730062829492,0.4570470596124066,12.979676907402313,,,,,,,,,,,,,,,,,,,,,,,0.4017073843627807,13.488393813725091,0.345327833499747,14.890523955768892,,,,,,,,,,,,,,,,,,,,,3.141582384323419,12.765619055887688,,,0.6800963455354865,13.444302575926072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
