date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,TECH_shares,TECH_value,EL_shares,EL_value,RMD_shares,RMD_value,MU_shares,MU_value,EOG_shares,EOG_value,GWW_shares,GWW_value,GPC_shares,GPC_value,HRL_shares,HRL_value,PAYX_shares,PAYX_value,ORLY_shares,ORLY_value,TRV_shares,TRV_value,NVDA_shares,NVDA_value,RL_shares,RL_value,CPRT_shares,CPRT_value,TRMB_shares,TRMB_value,JNJ_shares,JNJ_value,VLO_shares,VLO_value,PTC_shares,PTC_value,COP_shares,COP_value,CVX_shares,CVX_value,CTRA_shares,CTRA_value,KLAC_shares,KLAC_value,CSGP_shares,CSGP_value,WDC_shares,WDC_value,ISRG_shares,ISRG_value,DE_shares,DE_value,CVS_shares,CVS_value,NVR_shares,NVR_value,AES_shares,AES_value,ROST_shares,ROST_value,F_shares,F_value,NUE_shares,NUE_value,EMN_shares,EMN_value,FAST_shares,FAST_value,WSM_shares,WSM_value,BG_shares,BG_value,J_shares,J_value,XOM_shares,XOM_value,PG_shares,PG_value,DVN_shares,DVN_value,CMI_shares,CMI_value,ACN_shares,ACN_value,PWR_shares,PWR_value,FCX_shares,FCX_value,CTSH_shares,CTSH_value,TXT_shares,TXT_value,DLTR_shares,DLTR_value,A_shares,A_value,DECK_shares,DECK_value,CHRW_shares,CHRW_value,DD_shares,DD_value,LRCX_shares,LRCX_value,GRMN_shares,GRMN_value,MRK_shares,MRK_value,TJX_shares,TJX_value,MOH_shares,MOH_value,EA_shares,EA_value,ALGN_shares,ALGN_value,TER_shares,TER_value,BMY_shares,BMY_value,HAS_shares,HAS_value,EBAY_shares,EBAY_value,GILD_shares,GILD_value,VRSN_shares,VRSN_value,AXON_shares,AXON_value,SWKS_shares,SWKS_value,DHI_shares,DHI_value,JBHT_shares,JBHT_value,NEM_shares,NEM_value,ICE_shares,ICE_value,TSCO_shares,TSCO_value,GPN_shares,GPN_value,FDX_shares,FDX_value,SJM_shares,SJM_value,GLW_shares,GLW_value,AMAT_shares,AMAT_value,SMCI_shares,SMCI_value,LVS_shares,LVS_value,TTWO_shares,TTWO_value,TPR_shares,TPR_value,MTCH_shares,MTCH_value,ULTA_shares,ULTA_value,LULU_shares,LULU_value,FSLR_shares,FSLR_value,AMP_shares,AMP_value,EXPD_shares,EXPD_value,NTAP_shares,NTAP_value,LEN_shares,LEN_value,PHM_shares,PHM_value,PRU_shares,PRU_value,INTU_shares,INTU_value,PFE_shares,PFE_value,LLY_shares,LLY_value,JKHY_shares,JKHY_value,SYY_shares,SYY_value,ADM_shares,ADM_value,DHR_shares,DHR_value,WST_shares,WST_value,TSN_shares,TSN_value,LHX_shares,LHX_value,LUV_shares,LUV_value,TKO_shares,TKO_value,WAB_shares,WAB_value,FFIV_shares,FFIV_value,SHW_shares,SHW_value,HUBB_shares,HUBB_value,PCAR_shares,PCAR_value,MLM_shares,MLM_value,EW_shares,EW_value,BAX_shares,BAX_value,CRM_shares,CRM_value,CAG_shares,CAG_value,HSIC_shares,HSIC_value,BA_shares,BA_value,ALB_shares,ALB_value,STLD_shares,STLD_value,ON_shares,ON_value,ANET_shares,ANET_value,PODD_shares,PODD_value,GE_shares,GE_value,PANW_shares,PANW_value,TGT_shares,TGT_value,TSLA_shares,TSLA_value,REGN_shares,REGN_value,WY_shares,WY_value,MOS_shares,MOS_value,MPWR_shares,MPWR_value,CF_shares,CF_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2005-09-30,100.0,0.3955518523537043,10.0,0.1201201201201201,10.0,0.3979060690982018,10.0,0.2997015149249397,10.0,0.3418489555078911,10.0,1.2789638862510857,10.0,0.6567907365206682,10.0,0.350097532740845,10.0,0.4457773385182882,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2005-10-31,99.67260083204604,0.3955518523537043,10.455695518746856,0.1201201201201201,9.717717901006475,0.3979060690982018,10.186599677068648,0.2997015149249397,9.93797185633754,0.3418489555078911,11.225337801183452,1.2789638862510857,9.87575921923115,0.6567907365206682,10.675006667649642,0.350097532740845,9.951765164985654,0.4457773385182882,9.053846339593688,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2005-11-30,106.4036850350187,0.3955518523537043,10.513238577773324,0.1201201201201201,10.697897604635886,0.3979060690982018,11.102609824171278,0.2997015149249397,10.902356006217564,0.3418489555078911,11.59201196179237,1.2789638862510857,10.894029757265123,0.6567907365206682,11.860620629463709,0.350097532740845,10.987516663902149,0.4457773385182882,9.08461613807017,,,0.3776268605941403,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2005-12-31,106.7399775500883,0.3955518523537043,10.200738672080234,0.1201201201201201,11.02102102102102,0.3979060690982018,10.007081721364507,0.2997015149249397,10.748486652773645,0.3418489555078911,11.50749124721455,1.2789638862510857,10.019483117711095,0.6567907365206682,12.888227893437367,0.350097532740845,11.69542433486624,0.4457773385182882,10.088461151269495,,,,,3.9680175349971503,8.563561738350138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2006-01-31,109.8552520627635,0.3955518523537043,9.97487286673996,0.1201201201201201,11.74174174174174,0.3979060690982018,11.680965834166592,0.2997015149249397,10.404744069741334,0.3418489555078911,11.605185477678832,1.2789638862510857,10.377582906621118,0.6567907365206682,13.478282002557322,0.350097532740845,11.331715222025544,0.4457773385182882,10.265383453808486,,,,,3.9680175349971503,8.994778487682561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2006-03-31,110.8163084246522,0.3955518523537043,9.954739473009964,,,0.3979060690982018,12.896103763042005,0.2997015149249397,9.56811868886075,,,1.2789638862510857,10.470125123854436,0.6567907365206682,13.60093042681852,,,0.4457773385182882,9.634612362947752,0.6837772057646003,11.17291964652969,,,,,0.9870278510180618,11.17291964652969,1.3499029761857155,11.17291964652969,1.0163044095844174,11.17291964652969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2006-04-30,111.43693237049337,0.3955518523537043,9.677770638954216,,,0.3979060690982018,13.064419681736164,0.2997015149249397,9.457023659755368,,,1.2789638862510857,10.312900199929585,0.6567907365206682,13.126897806008165,,,0.4457773385182882,9.499999489848324,0.6837772057646003,12.072087037286565,,,,,0.9870278510180618,11.553860309073707,1.3499029761857155,10.764533753116144,1.0163044095844174,11.907439794785128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2006-05-31,105.84433173565118,,,,,0.3979060690982018,12.237754128189708,,,0.2727634221696429,9.847073358104131,1.2789638862510857,10.406251088214486,0.6567907365206682,11.796197792365945,,,,,,,,,,,,,1.3499029761857155,10.563292418928302,1.0163044095844174,11.605469517432116,0.8596754020873014,9.847073358104131,0.6135977676701145,9.847073358104131,0.5200754235211044,9.847073358104131,0.6088140551079471,9.847073358104131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2006-06-30,106.2842691503513,,,,,,,,,0.2727634221696429,10.652869181965457,1.2789638862510857,9.767530857112645,0.6567907365206682,13.125389520396494,,,,,,,,,,,,,1.3499029761857155,10.65405506710882,1.0163044095844174,11.825829244957715,,,,,,,,,0.4124368259201625,10.051719055762032,0.1845856392362619,10.051719055762032,0.4384951168334473,10.051719055762032,1.6288404772158378,10.051719055762032,0.4894397192552304,10.051719055762032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
