date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,LHX_shares,LHX_value,AAPL_shares,AAPL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,MKC_shares,MKC_value,COP_shares,COP_value,GRMN_shares,GRMN_value,CVS_shares,CVS_value,EA_shares,EA_value,CTRA_shares,CTRA_value,TTWO_shares,TTWO_value,NVDA_shares,NVDA_value,TXN_shares,TXN_value,TRV_shares,TRV_value,TSCO_shares,TSCO_value,EOG_shares,EOG_value,WDC_shares,WDC_value,GPN_shares,GPN_value,CTSH_shares,CTSH_value,AES_shares,AES_value,DVN_shares,DVN_value,RMD_shares,RMD_value,APA_shares,APA_value,TECH_shares,TECH_value,FCX_shares,FCX_value,JBL_shares,JBL_value,MU_shares,MU_value,EBAY_shares,EBAY_value,FAST_shares,FAST_value,GWW_shares,GWW_value,ADP_shares,ADP_value,GLW_shares,GLW_value,EXPD_shares,EXPD_value,ALGN_shares,ALGN_value,J_shares,J_value,F_shares,F_value,CHRW_shares,CHRW_value,A_shares,A_value,DE_shares,DE_value,DECK_shares,DECK_value,GILD_shares,GILD_value,CSGP_shares,CSGP_value,CVX_shares,CVX_value,CMI_shares,CMI_value,GEN_shares,GEN_value,HAS_shares,HAS_value,EMN_shares,EMN_value,DD_shares,DD_value,MGM_shares,MGM_value,CHD_shares,CHD_value,NVR_shares,NVR_value,AXON_shares,AXON_value,HAL_shares,HAL_value,NEM_shares,NEM_value,ROST_shares,ROST_value,CPRT_shares,CPRT_value,BMY_shares,BMY_value,MNST_shares,MNST_value,ORLY_shares,ORLY_value,EW_shares,EW_value,FDX_shares,FDX_value,WSM_shares,WSM_value,DLTR_shares,DLTR_value,PWR_shares,PWR_value,MOH_shares,MOH_value,SNPS_shares,SNPS_value,SBUX_shares,SBUX_value,LRCX_shares,LRCX_value,IP_shares,IP_value,LVS_shares,LVS_value,PKG_shares,PKG_value,ISRG_shares,ISRG_value,WMB_shares,WMB_value,WYNN_shares,WYNN_value,CMG_shares,CMG_value,AMAT_shares,AMAT_value,MOS_shares,MOS_value,MPWR_shares,MPWR_value,AMP_shares,AMP_value,HRL_shares,HRL_value,ACN_shares,ACN_value,BIIB_shares,BIIB_value,TKO_shares,TKO_value,TJX_shares,TJX_value,INTC_shares,INTC_value,PHM_shares,PHM_value,FSLR_shares,FSLR_value,FFIV_shares,FFIV_value,DHI_shares,DHI_value,AKAM_shares,AKAM_value,PRU_shares,PRU_value,EL_shares,EL_value,NFLX_shares,NFLX_value,LULU_shares,LULU_value,SMCI_shares,SMCI_value,LUV_shares,LUV_value,DXCM_shares,DXCM_value,TXT_shares,TXT_value,TSLA_shares,TSLA_value,SWKS_shares,SWKS_value,AVGO_shares,AVGO_value,FTNT_shares,FTNT_value,ABT_shares,ABT_value,CLX_shares,CLX_value,SYY_shares,SYY_value,GPC_shares,GPC_value,WST_shares,WST_value,VLO_shares,VLO_value,MHK_shares,MHK_value,ULTA_shares,ULTA_value,AOS_shares,AOS_value,AMZN_shares,AMZN_value,GOOGL_shares,GOOGL_value,PSA_shares,PSA_value,ALB_shares,ALB_value,TSN_shares,TSN_value,NUE_shares,NUE_value,TPR_shares,TPR_value,XOM_shares,XOM_value,QCOM_shares,QCOM_value,STLD_shares,STLD_value,RCL_shares,RCL_value,ADBE_shares,ADBE_value,EPAM_shares,EPAM_value,CF_shares,CF_value,META_shares,META_value,ENPH_shares,ENPH_value,NWSA_shares,NWSA_value,PANW_shares,PANW_value,ACGL_shares,ACGL_value,GE_shares,GE_value,LLY_shares,LLY_value,CDNS_shares,CDNS_value,REGN_shares,REGN_value,APD_shares,APD_value,TER_shares,TER_value,MLM_shares,MLM_value,PCAR_shares,PCAR_value,GNRC_shares,GNRC_value,VRTX_shares,VRTX_value,TYL_shares,TYL_value,LEN_shares,LEN_value,ON_shares,ON_value,OXY_shares,OXY_value,FANG_shares,FANG_value,AMD_shares,AMD_value,JKHY_shares,JKHY_value,ANET_shares,ANET_value,INCY_shares,INCY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2005-09-30,100.0,0.3955516732980741,10.0,0.1201201201201201,10.0,0.39790609929711,10.0,0.2997015834529385,10.0,0.3418490669549835,10.0,1.278964432241326,10.0,0.6567905308255462,10.0,0.3500972522045346,10.0,0.4457774143229869,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2005-10-31,99.67259696870344,0.3955516732980741,10.45569229464604,0.1201201201201201,9.717717901006475,0.39790609929711,10.186600450176204,0.2997015834529385,9.937976415237788,0.3418490669549835,11.225341460785858,1.278964432241326,9.875763435197063,0.6567905308255462,10.675003324428312,0.3500972522045346,9.95175652278896,0.4457774143229869,9.05384447819382,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2005-11-30,106.40368862440168,0.3955516732980741,10.513229291984777,0.1201201201201201,10.697897604635886,0.39790609929711,11.1026144615273,0.2997015834529385,10.902364215440697,0.3418490669549835,11.5920170449859,1.278964432241326,10.894033188215644,0.6567905308255462,11.860616914929272,0.3500972522045346,10.987511198293532,0.4457774143229869,9.084616832661547,,,0.3103145497583134,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2005-12-31,106.65166942806133,0.3955516732980741,10.200733300026664,0.1201201201201201,11.02102102102102,0.39790609929711,10.007080962956318,0.2997015834529385,10.748487967189044,0.3418490669549835,11.507494998802557,1.278964432241326,10.019490444321631,0.6567905308255462,12.888231373445825,0.3500972522045346,11.69540828564209,0.4457774143229869,10.088460316059424,,,,,3.927101901764664,8.475260758596754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2006-01-31,109.7625031894494,0.3955516732980741,9.974872878114333,0.1201201201201201,11.74174174174174,0.39790609929711,11.680964443851456,0.2997015834529385,10.404746448829371,0.3418490669549835,11.605186653014997,1.278964432241326,10.377588556531316,0.6567905308255462,13.478275275943208,0.3500972522045346,11.331710148365037,0.4457774143229869,10.265386899948863,,,,,3.927101901764664,8.902030143109094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2006-03-31,110.73925676719637,,,,,0.39790609929711,12.896095634438344,0.2997015834529385,9.568121448286316,,,1.278964432241326,10.470128373839882,0.6567905308255462,13.600928672707198,,,0.4457774143229869,9.634615701825137,0.6679237016709196,10.913873387219896,,,,,0.499230987991676,10.913873387219896,1.318605371804341,10.913873387219896,0.992741199255176,10.913873387219896,0.9641435044749496,10.913873387219896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2006-04-30,111.266923540758,,,,,0.39790609929711,13.064422191145928,0.2997015834529385,9.45703211013265,,,1.278964432241326,10.312904602511177,0.6567905308255462,13.126896200355386,,,0.4457774143229869,9.500000255075882,0.6679237016709196,11.792193411626895,,,,,0.499230987991676,10.581165406451296,1.318605371804341,10.514964754812024,0.992741199255176,11.6313663868994,0.9641435044749496,11.285978221747362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2006-05-31,105.09818343628348,,,,,,,,,,,1.278964432241326,10.40625553064761,0.6567905308255462,11.79619159255055,,,,,,,,,,,0.499230987991676,9.655732035725045,1.318605371804341,10.318379156282754,0.992741199255176,11.336396400899394,,,0.4111404608112446,10.317045744035624,0.4086335603790413,10.317045744035624,0.5514815677813827,10.317045744035624,0.2517095952643272,10.317045744035624,2.635983288969121,10.317045744035624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2006-06-30,110.94830012458084,,,,,,,,,,,1.278964432241326,9.767536856449118,0.6567905308255462,13.125387915216084,,,,,,,,,,,0.499230987991676,10.2528004442836,1.318605371804341,10.40703243540048,0.992741199255176,11.551643259376284,,,,,,,,,,,,,1.0322985467567298,11.168779842771055,34.327480469435706,11.168779842771055,0.5837174417132344,11.168779842771055,0.3959730943123515,11.168779842771055,4.919756578113008,11.168779842771055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
