date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,LHX_shares,LHX_value,AAPL_shares,AAPL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,MKC_shares,MKC_value,COP_shares,COP_value,GRMN_shares,GRMN_value,CVS_shares,CVS_value,EA_shares,EA_value,CTRA_shares,CTRA_value,TTWO_shares,TTWO_value,NVDA_shares,NVDA_value,TXN_shares,TXN_value,TRV_shares,TRV_value,TSCO_shares,TSCO_value,EOG_shares,EOG_value,WDC_shares,WDC_value,GPN_shares,GPN_value,CTSH_shares,CTSH_value,AES_shares,AES_value,DVN_shares,DVN_value,RMD_shares,RMD_value,APA_shares,APA_value,TECH_shares,TECH_value,FCX_shares,FCX_value,JBL_shares,JBL_value,MU_shares,MU_value,EBAY_shares,EBAY_value,FAST_shares,FAST_value,GWW_shares,GWW_value,ADP_shares,ADP_value,GLW_shares,GLW_value,EXPD_shares,EXPD_value,ALGN_shares,ALGN_value,J_shares,J_value,F_shares,F_value,CHRW_shares,CHRW_value,A_shares,A_value,DE_shares,DE_value,DECK_shares,DECK_value,GILD_shares,GILD_value,CSGP_shares,CSGP_value,CVX_shares,CVX_value,CMI_shares,CMI_value,GEN_shares,GEN_value,HAS_shares,HAS_value,EMN_shares,EMN_value,DD_shares,DD_value,MGM_shares,MGM_value,CHD_shares,CHD_value,NVR_shares,NVR_value,AXON_shares,AXON_value,HAL_shares,HAL_value,NEM_shares,NEM_value,ROST_shares,ROST_value,CPRT_shares,CPRT_value,BMY_shares,BMY_value,MNST_shares,MNST_value,ORLY_shares,ORLY_value,EW_shares,EW_value,FDX_shares,FDX_value,WSM_shares,WSM_value,DLTR_shares,DLTR_value,PWR_shares,PWR_value,MOH_shares,MOH_value,SNPS_shares,SNPS_value,SBUX_shares,SBUX_value,LRCX_shares,LRCX_value,IP_shares,IP_value,LVS_shares,LVS_value,PKG_shares,PKG_value,ISRG_shares,ISRG_value,WMB_shares,WMB_value,WYNN_shares,WYNN_value,CMG_shares,CMG_value,AMAT_shares,AMAT_value,MOS_shares,MOS_value,MPWR_shares,MPWR_value,AMP_shares,AMP_value,HRL_shares,HRL_value,ACN_shares,ACN_value,BIIB_shares,BIIB_value,TKO_shares,TKO_value,TJX_shares,TJX_value,INTC_shares,INTC_value,PHM_shares,PHM_value,FSLR_shares,FSLR_value,FFIV_shares,FFIV_value,DHI_shares,DHI_value,AKAM_shares,AKAM_value,PRU_shares,PRU_value,EL_shares,EL_value,NFLX_shares,NFLX_value,LULU_shares,LULU_value,SMCI_shares,SMCI_value,LUV_shares,LUV_value,DXCM_shares,DXCM_value,TXT_shares,TXT_value,TSLA_shares,TSLA_value,SWKS_shares,SWKS_value,AVGO_shares,AVGO_value,FTNT_shares,FTNT_value,ABT_shares,ABT_value,CLX_shares,CLX_value,SYY_shares,SYY_value,GPC_shares,GPC_value,WST_shares,WST_value,VLO_shares,VLO_value,MHK_shares,MHK_value,ULTA_shares,ULTA_value,AOS_shares,AOS_value,AMZN_shares,AMZN_value,GOOGL_shares,GOOGL_value,PSA_shares,PSA_value,ALB_shares,ALB_value,TSN_shares,TSN_value,NUE_shares,NUE_value,TPR_shares,TPR_value,XOM_shares,XOM_value,QCOM_shares,QCOM_value,STLD_shares,STLD_value,RCL_shares,RCL_value,ADBE_shares,ADBE_value,EPAM_shares,EPAM_value,CF_shares,CF_value,META_shares,META_value,ENPH_shares,ENPH_value,NWSA_shares,NWSA_value,PANW_shares,PANW_value,ACGL_shares,ACGL_value,GE_shares,GE_value,LLY_shares,LLY_value,CDNS_shares,CDNS_value,REGN_shares,REGN_value,APD_shares,APD_value,TER_shares,TER_value,MLM_shares,MLM_value,PCAR_shares,PCAR_value,GNRC_shares,GNRC_value,VRTX_shares,VRTX_value,TYL_shares,TYL_value,LEN_shares,LEN_value,ON_shares,ON_value,OXY_shares,OXY_value,FANG_shares,FANG_value,AMD_shares,AMD_value,JKHY_shares,JKHY_value,ANET_shares,ANET_value,INCY_shares,INCY_value,run
2006-07-31,105.43326817051256,,,,,,,,,,,1.278964432241326,8.671881641732226,0.6567905308255462,11.25985466720609,,,,,,,,,,,0.499230987991676,8.990272272640894,1.318605371804341,10.169591895863723,0.992741199255176,11.93430802292547,,,,,,,,,,,,,,,,,0.5837174417132344,10.980732351048475,0.3959730943123515,11.5446758939962,4.919756578113008,9.24298605562767,0.434326558886793,11.31948268473591,1.0655135146545582,11.31948268473591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2006-08-31,106.68395042104024,0.3685645394628303,10.654214497190102,,,,,,,,,,,,,,,,,0.5653603016923435,10.654214497190102,,,,,,,,,,,,,0.4190277928452843,10.654214497190102,,,,,,,,,,,,,0.5837174417132344,12.02910307383862,0.3959730943123515,11.06575122174479,4.919756578113008,8.604420605906018,0.434326558886793,9.903655874099323,1.0655135146545582,11.809947159501004,0.5948476928753442,10.654214497190102,0.684605223766155,10.654214497190102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2006-09-30,110.43935340323716,,,,,,,,,,,,,,,,,,,,,0.3801453834046469,10.778468944181933,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3959730943123515,11.819439023632649,,,0.434326558886793,9.93879877510239,1.0655135146545582,11.680879486220896,0.5948476928753442,12.329422453189592,,,0.8082789304995465,10.778468944181933,0.2710880564950526,10.778468944181933,0.6429536575464453,10.778468944181933,0.2344893987553834,10.778468944181933,1.011664608043205,10.778468944181933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2006-10-31,115.33260755293406,,,,,,,,,,,,,,,,,,,0.5268570089500947,11.669882547264598,0.3801453834046469,10.346499923514056,,,,,,,,,,,,,,,,,0.2264695374030323,11.6698825472646,,,,,,,,,0.3959730943123515,12.964094820162432,,,0.434326558886793,10.164918018497136,1.0655135146545582,11.797038969558972,,,,,,,0.2710880564950526,11.428084836947862,0.6429536575464453,11.779996118087013,,,1.011664608043205,11.842327224372816,0.5681681373403508,11.6698825472646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2006-11-30,121.41076164988256,,,,,,,,,,,,,,,,,,,,,0.3801453834046469,10.227490595615798,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3959730943123515,13.136508306379934,,,0.434326558886793,10.786232115185308,1.0655135146545582,13.242630240110415,,,,,,,0.2710880564950526,12.5445650679146,0.6429536575464453,13.389401264966043,,,1.011664608043205,11.395165285188586,0.5681681373403508,12.202363533781824,0.5536445405788656,12.24320262037002,0.8585783801466997,12.24320262037002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2006-12-31,117.08258566953675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3959730943123515,13.613183818103426,,,0.434326558886793,9.55054932942788,1.0655135146545582,13.203907702590064,,,,,,,,,0.6429536575464453,13.180530358313652,,,,,0.5681681373403508,10.816567236733787,0.5536445405788656,10.623354524413724,0.8585783801466997,11.706512527579957,1.0109687570313934,11.462660057458088,3.917259157557974,11.462660057458088,0.2244507946022092,11.462660057458088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2007-01-31,119.78335234673987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434326558886793,10.57212484823072,1.0655135146545582,12.64890431042055,,,,,,,,,0.6429536575464453,14.080298558914196,,,,,0.5681681373403508,11.30019201419089,0.5536445405788656,10.381026270615244,0.8585783801466997,10.859552159514308,1.0109687570313934,12.347043681904262,3.917259157557974,11.909920911640429,0.2244507946022092,12.726274604004384,0.5383305248283345,12.95801498730489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2007-03-31,117.56919449765869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3623981448135372,12.073853584665772,,,,,1.0655135146545582,10.848373889890189,,,,,0.8578772856621533,12.073853584665772,,,,,,,,,,,,,0.8585783801466997,10.129991930442335,,,,,,,,,0.800492339413101,12.073853584665772,0.3662144140170037,12.073853584665772,0.7612770394722259,12.073853584665772,0.3291261071143667,12.073853584665772,2.9412134040307203,12.073853584665772,0.380420864041931,12.073853584665772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2007-04-30,126.94262270428462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3623981448135372,12.681020886614723,,,,,1.0655135146545582,11.40982985280141,,,,,,,,,,,,,,,,,,,0.8585783801466997,9.61846205156633,,,,,,,,,0.800492339413101,12.59418398764648,0.3662144140170037,12.2141120958936,0.7612770394722259,17.25053759827898,,,2.9412134040307203,12.30339605780282,0.380420864041931,13.48134867067052,0.5800299851131139,12.694865751504882,0.3306806624858299,12.694865751504882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2007-05-31,132.93454738018167,,,0.1083791966048723,13.940816588480024,,,,,,,,,,,0.2674709374785378,13.940816588480027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0655135146545582,12.13907805881884,,,,,,,,,,,,,,,,,,,0.8585783801466997,10.213848119832486,,,3.9001327600304134,13.940816588480024,0.2160313860922132,13.940816588480024,,,0.800492339413101,13.273807309349278,,,,,,,,,0.380420864041931,13.662914361300883,,,,,2.8550993122377486,13.940816588480027,0.9567123934445154,13.940816588480024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
