date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,MKC_shares,MKC_value,PAYX_shares,PAYX_value,MU_shares,MU_value,EA_shares,EA_value,COP_shares,COP_value,TECH_shares,TECH_value,TRV_shares,TRV_value,JNJ_shares,JNJ_value,HRL_shares,HRL_value,GWW_shares,GWW_value,CVX_shares,CVX_value,EOG_shares,EOG_value,ECL_shares,ECL_value,CTRA_shares,CTRA_value,RMD_shares,RMD_value,XOM_shares,XOM_value,FAST_shares,FAST_value,ITW_shares,ITW_value,WDC_shares,WDC_value,QCOM_shares,QCOM_value,ZBRA_shares,ZBRA_value,NVR_shares,NVR_value,ISRG_shares,ISRG_value,JKHY_shares,JKHY_value,MSFT_shares,MSFT_value,AES_shares,AES_value,TTWO_shares,TTWO_value,CPRT_shares,CPRT_value,HAS_shares,HAS_value,TXN_shares,TXN_value,VLO_shares,VLO_value,WSM_shares,WSM_value,ORLY_shares,ORLY_value,EMN_shares,EMN_value,GPC_shares,GPC_value,EMR_shares,EMR_value,FCX_shares,FCX_value,F_shares,F_value,DVN_shares,DVN_value,EBAY_shares,EBAY_value,CSGP_shares,CSGP_value,GLW_shares,GLW_value,URI_shares,URI_value,ROST_shares,ROST_value,MGM_shares,MGM_value,VZ_shares,VZ_value,LRCX_shares,LRCX_value,DECK_shares,DECK_value,GRMN_shares,GRMN_value,CTSH_shares,CTSH_value,J_shares,J_value,TER_shares,TER_value,DHR_shares,DHR_value,CMI_shares,CMI_value,TJX_shares,TJX_value,PWR_shares,PWR_value,ZBH_shares,ZBH_value,DLTR_shares,DLTR_value,FDX_shares,FDX_value,AXON_shares,AXON_value,MOH_shares,MOH_value,NEM_shares,NEM_value,ADI_shares,ADI_value,NOC_shares,NOC_value,PKG_shares,PKG_value,EXPD_shares,EXPD_value,NTAP_shares,NTAP_value,MPWR_shares,MPWR_value,SMCI_shares,SMCI_value,AKAM_shares,AKAM_value,A_shares,A_value,CHRW_shares,CHRW_value,ETN_shares,ETN_value,JBHT_shares,JBHT_value,PCAR_shares,PCAR_value,ULTA_shares,ULTA_value,CVS_shares,CVS_value,FSLR_shares,FSLR_value,AOS_shares,AOS_value,WST_shares,WST_value,LUV_shares,LUV_value,MHK_shares,MHK_value,TPR_shares,TPR_value,ACN_shares,ACN_value,AMP_shares,AMP_value,SYY_shares,SYY_value,ADM_shares,ADM_value,HUBB_shares,HUBB_value,HON_shares,HON_value,DD_shares,DD_value,TXT_shares,TXT_value,ROK_shares,ROK_value,GE_shares,GE_value,SWKS_shares,SWKS_value,NUE_shares,NUE_value,BAX_shares,BAX_value,PRU_shares,PRU_value,LULU_shares,LULU_value,STLD_shares,STLD_value,EW_shares,EW_value,SHW_shares,SHW_value,RL_shares,RL_value,POOL_shares,POOL_value,IFF_shares,IFF_value,APD_shares,APD_value,KDP_shares,KDP_value,IEX_shares,IEX_value,DHI_shares,DHI_value,ACGL_shares,ACGL_value,SNA_shares,SNA_value,PHM_shares,PHM_value,APTV_shares,APTV_value,WY_shares,WY_value,MOS_shares,MOS_value,OXY_shares,OXY_value,CF_shares,CF_value,DE_shares,DE_value,FANG_shares,FANG_value,LEN_shares,LEN_value,VRTX_shares,VRTX_value,run
2006-07-31,106.55334491093576,,,,,,,,,,,1.278964666237286,8.6718838381747,0.6567908599378033,11.25985404577961,,,,,,,,,1.3826750361301827,10.663721794794144,1.0409772533046135,12.514182125879438,,,0.4641574624761712,8.358661520139709,,,,,0.4120041222842779,11.27658853528578,1.0092713947233565,10.50560644976773,0.381680982499385,11.127993026699617,0.3151345791928617,11.23817990313875,,,0.2433393122737129,10.936673671276278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2006-08-31,109.00233501261664,0.3700128889124915,10.696078875043115,,,,,,,,,,,,,,,,,,,,,1.3826750361301827,10.90129720174801,,,,,,,,,,,0.4120041222842779,10.475634346761714,1.0092713947233565,10.761426894927412,,,0.3151345791928617,11.617279310152478,,,0.2433393122737129,11.76630288381145,0.3481863170844405,10.696078875043115,0.4690782511100892,10.696078875043115,0.298990088087445,10.696078875043115,2.3461249721608044,10.696078875043115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2006-09-30,107.53526609640856,0.3700128889124915,9.61474632833226,,,,,,,,,,,,,,,,,,,0.4479769885822094,10.604620185115753,1.3826750361301827,11.82728344597064,,,,,,,,,,,,,,,,,,,,,0.2433393122737129,11.860895026295411,,,,,,,,,0.6325832889829355,10.604620185115753,0.3046536288576792,10.604620185115753,3.369532699474623,10.604620185115753,0.372372944141328,10.604620185115753,0.9673388966336838,10.604620185115753,0.4526410126567268,10.604620185115753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2006-10-31,112.52035916476584,0.3700128889124915,9.460964096988189,,,,,,,,,,,,,,,,,,,0.4479769885822094,11.118326463370192,1.3826750361301827,12.426102511810996,,,,,,,,,,,,,,,,,,,,,0.2433393122737129,12.880275694207905,,,,,,,,,0.6325832889829355,11.589994670506323,0.3046536288576792,11.28735744651513,3.369532699474623,11.05804897046528,0.372372944141328,11.372914247232266,0.9673388966336838,10.71008246474476,0.4526410126567268,10.616292598924804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2006-11-30,114.90403416107296,0.3700128889124915,8.77001855053705,,,,,,,,,,,,,,,,,,,0.4479769885822094,10.846212877663843,1.3826750361301827,13.382268050192478,,,,,,,,,,,,,,,,,,,,,0.2433393122737129,12.80594388127444,,,,,,,,,0.6325832889829355,13.173438885573956,0.3046536288576792,12.139210105421649,3.369532699474623,9.890135811435533,0.372372944141328,11.199691167374407,0.9673388966336838,12.022475703825428,0.4526410126567268,10.674639127774151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2006-12-31,115.81675896455084,0.3700128889124915,9.957591618217716,,,,,,,,,,,,,,,,,,,0.4479769885822094,11.07560063074182,1.3826750361301827,13.393089978237292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9673388966336838,11.987323763177036,,,0.3324861126174964,11.56719216236283,0.0179336312594772,11.56719216236283,1.0855550344613132,11.56719216236283,0.6876312062908211,11.56719216236283,0.5466123592092315,11.567192162362828,0.8024862213212985,11.56719216236283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2007-01-31,115.70184073301412,0.3700128889124915,9.829561264283631,,,,,,,,,,,,,,,,,,,0.4479769885822094,10.783134941056284,1.3826750361301827,13.388561831422878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9673388966336838,11.48345467984977,,,,,0.0179336312594772,12.419398670079424,,,0.6876312062908211,11.53476665135909,0.5466123592092315,11.954574354593325,0.8024862213212985,10.911154227421918,0.6731496245434749,11.69861705647391,6.357943937094911,11.69861705647391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2007-03-31,116.93418192612882,,,,,,,,,,,,,,,,,,,,,0.4479769885822094,10.936795504942298,,,,,,,,,,,,,,,,,,,,,,,0.2088952888731961,11.825320978308156,,,0.4702900280765237,11.825320978308156,,,,,0.5636757319455742,11.825320978308156,0.2995456903472929,11.825320978308154,,,,,,,,,,,0.0179336312594772,11.925864787552374,,,,,,,0.8024862213212985,11.294274785477045,,,,,0.7355823967607171,11.825320978308156,0.6196888224328745,11.825320978308156,0.3523704719516052,11.825320978308156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2007-04-30,124.19478937648076,,,,,,,,,,,,,,,,,,,,,0.4479769885822094,11.250052485031524,,,,,,,,,,,,,,,,,,,,,,,0.2088952888731961,12.648994471212315,,,0.4702900280765237,12.173420707112935,,,,,,,0.2995456903472929,12.44127254524036,,,,,,,,,,,0.0179336312594772,14.777312157809256,,,,,,,,,,,,,0.7355823967607171,13.060732040183453,0.6196888224328745,13.502872262825868,0.3523704719516052,12.87785006178503,0.944438748177295,10.73114132264001,4.521548988406655,10.73114132264001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2007-05-31,128.8323989037107,0.4711370852474296,12.490627836717042,0.097105087169176,12.490627836717042,,,,,,,,,,,,,,,,,0.4479769885822094,12.491678647317222,,,,,,,,,,,,,,,,,,,,,,,0.2088952888731961,13.48031714120195,0.3142168455962001,12.49062783671704,0.4702900280765237,12.76222420259573,,,1.7897559881244876,12.490627836717042,0.6652560024738982,12.490627836717042,,,,,,,,,,,,,0.0179336312594772,14.293104113803372,,,,,,,,,,,,,0.7355823967607171,13.351935615207232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2007-06-30,125.44473571887468,0.4711370852474296,12.071742065554233,0.097105087169176,13.266496534906892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3731379940159616,11.950248714328424,,,,,,,,,0.2088952888731961,14.305060833587907,0.3142168455962001,13.00558128178527,,,,,,,,,,,3.4614478229809755,11.950248714328424,,,,,,,,,,,,,,,,,,,,,,,0.7355823967607171,13.04461143139824,,,0.3104132019758756,11.950248714328424,,,,,0.6317282370633793,11.950248714328424,0.4245420180463906,11.950248714328424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2007-07-31,123.22866134334669,0.4711370852474296,12.249187693532171,0.097105087169176,12.313895866850242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3731379940159616,12.30647661553696,,,,,,,,,0.2088952888731961,13.430302248963953,0.3142168455962001,13.163055290436592,,,,,,,,,,,3.4614478229809755,12.86664393100981,,,,,,,,,,,,,,,,,,,,,,,0.7355823967607171,11.636738617268804,,,0.3104132019758756,10.841944607574328,,,,,0.6317282370633793,12.873494335384269,0.4245420180463906,11.54692213678957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2007-08-31,124.86861364801514,0.4711370852474296,12.49594229121944,,,,,,,,,1.657307781846373,11.77787611165172,,,,,,,,,,,,,,,,,,,,,,,0.3731379940159616,12.529107666524412,,,,,,,,,0.2088952888731961,14.083675368484098,0.3142168455962001,13.549025251919783,,,,,,,,,,,3.4614478229809755,13.020804190229224,,,,,,,,,,,,,,,,,,,,,,,0.7355823967607171,11.782834966538465,,,0.3104132019758756,11.084637278006468,,,,,0.6317282370633793,12.488148159681211,0.4245420180463906,12.056562363760314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2007-09-30,127.21838857715778,0.4711370852474296,13.125545194917391,,,,,,,,,1.657307781846373,11.92248213312912,,,,,,,,,,,1.0890126224663097,12.584361649999437,,,,,,,,,,,0.3731379940159616,13.428743108189732,,,,,,,,,,,0.3142168455962001,14.549904625310472,,,,,1.9966775556455911,12.584361649999437,,,,,3.4614478229809755,12.96371012091773,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3104132019758756,10.890556794695586,,,,,,,,,0.3908350663539256,12.584361649999437,0.3421557906281798,12.584361649999437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
