date,portfolio_value,MU_shares,MU_value,ALK_shares,ALK_value,WDC_shares,WDC_value,STX_shares,STX_value,LRCX_shares,LRCX_value,HAS_shares,HAS_value,AMD_shares,AMD_value,DECK_shares,DECK_value,NEM_shares,NEM_value,UNH_shares,UNH_value,AAPL_shares,AAPL_value,TPR_shares,TPR_value,UAL_shares,UAL_value,CNC_shares,CNC_value,GE_shares,GE_value,SWKS_shares,SWKS_value,MMM_shares,MMM_value,VFC_shares,VFC_value,run
2011-07-31,111.61533448933072,7.100232235589012,51.10957041257519,1.0821973468007278,14.870164313144064,0.72695382984626,15.172598845521536,2.0369474910860625,14.888171626253268,,,,,,,0.9415513205798846,15.574829291836672,,,,,,,,,,,,,,,,,,,,,4
2011-08-31,94.38670584701262,7.100232235589012,40.984743360274344,1.0821973468007278,14.045393611636724,0.72695382984626,12.9843331555216,2.0369474910860625,12.41216798414043,,,,,,,0.9415513205798846,13.960067735439528,,,,,,,,,,,,,,,,,,,,,4
2011-09-30,85.76116123565933,7.100232235589012,34.951462917636576,1.0821973468007278,13.695052325213103,0.72695382984626,11.324412630600946,2.0369474910860625,11.171079881949916,,,,,,,0.9415513205798846,14.619153480258786,,,,,,,,,,,,,,,,,,,,,4
2011-10-31,102.31543332282612,7.100232235589012,38.76560253512397,1.0821973468007278,16.1863852261709,0.72695382984626,11.729482017665148,2.0369474910860625,17.549900916534682,,,,,,,0.9415513205798846,18.08406262733142,,,,,,,,,,,,,,,,,,,,,4
2011-11-30,106.9076942749576,7.100232235589012,41.53952687373466,1.0821973468007278,16.889507597876626,0.72695382984626,12.799407009509434,2.0369474910860625,18.582250543204907,,,,,,,0.9415513205798846,17.09700225063197,,,,,,,,,,,,,,,,,,,,,4
2011-12-31,105.39740240031152,7.100232235589012,43.619974359760874,,,0.72695382984626,13.627157797543758,2.0369474910860625,18.022444310570155,,,,,,,0.9415513205798846,11.858839134124974,0.4198400781326023,18.268986798311772,,,,,,,,,,,,,,,,,,,4
2012-01-31,123.44389772666744,7.100232235589012,52.70458274753045,,,0.72695382984626,16.0047616496359,2.0369474910860625,23.231366166067826,,,,,,,0.9415513205798846,12.68740440398727,0.4198400781326023,18.815782759445977,,,,,,,,,,,,,,,,,,,4
2012-02-29,135.35226198484372,,,3.846279469599058,59.2926500892831,0.72695382984626,17.281618792271193,2.0369474910860625,28.857883470260937,,,,,,,0.9415513205798846,11.731729490342694,0.4198400781326023,18.188380142685805,,,,,,,,,,,,,,,,,,,4
2012-03-31,135.6688619264243,4.540437003270372,35.92071029575888,,,0.72695382984626,18.223847670694,2.0369474910860625,29.91255922065996,,,,,,,,,0.4198400781326023,15.691034443552606,0.7520121166393139,35.92071029575888,,,,,,,,,,,,,,,,,4
2012-04-30,129.4369854438022,4.540437003270372,29.224380207398088,,,0.72695382984626,17.087889412414853,2.0369474910860625,34.12872326430657,,,,,,,,,0.4198400781326023,14.675281676395135,0.7520121166393139,34.320710883287575,,,,,,,,,,,,,,,,,4
2012-05-31,114.5496481933844,,,,,0.72695382984626,13.820894110172064,2.0369474910860625,26.2175517483144,,,,,,,,,0.4198400781326023,14.524366413934676,0.7520121166393139,34.088449572665986,1.4932598359745122,25.89838634829726,,,,,,,,,,,,,,,4
2012-06-30,117.96914283067012,,,0.9255600277063784,14.940146530374214,0.72695382984626,13.42022148708957,2.0369474910860625,27.67221730402994,,,,,,,,,,,0.7520121166393139,35.7570969417992,1.4932598359745122,26.1794605673772,,,,,,,,,,,,,,,4
2012-07-31,124.32767604789768,,,0.9255600277063784,14.503179693105505,0.72695382984626,17.51057219993937,2.0369474910860625,33.591575337351166,,,,,,,,,,,0.7520121166393139,31.34329438000804,1.4932598359745122,27.379054437493583,,,,,,,,,,,,,,,4
2012-08-31,131.3275541025813,,,0.9255600277063784,13.962171913734622,0.72695382984626,18.41317751345984,2.0369474910860625,35.81833664569893,,,,,,,,,,,0.7520121166393139,33.31260143964958,1.4932598359745122,29.821266590038356,,,,,,,,,,,,,,,4
2012-09-30,130.6515675393764,5.820139994226669,33.993575973722294,0.9255600277063784,14.590572354412982,0.72695382984626,17.05266399804862,2.0369474910860625,34.981716006111526,,,,,,,,,,,,,1.4932598359745122,30.033039207080993,,,,,,,,,,,,,,,4
2012-10-31,119.6296665977382,5.820139994226669,30.86707185179123,0.9255600277063784,15.913962828217146,0.72695382984626,15.166961115357664,2.0369474910860625,30.88018193158637,,,,,,,,,,,,,1.4932598359745122,26.8014888707858,,,,,,,,,,,,,,,4
2012-11-30,121.2500558746129,,,0.9255600277063784,17.790846629976084,0.72695382984626,14.812489871220157,2.0369474910860625,28.36050413331476,,,,,,,,,,,0.7617480126467308,33.9367247927961,1.4932598359745122,26.349490447305797,,,,,,,,,,,,,,,4
2012-12-31,129.4173185949806,,,0.9255600277063784,17.932340687098634,0.72695382984626,18.826883747841,2.0369474910860625,34.7470828791247,,,,,,,,,,,0.7617480126467308,33.8431248430152,1.4932598359745122,24.067886437901063,,,,,,,,,,,,,,,4
2013-01-31,134.67392384333405,,,0.9255600277063784,19.197470563608245,0.72695382984626,20.962551883478852,2.0369474910860625,39.328272149562224,,,,,,,,,,,0.7617480126467308,34.585671077755244,1.4932598359745122,20.599958168929493,,,,,,,,,,,,,,,4
2013-03-31,147.3368035892557,,,0.9255600277063784,26.617606047873902,0.72695382984626,22.42992853254959,2.0369474910860625,42.314339234153934,,,,,,,,,,,,,1.4932598359745122,20.136383370244797,1.0444943330911312,35.83854640443348,,,,,,,,,,,,,4
2013-04-30,155.50802570209083,,,0.9255600277063784,25.652111683721248,0.72695382984626,24.78589936299473,2.0369474910860625,42.47640517433025,,,,,,,,,,,,,1.4932598359745122,20.141846154755218,1.0444943330911312,42.45176332628941,,,,,,,,,,,,,4
2013-05-31,164.37463341112618,2.07279689215906,23.64622378683779,,,0.72695382984626,28.390793811264217,2.0369474910860625,49.860588480334016,,,,,,,,,,,,,1.4932598359745122,20.457996975836235,1.0444943330911312,42.019030356853925,,,,,,,,,,,,,4
2013-06-30,168.56046489543257,2.07279689215906,29.01116241957112,0.7765926410154897,18.157352969324013,0.72695382984626,27.83929457436829,2.0369474910860625,52.37746701433231,,,,,,,,,,,,,,,1.0444943330911312,41.1751879178368,,,,,,,,,,,,,4
2013-07-31,163.48953425210982,2.07279689215906,26.80445100651665,0.7765926410154897,21.359329711697026,0.72695382984626,28.986732116471018,2.0369474910860625,47.79749768696463,,,,,,,,,,,,,,,1.0444943330911312,38.5415237304605,,,,,,,,,,,,,4
2013-08-31,158.239091121415,2.07279689215906,27.47253707757799,0.7765926410154897,19.770565215117568,0.72695382984626,27.915141872800163,2.0369474910860625,44.77145609840605,,,,,,,,,,,,,,,1.0444943330911312,38.30939085751323,,,,,,,,,,,,,4
2013-09-30,177.0110645441462,2.07279689215906,35.36810512677514,0.7765926410154897,21.93592776615461,0.72695382984626,28.545477819400293,2.0369474910860625,51.60443882113716,,,,,,,,,,,,,,,1.0444943330911312,39.557115010679,,,,,,,,,,,,,4
2013-10-31,186.43294039146116,2.07279689215906,35.793257637212356,0.7765926410154897,24.75236624370219,0.72695382984626,31.470744312381612,2.0369474910860625,57.418190190367845,,,,,,,,,,,,,,,1.0444943330911312,36.99838200779714,,,,,,,,,,,,,4
2013-11-30,203.965691909298,2.07279689215906,42.71705981554249,0.7765926410154897,27.23249375102485,0.72695382984626,33.91591911973097,2.0369474910860625,57.83094277588955,,,,,,,,,,,,,,,1.0444943330911312,42.26927644711013,,,,,,,,,,,,,4
2013-12-31,215.51997991008204,2.07279689215906,44.03299375406149,0.7765926410154897,25.76943260429727,,,,,,,,,,,3.720356702216903,52.370221793194766,2.946817891589406,52.370221793194766,,,,,1.0444943330911312,40.97710996533375,,,,,,,,,,,,,4
2014-01-31,207.4552069439779,2.07279689215906,46.64460365976424,0.7765926410154897,27.771407758965875,,,,,,,,,,,3.720356702216903,48.33363462936909,2.946817891589406,49.53413552102485,,,,,1.0444943330911312,35.17142537485388,,,,,,,,,,,,,4
2014-03-31,220.43757752570457,2.07279689215906,47.89979135910167,,,0.605167349489188,34.673376141000254,1.0477310115524496,34.673376141000254,,,,,,,3.720356702216903,49.43733851144871,2.946817891589406,53.75369537315366,,,,,,,,,,,,,,,,,,,4
2014-04-30,224.96421477576897,2.07279689215906,52.88008156342936,,,0.605167349489188,33.372507811860906,1.0477310115524496,32.463074735132686,,,,,,,3.720356702216903,48.95369171439947,2.946817891589406,57.29485895094651,,,,,,,,,,,,,,,,,,,4
2014-05-31,225.08178631068228,2.07279689215906,57.88061787845334,,,0.605167349489188,33.28536079555224,1.0477310115524496,33.17308611543606,,,,,,,3.720356702216903,47.92439666940833,2.946817891589406,52.818324851832315,,,,,,,,,,,,,,,,,,,4
2014-06-30,249.29897633679536,2.07279689215906,66.70745167003226,1.2979294330380722,56.11606895133578,0.605167349489188,34.97141893677586,1.0477310115524496,35.387967827315734,,,,,,,,,,,,,,,,,1.3663518229440774,56.11606895133578,,,,,,,,,,,4
2014-07-31,251.66370033131597,2.07279689215906,61.84863812988244,1.2979294330380722,51.9184497819427,0.605167349489188,38.0149944305348,1.0477310115524496,36.496557756535225,,,,,,,,,,,,,,,,,1.3663518229440774,63.385060232420784,,,,,,,,,,,4
2014-08-31,263.94543811818335,2.07279689215906,65.998869424032,1.2979294330380722,54.7168724639538,0.605167349489188,39.20233847691932,1.0477310115524496,38.975346628955705,,,,,,,,,,,,,,,,,1.3663518229440774,65.05201112432249,,,,,,,,,,,4
2014-09-30,257.8189067292724,2.07279689215906,69.35956170422025,,,0.605167349489188,37.03691403274226,1.0477310115524496,35.93754459711981,,,,,,,,,2.8531249074724627,51.55328334870426,,,,,,,1.3663518229440774,63.93160304648584,,,,,,,,,,,4
2014-10-31,258.01081771931223,2.07279689215906,66.99089721978059,,,0.605167349489188,37.43651138201281,1.0477310115524496,39.4264987775955,,,,,,,,,2.8531249074724627,41.99986869384793,,,,,,,1.3663518229440774,72.15704164607541,,,,,,,,,,,4
2014-11-30,278.58483866339174,2.07279689215906,72.78097650231219,,,0.605167349489188,39.463502502217295,1.0477310115524496,41.484750810322765,,,,,,,,,2.8531249074724627,41.19388735513987,,,,,,,1.3663518229440774,83.66172149339964,,,,,,,,,,,4
2014-12-31,288.9752639420597,2.07279689215906,70.87792907487812,,,0.605167349489188,42.30278230444641,1.0477310115524496,42.085973927673535,,,,,,,2.788662554476918,42.31330603228729,,,,,,,,,1.3663518229440774,91.39527260277436,,,,,,,,,,,4
2015-01-31,257.7462212320482,2.07279689215906,59.25727828842232,,,0.605167349489188,37.287317998622626,1.0477310115524496,35.71926863530526,,,,,,,2.788662554476918,30.69852659926996,,,,,,,,,1.3663518229440774,94.78382971042802,,,,,,,,,,,4
2015-03-31,248.80758808285557,2.07279689215906,54.9248359515523,0.547364749806694,33.22530799881673,0.605167349489188,34.9019760388267,,,,,,,,,2.788662554476918,33.86830800067058,,,,,,,,,1.3663518229440774,91.8871600929892,,,,,,,,,,,4
2015-04-30,242.81534020127367,2.07279689215906,56.949344228978944,0.547364749806694,32.160967699675936,0.605167349489188,37.68566412450671,,,,,,,,,2.788662554476918,34.393503952056705,,,,,,,,,1.3663518229440774,81.62586019605536,,,,,,,,,,,4
2015-05-31,232.79944472950768,2.07279689215906,56.5444299221454,0.547364749806694,32.4521561249271,0.605167349489188,37.539155561777896,,,,,,,,,2.788662554476918,31.674556897651367,,,,,,,,,1.3663518229440774,74.58914622300593,,,,,,,,,,,4
2015-06-30,206.7011893771309,2.07279689215906,38.14169182514099,0.547364749806694,32.4427370179234,0.605167349489188,30.236445671363587,1.1448383343087798,33.45000702181353,,,,,,,,,,,,,,,,,1.3663518229440774,72.43030784088937,,,,,,,,,,,4
2015-07-31,221.68388637329664,2.07279689215906,37.47360180053334,0.547364749806694,38.14276046476294,0.605167349489188,33.38587651044219,1.1448383343087798,35.63306913569662,,,,,,,,,,,,,,,,,1.3663518229440774,77.04857846186155,,,,,,,,,,,4
2015-08-31,216.7495852377301,2.07279689215906,33.22213599935592,0.547364749806694,37.6946022350094,0.605167349489188,31.795333807623095,1.1448383343087798,36.196448174707626,,,,,,,,,,,,,,,,,1.3663518229440774,77.84106502103403,,,,,,,,,,,4
2015-09-30,205.62092218183795,2.07279689215906,30.3270924045438,0.547364749806694,40.10699193216503,0.605167349489188,30.81773358411909,1.1448383343087798,31.884141096270397,,,,,,,,,,,,,,,,,1.3663518229440774,72.4849631647396,,,,,,,,,,,4
2015-10-31,207.61953145808377,2.07279689215906,33.52580393852264,0.547364749806694,38.49159942079933,0.605167349489188,26.110160264046343,1.1448383343087798,27.08728751655946,,,,,,,,,,,,,,,,,1.3663518229440774,82.404680318156,,,,,,,,,,,4
2015-11-30,198.61092868036985,2.07279689215906,32.25037210526206,0.547364749806694,40.24835161829904,0.605167349489188,24.38693709459616,1.1448383343087798,25.578481395005397,,,,,,,,,,,,,,,,,1.3663518229440774,76.1467864672072,,,,,,,,,,,4
2015-12-31,197.67660093575805,2.07279689215906,28.666994351919136,0.547364749806694,40.74837235742032,0.605167349489188,23.46475775640399,,,,,,,,,,,,,,,,,,,1.3663518229440774,78.29195841225193,0.8054860671941044,26.504518057762645,,,,,,,,,4
2016-01-31,167.82852689083117,2.07279689215906,22.330291825091948,0.547364749806694,35.6314189873135,0.605167349489188,18.905118516479153,,,,,,,,,,,,,,,,,,,1.3663518229440774,65.96746434383012,0.8054860671941044,24.99423321811645,,,,,,,,,4
2016-02-29,177.25263173250744,2.07279689215906,21.52049088624908,0.547364749806694,37.40287092174649,0.605167349489188,17.151724011144303,,,,,,,,,,,,,,,,,,,1.3663518229440774,78.2373030884017,0.8054860671941044,22.940242824965836,,,,,,,,,4
2016-03-31,188.06790419842432,2.07279689215906,21.19657090606657,0.547364749806694,41.67107735035961,0.605167349489188,18.6135465309476,,,,,,,,,2.4834140519054215,24.796888455663083,,,,,,,,,1.3663518229440774,81.78982095538744,,,,,,,,,,,4
2016-04-30,160.3383857394601,2.07279689215906,21.763432353965836,0.547364749806694,35.782671763446075,0.605167349489188,16.272007778064225,,,,,,,,,2.4834140519054215,23.927694958517105,,,,,,,,,1.3663518229440774,62.59257888546687,,,,,,,,,,,4
2016-05-31,161.39228283266692,2.07279689215906,25.75170859995703,0.547364749806694,33.73518006732029,0.605167349489188,18.52946524278882,,,,,,,,,2.4834140519054215,21.767125017563572,,,,,,,,,1.3663518229440774,61.60880390503719,,,,,,,,,,,4
2016-06-30,156.29595940913435,2.07279689215906,27.85719341307627,0.547364749806694,29.739891794332458,0.605167349489188,18.816130447309405,1.4695314610155186,23.80766368985883,,,,,,,,,,,,,,,,,1.3663518229440774,56.07508006455739,,,,,,,,,,,4
2016-07-31,176.61726741062884,2.07279689215906,27.81670316845681,0.547364749806694,34.29603140815711,0.605167349489188,19.132536446826133,1.4695314610155186,31.30376024329595,,,,,,,,,,,,,,,,,1.3663518229440774,64.06823614389282,,,,,,,,,,,4
2016-08-31,188.4853338784191,2.07279689215906,33.38409697783376,0.547364749806694,34.454189302192866,0.605167349489188,18.79426058614384,1.4695314610155186,32.97499182612646,,,,,,,,,,,,,,,,,1.3663518229440774,68.8777951861222,,,,,,,,,,,4
2016-09-30,202.65278252247657,2.07279689215906,35.99570688353649,0.547364749806694,33.74248608713983,0.605167349489188,23.546186543324666,1.4695314610155186,37.67592119068992,,,,,,,,,,,,,,,,,1.3663518229440774,71.69248181778568,,,,,,,,,,,4
2016-10-31,206.4298151872279,2.07279689215906,34.74051523065274,0.547364749806694,37.000945870285115,0.605167349489188,23.735737652254137,1.4695314610155186,34.12265405535667,,,,,,,,,,,,,,,,,1.3663518229440774,76.82996237867924,,,,,,,,,,,4
2016-11-30,241.63536174011767,2.07279689215906,39.53859439225996,0.547364749806694,42.14992128096138,0.605167349489188,25.8558664247228,1.4695314610155186,39.88102561995424,,,,,,,,,,,,,,,,,1.3663518229440774,94.20995402221928,,,,,,,,,,,4
2016-12-31,255.1478030745504,2.07279689215906,44.37716577525979,0.547364749806694,45.63109460683082,0.605167349489188,27.598271171881823,1.4695314610155186,37.961554417210934,,,,,,,,,,,,,,,,,1.3663518229440774,99.579717103367,,,,,,,,,,,4
2017-01-31,271.6003426993915,2.07279689215906,48.8108268049724,0.547364749806694,48.24871685273256,0.605167349489188,32.61518985175262,1.4695314610155186,45.638794559154846,,,,,,,,,,,,,,,,,1.3663518229440774,96.28681463077908,,,,,,,,,,,4
2017-03-31,282.7882266091908,2.07279689215906,58.508207774575745,0.547364749806694,47.57309689818295,0.605167349489188,33.76058559526708,,,,,,,,,,,,,,,,,,,1.3663518229440774,96.51909193881464,,,0.3530751986870142,46.42724440235035,,,,,,,4
2017-04-30,277.6733803020371,2.07279689215906,56.018070579504545,0.547364749806694,43.894963801654,0.605167349489188,36.6634607883643,,,,,,,,,,,,,,,,,,,1.3663518229440774,95.93156023797124,,,0.3530751986870142,45.16532489454307,,,,,,,4
2017-05-31,295.78530909754454,2.07279689215906,62.29403279746965,0.547364749806694,44.906063491089554,0.605167349489188,37.07097177927475,,,,,,,,,,,,,,,,,,,1.3663518229440774,108.85724723208972,,,0.3530751986870142,42.656993797620835,,,,,,,4
2017-06-30,288.29221272930886,2.07279689215906,60.45173160921715,0.547364749806694,46.47194879184614,0.605167349489188,36.46999672068931,,,3.3496053591357793,42.080560931014425,,,,,,,,,,,,,,,1.3663518229440774,102.81797467654182,,,,,,,,,,,4
2017-07-31,276.33974326781413,2.07279689215906,56.92909416473632,0.547364749806694,44.12661829232537,0.605167349489188,35.22931639179366,,,3.3496053591357793,47.58002262512615,,,,,,,,,,,,,,,1.3663518229440774,92.47469179383263,,,,,,,,,,,4
2017-08-31,274.095239986198,2.07279689215906,64.72343956754456,0.547364749806694,38.65414844363774,0.605167349489188,36.533033447240946,,,3.3496053591357793,49.52546082909222,,,,,,,,,,,,,,,1.3663518229440774,84.65915769868258,,,,,,,,,,,4
2017-09-30,293.4153169124373,2.07279689215906,79.62380609849603,,,0.605167349489188,35.75907790974097,1.68816039365468,39.636295497801,3.3496053591357793,55.21263696614265,,,,,,,,,,,,,,,1.3663518229440774,83.18350044025664,,,,,,,,,,,4
2017-10-31,314.1884483538764,2.07279689215906,89.7058315429587,,,0.605167349489188,37.1563112164107,1.68816039365468,45.02328934613344,3.3496053591357793,62.398762268070165,,,,,,,,,,,,,,,1.3663518229440774,79.90425398030342,,,,,,,,,,,4
2017-11-30,309.6594288308026,2.07279689215906,85.8187838736759,,,0.605167349489188,32.82342389586053,1.68816039365468,46.95964043486964,3.3496053591357793,57.54018361455503,,,,,,,,,,,,,,,1.3663518229440774,86.5173970118415,,,,,,,,,,,4
2017-12-31,314.465216880287,2.07279689215906,83.24766618936577,,,0.605167349489188,33.10229434804823,1.68816039365468,50.95413250402295,3.3496053591357793,55.06900888753179,,,,,,,,,,,,,,,,,,,,,1.1483601984521137,92.09211495131824,,,,,4
2018-01-31,345.7422383488979,2.07279689215906,88.51139403634915,,,0.605167349489188,37.26575401771298,1.68816039365468,68.22418965340486,3.3496053591357793,57.45681531253141,,,,,,,,,,,,,,,,,,,,,1.1483601984521137,94.28408532889956,,,,,4
2018-03-31,375.0133413464955,2.07279689215906,105.55772574117351,1.3344759204749683,79.2422251606149,0.605167349489188,38.643644149557545,1.68816039365468,72.32752113453463,,,,,,,,,,,,,,,,,1.1406682563437107,79.2422251606149,,,,,,,,,,,4
2018-04-30,358.6492056029292,2.07279689215906,93.08677784093592,1.3344759204749683,83.04063322591396,0.605167349489188,33.178041842064644,1.68816039365468,72.30301761624752,,,,,,,,,,,,,,,,,1.1406682563437107,77.0407350777672,,,,,,,,,,,4
2018-05-31,379.2870765620356,2.07279689215906,116.59128280644586,1.3344759204749683,77.7714580268416,0.605167349489188,35.165612500004585,1.68816039365468,70.3796234470366,,,,,,,,,,,,,,,,,1.1406682563437107,79.37909978170691,,,,,,,,,,,4
2018-06-30,366.4915206873159,2.07279689215906,106.16507743369226,,,0.605167349489188,32.59693168613712,1.68816039365468,70.52948451774863,,,,,,,,,,,,,,,2.0391380901218947,77.66122570574339,1.1406682563437107,79.53880134399454,,,,,,,,,,,4
2018-07-31,373.6721425384941,2.07279689215906,106.87364781905356,,,0.605167349489188,29.73210337981561,1.68816039365468,66.43051923514676,,,,,,,,,,,,,,,2.0391380901218947,78.92614255392223,1.1406682563437107,91.70972955055598,,,,,,,,,,,4
2018-08-31,385.3455261323667,2.07279689215906,106.32701469089218,,,0.605167349489188,26.803395733407296,1.68816039365468,67.59198600195576,,,,,,,,,,,,,,,2.0391380901218947,84.90591282517023,1.1406682563437107,99.71721688094124,,,,,,,,,,,4
2018-09-30,361.9474266912142,2.07279689215906,91.56836302772224,0.6342253815821656,42.29436803238265,,,,,,,,,,,,,,,,,,,2.0391380901218947,84.20241547359043,1.1406682563437107,101.58791212513628,0.5842570574524777,42.29436803238265,,,,,,,,,4
2018-10-31,321.04531645924635,2.07279689215906,76.36433646469668,0.6342253815821656,37.724656866646,,,,,,,,,,,,,,,,,,,2.0391380901218947,71.34758608800598,1.1406682563437107,97.538545036681,0.5842570574524777,38.0701920032167,,,,,,,,,4
2018-11-30,340.56758861429273,2.07279689215906,78.06493069226028,0.6342253815821656,44.99688564861162,,,,,,,,,,,,,,,,,,,2.0391380901218947,65.64787215471979,1.1406682563437107,110.30261690739356,0.5842570574524777,41.55528321130747,,,,,,,,,4
2018-12-31,287.8922368475496,2.07279689215906,64.23756058565736,0.6342253815821656,37.55129634831535,,,,,,,,,,,,,1.2033222810799358,33.682420253640856,,,,,2.0391380901218947,56.9128027271296,1.1406682563437107,95.50815693280649,,,,,,,,,,,4
2019-01-31,315.54181246100006,2.07279689215906,77.37661037114158,0.6342253815821656,39.46434678519222,,,,,,,,,,,,,1.2033222810799358,33.295443331560314,,,,,2.0391380901218947,65.85929707113792,1.1406682563437107,99.54611490196804,,,,,,,,,,,4
2019-03-31,299.6834407155835,2.07279689215906,83.67282265334931,0.6342253815821656,34.81540099555872,,,,,,,,,,,,,,,,,,,2.0391380901218947,55.27690049167073,1.1406682563437107,91.00251209868394,,,0.7221799516888631,34.9158044763208,,,,,,,4
2019-04-30,315.9397084187728,2.07279689215906,85.1507057097072,0.6342253815821656,38.40116571454405,,,,,,,,,,,,,,,,,,,2.0391380901218947,55.44548813749597,1.1406682563437107,101.3597819549108,,,0.7221799516888631,35.58256690211484,,,,,,,4
2019-05-31,272.79731279382787,2.07279689215906,66.0191155347283,0.6342253815821656,36.105780999364306,,,,,,,,,,,,,,,,,,,2.0391380901218947,49.07106191161472,1.1406682563437107,88.57289184561077,,,0.7221799516888631,33.02846250250978,,,,,,,4
2019-06-30,309.1178055098276,2.07279689215906,78.12566507080288,,,2.0294465475618835,69.86865055495826,1.8986208125518476,69.86865055495825,,,,,,,,,,,,,,,2.0391380901218947,54.5176726833699,,,,,0.7221799516888631,36.737166645738256,,,,,,,4
2019-07-31,330.9721467632716,2.07279689215906,90.88003479951092,,,2.0294465475618835,80.09254958747786,1.8986208125518476,69.65688231331167,,,,,,,,,,,,,,,2.0391380901218947,53.745263877244554,,,,,0.7221799516888631,36.597416185726686,,,,,,,4
2019-08-31,317.0633783021612,2.07279689215906,91.64936328469274,,,2.0294465475618835,85.11598410014592,1.8986208125518476,75.52303425805003,,,,,,,,,,,,,,,2.0391380901218947,35.88229706063763,,,,,0.7221799516888631,28.892699598634856,,,,,,,4
2019-09-30,332.87100702992933,2.07279689215906,86.75008124442822,,,2.0294465475618835,88.63832925816138,1.8986208125518476,80.90786050645447,,,,,,,,,,,,,,,,,,,1.0463606788618949,45.2655612112839,0.7221799516888631,31.309174809601338,,,,,,,4
2019-10-31,351.8991214689873,2.07279689215906,96.2652314035795,,,2.0294465475618835,76.76339915676651,1.8986208125518476,88.34047746737154,,,,,,,,,,,,,,,,,,,1.0463606788618949,55.540826749933,0.7221799516888631,34.989186691336734,,,,,,,4
2019-11-30,365.2875357820476,2.07279689215906,96.18426277497952,,,2.0294465475618835,75.46566941328696,1.8986208125518476,90.852327366143,,,,,,,,,,,,,,,,,,,1.0463606788618949,63.27343152807452,0.7221799516888631,39.51184469956359,,,,,,,4
2019-12-31,399.53511763593434,2.07279689215906,108.8779060322376,,,2.0294465475618835,95.16800911379644,1.8986208125518476,90.57831567332808,,,,,,,,,1.0703468915500387,39.12619205415869,,,,,,,,,1.0463606788618949,65.78469476241354,,,,,,,,,4
2020-01-31,399.8370241675478,2.07279689215906,107.48099160447968,,,2.0294465475618835,98.21183055755044,1.8986208125518476,87.70153692529348,,,,,,,,,1.0703468915500387,40.720749403950904,,,,,,,,,1.0463606788618949,65.72191567627333,,,,,,,,,4
2020-02-29,359.9772692438131,2.07279689215906,106.4080149478627,,,2.0294465475618835,83.9691095943441,1.8986208125518476,73.78995176524491,,,,,,,,,1.0703468915500387,40.332149264117895,,,,,,,,,1.0463606788618949,55.47804367224356,,,,,,,,,4
