date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,CAH_shares,CAH_value,AAPL_shares,AAPL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,PAYX_shares,PAYX_value,ORCL_shares,ORCL_value,EA_shares,EA_value,CTRA_shares,CTRA_value,COP_shares,COP_value,DVN_shares,DVN_value,TTWO_shares,TTWO_value,TXN_shares,TXN_value,LII_shares,LII_value,TRV_shares,TRV_value,AMAT_shares,AMAT_value,A_shares,A_value,DE_shares,DE_value,FCX_shares,FCX_value,JBL_shares,JBL_value,GRMN_shares,GRMN_value,CVX_shares,CVX_value,EOG_shares,EOG_value,LRCX_shares,LRCX_value,KLAC_shares,KLAC_value,WDC_shares,WDC_value,TECH_shares,TECH_value,APA_shares,APA_value,TER_shares,TER_value,AMD_shares,AMD_value,AES_shares,AES_value,GLW_shares,GLW_value,MU_shares,MU_value,SYY_shares,SYY_value,CTSH_shares,CTSH_value,FAST_shares,FAST_value,ADM_shares,ADM_value,CMI_shares,CMI_value,F_shares,F_value,CSGP_shares,CSGP_value,DECK_shares,DECK_value,AXON_shares,AXON_value,ACN_shares,ACN_value,EBAY_shares,EBAY_value,GWW_shares,GWW_value,EMN_shares,EMN_value,TSN_shares,TSN_value,BG_shares,BG_value,VLO_shares,VLO_value,XOM_shares,XOM_value,DD_shares,DD_value,MGM_shares,MGM_value,NVR_shares,NVR_value,ISRG_shares,ISRG_value,HAL_shares,HAL_value,J_shares,J_value,ADSK_shares,ADSK_value,FDX_shares,FDX_value,EXPD_shares,EXPD_value,RMD_shares,RMD_value,CHRW_shares,CHRW_value,NEM_shares,NEM_value,NUE_shares,NUE_value,HRL_shares,HRL_value,PWR_shares,PWR_value,WSM_shares,WSM_value,MOS_shares,MOS_value,ICE_shares,ICE_value,LUV_shares,LUV_value,FSLR_shares,FSLR_value,GE_shares,GE_value,AMP_shares,AMP_value,VRTX_shares,VRTX_value,SLB_shares,SLB_value,TXT_shares,TXT_value,MPWR_shares,MPWR_value,STX_shares,STX_value,PCAR_shares,PCAR_value,PHM_shares,PHM_value,SMCI_shares,SMCI_value,PRU_shares,PRU_value,FFIV_shares,FFIV_value,NFLX_shares,NFLX_value,BA_shares,BA_value,ABT_shares,ABT_value,LULU_shares,LULU_value,MHK_shares,MHK_value,MNST_shares,MNST_value,EL_shares,EL_value,BMY_shares,BMY_value,TKO_shares,TKO_value,JBHT_shares,JBHT_value,TSCO_shares,TSCO_value,SBUX_shares,SBUX_value,ALB_shares,ALB_value,LVS_shares,LVS_value,PSX_shares,PSX_value,STLD_shares,STLD_value,BAX_shares,BAX_value,CPRT_shares,CPRT_value,ROST_shares,ROST_value,JCI_shares,JCI_value,MRK_shares,MRK_value,HPQ_shares,HPQ_value,SWKS_shares,SWKS_value,RCL_shares,RCL_value,KR_shares,KR_value,FANG_shares,FANG_value,MPC_shares,MPC_value,DAL_shares,DAL_value,ACGL_shares,ACGL_value,AMZN_shares,AMZN_value,DHI_shares,DHI_value,OXY_shares,OXY_value,CF_shares,CF_value,JKHY_shares,JKHY_value,LEN_shares,LEN_value,EPAM_shares,EPAM_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
2005-09-30,100.0,0.3955517628258689,10.0,0.1201201201201201,10.0,0.3979060087003992,10.0,0.2997016519809686,10.0,0.3418492229810352,10.0,1.2789645882386231,10.0,0.656790654242604,10.0,0.3500972522045346,10.0,0.4457774143229869,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
2005-10-31,99.67261119354347,0.3955517628258689,10.455698433426766,0.1201201201201201,9.717717901006475,0.3979060087003992,10.186596612962926,0.2997016519809686,9.93797983086905,0.3418492229810352,11.225346584233238,1.2789645882386231,9.875762810185892,0.656790654242604,10.67500533036086,0.3500972522045346,9.951758526061507,0.4457774143229869,9.05384447819382,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
2005-11-30,106.40369338146752,0.3955517628258689,10.513235443788227,0.1201201201201201,10.697897604635886,0.3979060087003992,11.102608897861648,0.2997016519809686,10.90236556504115,0.3418492229810352,11.592021031739304,1.2789645882386231,10.894032077546594,0.656790654242604,11.8606178909209,0.3500972522045346,10.987511866051047,0.4457774143229869,9.084615132155664,,,0.2992286325976646,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
2005-12-31,107.60335997582185,0.3955517628258689,10.200735608825283,0.1201201201201201,11.02102102102102,0.3979060087003992,10.007076407671208,0.2997016519809686,10.748486995062898,0.3418492229810352,11.507489818619506,1.2789645882386231,10.019487397409714,0.656790654242604,12.888231289807022,0.3500972522045346,11.695409621157122,0.4457774143229869,10.088465417577074,,,,,4.368080163612924,9.426956398671011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
2006-01-31,110.76211077810883,0.3955517628258689,9.974867591241347,0.1201201201201201,11.74174174174174,0.3979060087003992,11.680961025341418,0.2997016519809686,10.404746541376351,0.3418492229810352,11.605194557933132,1.2789645882386231,10.377588602586382,0.656790654242604,13.478275303179151,0.3500972522045346,11.331704806304913,0.4457774143229869,10.2653834989371,,,,,4.368080163612924,9.90164710946731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
2006-03-31,111.56957202128632,,,,,0.3979060087003992,12.89609725188118,0.2997016519809686,9.568123064442076,,,1.2789645882386231,10.470129650897857,0.656790654242604,13.600928722990854,,,0.4457774143229869,9.63461740233102,0.6780866023427699,11.079935185748663,,,,,0.9788131729530658,11.079935185748663,1.3386691327285387,11.079935185748663,0.5068271617249096,11.079935185748663,1.0078464128830862,11.079935185748663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
2006-04-30,112.11604846388111,,,,,0.3979060087003992,13.064425288154522,0.2997016519809686,9.457034272522897,,,1.2789645882386231,10.312907080107998,0.656790654242604,13.126902425207708,,,0.4457774143229869,9.49999940482294,0.6780866023427699,11.97161942996672,,,,,0.9788131729530658,11.45770261566192,1.3386691327285387,10.674951694845785,0.5068271617249096,10.742160936852136,1.0078464128830862,11.808345315738489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
2006-05-31,105.90607887552603,0.4382927091078408,10.383341771686194,,,,,,,,,1.2789645882386231,10.406256799914912,0.656790654242604,11.796190050978543,,,,,,,,,,,,,1.3386691327285387,10.475383807065349,0.5068271617249096,9.802650270419027,1.0078464128830862,11.50888908871724,0.2533270020505775,10.383341771686194,2.6529219449199193,10.383341771686194,0.4137823658246755,10.383341771686194,0.2881384244373118,10.383341771686194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
2006-06-30,111.05805546362416,,,,,,,,,,,1.2789645882386231,9.767534388663863,0.656790654242604,13.125387876141206,,,,,,,,,,,,,1.3386691327285387,10.565389216808176,0.5068271617249096,10.408806422497324,1.0078464128830862,11.727412031598464,,,,,0.4137823658246755,10.812121822557572,,,1.0317505538781504,11.16285092633938,0.5834075768953807,11.162850926339384,0.5455520550635825,11.162850926339384,0.3957627324968246,11.162850926339384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
2006-07-31,105.97188319351535,,,,,,,,,,,1.2789645882386231,8.671880869881706,0.656790654242604,11.25985427758014,,,,,,,,,,,,,1.3386691327285387,10.324337721927366,0.5068271617249096,9.127066004870496,1.0078464128830862,12.115896409025316,,,,,0.4137823658246755,11.325257636652228,,,,,,,,,0.3957627324968246,11.538544262304352,0.9123229370486718,10.536348670424593,0.6174624133907755,10.53634867042459,0.4193191213556203,10.536348670424593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
2006-08-31,109.8967484018292,,,,,0.4042362140497082,11.041767145029914,,,,,,,,,,,,,0.5859255795889138,11.041767145029914,,,,,,,,,,,,,,,,,0.4137823658246755,10.52084409656,,,,,,,,,,,,,,,,,0.5664260822815687,11.041767145029912,0.5293430472267956,11.041767145029914,0.4362626360749322,11.041767145029914,0.3594394505372464,11.041767145029914,0.4842386680479685,11.041767145029914,3.02908139428426,11.041767145029914,0.4711960782456113,11.041767145029914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
