date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,MSFT_shares,MSFT_value,AAPL_shares,AAPL_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,MKC_shares,MKC_value,NKE_shares,NKE_value,MU_shares,MU_value,EA_shares,EA_value,GWW_shares,GWW_value,CVX_shares,CVX_value,IDXX_shares,IDXX_value,XOM_shares,XOM_value,COP_shares,COP_value,WSM_shares,WSM_value,TRV_shares,TRV_value,CTRA_shares,CTRA_value,GPC_shares,GPC_value,FAST_shares,FAST_value,EOG_shares,EOG_value,AES_shares,AES_value,WDC_shares,WDC_value,ADM_shares,ADM_value,RL_shares,RL_value,CPRT_shares,CPRT_value,JBL_shares,JBL_value,F_shares,F_value,EMN_shares,EMN_value,LHX_shares,LHX_value,DE_shares,DE_value,HAS_shares,HAS_value,CMI_shares,CMI_value,EMR_shares,EMR_value,TER_shares,TER_value,VLO_shares,VLO_value,HSIC_shares,HSIC_value,DVN_shares,DVN_value,NVR_shares,NVR_value,UNH_shares,UNH_value,TXT_shares,TXT_value,TTWO_shares,TTWO_value,FCX_shares,FCX_value,DD_shares,DD_value,RMD_shares,RMD_value,CSGP_shares,CSGP_value,CVS_shares,CVS_value,DECK_shares,DECK_value,EXPD_shares,EXPD_value,STE_shares,STE_value,ROST_shares,ROST_value,ZBRA_shares,ZBRA_value,GRMN_shares,GRMN_value,CHRW_shares,CHRW_value,ADI_shares,ADI_value,SWKS_shares,SWKS_value,FDX_shares,FDX_value,DLTR_shares,DLTR_value,J_shares,J_value,FFIV_shares,FFIV_value,HRL_shares,HRL_value,MOH_shares,MOH_value,TSCO_shares,TSCO_value,PWR_shares,PWR_value,NEM_shares,NEM_value,TJX_shares,TJX_value,ALGN_shares,ALGN_value,LRCX_shares,LRCX_value,PH_shares,PH_value,VZ_shares,VZ_value,AMAT_shares,AMAT_value,SMCI_shares,SMCI_value,MOS_shares,MOS_value,DHI_shares,DHI_value,GLW_shares,GLW_value,PHM_shares,PHM_value,PRU_shares,PRU_value,HD_shares,HD_value,FSLR_shares,FSLR_value,PKG_shares,PKG_value,PCAR_shares,PCAR_value,SYY_shares,SYY_value,APA_shares,APA_value,WST_shares,WST_value,TSN_shares,TSN_value,LUV_shares,LUV_value,TPR_shares,TPR_value,RCL_shares,RCL_value,TGT_shares,TGT_value,LULU_shares,LULU_value,EW_shares,EW_value,GE_shares,GE_value,STLD_shares,STLD_value,ULTA_shares,ULTA_value,ALB_shares,ALB_value,NUE_shares,NUE_value,AMP_shares,AMP_value,BAX_shares,BAX_value,WMT_shares,WMT_value,NWSA_shares,NWSA_value,CMG_shares,CMG_value,MHK_shares,MHK_value,FANG_shares,FANG_value,MPWR_shares,MPWR_value,PSX_shares,PSX_value,CF_shares,CF_value,LEN_shares,LEN_value,WY_shares,WY_value,OXY_shares,OXY_value,INCY_shares,INCY_value,CNC_shares,CNC_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
2005-09-30,100.0,0.3955517031406679,10.0,0.1201201201201201,10.0,0.3979061294960228,10.0,0.2997016177169496,10.0,0.3418490669549835,10.0,1.278964120246846,10.0,0.6567906953816335,10.0,0.3500972054485266,10.0,0.4457774143229869,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
2005-10-31,99.6726116361037,0.3955517031406679,10.455697610210974,0.1201201201201201,9.717717901006475,0.3979061294960228,10.186604259066725,0.2997016177169496,9.937979837959636,0.3418490669549835,11.225337548633757,1.278964120246846,9.875759196500391,0.6567906953816335,10.675005999005208,0.3500972054485266,9.95175986801908,0.4457774143229869,9.053848729458526,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
2005-11-30,106.40369384089806,0.3955517031406679,10.513232348525618,0.1201201201201201,10.697897604635886,0.3979061294960228,11.102615304155462,0.2997016177169496,10.902365461876316,0.3418490669549835,11.5920170449859,1.278964120246846,10.894032970122463,0.6567906953816335,11.860619886556634,0.3500972054485266,10.987511066409944,0.4457774143229869,9.084614281902724,,,0.3776268605941403,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
2005-12-31,106.7399709741383,0.3955517031406679,10.200734069626089,0.1201201201201201,11.02102102102102,0.3979061294960228,10.007081722439436,0.2997016177169496,10.748488052761497,0.3418490669549835,11.507493694751854,1.278964120246846,10.019485560706142,0.6567906953816335,12.8882295916223,0.3500972054485266,11.695412065762351,0.4457774143229869,10.088462016565307,,,,,0.468772233159848,8.56356317888229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
2006-01-31,110.07899603296023,0.3955517031406679,9.974872876218605,0.1201201201201201,11.74174174174174,0.3979061294960228,11.68096836615609,0.2997016177169496,10.404746495102856,0.3418490669549835,11.605187957065697,1.278964120246846,10.377586024990746,0.6567906953816335,13.47828241105453,,,,,,,0.4954655676954234,10.79854734234712,0.468772233159848,9.218515475935728,4.763744851787504,10.79854734234712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
2006-03-31,110.2292468529283,,,,,0.3979061294960228,12.896101166856264,0.2997016177169496,9.568125400359191,,,1.278964120246846,10.470127039440102,0.6567906953816335,13.600929574904637,,,0.4911688806098913,10.615660611894688,0.6496732259952522,10.615660611894688,,,,,,,0.9656156828676812,10.615660611894688,0.4855897773671854,10.615660611894688,0.9377989039236422,10.615660611894688,1.2825758406009442,10.615660611894688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
2006-04-30,110.7094203649904,,,,,0.3979061294960228,13.06442773633892,0.2997016177169496,9.45703319132765,,,1.278964120246846,10.31290330646504,0.6567906953816335,13.126900741972497,,,0.4911688806098913,10.467338829430089,0.6496732259952522,11.46998125104138,,,,,,,0.9656156828676812,11.313550778793024,0.4855897773671854,10.292042766492326,0.9377989039236422,10.97759613266758,1.2825758406009442,10.227645630461897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
2006-05-31,104.61471203117328,0.438635151363574,10.391456048474826,,,,,,,,,1.278964120246846,10.406254211829165,0.6567906953816335,11.796193295307583,,,,,,,,,,,,,0.9656156828676812,11.026642351628098,0.4855897773671854,9.391894498390196,,,1.2825758406009442,10.03644743164413,0.6424714754552063,10.391456048474826,0.2535250404520565,10.391456048474828,0.1996792777900067,10.391456048474826,0.367483556589429,10.391456048474826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
2006-06-30,107.5532016044805,,,,,,,,,,,1.278964120246846,9.767533863868804,0.6567906953816335,13.125386192811128,,,,,,,,,,,,,0.9656156828676812,11.236005994430956,0.4855897773671854,9.972647416731704,,,1.2825758406009442,10.122673458746831,,,,,,,,,0.5678579169703345,10.66579093557822,0.3366840622594809,10.66579093557822,0.4081820706659916,10.66579093557822,0.9795570156072742,10.66579093557822,0.3781401895231191,10.66579093557822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
