date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,SYY_shares,SYY_value,MKC_shares,MKC_value,EFX_shares,EFX_value,NKE_shares,NKE_value,EA_shares,EA_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,TTWO_shares,TTWO_value,COP_shares,COP_value,WSM_shares,WSM_value,SNPS_shares,SNPS_value,LOW_shares,LOW_value,GPN_shares,GPN_value,TECH_shares,TECH_value,TXN_shares,TXN_value,TSCO_shares,TSCO_value,CAH_shares,CAH_value,AMZN_shares,AMZN_value,RMD_shares,RMD_value,WDC_shares,WDC_value,AES_shares,AES_value,NEM_shares,NEM_value,AMAT_shares,AMAT_value,TRV_shares,TRV_value,QCOM_shares,QCOM_value,MU_shares,MU_value,ACN_shares,ACN_value,JBL_shares,JBL_value,GLW_shares,GLW_value,EOG_shares,EOG_value,FAST_shares,FAST_value,FCX_shares,FCX_value,EBAY_shares,EBAY_value,CSGP_shares,CSGP_value,CHRW_shares,CHRW_value,LRCX_shares,LRCX_value,NFLX_shares,NFLX_value,NVR_shares,NVR_value,EXPD_shares,EXPD_value,LUV_shares,LUV_value,ADM_shares,ADM_value,EL_shares,EL_value,CVX_shares,CVX_value,TSN_shares,TSN_value,DLTR_shares,DLTR_value,UNH_shares,UNH_value,F_shares,F_value,ZBH_shares,ZBH_value,WST_shares,WST_value,HRL_shares,HRL_value,NTAP_shares,NTAP_value,IP_shares,IP_value,GPC_shares,GPC_value,HAS_shares,HAS_value,EMN_shares,EMN_value,DD_shares,DD_value,FFIV_shares,FFIV_value,MGM_shares,MGM_value,LHX_shares,LHX_value,CMI_shares,CMI_value,DVN_shares,DVN_value,CTSH_shares,CTSH_value,ADSK_shares,ADSK_value,GRMN_shares,GRMN_value,DECK_shares,DECK_value,CTRA_shares,CTRA_value,GILD_shares,GILD_value,CHD_shares,CHD_value,GWW_shares,GWW_value,BMY_shares,BMY_value,PWR_shares,PWR_value,VZ_shares,VZ_value,MPWR_shares,MPWR_value,NVDA_shares,NVDA_value,ALGN_shares,ALGN_value,AXON_shares,AXON_value,GOOGL_shares,GOOGL_value,FDX_shares,FDX_value,NOC_shares,NOC_value,J_shares,J_value,MOH_shares,MOH_value,RVTY_shares,RVTY_value,MOS_shares,MOS_value,FSLR_shares,FSLR_value,GEN_shares,GEN_value,INTC_shares,INTC_value,SMCI_shares,SMCI_value,TKO_shares,TKO_value,ISRG_shares,ISRG_value,CNC_shares,CNC_value,VRTX_shares,VRTX_value,MSFT_shares,MSFT_value,AKAM_shares,AKAM_value,AAPL_shares,AAPL_value,KLAC_shares,KLAC_value,CDNS_shares,CDNS_value,PHM_shares,PHM_value,LULU_shares,LULU_value,DE_shares,DE_value,PCAR_shares,PCAR_value,TXT_shares,TXT_value,EMR_shares,EMR_value,TPR_shares,TPR_value,LVS_shares,LVS_value,PRU_shares,PRU_value,A_shares,A_value,MTCH_shares,MTCH_value,CMG_shares,CMG_value,TER_shares,TER_value,RL_shares,RL_value,ABT_shares,ABT_value,PG_shares,PG_value,AMP_shares,AMP_value,FTNT_shares,FTNT_value,DXCM_shares,DXCM_value,VLO_shares,VLO_value,ROST_shares,ROST_value,DHI_shares,DHI_value,GE_shares,GE_value,PPG_shares,PPG_value,BAX_shares,BAX_value,PSA_shares,PSA_value,PSX_shares,PSX_value,XOM_shares,XOM_value,ULTA_shares,ULTA_value,NUE_shares,NUE_value,FANG_shares,FANG_value,GD_shares,GD_value,SWKS_shares,SWKS_value,NXPI_shares,NXPI_value,MNST_shares,MNST_value,LYB_shares,LYB_value,META_shares,META_value,BR_shares,BR_value,TYL_shares,TYL_value,HSIC_shares,HSIC_value,REGN_shares,REGN_value,DAL_shares,DAL_value,ACGL_shares,ACGL_value,HSY_shares,HSY_value,HII_shares,HII_value,CBOE_shares,CBOE_value,NDSN_shares,NDSN_value,FTV_shares,FTV_value,ROL_shares,ROL_value,LEN_shares,LEN_value,MHK_shares,MHK_value,PYPL_shares,PYPL_value,XYZ_shares,XYZ_value,OXY_shares,OXY_value,XYL_shares,XYL_value,CF_shares,CF_value,AMD_shares,AMD_value,EW_shares,EW_value,TSLA_shares,TSLA_value,EPAM_shares,EPAM_value,INCY_shares,INCY_value,JKHY_shares,JKHY_value,ENPH_shares,ENPH_value,PODD_shares,PODD_value,GIS_shares,GIS_value,KEYS_shares,KEYS_value,STLD_shares,STLD_value,BIIB_shares,BIIB_value,PAYC_shares,PAYC_value,ADBE_shares,ADBE_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
2005-09-30,100.0,0.3955517329832662,10.0,0.1201201201201201,10.0,0.3979060087003992,10.0,0.2997014806609521,10.0,0.3418489109290744,10.0,1.2789643542426918,10.0,0.6567905308255462,10.0,0.3500972755825433,10.0,0.4457774143229869,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
2005-10-31,99.6726021283998,0.3955517329832662,10.45570066241154,0.1201201201201201,9.717717901006475,0.3979060087003992,10.186600407690332,0.2997014806609521,9.937971863429032,0.3418489109290744,11.225335033293051,1.2789643542426918,9.875759783627355,0.6567905308255462,10.675007082613876,0.3500972755825433,9.951762529385508,0.4457774143229869,9.053846178699702,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
2005-11-30,106.40367068411872,0.3955517329832662,10.513236913977034,0.1201201201201201,10.697897604635886,0.3979060087003992,11.10260965680713,0.2997014806609521,10.902359332865126,0.3418489109290744,11.592006537985611,1.2789643542426918,10.894033743550068,0.6567905308255462,11.860615662200752,0.3500972755825433,10.987509928720218,0.4457774143229869,9.084613431649782,,,0.4792279449314877,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
2005-12-31,106.60062389000342,0.3955517329832662,10.200737102590798,0.1201201201201201,11.02102102102102,0.3979060087003992,10.007076407671208,0.2997014806609521,10.748483137390124,0.3418489109290744,11.507489746580031,1.2789643542426918,10.019484344555712,0.6567905308255462,12.888231373445825,0.3500972755825433,11.69541040212694,0.4457774143229869,10.088464567324133,,,0.4792279449314877,8.424225787297617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
2006-01-31,109.18429311899934,0.3955517329832662,9.974869102047592,0.1201201201201201,11.74174174174174,0.3979060087003992,11.680964061123344,0.2997014806609521,10.40473716384563,0.3418489109290744,11.60518657240471,1.2789643542426918,10.3775867039306,0.6567905308255462,13.47827778140025,0.3500972755825433,11.331706898503189,0.4457774143229869,10.265385199442983,,,0.4792279449314877,8.323837894559293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
2006-03-31,112.08841231266048,,,0.1201201201201201,11.974775068036786,0.3979060087003992,12.89610180555407,0.2997014806609521,9.568120453142091,,,1.2789643542426918,10.470127735311014,0.6567905308255462,13.600928672707198,,,0.4457774143229869,9.634614001319251,0.6723339070720629,10.98593614414752,,,0.970509525426288,10.98593614414752,0.3575050649377627,10.98593614414752,1.3273116300481846,10.98593614414752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
2006-04-30,111.89007206041082,,,0.1201201201201201,11.244444517759948,0.3979060087003992,13.064417698699708,0.2997014806609521,9.457028866549132,,,1.2789643542426918,10.312902753855262,0.6567905308255462,13.126894947626864,,,0.4457774143229869,9.49999855457,0.6723339070720629,11.870055591012328,,,0.970509525426288,11.360499753626796,0.3575050649377627,11.369439506988115,1.3273116300481846,10.584389869722653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
2006-05-31,105.86025214003138,0.4254022088740939,10.077962741019553,,,0.3979060087003992,12.237751511686584,,,0.2791590461216891,10.077962741019553,1.2789643542426918,10.406257335444986,0.6567905308255462,11.796190339822028,,,,,,,,,,,0.3575050649377627,10.643728527609898,1.3273116300481846,10.386510720370133,0.2458765341733818,10.077962741019553,0.8825386505741751,10.077962741019553,0.5210616630294198,10.077962741019553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
2006-06-30,109.5049771616902,0.4254022088740939,11.148565494346874,,,,,,,,,1.2789643542426918,9.767531991764235,0.6567905308255462,13.125385409759042,,,,,,,,,,,,,1.3273116300481846,10.475750609765448,0.2458765341733818,10.310325370223262,0.8825386505741751,10.269314562237414,0.5210616630294198,10.701142106297112,1.0384795230680963,11.235653872432271,0.4299908769451809,11.235653872432271,1.0318938938636115,11.235653872432271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
