date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,JKHY_shares,JKHY_value,AAPL_shares,AAPL_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,MKC_shares,MKC_value,MU_shares,MU_value,SYY_shares,SYY_value,TECH_shares,TECH_value,EL_shares,EL_value,FAST_shares,FAST_value,EOG_shares,EOG_value,TRV_shares,TRV_value,GWW_shares,GWW_value,COP_shares,COP_value,ECL_shares,ECL_value,CVX_shares,CVX_value,DECK_shares,DECK_value,GPC_shares,GPC_value,FFIV_shares,FFIV_value,CSGP_shares,CSGP_value,HAS_shares,HAS_value,F_shares,F_value,WDC_shares,WDC_value,RMD_shares,RMD_value,FICO_shares,FICO_value,EMN_shares,EMN_value,DVN_shares,DVN_value,CMI_shares,CMI_value,PWR_shares,PWR_value,VLO_shares,VLO_value,TTWO_shares,TTWO_value,DE_shares,DE_value,GRMN_shares,GRMN_value,EA_shares,EA_value,CTRA_shares,CTRA_value,EMR_shares,EMR_value,CHRW_shares,CHRW_value,EQIX_shares,EQIX_value,DD_shares,DD_value,FCX_shares,FCX_value,MGM_shares,MGM_value,TXT_shares,TXT_value,BMY_shares,BMY_value,CHD_shares,CHD_value,DLTR_shares,DLTR_value,EBAY_shares,EBAY_value,NVR_shares,NVR_value,ALGN_shares,ALGN_value,J_shares,J_value,INTC_shares,INTC_value,FDX_shares,FDX_value,ADI_shares,ADI_value,TXN_shares,TXN_value,AXON_shares,AXON_value,ADSK_shares,ADSK_value,VZ_shares,VZ_value,NEM_shares,NEM_value,AES_shares,AES_value,TER_shares,TER_value,AMAT_shares,AMAT_value,PKG_shares,PKG_value,GLW_shares,GLW_value,EXPD_shares,EXPD_value,HRL_shares,HRL_value,WSM_shares,WSM_value,LVS_shares,LVS_value,IDXX_shares,IDXX_value,DHI_shares,DHI_value,ROST_shares,ROST_value,LRCX_shares,LRCX_value,HUBB_shares,HUBB_value,LLY_shares,LLY_value,GE_shares,GE_value,MPWR_shares,MPWR_value,STX_shares,STX_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,PHM_shares,PHM_value,KLAC_shares,KLAC_value,GILD_shares,GILD_value,DHR_shares,DHR_value,CTSH_shares,CTSH_value,SMCI_shares,SMCI_value,HAL_shares,HAL_value,LUV_shares,LUV_value,WST_shares,WST_value,RL_shares,RL_value,TDY_shares,TDY_value,AOS_shares,AOS_value,SYK_shares,SYK_value,PODD_shares,PODD_value,XOM_shares,XOM_value,ULTA_shares,ULTA_value,LULU_shares,LULU_value,BAX_shares,BAX_value,STLD_shares,STLD_value,SWKS_shares,SWKS_value,AMP_shares,AMP_value,EPAM_shares,EPAM_value,ALB_shares,ALB_value,TPR_shares,TPR_value,NWSA_shares,NWSA_value,ENPH_shares,ENPH_value,QCOM_shares,QCOM_value,IFF_shares,IFF_value,CMG_shares,CMG_value,BA_shares,BA_value,MNST_shares,MNST_value,NCLH_shares,NCLH_value,COO_shares,COO_value,PRU_shares,PRU_value,FANG_shares,FANG_value,APD_shares,APD_value,ACGL_shares,ACGL_value,TSLA_shares,TSLA_value,JBHT_shares,JBHT_value,TSCO_shares,TSCO_value,PAYC_shares,PAYC_value,MHK_shares,MHK_value,LEN_shares,LEN_value,MOS_shares,MOS_value,WY_shares,WY_value,CF_shares,CF_value,OXY_shares,OXY_value,NUE_shares,NUE_value,SNA_shares,SNA_value,APA_shares,APA_value,REGN_shares,REGN_value,VRTX_shares,VRTX_value,INCY_shares,INCY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
2005-09-30,100.0,0.3955517329832662,10.0,0.1201201201201201,10.0,0.3979061898938621,10.0,0.2997015491889352,10.0,0.3418492452704827,10.0,1.278964120246846,10.0,0.6567907365206682,10.0,0.3500972989605551,10.0,0.4457773764206343,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
2005-10-31,99.67259981478178,0.3955517329832662,10.455694626771082,0.1201201201201201,9.717717901006475,0.3979061898938621,10.186602769499576,0.2997015491889352,9.937972992516722,0.3418492452704827,11.225344708051912,1.278964120246846,9.87575980635801,0.6567907365206682,10.675007920378556,0.3500972989605551,9.951753845315553,0.4457773764206343,9.053844558640964,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
2005-11-30,106.40369824337048,0.3955517329832662,10.513236913977034,0.1201201201201201,10.697897604635886,0.3979061898938621,11.102613953628865,0.2997015491889352,10.90235725265196,0.3418492452704827,11.59202439567162,1.278964120246846,10.894030530692,0.6567907365206682,11.860620629463709,0.3500972989605551,10.987511330177156,0.4457773764206343,9.084617760745134,,,0.5904767199434137,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
2005-12-31,106.94310822170566,0.3955517329832662,10.200732575860457,0.1201201201201201,11.02102102102102,0.3979061898938621,10.007087795080984,0.2997015491889352,10.748489024887288,0.3418492452704827,11.507498393245692,1.278964120246846,10.019485560706142,0.6567907365206682,12.88823290435302,0.3500972989605551,11.69541518964249,0.4457773764206343,10.088459458285191,,,0.5904767199434137,8.766686298623375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
2006-01-31,110.2609031596088,0.3955517329832662,9.97487211986782,0.1201201201201201,11.74174174174174,0.3979061898938621,11.680964067633912,0.2997015491889352,10.404738399661134,0.3418492452704827,11.605197922724392,1.278964120246846,10.377588464421212,0.6567907365206682,13.478282002557322,0.3500972989605551,11.331710326216951,,,,,0.5904767199434137,9.400422087652917,4.528541002594766,10.2653860271314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
2006-03-31,112.76679742453427,,,,,0.3979061898938621,12.896101606453042,0.2997015491889352,9.568118639485023,,,1.278964120246846,10.470125819724869,0.6567907365206682,13.60092666863178,,,0.5107367733750297,11.038587448373262,0.6755561410827158,11.038587448373262,,,,,1.3336730703217408,11.038587448373262,1.0040854519196836,11.03858744837326,0.5049356686444543,11.038587448373264,0.9751603880208146,11.038587448373262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
2006-04-30,113.28896517429934,,,,,0.3979061898938621,13.064420612027575,0.2997015491889352,9.457032172208576,,,1.278964120246846,10.312900867034577,0.6567907365206682,13.126905322381644,,,0.5107367733750297,10.884353686812108,0.6755561410827158,11.926944134682936,,,,,1.3336730703217408,10.63511285721699,1.0040854519196836,11.764278426800692,0.5049356686444543,10.702075708555853,0.9751603880208146,11.41494138657838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
2006-05-31,107.08928130931974,,,,,,,,,,,1.278964120246846,10.4062517723987,0.6567907365206682,11.796196539637032,0.2916424544352711,10.643706893476123,,,,,,,,,1.3336730703217408,10.436288507147149,1.0040854519196836,11.465941589930225,0.5049356686444543,9.766068432826025,,,0.6580673622892359,10.643706893476123,0.6081570720155253,10.643706893476123,0.9292234501502494,10.643706893476123,0.6632381573756623,10.643706893476123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
2006-06-30,106.97928815136964,,,,,,,,,,,1.278964120246846,9.767532034295954,0.6567907365206682,13.125390773125408,,,,,,,,,,,1.3336730703217408,10.525960550448628,1.0040854519196836,11.683647159831542,0.5049356686444543,10.36996624561942,,,0.6580673622892359,9.67960421788442,,,,,,,3.182370493833356,10.45679679254107,0.4290579630828473,10.45679679254107,0.3707306797013456,10.45679679254107,0.1920244010877807,10.45679679254107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
