date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,NKE_shares,NKE_value,MKC_shares,MKC_value,MU_shares,MU_value,GEN_shares,GEN_value,GWW_shares,GWW_value,GPC_shares,GPC_value,COR_shares,COR_value,ORCL_shares,ORCL_value,EA_shares,EA_value,PAYX_shares,PAYX_value,TRV_shares,TRV_value,XOM_shares,XOM_value,DE_shares,DE_value,EMR_shares,EMR_value,HRL_shares,HRL_value,TJX_shares,TJX_value,CVX_shares,CVX_value,CPRT_shares,CPRT_value,CAH_shares,CAH_value,EL_shares,EL_value,PPG_shares,PPG_value,SYY_shares,SYY_value,ACN_shares,ACN_value,MSFT_shares,MSFT_value,WDC_shares,WDC_value,KLAC_shares,KLAC_value,F_shares,F_value,HAS_shares,HAS_value,AES_shares,AES_value,HSIC_shares,HSIC_value,MMM_shares,MMM_value,WSM_shares,WSM_value,NVR_shares,NVR_value,FAST_shares,FAST_value,COP_shares,COP_value,GRMN_shares,GRMN_value,DD_shares,DD_value,CMI_shares,CMI_value,DLTR_shares,DLTR_value,SNPS_shares,SNPS_value,VLO_shares,VLO_value,CTRA_shares,CTRA_value,LII_shares,LII_value,HUBB_shares,HUBB_value,ETN_shares,ETN_value,CVS_shares,CVS_value,TXT_shares,TXT_value,CSGP_shares,CSGP_value,EMN_shares,EMN_value,FCX_shares,FCX_value,DVN_shares,DVN_value,FFIV_shares,FFIV_value,BMY_shares,BMY_value,EBAY_shares,EBAY_value,DECK_shares,DECK_value,RMD_shares,RMD_value,SBUX_shares,SBUX_value,TTWO_shares,TTWO_value,TSCO_shares,TSCO_value,FDX_shares,FDX_value,MOH_shares,MOH_value,LRCX_shares,LRCX_value,NEM_shares,NEM_value,ROST_shares,ROST_value,PWR_shares,PWR_value,ORLY_shares,ORLY_value,AMAT_shares,AMAT_value,MPWR_shares,MPWR_value,J_shares,J_value,EXPD_shares,EXPD_value,VZ_shares,VZ_value,DHI_shares,DHI_value,CHRW_shares,CHRW_value,FSLR_shares,FSLR_value,PHM_shares,PHM_value,PCAR_shares,PCAR_value,AXON_shares,AXON_value,GLW_shares,GLW_value,EOG_shares,EOG_value,CTSH_shares,CTSH_value,DHR_shares,DHR_value,TSN_shares,TSN_value,LUV_shares,LUV_value,SMCI_shares,SMCI_value,MOS_shares,MOS_value,TPR_shares,TPR_value,ON_shares,ON_value,LULU_shares,LULU_value,TER_shares,TER_value,YUM_shares,YUM_value,CL_shares,CL_value,RL_shares,RL_value,GE_shares,GE_value,DG_shares,DG_value,ULTA_shares,ULTA_value,NUE_shares,NUE_value,BAX_shares,BAX_value,STLD_shares,STLD_value,WMT_shares,WMT_value,ALB_shares,ALB_value,QCOM_shares,QCOM_value,ENPH_shares,ENPH_value,PSX_shares,PSX_value,EPAM_shares,EPAM_value,SWKS_shares,SWKS_value,REGN_shares,REGN_value,TGT_shares,TGT_value,AMP_shares,AMP_value,AOS_shares,AOS_value,MHK_shares,MHK_value,CAT_shares,CAT_value,LEN_shares,LEN_value,WY_shares,WY_value,CF_shares,CF_value,VRTX_shares,VRTX_value,FANG_shares,FANG_value,INCY_shares,INCY_value,KEYS_shares,KEYS_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
2005-09-30,100.0,0.3955517329832662,10.0,0.1201201201201201,10.0,0.3979060690982018,10.0,0.2997016519809686,10.0,0.3418490223761378,10.0,1.2789645882386231,10.0,0.656790654242604,10.0,0.3500973457165881,10.0,0.445777452225346,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
2005-10-31,99.67261029797746,0.3955517329832662,10.45569538122614,0.1201201201201201,9.717717901006475,0.3979060690982018,10.186598159177455,0.2997016519809686,9.93797983086905,0.3418490223761378,11.22533869289408,1.2789645882386231,9.875766469332932,0.656790654242604,10.675007835818372,0.3500973457165881,9.951755842145284,0.445777452225346,9.053849499264745,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
2005-11-30,106.4036965634907,0.3955517329832662,10.513236159521975,0.1201201201201201,10.697897604635886,0.3979060690982018,11.102613618899262,0.2997016519809686,10.90236670831222,0.3418490223761378,11.59201031712618,1.2789645882386231,10.894034516977952,0.656790654242604,11.860620396378412,0.3500973457165881,10.987513465333892,0.445777452225346,9.084615904577806,,,0.3776268295759656,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
2005-12-31,106.73997885574016,0.3955517329832662,10.200736348135742,0.1201201201201201,11.02102102102102,0.3979060690982018,10.007080962418913,0.2997016519809686,10.748486995062898,0.3418490223761378,11.507489586015469,1.2789645882386231,10.019489226983232,0.656790654242604,12.888233795264536,0.3500973457165881,11.695416751583188,0.445777452225346,10.08846457484586,,,0.3776268295759656,8.56355959440931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
2006-01-31,109.09077226500926,0.3955517329832662,9.974869856502648,0.1201201201201201,11.74174174174174,0.3979060690982018,11.68097342362256,0.2997016519809686,10.404748827918496,0.3418490223761378,11.605192963943198,1.2789645882386231,10.377589822302062,0.656790654242604,13.478277808636664,0.3500973457165881,11.331710504068914,,,,,0.3776268295759656,8.230279543506501,4.528543201579342,10.265387772766482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
2006-03-31,110.79326030643752,0.3955517329832662,9.954735714393491,,,0.3979060690982018,12.89609769147723,0.2997016519809686,9.568122492806538,,,1.2789645882386231,10.470129650897857,0.656790654242604,13.600928722990854,,,0.5025038275099025,10.860649206774312,0.6646664079164178,10.860649206774312,,,,,1.3121750204827671,10.860649206774312,0.9594414605342476,10.860649206774312,0.7554153224641237,10.860649206774312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
2006-04-30,112.29797388039869,0.3955517329832662,9.677764700556788,,,0.3979060690982018,13.064422717518552,0.2997016519809686,9.457028556167536,,,1.2789645882386231,10.312907080107998,0.656790654242604,13.126899919750196,,,0.5025038275099025,10.708900695463427,0.6646664079164178,11.73468588815456,,,,,1.3121750204827671,10.463682150251872,0.9594414605342476,11.230942063400295,0.7554153224641237,12.520740109027477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
2006-05-31,106.74741659765644,,,,,,,,,,,1.2789645882386231,10.406259239346271,0.656790654242604,11.796192556436058,,,,,,,,,,,1.3121750204827671,10.26806085831458,,,,,1.8841408681084189,10.61098627765136,0.2038976636903294,10.61098627765136,0.4478426389245036,10.61098627765136,0.7509556532004364,10.61098627765136,0.9292159722387138,10.61098627765136,0.2588809702884733,10.610986277651358,0.548620618898619,10.61098627765136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
2006-06-30,108.33426971140764,,,,,,,,,0.2714379004779032,10.60109426408779,1.2789645882386231,9.767535608379545,0.656790654242604,13.125390381598718,,,,,,,,,,,1.3121750204827671,10.356283059525104,,,,,,,,,,,,,0.9292159722387138,10.81245955086798,,,0.548620618898619,11.26712979059735,0.375846437203755,10.60109426408779,0.3346417399415023,10.60109426408779,0.3685138268625844,10.60109426408779,0.4303580549186337,10.60109426408779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
