date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,WDC_shares,WDC_value,AAPL_shares,AAPL_value,NKE_shares,NKE_value,PAYX_shares,PAYX_value,MKC_shares,MKC_value,ORCL_shares,ORCL_value,GWW_shares,GWW_value,GPC_shares,GPC_value,EA_shares,EA_value,MSFT_shares,MSFT_value,TJX_shares,TJX_value,XOM_shares,XOM_value,WSM_shares,WSM_value,TRV_shares,TRV_value,TXN_shares,TXN_value,FAST_shares,FAST_value,ITW_shares,ITW_value,ROST_shares,ROST_value,TSCO_shares,TSCO_value,J_shares,J_value,CVX_shares,CVX_value,GPN_shares,GPN_value,JKHY_shares,JKHY_value,ADP_shares,ADP_value,STLD_shares,STLD_value,CAH_shares,CAH_value,AES_shares,AES_value,SYY_shares,SYY_value,ADM_shares,ADM_value,HRL_shares,HRL_value,KR_shares,KR_value,VLO_shares,VLO_value,MU_shares,MU_value,F_shares,F_value,EOG_shares,EOG_value,RMD_shares,RMD_value,COP_shares,COP_value,FCX_shares,FCX_value,CNC_shares,CNC_value,HD_shares,HD_value,NVR_shares,NVR_value,LOW_shares,LOW_value,GRMN_shares,GRMN_value,DD_shares,DD_value,CTSH_shares,CTSH_value,IP_shares,IP_value,PPG_shares,PPG_value,ORLY_shares,ORLY_value,MHK_shares,MHK_value,JBL_shares,JBL_value,FDX_shares,FDX_value,DVN_shares,DVN_value,CTRA_shares,CTRA_value,MGM_shares,MGM_value,CMI_shares,CMI_value,EMN_shares,EMN_value,CSGP_shares,CSGP_value,URI_shares,URI_value,GLW_shares,GLW_value,LHX_shares,LHX_value,CHRW_shares,CHRW_value,TTWO_shares,TTWO_value,MOH_shares,MOH_value,DECK_shares,DECK_value,EXPD_shares,EXPD_value,MNST_shares,MNST_value,TGT_shares,TGT_value,PWR_shares,PWR_value,BG_shares,BG_value,DHI_shares,DHI_value,VZ_shares,VZ_value,NOC_shares,NOC_value,DE_shares,DE_value,LRCX_shares,LRCX_value,MPWR_shares,MPWR_value,AMAT_shares,AMAT_value,AMP_shares,AMP_value,GE_shares,GE_value,TKO_shares,TKO_value,TXT_shares,TXT_value,CVS_shares,CVS_value,LEN_shares,LEN_value,FSLR_shares,FSLR_value,PRU_shares,PRU_value,PHM_shares,PHM_value,TECH_shares,TECH_value,DHR_shares,DHR_value,EL_shares,EL_value,TSN_shares,TSN_value,APA_shares,APA_value,LUV_shares,LUV_value,SMCI_shares,SMCI_value,PCAR_shares,PCAR_value,NEM_shares,NEM_value,CMG_shares,CMG_value,HII_shares,HII_value,NUE_shares,NUE_value,JBHT_shares,JBHT_value,HUM_shares,HUM_value,SWKS_shares,SWKS_value,LYB_shares,LYB_value,ENPH_shares,ENPH_value,PSX_shares,PSX_value,ACGL_shares,ACGL_value,CF_shares,CF_value,OXY_shares,OXY_value,FANG_shares,FANG_value,EPAM_shares,EPAM_value,MOS_shares,MOS_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2005-09-30,100.0,0.395551822511088,10.0,0.1201201201201201,10.0,0.3979061294960228,10.0,0.2997015149249397,10.0,0.3418490892444108,10.0,1.2789645102399698,10.0,0.6567906131035796,10.0,0.3500973690946093,10.0,0.4457772627136153,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2005-10-31,99.67260073732255,0.395551822511088,10.455696993277126,0.1201201201201201,9.717717901006475,0.3979061294960228,10.186599705392451,0.2997015149249397,9.93797185633754,0.3418490892444108,11.22534088865584,1.2789645102399698,9.8757634276204,0.6567906131035796,10.675009672631305,0.3500973690946093,9.951756506681484,0.4457772627136153,9.05384309947701,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2005-11-30,106.40369196613518,0.395551822511088,10.51323552123086,0.1201201201201201,10.697897604635886,0.3979061294960228,11.102611509426902,0.2997015149249397,10.902359436029212,0.3418490892444108,11.592016496764064,1.2789645102399698,10.894033852596758,0.6567906131035796,11.860622158928802,0.3500973690946093,10.987518873337777,0.4457772627136153,9.084608641457809,,,0.970359919382833,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2005-12-31,109.11388242762864,0.395551822511088,10.200736393569718,0.1201201201201201,11.02102102102102,0.3979061294960228,10.007077927710876,0.2997015149249397,10.748487796044191,0.3418490892444108,11.507491836968091,1.2789645102399698,10.01949288494148,0.6567906131035796,12.888227977076818,0.3500973690946093,11.69541352600726,0.4457772627136153,10.08845773521602,,,,,5.0679951200013456,10.937475329073148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2006-01-31,112.34870167999772,0.395551822511088,9.974876640911829,0.1201201201201201,11.74174174174174,0.3979061294960228,11.68096760721038,0.2997015149249397,10.404742926470783,0.3418490892444108,11.605187409702634,1.2789645102399698,10.377590409132257,0.6567906131035796,13.478278217134084,0.3500973690946093,11.331707254206222,0.4457772627136153,10.265384258932542,,,,,5.0679951200013456,11.488225214555245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2006-03-31,112.8874189372754,,,,,0.3979061294960228,12.896102684747689,0.2997015149249397,9.568120975401849,,,1.2789645102399698,10.47013145180004,0.6567906131035796,13.600924112891148,,,0.4457772627136153,9.634615826092723,0.6942169321505081,11.343504777268398,,,,,1.3705127736789535,11.343504777268398,0.5188834347030215,11.343504777268398,1.0020974422312696,11.343504777268397,1.031821340365293,11.343504777268398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2006-04-30,113.46372626816868,,,,,0.3979061294960228,13.064415593207526,0.2997015149249397,9.457024803025918,,,1.2789645102399698,10.312904011736103,0.6567906131035796,13.126897844799318,,,0.4457772627136153,9.49999532361041,0.6942169321505081,12.256400413798158,,,,,1.3705127736789535,10.928888380276682,0.5188834347030215,10.99769960097354,1.0020974422312696,11.730254817038226,1.031821340365293,12.089245479702782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2006-05-31,107.18836549056915,0.4427344377352468,10.488569067401713,,,,,,,,,1.2789645102399698,10.406256165281222,0.6567906131035796,11.79619181756462,,,,,,,,,,,1.3705127736789535,10.724571303533148,0.5188834347030215,10.035837129578796,,,1.031821340365293,11.78266373760282,0.2015454331655755,10.488569067401713,0.4426760586781093,10.488569067401713,0.2558942553160655,10.488569067401713,0.6606299951855504,10.488569067401713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2006-06-30,110.66009079137854,0.4427344377352468,11.602798312073944,,,,,,,,,1.2789645102399698,9.767534402840962,0.6567906131035796,13.125390812199749,,,,,,,,,,,1.3705127736789535,10.816709224603352,0.5188834347030215,10.656406428727625,,,1.031821340365293,12.006381028225578,,,,,,,,,2.4102711783355346,10.671217645676832,0.3368553859926643,10.671217645676832,0.980055324306027,10.671217645676832,0.3783326112636296,10.671217645676832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2006-07-31,108.50996640724058,0.4427344377352468,12.10478941974014,,,,,,,,,1.2789645102399698,8.671883390309299,0.6567906131035796,11.259849814116986,,,,,,,,,,,1.3705127736789535,10.569925669006972,0.5188834347030215,9.34418026148342,,,1.031821340365293,12.404111698907442,,,,,,,,,,,0.3368553859926643,11.782691102299257,,,0.3783326112636296,11.030364753675716,0.5672571122085908,10.67108514885068,3.678527641668366,10.67108514885068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2006-08-31,112.38130822663597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3368553859926643,11.77051314479097,,,0.3783326112636296,10.572775310874995,0.5672571122085908,11.689895965365192,3.678527641668366,11.004085293521332,0.4030998661864864,11.22400641868058,2.2254751177030463,11.22400641868058,6.417561041621628,11.22400641868058,0.3277763753304969,11.22400641868058,0.3653719009319991,11.22400641868058,0.6266610010259607,11.22400641868058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2006-09-30,116.41084365802207,,,,,,,,,,,,,,,,,,,,,1.050486584983888,11.516143122418995,,,,,,,,,,,,,,,,,,,,,,,,,0.3783326112636296,11.292882216691138,,,,,,,,,,,,,,,0.6266610010259607,12.988816461978992,0.6759444340677021,11.516143122418994,0.4864828909153163,11.516143122418994,1.3946457392813656,11.516143122418994,0.3810943447655245,11.516143122418994,0.8635974081055318,11.516143122418994,0.5982181438603436,11.516143122418992,0.4889384018672998,11.516143122418994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2006-10-31,121.99318839423444,,,,,,,,,,,,,,,,,,,,,1.050486584983888,11.6306674148394,,,,,,,,,,,,,,,,,,,,,,,,,0.3783326112636296,12.386555485263608,,,,,,,,,,,,,,,0.6266610010259607,12.900269136314462,,,0.4864828909153163,12.074001358440412,,,0.3810943447655245,11.480902537048124,,,0.5982181438603436,12.042889505885682,0.4889384018672998,11.704631651684991,2.0905513833612708,12.591090434919256,1.5723661606696682,12.591090434919256,0.464087188122356,12.591090434919256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2006-11-30,123.84036164482272,0.5489222965542156,13.010518397155543,,,,,,,0.3629762835792417,13.010518397155542,,,,,,,,,,,1.050486584983888,13.055869518133704,,,,,,,,,,,,,,,,,,,,,,,,,0.3783326112636296,12.551286558956852,,,,,,,,,,,,,,,,,0.7583301615420883,13.010518397155542,0.4864828909153163,11.77849544133035,,,0.3810943447655245,11.335314332660886,,,0.5982181438603436,12.406344727269705,0.4889384018672998,10.670977477849066,,,,,,,0.9123879513992786,13.010518397155542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2006-12-31,124.97269438777454,0.5489222965542156,14.772297766979433,,,,,,,0.3629762835792417,13.185008544952511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.132080023896858,12.091265607093426,,,,,,,,,0.3395226849895357,12.091265607093426,,,,,0.4864828909153163,12.027601167241851,,,,,,,,,,,,,,,,,0.9123879513992786,12.440193266040188,3.0944932914319385,12.091265607093426,0.5498696616345303,12.091265607093426,0.5898186576556381,12.091265607093428,0.4168079495307173,12.091265607093426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2007-01-31,126.936499478657,0.5489222965542156,14.582382847666835,,,,,,,0.3629762835792417,14.005492186086514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.132080023896858,12.563053075718498,,,,,,,,,0.3395226849895357,11.984378596045564,,,,,0.4864828909153163,11.710005841827323,,,,,,,,,,,2.062554920306175,13.089488297510574,,,,,0.9123879513992786,11.540152331004393,,,0.5498696616345303,13.38461004777584,0.5898186576556381,12.91667063090084,0.4168079495307173,11.16026562412064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2007-03-31,125.74465790636756,0.5489222965542156,14.797919613066458,,,,,,,0.3629762835792417,13.458167084898731,,,,,,,,,,,,,,,,,,,,,,,0.2222893545715439,12.583549499858208,0.455948638888445,12.583549499858208,0.2564686833159731,12.583549499858208,,,,,,,,,,,,,,,,,,,,,,,0.3395226849895357,12.24943641725493,,,,,,,,,,,,,,,,,,,,,,,0.9123879513992786,10.764867598376172,3.065375573877862,12.583549499858208,,,,,0.4168079495307173,11.556519693480215,0.5464897000149648,12.583549499858208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2007-04-30,126.8094899092252,,,,,,,,,0.3629762835792417,13.390676736028572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1027836049893438,12.530323182121466,0.3580913114582657,12.530323182121466,,,,,,,,,,,,,0.3395226849895357,12.883776188334984,,,,,,,,,,,,,,,,,,,,,0.3428612954084859,12.530323182121466,,,3.065375573877862,12.82277471001138,,,,,,,,,2.408519654722447,12.530323182121466,0.526478910144509,12.530323182121466,0.0152067028909241,12.530323182121466,0.5692298884040572,12.530323182121466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2007-05-31,131.21048891712434,0.4863586010439206,12.894181106445386,0.100242405480685,12.894181106445386,,,,,0.3629762835792417,14.153404080086702,,,,,,,,,0.537257546101891,12.894181106445384,,,,,,,,,,,,,0.1998123381520126,12.894181106445386,0.4427235934505167,12.894181106445386,,,,,,,,,,,,,,,,,,,,,,,,,0.3395226849895357,13.496575883067456,,,,,,,,,,,,,,,,,,,,,,,,,3.065375573877862,13.301241208852478,,,,,0.4105180586228458,12.894181106445386,0.4688589234363239,12.894181106445386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2007-06-30,136.46255031768916,0.4863586010439206,12.461758246410024,0.100242405480685,13.695116947306316,,,,,0.3629762835792417,14.66720831927051,,,,,,,,,0.537257546101891,13.70006742559822,,,,,,,,,,,,,,,,,0.2968254793219018,13.6845011037295,,,,,,,,,,,,,,,,,,,,,,,0.3395226849895357,14.052999145639646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4105180586228458,13.14739581854645,,,,,,,,,,,0.3382719593595799,13.684501103729502,0.3675701283962146,13.6845011037295,0.8196450736916695,13.684501103729502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2007-07-31,138.909259052867,0.4863586010439206,12.644933084213164,0.100242405480685,12.711739194273234,,,,,0.3629762835792417,14.988029096892834,,,,,,,,,0.537257546101891,12.856573242176244,,,,,,,,,,,,,,,,,0.2968254793219018,14.066235446284551,,,,,,,,,,,,,,,,,,,,,,,0.3395226849895357,14.223159402421894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4105180586228458,13.539301942023982,,,,,,,,,,,0.3382719593595799,15.521552800015982,0.3675701283962146,13.582128762290417,0.8196450736916695,14.77560608227465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2007-08-31,142.04856072342687,0.4863586010439206,12.899666332901022,,,,,,,,,,,,,,,,,0.537257546101891,12.174255912689857,,,,,1.233931572948235,13.695066413712553,,,,,,,,,,,0.2968254793219018,15.309752629120464,,,,,,,,,,,,,,,,,,,,,,,0.3395226849895357,14.640216518923168,,,,,,,,,,,,,,,,,,,,,,,1.224606225315483,13.695066413712553,3.370316328592242,13.695066413712553,,,,,0.4105180586228458,13.784245030949824,,,,,,,,,,,0.3382719593595799,18.838616581187253,0.3675701283962146,13.316608476517631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
