date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,MKC_shares,MKC_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,GWW_shares,GWW_value,CVX_shares,CVX_value,COP_shares,COP_value,EA_shares,EA_value,XOM_shares,XOM_value,FAST_shares,FAST_value,TTWO_shares,TTWO_value,GPC_shares,GPC_value,CTRA_shares,CTRA_value,EOG_shares,EOG_value,ECL_shares,ECL_value,CHRW_shares,CHRW_value,AES_shares,AES_value,APA_shares,APA_value,TRV_shares,TRV_value,RMD_shares,RMD_value,EL_shares,EL_value,WDC_shares,WDC_value,DVN_shares,DVN_value,MU_shares,MU_value,JBHT_shares,JBHT_value,SYY_shares,SYY_value,TSCO_shares,TSCO_value,NVR_shares,NVR_value,J_shares,J_value,HRL_shares,HRL_value,F_shares,F_value,EMN_shares,EMN_value,HAS_shares,HAS_value,CTSH_shares,CTSH_value,ADM_shares,ADM_value,CMI_shares,CMI_value,FCX_shares,FCX_value,EMR_shares,EMR_value,DECK_shares,DECK_value,EQIX_shares,EQIX_value,TXT_shares,TXT_value,URI_shares,URI_value,CSGP_shares,CSGP_value,GRMN_shares,GRMN_value,EBAY_shares,EBAY_value,BMY_shares,BMY_value,GLW_shares,GLW_value,T_shares,T_value,AXON_shares,AXON_value,WSM_shares,WSM_value,FDX_shares,FDX_value,PWR_shares,PWR_value,TJX_shares,TJX_value,VZ_shares,VZ_value,ROST_shares,ROST_value,WMB_shares,WMB_value,NEM_shares,NEM_value,IP_shares,IP_value,MRK_shares,MRK_value,LRCX_shares,LRCX_value,AMAT_shares,AMAT_value,MPWR_shares,MPWR_value,LVS_shares,LVS_value,AMP_shares,AMP_value,PH_shares,PH_value,EXPD_shares,EXPD_value,PHM_shares,PHM_value,FSLR_shares,FSLR_value,PRU_shares,PRU_value,KDP_shares,KDP_value,WST_shares,WST_value,BA_shares,BA_value,TSN_shares,TSN_value,ADI_shares,ADI_value,LUV_shares,LUV_value,SMCI_shares,SMCI_value,PCAR_shares,PCAR_value,VLO_shares,VLO_value,RL_shares,RL_value,GE_shares,GE_value,SWKS_shares,SWKS_value,BAX_shares,BAX_value,LULU_shares,LULU_value,STLD_shares,STLD_value,PSX_shares,PSX_value,NUE_shares,NUE_value,QCOM_shares,QCOM_value,DE_shares,DE_value,NWSA_shares,NWSA_value,RCL_shares,RCL_value,NCLH_shares,NCLH_value,ALGN_shares,ALGN_value,INTU_shares,INTU_value,EPAM_shares,EPAM_value,KEYS_shares,KEYS_value,DHI_shares,DHI_value,DAL_shares,DAL_value,ACGL_shares,ACGL_value,AMZN_shares,AMZN_value,MPC_shares,MPC_value,MHK_shares,MHK_value,LEN_shares,LEN_value,WY_shares,WY_value,OXY_shares,OXY_value,FANG_shares,FANG_value,CF_shares,CF_value,MOS_shares,MOS_value,DG_shares,DG_value,INCY_shares,INCY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
2005-09-30,100.0,0.395551553927744,10.0,0.1201201201201201,10.0,0.39790609929711,10.0,0.2997015149249397,10.0,0.3418490446655592,10.0,1.2789645882386231,10.0,0.6567906131035796,10.0,0.3500973690946093,10.0,0.4457774901277114,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
2005-10-31,99.67260759555674,0.395551553927744,10.455694420490508,0.1201201201201201,9.717717901006475,0.39790609929711,10.186601968067514,0.2997015149249397,9.937970713066989,0.3418490446655592,11.225339424814573,1.2789645882386231,9.875762200328056,0.6567906131035796,10.675015936274695,0.3500973690946093,9.951759177712436,0.4457774901277114,9.053845167552574,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
2005-11-30,106.40369065765096,0.395551553927744,10.513230646010904,0.1201201201201201,10.697897604635886,0.39790609929711,11.102611425744682,0.2997015149249397,10.90236172257031,0.3418490446655592,11.59201759320767,1.2789645882386231,10.894034516977952,0.6567906131035796,11.860618400742768,0.3500973690946093,10.987514199033608,0.4457774901277114,9.084616677000076,,,0.3776267365214718,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
2005-12-31,106.73996666185428,0.395551553927744,10.200728712720696,0.1201201201201201,11.02102102102102,0.39790609929711,10.007081721901972,0.2997015149249397,10.748484366232544,0.3418490446655592,11.507492944434144,1.2789645882386231,10.019489836841071,0.6567906131035796,12.888229229805496,0.3500973690946093,11.695414861522735,0.4457774901277114,10.088462881861414,,,0.3776267365214718,8.563561085513173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
2006-01-31,109.0907430529536,0.395551553927744,9.974865341150087,0.1201201201201201,11.74174174174174,0.39790609929711,11.680964443851456,0.2997015149249397,10.404738353388586,0.3418490446655592,11.605189808479302,1.2789645882386231,10.377588602586382,0.6567906131035796,13.47827445894805,0.3500973690946093,11.331711260752652,,,,,0.3776267365214718,8.230280396471121,4.5285440629215135,10.265388645584244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
2006-03-31,110.7932701264643,,,,,0.39790609929711,12.89610170600358,0.2997015149249397,9.56811868886075,,,1.2789645882386231,10.470128431182175,0.6567906131035796,13.600924112891148,,,0.4955182745585708,10.709666197921104,0.655426321781578,10.709666197921104,,,,,0.9461034587470596,10.709666197921104,0.9741661429848754,10.709666197921104,0.4898898537598586,10.709666197921104,1.2939329258715309,10.709666197921104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
2006-04-30,111.28277091787236,,,,,0.39790609929711,13.064422191145928,0.2997015149249397,9.457027089567015,,,1.2789645882386231,10.312909519539357,0.6567906131035796,13.12690285571403,,,0.4955182745585708,10.56003099783463,0.655426321781578,11.5715521610993,,,,,0.9461034587470596,11.07480588880992,0.9741661429848754,11.41373427592657,0.4898898537598586,10.383181662870944,1.2939329258715309,10.318204275364664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
2006-05-31,105.16473885492486,0.441001859499331,10.447524385669947,,,,,,,,,1.2789645882386231,10.406259239346271,0.6567906131035796,11.796195575750655,,,,,,,,,,,,,0.9741661429848754,11.124282507361858,0.4898898537598586,9.475062250197858,1.2939329258715309,10.125317353918469,0.2007566122220338,10.447524385669947,0.3694662581477423,10.447524385669947,0.4163401445838596,10.447524385669947,0.2548929412425499,10.447524385669947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
2006-06-30,109.49615418806756,,,,,,,,,,,1.2789645882386231,9.767533778806024,0.6567906131035796,13.125385801285036,,,,,,,,,,,,,0.9741661429848754,11.335502837859774,0.4898898537598586,10.060959818389426,1.2939329258715309,10.212312457126073,0.2007566122220338,10.932315028350745,0.3694662581477423,10.937388803234924,0.4163401445838596,10.87895809930003,,,0.351113374216023,11.122898781857756,3.385089213104729,11.122898781857756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
2006-07-31,104.5564561261157,,,,,,,,,,,1.2789645882386231,8.671882089597386,0.6567906131035796,11.259849814116986,,,,,,,,,,,,,0.9741661429848754,11.711006679897435,0.4898898537598586,8.822057673249311,1.2939329258715309,9.97931343728321,0.2007566122220338,9.022829735142322,,,0.4163401445838596,11.39526266500482,,,0.351113374216023,12.281412591640576,3.385089213104729,9.819846076544204,1.0855535051860217,11.59299536363944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
2006-08-31,108.59630509933744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2007566122220338,9.70728492259738,0.3522957759790682,10.8223197072586,0.4163401445838596,10.585883028383751,,,,,3.385089213104729,10.12628420754076,1.0855535051860217,13.24293469726395,0.4720634832218318,10.8223197072586,2.3738144465494195,10.8223197072586,0.4746147615140627,10.8223197072586,0.3025190254770794,10.8223197072586,0.360126844768861,10.8223197072586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
