date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,WDC_shares,WDC_value,ADP_shares,ADP_value,MKC_shares,MKC_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,MU_shares,MU_value,EA_shares,EA_value,GWW_shares,GWW_value,CVX_shares,CVX_value,PAYX_shares,PAYX_value,COP_shares,COP_value,SYY_shares,SYY_value,DECK_shares,DECK_value,FAST_shares,FAST_value,EL_shares,EL_value,XOM_shares,XOM_value,STLD_shares,STLD_value,VLO_shares,VLO_value,AES_shares,AES_value,TRV_shares,TRV_value,CPB_shares,CPB_value,CTRA_shares,CTRA_value,TSCO_shares,TSCO_value,F_shares,F_value,J_shares,J_value,DE_shares,DE_value,HRL_shares,HRL_value,TER_shares,TER_value,CNC_shares,CNC_value,EMN_shares,EMN_value,HAS_shares,HAS_value,DD_shares,DD_value,GPC_shares,GPC_value,EBAY_shares,EBAY_value,CMI_shares,CMI_value,JBL_shares,JBL_value,TXT_shares,TXT_value,FCX_shares,FCX_value,DVN_shares,DVN_value,GLW_shares,GLW_value,NOC_shares,NOC_value,MOH_shares,MOH_value,NVR_shares,NVR_value,CSGP_shares,CSGP_value,EOG_shares,EOG_value,FDX_shares,FDX_value,ADSK_shares,ADSK_value,GRMN_shares,GRMN_value,LRCX_shares,LRCX_value,CTSH_shares,CTSH_value,DLTR_shares,DLTR_value,TTWO_shares,TTWO_value,RMD_shares,RMD_value,ROST_shares,ROST_value,WSM_shares,WSM_value,SBUX_shares,SBUX_value,NEM_shares,NEM_value,VZ_shares,VZ_value,RCL_shares,RCL_value,AMAT_shares,AMAT_value,MOS_shares,MOS_value,GE_shares,GE_value,AMP_shares,AMP_value,EXPD_shares,EXPD_value,PCAR_shares,PCAR_value,PHM_shares,PHM_value,PRU_shares,PRU_value,LUV_shares,LUV_value,FSLR_shares,FSLR_value,ADM_shares,ADM_value,CHRW_shares,CHRW_value,TSN_shares,TSN_value,APA_shares,APA_value,KR_shares,KR_value,WMT_shares,WMT_value,SMCI_shares,SMCI_value,PWR_shares,PWR_value,EPAM_shares,EPAM_value,RL_shares,RL_value,PSX_shares,PSX_value,MPC_shares,MPC_value,CF_shares,CF_value,UAL_shares,UAL_value,NCLH_shares,NCLH_value,IP_shares,IP_value,ACGL_shares,ACGL_value,MHK_shares,MHK_value,FANG_shares,FANG_value,OXY_shares,OXY_value,NUE_shares,NUE_value,LEN_shares,LEN_value,INCY_shares,INCY_value,DHI_shares,DHI_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
2005-09-30,100.0,0.3955517329832662,10.0,0.1201201201201201,10.0,0.3979061898938621,10.0,0.2997016177169496,10.0,0.3418490000867193,10.0,1.278964276244067,10.0,0.6567908599378033,10.0,0.3500973924726336,10.0,0.4457775280300833,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
2005-10-31,99.672606536535,0.3955517329832662,10.45569538122614,0.1201201201201201,9.717717901006475,0.3979061898938621,10.18659897477044,0.2997016177169496,9.937977551417752,0.3418490000867193,11.225337960973684,1.278964276244067,9.87575857148886,0.6567908599378033,10.67501117904174,0.3500973924726336,9.9517598422489,0.4457775280300833,9.053848488118094,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
2005-11-30,106.40369259447093,0.3955517329832662,10.51323012388152,0.1201201201201201,10.697897604635886,0.3979061898938621,11.102613194683038,0.2997016177169496,10.902364318605374,0.3418490000867193,11.59200956129787,1.278964276244067,10.894029420022896,0.6567908599378033,11.860624110914635,0.3500973924726336,10.987518939280116,0.4457775280300833,9.084617449422478,,,0.9703600217890368,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
2005-12-31,109.11390346570718,0.3955517329832662,10.200741629321142,0.1201201201201201,11.02102102102102,0.3979061898938621,10.007082482460191,0.2997016177169496,10.748486909490554,0.3418490000867193,11.507484923546784,1.278964276244067,10.019488002513588,0.6567908599378033,12.888234073443629,0.3500973924726336,11.695419649039865,0.4457775280300833,10.088464589889316,,,,,0.4823093978021315,10.9374801849811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
2006-01-31,111.37229299282072,0.3955517329832662,9.974872874322877,0.1201201201201201,11.74174174174174,0.3979061898938621,11.680968621308876,0.2997016177169496,10.404744208560972,0.3418490000867193,11.605189599154452,1.278964276244067,10.377587290760877,0.6567908599378033,13.478280777065386,0.3500973924726336,11.331710681920924,,,,,0.7753310593924173,10.265385267136365,0.4823093978021315,10.51181193084824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
2006-03-31,113.76280135932652,0.3955517329832662,9.95473345102832,0.1201201201201201,11.974775068036786,0.3979061898938621,12.896106160128006,0.2997016177169496,9.56812368545278,,,1.278964276244067,10.470125877066838,0.6567908599378033,13.60093423528997,,,0.5239656356786204,11.324500720580952,0.6930538931964089,11.324500720580952,,,,,1.000418181954686,11.324500720580952,1.368217350016879,11.324500720580952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
2006-04-30,112.90679103810416,0.3955517329832662,9.677763191646674,0.1201201201201201,11.244444517759948,0.3979061898938621,13.06442212991923,0.2997016177169496,9.457028046608412,,,1.278964276244067,10.312902124914954,0.6567908599378033,13.126905283591888,,,0.5239656356786204,11.166277066012707,0.6930538931964089,12.23586696026494,,,,,1.000418181954686,11.710603619786216,1.368217350016879,10.910578097599185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
2006-05-31,107.24953065808783,,,,,,,,,0.2941754259316397,10.620067962123798,1.278964276244067,10.406256700811378,0.6567908599378033,11.796194998065474,,,,,,,,,,,,,1.368217350016879,10.706603224344397,0.9300118868907824,10.620067962123798,0.6566058405320091,10.620067962123798,0.2591026125429123,10.620067962123798,0.2040722046477646,10.620067962123798,0.3755680639481763,10.620067962123798,0.5490902782095908,10.6200679621238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
2006-06-30,110.03306900647772,0.3915549002642126,10.261520633751296,,,,,,,0.2941754259316397,11.48912010227238,1.278964276244067,9.76753383551455,0.6567908599378033,13.125390734051052,,,,,,,,,,,,,1.368217350016879,10.79859661310295,0.9300118868907824,10.821717353839636,,,,,0.2040722046477646,11.112873719655632,0.3755680639481763,11.118021151402742,0.5490902782095908,11.27677422913616,0.3927105035416042,10.261520633751296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
