date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,TECH_shares,TECH_value,AAPL_shares,AAPL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,MKC_shares,MKC_value,MU_shares,MU_value,MSFT_shares,MSFT_value,EA_shares,EA_value,EL_shares,EL_value,NEM_shares,NEM_value,FCX_shares,FCX_value,GRMN_shares,GRMN_value,A_shares,A_value,TRV_shares,TRV_value,AMAT_shares,AMAT_value,TXN_shares,TXN_value,ADP_shares,ADP_value,GWW_shares,GWW_value,KO_shares,KO_value,AES_shares,AES_value,ALGN_shares,ALGN_value,TYL_shares,TYL_value,SYY_shares,SYY_value,WDC_shares,WDC_value,SNA_shares,SNA_value,MDLZ_shares,MDLZ_value,CPRT_shares,CPRT_value,CSCO_shares,CSCO_value,ZBH_shares,ZBH_value,SNPS_shares,SNPS_value,DE_shares,DE_value,EBAY_shares,EBAY_value,F_shares,F_value,CVX_shares,CVX_value,CMI_shares,CMI_value,HAS_shares,HAS_value,FAST_shares,FAST_value,JKHY_shares,JKHY_value,WAT_shares,WAT_value,WSM_shares,WSM_value,TER_shares,TER_value,ADI_shares,ADI_value,MTD_shares,MTD_value,GPC_shares,GPC_value,EMR_shares,EMR_value,DECK_shares,DECK_value,CTRA_shares,CTRA_value,ETN_shares,ETN_value,CSGP_shares,CSGP_value,BMY_shares,BMY_value,FFIV_shares,FFIV_value,KLAC_shares,KLAC_value,EQIX_shares,EQIX_value,CHD_shares,CHD_value,CVS_shares,CVS_value,EMN_shares,EMN_value,URI_shares,URI_value,EOG_shares,EOG_value,DVN_shares,DVN_value,NVR_shares,NVR_value,GEN_shares,GEN_value,COP_shares,COP_value,RMD_shares,RMD_value,CHRW_shares,CHRW_value,LRCX_shares,LRCX_value,CTSH_shares,CTSH_value,SBUX_shares,SBUX_value,ADSK_shares,ADSK_value,NTAP_shares,NTAP_value,RL_shares,RL_value,TTWO_shares,TTWO_value,FDX_shares,FDX_value,TSCO_shares,TSCO_value,AXON_shares,AXON_value,J_shares,J_value,EXPD_shares,EXPD_value,VRSN_shares,VRSN_value,AKAM_shares,AKAM_value,MNST_shares,MNST_value,MOS_shares,MOS_value,CDNS_shares,CDNS_value,HAL_shares,HAL_value,WYNN_shares,WYNN_value,ACN_shares,ACN_value,LLY_shares,LLY_value,GILD_shares,GILD_value,JNJ_shares,JNJ_value,XOM_shares,XOM_value,PWR_shares,PWR_value,DLTR_shares,DLTR_value,MPWR_shares,MPWR_value,GE_shares,GE_value,ROST_shares,ROST_value,GLW_shares,GLW_value,EFX_shares,EFX_value,LHX_shares,LHX_value,ADBE_shares,ADBE_value,FSLR_shares,FSLR_value,MCO_shares,MCO_value,CPB_shares,CPB_value,PG_shares,PG_value,TKO_shares,TKO_value,NFLX_shares,NFLX_value,DXCM_shares,DXCM_value,KDP_shares,KDP_value,ROK_shares,ROK_value,ZBRA_shares,ZBRA_value,IFF_shares,IFF_value,LUV_shares,LUV_value,SMCI_shares,SMCI_value,LULU_shares,LULU_value,TPR_shares,TPR_value,EW_shares,EW_value,PRU_shares,PRU_value,ULTA_shares,ULTA_value,ON_shares,ON_value,PCAR_shares,PCAR_value,MCD_shares,MCD_value,ISRG_shares,ISRG_value,PM_shares,PM_value,WST_shares,WST_value,NUE_shares,NUE_value,BAX_shares,BAX_value,DG_shares,DG_value,PODD_shares,PODD_value,LVS_shares,LVS_value,AMD_shares,AMD_value,TRMB_shares,TRMB_value,TDY_shares,TDY_value,TXT_shares,TXT_value,QCOM_shares,QCOM_value,MTCH_shares,MTCH_value,NDSN_shares,NDSN_value,ALB_shares,ALB_value,TSLA_shares,TSLA_value,ENPH_shares,ENPH_value,SWKS_shares,SWKS_value,PTC_shares,PTC_value,CMG_shares,CMG_value,PANW_shares,PANW_value,EPAM_shares,EPAM_value,HRL_shares,HRL_value,HST_shares,HST_value,HSIC_shares,HSIC_value,REGN_shares,REGN_value,TJX_shares,TJX_value,APD_shares,APD_value,MDT_shares,MDT_value,VRTX_shares,VRTX_value,PSA_shares,PSA_value,HSY_shares,HSY_value,VMC_shares,VMC_value,NXPI_shares,NXPI_value,MLM_shares,MLM_value,ACGL_shares,ACGL_value,BKNG_shares,BKNG_value,AMP_shares,AMP_value,JBHT_shares,JBHT_value,AOS_shares,AOS_value,IDXX_shares,IDXX_value,WY_shares,WY_value,MHK_shares,MHK_value,FANG_shares,FANG_value,FTNT_shares,FTNT_value,PFE_shares,PFE_value,ANET_shares,ANET_value,OXY_shares,OXY_value,CF_shares,CF_value,LW_shares,LW_value,INCY_shares,INCY_value,BIIB_shares,BIIB_value,CLX_shares,CLX_value,BSX_shares,BSX_value,CRM_shares,CRM_value,FTV_shares,FTV_value,WDAY_shares,WDAY_value,TTD_shares,TTD_value,FICO_shares,FICO_value,LII_shares,LII_value,INTC_shares,INTC_value,PKG_shares,PKG_value,META_shares,META_value,SHW_shares,SHW_value,MAS_shares,MAS_value,INTU_shares,INTU_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
2005-09-30,100.0,0.3955518523537043,10.0,0.1201201201201201,10.0,0.39790609929711,10.0,0.2997014806609521,10.0,0.3418492006915905,10.0,1.2789645882386231,10.0,0.6567905308255462,10.0,0.3500973924726336,10.0,0.4457773006159485,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
2005-10-31,99.6726111419998,0.3955518523537043,10.455704572210273,0.1201201201201201,9.717717901006475,0.39790609929711,10.18660348595882,0.2997014806609521,9.937970720158614,0.3418492006915905,11.225344548260686,1.2789645882386231,9.875764029901571,0.6567905308255462,10.67500081897127,0.3500973924726336,9.951760510006684,0.4457773006159485,9.053843869282488,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
2005-11-30,106.40369375312544,0.3955518523537043,10.51323631440747,0.1201201201201201,10.697897604635886,0.39790609929711,11.10261294363599,0.2997014806609521,10.902358189594707,0.3418492006915905,11.592024188063483,1.2789645882386231,10.894035736693631,0.6567905308255462,11.860613156743709,0.3500973924726336,10.98751493273342,0.4457773006159485,9.084612814890033,,,0.757503326384823,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
2005-12-31,107.07531142237715,0.3955518523537043,10.20073791762495,0.1201201201201201,11.02102102102102,0.39790609929711,10.007081721901972,0.2997014806609521,10.748483137390124,0.3418492006915905,11.507492980455336,1.2789645882386231,10.019491666414591,0.6567905308255462,12.88822761526026,0.3500973924726336,11.6954143069776,0.4457773006159485,10.088456042231712,,,,,4.12340332387682,8.89890501309961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
2006-01-31,110.2074808740418,0.3955518523537043,9.974877393471669,0.1201201201201201,11.74174174174174,0.39790609929711,11.680962925960143,0.2997014806609521,10.40474516673856,0.3418492006915905,11.605189889091095,1.2789645882386231,10.37759104201774,0.6567905308255462,13.478272770486166,0.3500973924726336,11.33170934640536,0.4457773006159485,10.26538258099146,,,,,4.12340332387682,9.347008017137858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
2006-03-31,111.10886252936923,,,,,0.39790609929711,12.896092598655724,0.2997014806609521,9.568117594966044,,,1.2789645882386231,10.470129650897857,0.6567905308255462,13.60092115633607,,,0.4457773006159485,9.63461154376221,0.6724478515509711,10.987797996950269,,,,,0.5026125495358359,10.987797996950269,1.3275371893955632,10.987797996950269,0.999465658629602,10.987797996950269,0.9706739217461876,10.987797996950269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
2006-04-30,111.64492168663716,,,,,0.39790609929711,13.064425226928543,0.2997014806609521,9.457028294913922,,,1.2789645882386231,10.312905860392318,0.6567905308255462,13.126897453083906,,,0.4457773006159485,9.50000123286645,0.6724478515509711,11.872067280865693,,,,,0.5026125495358359,10.652837363704574,1.3275371893955632,10.586186650054218,0.999465658629602,11.71014912082126,0.9706739217461876,11.362423203006276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
2006-05-31,105.45782909905844,,,,,,,,,,,1.2789645882386231,10.406255580199232,0.6567905308255462,11.796187834364986,,,,,0.6724478515509711,10.695282899355249,,,,,0.5026125495358359,9.721135532138742,1.3275371893955632,10.388275772771234,0.999465658629602,11.41318302425666,,,0.634305519671111,10.25937711399308,0.6461940602681361,10.25937711399308,0.2503025579296015,10.259377113993075,0.6392893776172646,10.25937711399308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
2006-06-30,107.35657655669851,,,,,,,,,,,1.2789645882386231,9.767535608379545,0.6567905308255462,13.125382904302,,,,,0.6724478515509711,11.92250010017652,,,,,0.5026125495358359,10.322250125331513,1.3275371893955632,10.47752892826784,0.999465658629602,11.62989074432978,,,,,,,,,,,0.2756229545426178,10.027872036477834,0.552233534150282,10.027872036477834,0.3514125482728119,10.027872036477834,0.5295677989975408,10.027872036477836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
