date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,MKC_shares,MKC_value,EA_shares,EA_value,GEN_shares,GEN_value,CTSH_shares,CTSH_value,COP_shares,COP_value,GRMN_shares,GRMN_value,WSM_shares,WSM_value,TTWO_shares,TTWO_value,KO_shares,KO_value,TXN_shares,TXN_value,SNPS_shares,SNPS_value,CVX_shares,CVX_value,EOG_shares,EOG_value,EBAY_shares,EBAY_value,FAST_shares,FAST_value,TECH_shares,TECH_value,RMD_shares,RMD_value,WDC_shares,WDC_value,AES_shares,AES_value,STE_shares,STE_value,ISRG_shares,ISRG_value,ZBH_shares,ZBH_value,SYY_shares,SYY_value,MNST_shares,MNST_value,FCX_shares,FCX_value,TSCO_shares,TSCO_value,MU_shares,MU_value,GILD_shares,GILD_value,CHRW_shares,CHRW_value,CSGP_shares,CSGP_value,EMR_shares,EMR_value,TRV_shares,TRV_value,ROL_shares,ROL_value,AMZN_shares,AMZN_value,MMM_shares,MMM_value,VRSN_shares,VRSN_value,FICO_shares,FICO_value,GLW_shares,GLW_value,HAS_shares,HAS_value,NFLX_shares,NFLX_value,KLAC_shares,KLAC_value,FFIV_shares,FFIV_value,CVS_shares,CVS_value,NTAP_shares,NTAP_value,DECK_shares,DECK_value,DD_shares,DD_value,F_shares,F_value,EQIX_shares,EQIX_value,LRCX_shares,LRCX_value,AXON_shares,AXON_value,EMN_shares,EMN_value,DVN_shares,DVN_value,CTRA_shares,CTRA_value,NVR_shares,NVR_value,J_shares,J_value,ACN_shares,ACN_value,DLTR_shares,DLTR_value,CPRT_shares,CPRT_value,PWR_shares,PWR_value,GOOGL_shares,GOOGL_value,CHD_shares,CHD_value,ECL_shares,ECL_value,SLB_shares,SLB_value,EXPD_shares,EXPD_value,XOM_shares,XOM_value,ROST_shares,ROST_value,AKAM_shares,AKAM_value,NVDA_shares,NVDA_value,ALGN_shares,ALGN_value,TMO_shares,TMO_value,MOS_shares,MOS_value,MPWR_shares,MPWR_value,CMI_shares,CMI_value,AMAT_shares,AMAT_value,DXCM_shares,DXCM_value,FSLR_shares,FSLR_value,CMG_shares,CMG_value,AMP_shares,AMP_value,TKO_shares,TKO_value,EL_shares,EL_value,GWW_shares,GWW_value,FDX_shares,FDX_value,SBUX_shares,SBUX_value,HRL_shares,HRL_value,BIIB_shares,BIIB_value,PRU_shares,PRU_value,HSY_shares,HSY_value,AOS_shares,AOS_value,ULTA_shares,ULTA_value,LULU_shares,LULU_value,WAB_shares,WAB_value,AME_shares,AME_value,HUBB_shares,HUBB_value,BKNG_shares,BKNG_value,QCOM_shares,QCOM_value,BMY_shares,BMY_value,FTNT_shares,FTNT_value,SWKS_shares,SWKS_value,YUM_shares,YUM_value,VLO_shares,VLO_value,TJX_shares,TJX_value,MHK_shares,MHK_value,TYL_shares,TYL_value,SNA_shares,SNA_value,LII_shares,LII_value,SHW_shares,SHW_value,GE_shares,GE_value,EPAM_shares,EPAM_value,PSX_shares,PSX_value,WST_shares,WST_value,MRK_shares,MRK_value,VRTX_shares,VRTX_value,LVS_shares,LVS_value,STLD_shares,STLD_value,SPGI_shares,SPGI_value,HAL_shares,HAL_value,LUV_shares,LUV_value,MLM_shares,MLM_value,FANG_shares,FANG_value,TER_shares,TER_value,REGN_shares,REGN_value,META_shares,META_value,PSA_shares,PSA_value,CRM_shares,CRM_value,ACGL_shares,ACGL_value,EW_shares,EW_value,NEM_shares,NEM_value,PCAR_shares,PCAR_value,TDY_shares,TDY_value,MSFT_shares,MSFT_value,PODD_shares,PODD_value,AMD_shares,AMD_value,JBHT_shares,JBHT_value,ANET_shares,ANET_value,CF_shares,CF_value,NOW_shares,NOW_value,MTCH_shares,MTCH_value,XYZ_shares,XYZ_value,ADBE_shares,ADBE_value,TTD_shares,TTD_value,ABT_shares,ABT_value,TSLA_shares,TSLA_value,KEYS_shares,KEYS_value,WAT_shares,WAT_value,ADSK_shares,ADSK_value,INCY_shares,INCY_value,MTD_shares,MTD_value,LEN_shares,LEN_value,SMCI_shares,SMCI_value,JKHY_shares,JKHY_value,JNJ_shares,JNJ_value,HOLX_shares,HOLX_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
2005-09-30,100.0,0.3955517031406679,10.0,0.1201201201201201,10.0,0.3979061898938621,10.0,0.2997016177169496,10.0,0.3418490446655592,10.0,1.2789645882386231,10.0,0.656790654242604,10.0,0.3500972989605551,10.0,0.4457773764206343,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
2005-10-31,99.67260835053374,0.3955517031406679,10.455695346845976,0.1201201201201201,9.717717901006475,0.3979061898938621,10.186602769499576,0.2997016177169496,9.937976408146811,0.3418490446655592,11.225339424814573,1.2789645882386231,9.875759760896695,0.656790654242604,10.675009088547128,0.3500972989605551,9.951759855133991,0.4457773764206343,9.053847109399571,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
2005-11-30,106.40368824204928,0.3955517031406679,10.513232348525618,0.1201201201201201,10.697897604635886,0.3979061898938621,11.10261547152052,0.2997016177169496,10.90236203206349,0.3418490446655592,11.592012377005206,1.2789645882386231,10.894033297262274,0.656790654242604,11.860620396378412,0.3500972989605551,10.987513333449968,0.4457773764206343,9.084613509480787,,,0.3776268605941403,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
2005-12-31,106.7399767552418,0.3955517031406679,10.200735578536086,0.1201201201201201,11.02102102102102,0.3979061898938621,10.007084000351847,0.2997016177169496,10.748488052761497,0.3418490446655592,11.507491640383526,1.2789645882386231,10.019491056556753,0.656790654242604,12.88822878434951,0.3500972989605551,11.695413854127285,0.4457773764206343,10.08846030853806,,,0.3776268605941403,8.563562458616214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
2006-01-31,109.09076526054332,0.3955517031406679,9.974872121763603,0.1201201201201201,11.74174174174174,0.3979061898938621,11.680970898146358,0.2997016177169496,10.404746495102856,0.3418490446655592,11.605192416580534,1.2789645882386231,10.377587382870702,0.656790654242604,13.478276555907907,0.3500972989605551,11.33171166173216,,,,,0.3776268605941403,8.230281660071789,4.52853929982082,10.26538432662566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
2006-03-31,110.79327798552728,,,,,0.3979061898938621,12.89610767801966,0.2997016177169496,9.568120827275424,,,1.2789645882386231,10.470130870613536,0.656790654242604,13.600932481177123,,,0.4955180580895507,10.709664354740257,0.6554262089798135,10.709664354740257,,,,,0.4898897694476513,10.709664354740257,1.2939331504491784,10.709664354740257,0.9741664823658736,10.709664354740257,0.946103136502714,10.709664354740257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
2006-04-30,111.2827831017483,,,,,0.3979061898938621,13.064423647810884,0.2997016177169496,9.457032619692178,,,1.2789645882386231,10.312904640676638,0.656790654242604,13.126902425207708,,,0.4955180580895507,10.56002638464541,0.6554262089798135,11.57155016958407,,,,,0.4898897694476513,10.383180810270108,1.2939331504491784,10.318220257107669,0.9741664823658736,11.413737323217449,0.946103136502714,11.074804823536171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
2006-05-31,105.16472743496082,,,,,,,,,,,1.2789645882386231,10.406259239346271,0.656790654242604,11.796192556436058,,,,,,,,,,,0.4898897694476513,9.47505968510722,1.2939331504491784,10.125316026312245,0.9741664823658736,11.124286382850787,,,0.2548929240582321,10.447522708981646,1.8551140291038353,10.447522708981648,0.7954619455234997,10.447522708981648,0.4163399828300718,10.447522708981648,0.4138015041000883,10.447522708981648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
2006-06-30,110.21425119499042,,,,,,,,,,,1.2789645882386231,9.767535608379545,0.656790654242604,13.125387876141206,,,,,,,,,,,0.4898897694476513,10.060961824416138,1.2939331504491784,10.21230867663727,0.9741664823658736,11.335507715971412,,,,,,,0.7954619455234997,11.929652589359495,,,,,1.005266547924977,10.94572422602134,1.0116821506724525,10.945724226021335,0.9146644640213556,10.94572422602134,0.5720597020487201,10.94572422602134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
