date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,SYY_shares,SYY_value,ADP_shares,ADP_value,EL_shares,EL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,PAYX_shares,PAYX_value,ORCL_shares,ORCL_value,GRMN_shares,GRMN_value,DD_shares,DD_value,CVX_shares,CVX_value,EA_shares,EA_value,WSM_shares,WSM_value,AMAT_shares,AMAT_value,XOM_shares,XOM_value,TECH_shares,TECH_value,ADI_shares,ADI_value,QCOM_shares,QCOM_value,TRV_shares,TRV_value,GPN_shares,GPN_value,AAPL_shares,AAPL_value,CSCO_shares,CSCO_value,DE_shares,DE_value,FCX_shares,FCX_value,AES_shares,AES_value,STE_shares,STE_value,TSCO_shares,TSCO_value,WDC_shares,WDC_value,ZBH_shares,ZBH_value,ROST_shares,ROST_value,LOW_shares,LOW_value,CPRT_shares,CPRT_value,MU_shares,MU_value,LEN_shares,LEN_value,EOG_shares,EOG_value,JBL_shares,JBL_value,EBAY_shares,EBAY_value,A_shares,A_value,CMI_shares,CMI_value,GWW_shares,GWW_value,F_shares,F_value,NVR_shares,NVR_value,NEM_shares,NEM_value,TER_shares,TER_value,HRL_shares,HRL_value,EMN_shares,EMN_value,GPC_shares,GPC_value,NFLX_shares,NFLX_value,ADM_shares,ADM_value,WST_shares,WST_value,TSN_shares,TSN_value,MCHP_shares,MCHP_value,CTRA_shares,CTRA_value,TTWO_shares,TTWO_value,CTSH_shares,CTSH_value,DVN_shares,DVN_value,LRCX_shares,LRCX_value,TXT_shares,TXT_value,COP_shares,COP_value,RMD_shares,RMD_value,ORLY_shares,ORLY_value,VLO_shares,VLO_value,PWR_shares,PWR_value,ADSK_shares,ADSK_value,DECK_shares,DECK_value,FFIV_shares,FFIV_value,CSGP_shares,CSGP_value,AXON_shares,AXON_value,J_shares,J_value,FDX_shares,FDX_value,MNST_shares,MNST_value,ACN_shares,ACN_value,GILD_shares,GILD_value,DHI_shares,DHI_value,NVDA_shares,NVDA_value,TMO_shares,TMO_value,SLB_shares,SLB_value,KMB_shares,KMB_value,SJM_shares,SJM_value,PKG_shares,PKG_value,MOS_shares,MOS_value,INTC_shares,INTC_value,LVS_shares,LVS_value,MGM_shares,MGM_value,AKAM_shares,AKAM_value,MPWR_shares,MPWR_value,GE_shares,GE_value,AMP_shares,AMP_value,GLW_shares,GLW_value,TKO_shares,TKO_value,CHRW_shares,CHRW_value,EXPD_shares,EXPD_value,PHM_shares,PHM_value,PRU_shares,PRU_value,EW_shares,EW_value,FSLR_shares,FSLR_value,TPR_shares,TPR_value,ULTA_shares,ULTA_value,PCAR_shares,PCAR_value,JBHT_shares,JBHT_value,FAST_shares,FAST_value,STLD_shares,STLD_value,APA_shares,APA_value,LULU_shares,LULU_value,LUV_shares,LUV_value,SMCI_shares,SMCI_value,RCL_shares,RCL_value,MLM_shares,MLM_value,CMG_shares,CMG_value,NUE_shares,NUE_value,TJX_shares,TJX_value,ALB_shares,ALB_value,SWKS_shares,SWKS_value,SBUX_shares,SBUX_value,FANG_shares,FANG_value,PSX_shares,PSX_value,ACGL_shares,ACGL_value,ANET_shares,ANET_value,OXY_shares,OXY_value,WY_shares,WY_value,CF_shares,CF_value,EPAM_shares,EPAM_value,run
2006-07-31,106.58044034771012,0.3883676035693941,10.618345161570783,,,0.4029673238033625,10.618345161570783,,,,,1.278964432241326,8.67188225158999,0.6567905719645603,11.259851614297393,,,,,0.6751940879382831,11.74837687256002,,,,,,,,,1.3767912598412142,10.618345161570783,0.589638024703858,10.618345161570783,0.8832745360717335,10.618345161570783,,,,,,,,,,,,,,,1.0174361246146704,10.59058908472739,,,,,0.3847686773880457,11.218014716681385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2006-08-31,110.63264845766744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0174361246146704,10.848482928619449,,,0.4598465369186405,11.128940851663131,0.3847686773880457,10.752638715742938,0.6213528178407975,11.128940851663131,5.463762244628883,11.128940851663131,0.773316974139548,11.128940851663131,0.4115425002778469,11.128940851663131,0.5708978508774425,11.128940851663131,0.8011628016286367,11.128940851663131,0.6365271609515797,11.128940851663131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2006-09-30,114.33640296498544,,,,,,,,,,,,,,,,,,,,,,,0.4673956457277782,11.064300683636963,,,,,1.2934784076669903,11.064300683636963,,,,,,,,,,,,,,,,,,,,,,,,,0.3847686773880457,11.484987029461514,0.6213528178407975,12.878793631412275,,,0.773316974139548,11.629971156305986,0.4115425002778469,11.956847045983906,,,,,,,5.581670436077769,11.064300683636963,1.0092704963174448,11.064300683636963,0.1892327774003262,11.064300683636963,2.1090428131899364,11.064300683636963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2006-10-31,119.90670359902133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.108110711601787,12.087912040393665,0.9454842298260588,12.087912040393665,,,,,0.5971688169138728,12.087912040393665,,,0.3847686773880457,12.59727136801725,0.6213528178407975,12.790999908510306,,,,,,,,,,,,,5.581670436077769,11.100978809429456,1.0092704963174448,11.174333513491948,0.1892327774003262,11.803559797604048,,,0.5585330056249397,12.087912040393665,6.685329782443757,12.087912040393665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2006-11-30,122.50088966341762,0.5035214606927833,11.93443475980051,,,,,,,0.3329548292696708,11.934434759800508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9454842298260588,12.51888364277666,,,,,0.5971688169138728,12.353831945120865,,,0.3847686773880457,12.7648018553387,,,,,,,,,,,,,,,,,1.0092704963174448,12.54361747647237,0.1892327774003262,11.95927779156801,,,,,6.685329782443757,12.62273791293898,0.8369254337903221,11.934434759800508,0.2915665130403749,11.934434759800508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2006-12-31,125.5461625905206,0.5035214606927833,13.550495208721358,,,,,,,0.3329548292696708,12.094492978470038,,,,,,,,,,,,,0.515865214254173,12.754037539591536,,,,,,,,,,,,,,,,,0.2599434860100492,12.754037539591534,,,,,,,,,,,,,,,,,,,,,,,,,0.8848254046936882,12.754037539591536,,,,,,,,,,,,,,,0.8369254337903221,11.411280539023917,0.2915665130403749,11.965668626756075,0.5800104272945521,12.754037539591536,0.6646869728031727,12.754037539591536,1.1248640802763763,12.754037539591536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2007-01-31,126.64293570760968,0.5035214606927833,13.37628316800082,,,,,,,0.3329548292696708,12.84710877705044,,,,,,,,,,,,,0.515865214254173,12.417254364570656,,,,,,,,,,,,,,,,,0.2599434860100492,12.662867327834883,,,,,,,,,,,,,,,,,,,,,,,,,0.8848254046936882,12.030690982323687,,,,,,,,,,,,,,,0.8369254337903221,10.585679318313634,,,0.5800104272945521,14.11827917529522,0.6646869728031727,12.463111477801052,1.1248640802763763,13.738055458449182,0.6086949801725154,12.4036056579701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2007-03-31,126.45093367514308,0.5035214606927833,13.574001738094369,,,,,,,0.3329548292696708,12.345053731470358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3651089659077996,13.17255276193555,0.2599434860100492,12.754037539591534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8369254337903221,9.874518257994485,,,,,0.6646869728031727,11.1527062030151,1.1248640802763763,14.060405157235047,,,0.5523195023718115,13.17255276193555,0.2326943613152936,13.17255276193555,3.208858959352638,13.17255276193555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2007-04-30,132.08852473730218,0.5035214606927833,12.985367548498813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2599434860100492,12.766703319265329,,,,,,,,,,,,,0.3754355595059851,13.137232722885711,,,,,,,0.3422034685820731,13.137232722885711,,,,,,,,,,,,,,,,,,,,,0.3920339275736485,13.137232722885711,,,,,,,,,,,0.2326943613152936,14.09007125152745,3.208858959352638,13.42298628069633,0.015943243595735,13.137232722885711,0.4545410040112194,13.137232722885711,0.8164469546425402,13.137232722885711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2007-05-31,134.66432814597653,,,0.104185790140424,13.401418694482429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2599434860100492,12.3766849632569,,,,,,,,,,,,,0.3754355595059851,13.154228319903604,,,,,,,0.3422034685820731,14.46656208368632,,,,,,,,,,,,,,,,,,,1.1265261923789809,13.401418694482429,,,,,,,,,,,,,0.2326943613152936,15.01609883592056,3.208858959352638,13.923842607495578,0.015943243595735,12.706765145800864,0.4545410040112194,12.81589010646542,,,2.120020757406617,13.401418694482429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2007-06-30,135.66534196714963,,,0.104185790140424,14.23386214026506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3754355595059851,12.991529170327192,,,,,,,0.3422034685820731,14.498986979759128,,,,,,,,,,,,,,,,,,,1.1265261923789809,13.786516617937131,,,,,,,1.1041402859147635,13.39752431259444,,,,,,,3.208858959352638,15.726929974282433,0.015943243595735,10.837419834200928,,,,,,,0.7082359096202742,13.397524312594442,0.4759576905280505,13.397524312594442,4.836651409691785,13.39752431259444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2007-07-31,129.38475119345586,,,0.104185790140424,13.21179979334734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3754355595059851,12.3964469661557,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1265261923789809,13.060333220791206,,,,,,,1.1041402859147635,13.489117614968336,,,,,,,3.208858959352638,14.207661447699016,0.015943243595735,9.222847243869358,,,,,,,0.7082359096202742,14.432585547176432,0.4759576905280505,12.945356880927893,4.836651409691785,11.90507461880031,0.6882572117491667,14.513527859720275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2007-08-31,127.90833368570712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1672419975143369,12.636694581516975,,,,,,,,,,,0.3754355595059851,12.337856768633005,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1265261923789809,12.598214853174284,,,,,,,1.1041402859147635,14.196877628735203,,,,,,,3.208858959352638,13.038993114926669,0.015943243595735,8.920244791813783,,,,,,,0.7082359096202742,14.000573367710318,0.4759576905280505,13.516710731569772,4.836651409691785,12.105446691401498,0.6882572117491667,14.5567211562256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2007-09-30,131.0585459255793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2942973133038689,13.627525872105412,,,,,,,0.279061207541144,13.627525872105414,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1942504063887336,13.627525872105412,,,,,,,,,,,,,,,,,,,,,,,3.208858959352638,14.174276126256355,0.015943243595735,7.4973103008944255,,,,,,,0.7082359096202742,13.994278393690635,,,,,,,0.7607733652895388,13.627525872105412,1.046393445265163,13.627525872105412,1.2696734406473666,13.627525872105414,2.1621893701072015,13.627525872105412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2007-10-31,128.4312553461188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3409050571109573,13.69360746943014,,,0.279061207541144,13.54360971942116,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1942504063887336,11.692520052931853,,,,,,,,,,,,,,,,,,,,,,,3.208858959352638,14.8086905699613,0.015943243595735,7.584998140670969,,,,,,,,,,,,,,,0.7607733652895388,13.52284494989214,1.046393445265163,12.062463260685371,1.2696734406473666,12.44562246340496,2.1621893701072015,15.383291250290764,0.7292040789850115,13.69360746943014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
