date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,JKHY_shares,JKHY_value,AAPL_shares,AAPL_value,TECH_shares,TECH_value,MKC_shares,MKC_value,ADP_shares,ADP_value,PAYX_shares,PAYX_value,GEN_shares,GEN_value,EA_shares,EA_value,MU_shares,MU_value,COP_shares,COP_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,EOG_shares,EOG_value,CPRT_shares,CPRT_value,GWW_shares,GWW_value,TRV_shares,TRV_value,GPC_shares,GPC_value,CTRA_shares,CTRA_value,RMD_shares,RMD_value,FAST_shares,FAST_value,CVX_shares,CVX_value,WDC_shares,WDC_value,KLAC_shares,KLAC_value,LRCX_shares,LRCX_value,CHRW_shares,CHRW_value,AES_shares,AES_value,F_shares,F_value,SYY_shares,SYY_value,CMI_shares,CMI_value,EMN_shares,EMN_value,ADM_shares,ADM_value,EMR_shares,EMR_value,GLW_shares,GLW_value,CL_shares,CL_value,EQIX_shares,EQIX_value,GRMN_shares,GRMN_value,CSGP_shares,CSGP_value,FCX_shares,FCX_value,TXT_shares,TXT_value,DECK_shares,DECK_value,DE_shares,DE_value,NVR_shares,NVR_value,DVN_shares,DVN_value,ECL_shares,ECL_value,ZBH_shares,ZBH_value,EBAY_shares,EBAY_value,BMY_shares,BMY_value,TXN_shares,TXN_value,HRL_shares,HRL_value,AXON_shares,AXON_value,DLTR_shares,DLTR_value,J_shares,J_value,DHR_shares,DHR_value,MSFT_shares,MSFT_value,CHD_shares,CHD_value,MOS_shares,MOS_value,XOM_shares,XOM_value,FDX_shares,FDX_value,ROST_shares,ROST_value,EXPD_shares,EXPD_value,WSM_shares,WSM_value,ACN_shares,ACN_value,NEM_shares,NEM_value,PWR_shares,PWR_value,VRSN_shares,VRSN_value,SBUX_shares,SBUX_value,PKG_shares,PKG_value,PH_shares,PH_value,CTSH_shares,CTSH_value,LVS_shares,LVS_value,AMAT_shares,AMAT_value,AKAM_shares,AKAM_value,A_shares,A_value,PCAR_shares,PCAR_value,FSLR_shares,FSLR_value,CMG_shares,CMG_value,PHM_shares,PHM_value,PRU_shares,PRU_value,JBHT_shares,JBHT_value,NVDA_shares,NVDA_value,HAS_shares,HAS_value,APA_shares,APA_value,WST_shares,WST_value,TJX_shares,TJX_value,LUV_shares,LUV_value,BA_shares,BA_value,RL_shares,RL_value,INTC_shares,INTC_value,HUBB_shares,HUBB_value,FFIV_shares,FFIV_value,SWKS_shares,SWKS_value,ROK_shares,ROK_value,EW_shares,EW_value,MNST_shares,MNST_value,DXCM_shares,DXCM_value,ON_shares,ON_value,TPR_shares,TPR_value,ISRG_shares,ISRG_value,TSCO_shares,TSCO_value,FTNT_shares,FTNT_value,LULU_shares,LULU_value,ALB_shares,ALB_value,ULTA_shares,ULTA_value,GE_shares,GE_value,VLO_shares,VLO_value,BAX_shares,BAX_value,STLD_shares,STLD_value,NWSA_shares,NWSA_value,NUE_shares,NUE_value,AMP_shares,AMP_value,ENPH_shares,ENPH_value,LIN_shares,LIN_value,PSX_shares,PSX_value,DHI_shares,DHI_value,ANET_shares,ANET_value,ACGL_shares,ACGL_value,PSA_shares,PSA_value,SNA_shares,SNA_value,VRTX_shares,VRTX_value,VMC_shares,VMC_value,LEN_shares,LEN_value,WY_shares,WY_value,CF_shares,CF_value,OXY_shares,OXY_value,TSLA_shares,TSLA_value,FANG_shares,FANG_value,SMCI_shares,SMCI_value,INCY_shares,INCY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
2005-09-30,100.0,0.3955516434554849,10.0,0.1201201201201201,10.0,0.3979061898938621,10.0,0.2997014806609521,10.0,0.3418490892444108,10.0,1.2789645102399698,10.0,0.6567907365206682,10.0,0.350097415850661,10.0,0.4457773006159485,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
2005-10-31,99.67260090889258,0.3955516434554849,10.455696032540546,0.1201201201201201,9.717717901006475,0.3979061898938621,10.186602010553749,0.2997014806609521,9.93797414996987,0.3418490892444108,11.225336976503485,1.2789645102399698,9.875759768473584,0.6567907365206682,10.675011678565294,0.350097415850661,9.951757835754146,0.4457773006159485,9.053843869282488,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
2005-11-30,106.40368620728763,0.3955516434554849,10.513232271083488,0.1201201201201201,10.697897604635886,0.3979061898938621,11.102611676791383,0.2997014806609521,10.902359332865126,0.3418490892444108,11.592015192713278,1.2789645102399698,10.894030193449945,0.6567907365206682,11.86062188219262,0.350097415850661,10.98751566643333,0.4457773006159485,9.084614515395485,,,0.5904769474623245,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
2005-12-31,106.9431090269834,0.3955516434554849,10.200734039337128,0.1201201201201201,11.02102102102102,0.3979061898938621,10.00708324140602,0.2997014806609521,10.748483137390124,0.3418490892444108,11.507495749120451,1.2789645102399698,10.01948983565247,0.6567907365206682,12.888230398895194,0.350097415850661,11.695419094495012,0.4457773006159485,10.08846114374806,,,0.5904769474623245,8.766691365917902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
2006-01-31,110.26089392481956,0.3955516434554849,9.974873634464949,0.1201201201201201,11.74174174174174,0.3979061898938621,11.68097013920053,0.2997014806609521,10.404741736927305,0.3418490892444108,11.605186105651848,1.2789645102399698,10.377585530269831,0.6567907365206682,13.478275738912757,0.350097415850661,11.331714109636088,,,,,0.5904769474623245,9.40042345727578,4.528539107255391,10.265381730738737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
2006-03-31,112.76680691166266,0.3955516434554849,9.95473421572868,,,0.3979061898938621,12.896106160128006,0.2997014806609521,9.56812159641251,,,1.2789645102399698,10.470130232084436,0.6567907365206682,13.600929174089607,,,0.5207664307891683,11.25535710664388,0.6888223379154181,11.25535710664388,,,,,0.8934118447368857,11.25535710664388,0.9943104657395564,11.25535710664388,0.496753925214116,11.25535710664388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
2006-04-30,112.04662013597483,0.3955516434554849,9.6777640190355,,,0.3979061898938621,13.06442516570254,0.2997014806609521,9.45702029202099,,,1.2789645102399698,10.312906451167311,0.6567907365206682,13.126905322381644,,,0.5207664307891683,11.098097540104432,0.6888223379154181,12.161158848873471,,,,,0.8934118447368857,10.604066606227835,0.9943104657395564,11.639104681155032,0.496753925214116,10.905171209306088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
2006-05-31,106.92079013415623,,,,,,,,,,,1.2789645102399698,10.406258604712432,0.6567907365206682,11.796196539637032,,,,,,,,,,,0.8934118447368857,10.233506062510187,,,,,0.5501563305045087,10.640689846756654,1.889414065575023,10.640689846756654,0.2596056615273269,10.640689846756656,0.6578808276545964,10.640689846756654,0.4240377757264407,10.640689846756654,1.3597938217013412,10.640689846756654,0.9318171471081288,10.640689846756654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
2006-06-30,107.53898376942608,,,,,,,,,,,1.2789645102399698,9.767532573267554,0.6567907365206682,13.125389520396494,,,,,,,,,,,0.8934118447368857,9.5298084221654,,,,,0.5501563305045087,11.298669002556286,,,,,,,,,1.3597938217013412,10.73211492641407,0.9318171471081288,10.84272444262289,0.4333203620848079,10.560686220500845,6.87992602615189,10.560686220500845,0.1939321303232586,10.560686220500845,0.3744139045217776,10.560686220500845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
