date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,ORCL_shares,ORCL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,MU_shares,MU_value,PAYX_shares,PAYX_value,CVS_shares,CVS_value,EA_shares,EA_value,GRMN_shares,GRMN_value,GWW_shares,GWW_value,COP_shares,COP_value,CVX_shares,CVX_value,CPRT_shares,CPRT_value,DE_shares,DE_value,CTSH_shares,CTSH_value,CTRA_shares,CTRA_value,FCX_shares,FCX_value,FAST_shares,FAST_value,WDC_shares,WDC_value,SYY_shares,SYY_value,RMD_shares,RMD_value,EOG_shares,EOG_value,F_shares,F_value,GPC_shares,GPC_value,DVN_shares,DVN_value,EMN_shares,EMN_value,EBAY_shares,EBAY_value,ISRG_shares,ISRG_value,TRV_shares,TRV_value,VLO_shares,VLO_value,XOM_shares,XOM_value,TER_shares,TER_value,CMI_shares,CMI_value,DECK_shares,DECK_value,JBL_shares,JBL_value,MGM_shares,MGM_value,FFIV_shares,FFIV_value,CSGP_shares,CSGP_value,TXT_shares,TXT_value,URI_shares,URI_value,NVR_shares,NVR_value,MOH_shares,MOH_value,ALGN_shares,ALGN_value,CHRW_shares,CHRW_value,J_shares,J_value,FDX_shares,FDX_value,GLW_shares,GLW_value,PWR_shares,PWR_value,ROST_shares,ROST_value,WSM_shares,WSM_value,NEM_shares,NEM_value,CNC_shares,CNC_value,MOS_shares,MOS_value,TSCO_shares,TSCO_value,DD_shares,DD_value,AMP_shares,AMP_value,LRCX_shares,LRCX_value,LVS_shares,LVS_value,EXPD_shares,EXPD_value,A_shares,A_value,HRL_shares,HRL_value,PCAR_shares,PCAR_value,PHM_shares,PHM_value,STX_shares,STX_value,ABT_shares,ABT_value,FSLR_shares,FSLR_value,TSN_shares,TSN_value,LUV_shares,LUV_value,APA_shares,APA_value,SMCI_shares,SMCI_value,GE_shares,GE_value,ULTA_shares,ULTA_value,STLD_shares,STLD_value,LULU_shares,LULU_value,PRU_shares,PRU_value,NUE_shares,NUE_value,CF_shares,CF_value,ALB_shares,ALB_value,DHI_shares,DHI_value,PSX_shares,PSX_value,AMD_shares,AMD_value,ENPH_shares,ENPH_value,MHK_shares,MHK_value,ACGL_shares,ACGL_value,LEN_shares,LEN_value,WY_shares,WY_value,FANG_shares,FANG_value,OXY_shares,OXY_value,run
2006-07-31,105.28257534575928,,,,,,,,,,,1.2789648222346404,8.671883066324309,0.656790654242604,11.259851772122628,,,,,,,0.4766268725251709,10.429583755607611,,,0.9879002459604238,11.876112163030148,,,1.3121755420262755,10.120008206301293,,,0.5347706528695966,9.630279146044847,,,,,,,0.1987503990726145,8.932665278656374,0.4119707842584838,11.275678427946126,0.3636359602139797,11.41004926448579,,,0.464693093020235,11.67646426524015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2006-08-31,108.90730492122988,0.3724722003030611,10.767170962373202,,,,,,,,,,,,,,,,,,,0.4766268725251709,11.24945983112798,,,,,,,,,,,,,,,0.2165673439608966,10.767170962373202,,,0.1987503990726145,9.610276736169634,0.4119707842584838,10.474786692699112,0.3636359602139797,11.170682131694027,,,0.464693093020235,12.566244717673118,0.6918634393899258,10.767170962373202,2.3617178821474067,10.767170962373202,0.5523397642876865,10.767170962373202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2006-09-30,108.46630977879418,0.3724722003030611,9.67865127832522,,,,,,,,,,,,,,,,,,,0.4766268725251709,11.282829021311446,,,,,,,,,,,,,,,0.2165673439608966,11.782066848895214,,,0.1987503990726145,9.687533008160225,,,0.3636359602139797,11.338655550411415,,,,,,,,,,,3.475878960390867,10.939314814338127,0.997869194478304,10.939314814338127,0.5682541918567882,10.939314814338127,0.6525483078450851,10.939314814338127,0.4780490962074824,10.939314814338127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2006-10-31,111.81951597384987,0.3724722003030611,9.523847635201523,,,,,,,,,,,,,,,,,,,0.4766268725251709,11.8293824655067,,,,,,,,,,,,,,,0.2165673439608966,11.159625746944249,,,0.1987503990726145,10.520124043978656,,,0.3636359602139797,11.747723117493942,,,,,,,,,,,3.475878960390867,11.407046866282222,0.997869194478304,11.048104649862086,0.5682541918567882,11.439676087459585,0.6525483078450851,11.95578754907083,0.4780490962074824,11.18819781205009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2006-11-30,115.11339451728776,,,,,,,,,,,,,0.5045243354105241,10.27440124842373,,,,,0.4453576672880843,10.27440124842373,0.4766268725251709,11.539874331483755,,,,,,,,,0.7205123091088567,10.27440124842373,,,,,,,,,0.1987503990726145,10.45941488906784,,,0.3636359602139797,12.642795755081952,,,,,,,,,,,,,0.997869194478304,12.401919439526912,0.5682541918567882,11.784929571285751,0.6525483078450851,13.589206991387693,0.4780490962074824,11.872049794182663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2006-12-31,115.26880170213056,,,,,,,,,,,,,0.5045243354105241,10.279520704646998,,,,,0.4453576672880843,11.942266086176636,,,,,,,,,,,0.7205123091088567,9.824016464626814,,,,,0.2335691820846447,11.459991408609817,,,0.1987503990726145,10.150145669527026,,,0.3636359602139797,12.950004775943576,,,,,,,,,,,,,0.997869194478304,12.365657112661149,,,0.6525483078450851,13.377216662718912,,,2.9329314815294825,11.459991408609817,0.4320417227460571,11.459991408609817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2007-01-31,117.50629002829788,,,,,,,,,,,,,0.5045243354105241,10.015945693452878,,,,,0.4453576672880843,12.788445484133527,,,,,,,,,,,0.7205123091088567,9.11325252676556,,,,,0.2335691820846447,11.378071480100193,,,0.1987503990726145,11.269064380065338,,,0.3636359602139797,12.835522370103808,,,,,,,,,,,,,0.997869194478304,11.845885357331122,,,0.6525483078450851,14.290410653637762,,,2.9329314815294825,12.406089044673298,0.4320417227460571,11.563603038034392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2007-03-31,113.6140915177711,,,,,,,,,,,,,0.5045243354105241,10.540540799248491,,,,,0.4453576672880843,10.929077562986713,0.4565803982824727,11.146835204941448,,,,,,,,,,,,,,,,,,,0.1987503990726145,11.251035035544971,,,0.3636359602139797,13.119404889855511,,,,,,,,,,,,,,,,,,,0.4433067193833207,11.146835204941448,2.9329314815294825,12.039857205428149,,,0.2549186565389446,11.146835204941446,0.6029039050350289,11.146835204941448,0.8917717858964621,11.146835204941448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2007-04-30,117.9314897892998,,,,,,,,,,,,,,,,,,,,,0.4565803982824727,11.466111776900972,,,,,,,,,,,,,,,,,,,0.1987503990726145,12.034694369681324,,,0.3636359602139797,13.798790621842972,,,,,,,,,,,,,,,,,,,0.4433067193833207,11.474955637840717,2.9329314815294825,12.268751930140027,,,,,,,,,0.7897480578632761,11.37763709057876,0.3251499790004679,11.37763709057876,0.3113210220987351,11.377637090578755,0.2739367561802373,11.37763709057876,0.7070922124422346,11.37763709057876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2007-05-31,123.3452075467368,,,0.0910772427148535,11.715266175124706,,,,,,,,,,,,,,,,,0.4565803982824727,12.731584272738,,,,,,,,,0.9847876841883402,11.715266175124706,,,,,,,,,0.1987503990726145,12.825649598784851,,,0.3636359602139797,14.45512173629672,,,,,,,,,,,,,,,,,,,0.4433067193833207,12.029981082260582,2.9329314815294825,12.726539981033074,,,0.2410126811163375,11.715266175124706,0.602176113246675,11.715266175124706,0.9542309084130092,11.715266175124706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2007-06-30,126.29205369507098,0.4745267438067706,12.158596538193864,0.0910772427148535,12.442972454990183,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9847876841883402,12.051910486454844,,,,,,,,,,,0.3796436871161988,12.158596538193864,0.3636359602139797,15.051058630643215,,,,,,,,,0.4201180543237685,12.158596538193864,,,,,,,,,,,2.9329314815294825,14.374590949555168,,,,,,,0.9542309084130092,11.57853848245825,,,,,,,,,,,0.3637424604692564,12.158596538193864,2.169025965292449,12.158596538193864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2007-07-31,128.1822989414758,0.4745267438067706,12.33731610713084,0.0910772427148535,11.549504926314022,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9847876841883402,11.41709295020834,,,,,,,,,,,0.3796436871161988,12.52103964825364,0.3636359602139797,15.233302469208862,,,,,,,,,0.4201180543237685,13.79697185076501,,,,,,,,,,,2.9329314815294825,12.98595903708377,,,,,,,0.9542309084130092,11.657697961408,,,,,,,,,,,0.3637424604692564,14.25971487695321,2.169025965292449,12.423699114150129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2007-08-31,125.71471116224244,0.4745267438067706,12.585849634013703,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953177986527992,11.046758852268288,0.9847876841883402,11.013118837445452,,,,,,,,,,,0.3796436871161988,12.74755084258613,0.3636359602139797,15.679972505893977,,,,,,,,,0.4201180543237685,12.878206404345516,,,,,,,,,,,2.9329314815294825,11.917776662441437,,,,,,,0.9542309084130092,12.269367057339304,,,,,,,,,,,0.3637424604692564,14.226078856352949,2.169025965292449,11.350031509555688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2007-09-30,136.97523649284608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953177986527992,11.501649240724802,0.9847876841883402,10.676474526115316,,,,,,,0.2207961645510452,14.527367469398689,0.2155986803811151,14.527367469398689,0.3796436871161988,13.662872953975484,0.3636359602139797,16.83827560873057,,,,,,,2.304961282977341,14.527367469398689,,,,,,,,,,,0.5684731140879,14.527367469398689,2.9329314815294825,12.955436104275666,,,,,,,,,,,,,,,,,,,,,2.169025965292449,13.231058181429503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2007-10-31,144.80231694653506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953177986527992,13.035277713456528,0.9847876841883402,10.108984912968117,,,,,,,0.2207961645510452,13.0673226780201,0.2155986803811151,14.32504796494162,0.3796436871161988,13.225450852929583,0.3636359602139797,16.465810368095287,,,,,,,2.304961282977341,16.399064807906466,,,,,,,,,,,0.5684731140879,17.79516515617329,2.9329314815294825,13.535296306971148,,,,,,,,,,,,,,,,,,,,,2.169025965292449,16.844896185072905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2007-11-30,136.0579321357574,,,,,,,,,,,,,,,,,,,0.4573200673824707,10.45891032483538,,,,,,,,,,,,,,,,,,,0.2207961645510452,13.061244011639925,0.2155986803811151,14.066975002297312,0.3796436871161988,12.520096853300052,0.3636359602139797,15.792855514981854,,,,,,,2.304961282977341,14.221612390915974,,,,,,,,,,,0.5684731140879,16.644643787257326,2.9329314815294825,11.459991408609817,,,0.1987862586832134,10.45891032483538,,,,,,,,,,,,,,,,,2.169025965292449,17.37269251708436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2007-12-31,140.37324207121458,,,,,,,,,0.3364451533109744,16.281329006793143,,,,,,,,,0.4573200673824707,9.032071330803795,,,,,,,,,,,,,,,,,0.2861010956140186,16.281329006793143,,,0.2155986803811151,13.998407871318255,0.3796436871161988,13.812148821626478,0.3636359602139797,16.906221533883162,,,,,,,,,,,,,,,,,,,,,2.9329314815294825,10.269738979961112,,,0.1987862586832134,11.229337506449191,0.8938951799699543,16.281329006793143,1.3009731073789554,16.281329006793143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2008-01-31,131.29201342064923,,,,,,,,,0.3364451533109744,15.856556476559504,,,,,,,,,0.4573200673824707,10.111346968952445,,,,,,,,,,,,,,,,,0.2861010956140186,13.204015651438242,,,0.2155986803811151,12.696458938631205,0.3796436871161988,12.531045439857818,0.3636359602139797,15.080284727924669,,,,,,,,,,,,,,,,,,,,,2.9329314815294825,10.132401166162486,,,0.1987862586832134,10.759139423161487,0.8938951799699543,17.729896880423997,1.3009731073789554,13.190867747537371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2008-02-29,129.99695819735518,,,,,,,,,,,,,,,0.3165981222821826,13.691211788644235,,,0.4573200673824707,8.39639671626818,,,,,,,,,,,,,,,,,0.2861010956140186,13.18171639001862,,,0.2155986803811151,11.781561878851852,0.3796436871161988,12.937744880158164,0.3636359602139797,15.697984792817874,,,,,,,,,,,,,,,,,,,,,2.9329314815294825,9.964546712943964,,,0.1987862586832134,12.994465665517476,0.8938951799699543,17.660117583490575,,,,,,,,,,,,,,,,,1.3391399010952283,13.691211788644235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2008-03-31,125.43438756591308,,,,,,,,,,,,,,,,,,,0.4573200673824707,8.881155743458333,,,,,,,,,,,,,,,,,,,0.4088701827161548,12.16888058661918,0.2155986803811151,12.272686599561174,,,0.3636359602139797,15.573847745700451,,,,,,,,,,,,,,,,,,,,,,,,,0.1987862586832134,13.198130886863837,0.8938951799699543,16.75845626631213,,,,,,,,,,,,,,,,,1.3391399010952283,10.07458797754044,0.219224031393626,12.16888058661918,0.6697237498912115,12.16888058661918,2.8299721039174046,12.16888058661918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2008-04-30,135.32888785361635,,,,,,,,,,,,,,,,,,,0.4573200673824707,9.489391398186267,,,,,,,,,,,,,,,,,,,0.4088701827161548,9.215094385705193,0.2155986803811151,13.930681277797046,,,0.3636359602139797,17.54247765285269,,,,,,,,,,,,,,,,,,,,,,,,,0.1987862586832134,14.390203875975288,0.8938951799699543,19.857537155540737,,,,,,,,,,,,,,,,,1.3391399010952283,11.586848174706498,0.219224031393626,10.591089580675373,0.6697237498912115,15.15584789798358,2.8299721039174046,13.569716454193692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
